exercise is good for the mind
exercise is good for the mind
Basic
Radial

0.6 0.6
432 388.8
Began 2567.58 293 483 -0.1550926 0.2443414
Stationary 2567.611 293 483 -0.1550926 0.2443414
Stationary 2567.642 293 483 -0.1550926 0.2443414
Moved 2567.672 293 461.0132 -0.1550926 0.1877912
Moved 2567.703 279.9415 407.4537 -0.1853207 0.05003525
Moved 2567.734 280 341.535 -0.1851852 -0.1195087
Moved 2567.765 293.0598 282.4658 -0.154954 -0.2714356
Moved 2567.795 300.5 248 -0.1377315 -0.3600824
Moved 2567.826 304.1775 226.7576 -0.1292188 -0.4147183
Moved 2567.857 305 213.8649 -0.1273148 -0.4478785
Moved 2567.887 305 205.1603 -0.1273148 -0.4702668
Moved 2567.918 306 200.3755 -0.125 -0.4825734
Moved 2567.949 306 197.7019 -0.125 -0.4894498
Moved 2567.979 306 195.5 -0.125 -0.4951132
Moved 2568.01 306 193.979 -0.125 -0.4990253
Moved 2568.041 306 192.7452 -0.125 -0.5021985
Moved 2568.072 306 191.8439 -0.125 -0.5045168
Stationary 2568.103 306 191.8439 -0.125 -0.5045168
Stationary 2568.133 306 192 -0.125 -0.5041152
Moved 2568.164 306 197.8857 -0.125 -0.488977
Moved 2568.195 306 220.2886 -0.125 -0.4313565
Moved 2568.225 306 249.9202 -0.125 -0.3551437
Moved 2568.256 306 281.6622 -0.125 -0.2735026
Moved 2568.287 306 320.9813 -0.125 -0.1723731
Moved 2568.318 297.4001 366.399 -0.1449071 -0.05555816
Moved 2568.348 294.5 403.5 -0.1516204 0.03986618
Moved 2568.379 294 445.8973 -0.1527778 0.1489127
Moved 2568.41 294 472.606 -0.1527778 0.2176079
Moved 2568.44 294 487.7883 -0.1527778 0.256657
Moved 2568.471 294 496.9887 -0.1527778 0.2803207
Moved 2568.502 294 503.6472 -0.1527778 0.2974463
Moved 2568.533 294 508.3856 -0.1527778 0.3096337
Moved 2568.563 294 511.0545 -0.1527778 0.3164981
Moved 2568.594 294 512.1237 -0.1527778 0.3192481
Moved 2568.625 294 515.2352 -0.1527778 0.3272509
Moved 2568.656 294 518.3425 -0.1527778 0.3352429
Moved 2568.686 301.8999 519.8999 -0.134491 0.3392486
Moved 2568.717 311.9406 525.4703 -0.1112485 0.3535759
Moved 2568.748 327.6399 530.2133 -0.07490773 0.3657749
Moved 2568.778 342.4533 533.4907 -0.04061729 0.3742043
Moved 2568.809 350.0879 534 -0.02294461 0.3755144
Moved 2568.84 356.8412 534 -0.007312149 0.3755144
Moved 2568.87 360.7942 534 0.001838307 0.3755144
Moved 2568.901 362.3326 534 0.005399585 0.3755144
Moved 2568.932 364.2039 534 0.009731353 0.3755144
Moved 2568.963 365.0388 534 0.01166383 0.3755144
Stationary 2568.993 365 534 0.01157403 0.3755144
Moved 2569.024 366.1913 534 0.01433184 0.3755144
Stationary 2569.055 366.1913 534 0.01433184 0.3755144
Stationary 2569.086 366 534 0.01388888 0.3755144
Moved 2569.116 366 522.835 0.01388888 0.3467976
Moved 2569.147 351.9474 487.7369 -0.01864031 0.2565249
Moved 2569.178 320.4504 389.8016 -0.09155 0.004633758
Moved 2569.208 306.8671 315.3142 -0.1229929 -0.186949
Moved 2569.239 307 282.187 -0.1226852 -0.2721529
Moved 2569.27 307 261.1512 -0.1226852 -0.3262572
Moved 2569.301 307 253.3589 -0.1226852 -0.3462992
Moved 2569.332 312.6458 257.106 -0.1096163 -0.3366615
Moved 2569.362 354.8104 330.5385 -0.01201297 -0.147792
Moved 2569.393 431.6466 484.4332 0.1658486 0.2480277
Moved 2569.424 470.7769 546.4275 0.2564281 0.407478
Moved 2569.454 479 557.5 0.275463 0.4359567
Moved 2569.485 479 558.5 0.275463 0.4385287
Moved 2569.516 467.7221 558 0.2493566 0.4372427
Moved 2569.547 343.0612 461.7738 -0.03921012 0.1897473
Moved 2569.577 302.1104 438.5552 -0.1340037 0.1300287
Moved 2569.608 268.8248 430.2944 -0.2110536 0.1087819
Moved 2569.639 242.8994 428 -0.2710662 0.1028806
Moved 2569.669 222.2356 428 -0.3188991 0.1028806
Moved 2569.7 205.4133 436.9658 -0.3578397 0.1259406
Moved 2569.731 191.4044 445.1275 -0.3902677 0.1469328
Ended 2569.762 186 486.2944 -0.4027778 0.2528149
Candidates 2569.915 13 exercise events activities overview revenues revenue adventure adventures garcia avenue before credits exhibits
Began 2570.683 319.5416 443 -0.09365365 0.1414608
Moved 2570.714 453.7349 472.6605 0.216979 0.217748
Ended 2570.745 543.5195 495.9497 0.4248136 0.2776484
Accept 2570.806 0 exercise
Began 2571.114 450 579 0.2083333 0.4912551
Moved 2571.144 434.3446 566.191 0.1720939 0.45831
Moved 2571.175 403.7304 540.6453 0.1012279 0.3926062
Moved 2571.205 369.2964 511.4667 0.02151936 0.3175585
Moved 2571.236 341.0335 491.5251 -0.04390394 0.2662683
Moved 2571.267 318.6567 477.5181 -0.09570201 0.230242
Moved 2571.298 302.0261 467.0174 -0.1341989 0.203234
Moved 2571.328 290.9216 461.9608 -0.1599036 0.1902284
Moved 2571.359 278.5015 455.3009 -0.188654 0.173099
Moved 2571.39 268.6917 451.2306 -0.2113618 0.16263
Moved 2571.421 260.715 448 -0.2298263 0.1543209
Moved 2571.451 253.563 445.8544 -0.2463819 0.1488023
Moved 2571.482 243.9409 442.9852 -0.2686552 0.1414228
Moved 2571.513 234.4476 440.1119 -0.2906306 0.1340326
Moved 2571.543 225.5 437.5 -0.3113426 0.1273147
Moved 2571.574 214.7626 432.3813 -0.3361976 0.1141495
Moved 2571.605 205.2535 428.6268 -0.3582094 0.1044927
Moved 2571.636 194.7716 422.8858 -0.3824732 0.08972681
Ended 2571.666 184 415 -0.4074074 0.06944436
Candidates 2571.789 13 its us is usa ira ita irs use press ya ours orders iraq
Began 2572.711 315 474 -0.1041667 0.2211934
Moved 2572.742 303.1553 484.4596 -0.131585 0.2480956
Moved 2572.772 288.5287 500.9656 -0.1654429 0.2905495
Moved 2572.803 269.6685 528.5682 -0.2091006 0.3615437
Ended 2572.834 254 552 -0.2453704 0.4218106
Accept 2572.895 2 is
Began 2573.264 320 406 -0.09259259 0.04629618
Stationary 2573.295 320 406 -0.09259259 0.04629618
Stationary 2573.325 320 406 -0.09259259 0.04629618
Moved 2573.356 333.0395 406 -0.0624085 0.04629618
Moved 2573.387 356.6906 423.6144 -0.007660637 0.09160073
Moved 2573.418 385.6047 443.0212 0.05927026 0.1415153
Moved 2573.448 419.2483 468.1774 0.1371489 0.2062175
Moved 2573.479 442.6401 488.6401 0.1912965 0.2588478
Moved 2573.51 461.3362 505.9468 0.2345745 0.303361
Moved 2573.541 470.813 514.5421 0.2565117 0.3254681
Moved 2573.571 477.7141 520.7141 0.2724862 0.3413426
Moved 2573.602 482.3683 525.3683 0.2832599 0.3533134
Moved 2573.633 485.5541 528 0.2906345 0.3600822
Moved 2573.663 486 529.5 0.2916667 0.3639403
Moved 2573.694 486 530 0.2916667 0.3652262
Stationary 2573.725 486 530 0.2916667 0.3652262
Moved 2573.756 465.1787 518.9072 0.2434692 0.3366955
Moved 2573.786 439.5 501.5 0.1840278 0.2919238
Moved 2573.817 404.5526 480.0789 0.1031311 0.2368284
Moved 2573.848 368.08 453.0587 0.01870384 0.167332
Moved 2573.878 334.585 429.0973 -0.05883098 0.1057028
Moved 2573.909 312.2342 410.8488 -0.110569 0.05876745
Moved 2573.94 286.3102 388.5919 -0.1705782 0.00152219
Moved 2573.97 273.2208 376.3766 -0.2008777 -0.02989553
Moved 2574.001 261.8711 366.8712 -0.2271502 -0.05434381
Moved 2574.032 255.9196 360.9196 -0.2409268 -0.06965127
Moved 2574.063 252.5919 357.5919 -0.24863 -0.07821032
Moved 2574.094 251 355.7183 -0.2523148 -0.08302924
