where can my little dog be
where can my little dog be
Basic
Radial

0.6 0.6
432 388.8
Began 768.2798 274 478 -0.199074 0.2314814
Stationary 768.3105 274 478 -0.199074 0.2314814
Stationary 768.3413 274 478 -0.199074 0.2314814
Stationary 768.372 274 478 -0.199074 0.2314814
Stationary 768.4028 274 478 -0.199074 0.2314814
Stationary 768.4334 274 478 -0.199074 0.2314814
Stationary 768.4642 274 478 -0.199074 0.2314814
Stationary 768.4949 274 478 -0.199074 0.2314814
Stationary 768.5256 274 478 -0.199074 0.2314814
Stationary 768.5563 274 478 -0.199074 0.2314814
Stationary 768.587 274 478 -0.199074 0.2314814
Stationary 768.6177 274 478 -0.199074 0.2314814
Stationary 768.6484 274 478 -0.199074 0.2314814
Stationary 768.6791 274 478 -0.199074 0.2314814
Stationary 768.7099 274 478 -0.199074 0.2314814
Stationary 768.7406 274 478 -0.199074 0.2314814
Stationary 768.7713 274 478 -0.199074 0.2314814
Stationary 768.802 274 478 -0.199074 0.2314814
Moved 768.8327 294.3586 454.7127 -0.1519477 0.1715861
Moved 768.8634 315.5253 436.264 -0.1029506 0.1241356
Moved 768.8941 333.3389 422.3289 -0.06171549 0.08829434
Moved 768.9248 349.5 410 -0.02430553 0.05658428
Moved 768.9556 358.3302 403.7798 -0.003865262 0.04058591
Moved 768.9862 361.9904 400.0096 0.00460734 0.03088896
Moved 769.017 365.8621 397.1379 0.01356969 0.02350269
Moved 769.0477 368.2957 396 0.01920303 0.02057605
Moved 769.0784 370.2748 394 0.02378434 0.01543206
Moved 769.1091 372.0742 391.9258 0.02794961 0.01009706
Moved 769.1398 373.3734 390.6266 0.03095696 0.006755624
Moved 769.1705 374 390 0.03240744 0.005143954
Moved 769.2012 375.5 388.5 0.03587961 0.00128589
Moved 769.2319 376.5 387.5 0.03819446 -0.001286047
Moved 769.2626 377 388 0.03935188 -3.924585E-08
Stationary 769.2933 377 388 0.03935188 -3.924585E-08
Stationary 769.3241 377 388 0.03935188 -3.924585E-08
Stationary 769.3548 377 388 0.03935188 -3.924585E-08
Moved 769.3855 356.2263 405.819 -0.008735359 0.04583064
Moved 769.4162 345.6865 414.4852 -0.03313318 0.06812021
Moved 769.4469 331.4822 424.8143 -0.06601349 0.09468682
Moved 769.4777 317.5 438.5 -0.09837966 0.1298867
Moved 769.5084 307.3925 449.6075 -0.1217767 0.1584553
Moved 769.5391 297.9399 459.0801 -0.1436575 0.1828191
Moved 769.5698 283.5965 476.2047 -0.1768599 0.2268637
Moved 769.6005 272.6862 491.9708 -0.2021154 0.2674144
Moved 769.6312 266.6849 501.6302 -0.2160072 0.2922588
Moved 769.6619 262.8158 508.3684 -0.2249634 0.3095895
Moved 769.6926 261.6546 512.0362 -0.2276514 0.3190231
Moved 769.7233 257.5577 519.3269 -0.2371349 0.3377748
Moved 769.754 253.6914 527.9258 -0.2460847 0.3598914
Moved 769.7847 252 530.1889 -0.25 0.3657121
Moved 769.8155 251 532.7932 -0.2523148 0.3724103
Moved 769.8462 250 535.0452 -0.2546296 0.3782027
Moved 769.877 250 536.3734 -0.2546296 0.3816188
Stationary 769.9076 250 536.3734 -0.2546296 0.3816188
Moved 769.9383 250 537.172 -0.2546296 0.3836728
Moved 769.9691 250 538.2244 -0.2546296 0.3863795
Moved 769.9998 250 539.1318 -0.2546296 0.3887133
Moved 770.0304 250 540.1481 -0.2546296 0.3913274
Moved 770.0612 268.1245 547.5623 -0.2126749 0.4103966
Moved 770.0919 277.1943 550.0648 -0.1916799 0.4168332
Moved 770.1226 284.868 552 -0.1739167 0.4218106
Moved 770.1533 291.9411 554 -0.1575438 0.4269547
Moved 770.184 296.3467 555.3467 -0.1473456 0.4304185
Moved 770.2147 300.2202 555 -0.1383791 0.4295266
Moved 770.2454 302.0483 555 -0.1341473 0.4295266
Moved 770.2761 304.6014 555 -0.1282376 0.4295266
Moved 770.3069 306.0365 555 -0.1249155 0.4295266
Moved 770.3376 308.172 555 -0.1199722 0.4295266
Moved 770.3683 311.8393 555 -0.1114831 0.4295266
Moved 770.399 315.7696 555 -0.1023853 0.4295266
Moved 770.4297 318.6344 555 -0.09575377 0.4295266
Moved 770.4604 320.0674 555 -0.09243647 0.4295266
Moved 770.4911 321.2233 555 -0.08976088 0.4295266
Stationary 770.5219 321 555 -0.09027779 0.4295266
Stationary 770.5525 321 555 -0.09027779 0.4295266
Moved 770.5833 307.5 548 -0.1215278 0.4115225
Moved 770.614 299.1211 547 -0.1409235 0.4089505
Moved 770.6447 294 547 -0.1527778 0.4089505
Moved 770.6754 278.59 547 -0.1884491 0.4089505
Moved 770.7061 271.1187 546 -0.2057438 0.4063785
Moved 770.7368 264.4665 546 -0.2211424 0.4063785
Moved 770.7675 258.7262 544.8631 -0.2344301 0.4034544
Moved 770.7983 253.9839 545 -0.2454076 0.4038065
Moved 770.8289 250.9674 545 -0.2523902 0.4038065
Moved 770.8597 247.6072 544 -0.2601686 0.4012345
Moved 770.8904 245.7402 544 -0.2644902 0.4012345
Moved 770.9211 244.5 544 -0.2673611 0.4012345
Moved 770.9518 243.6787 544 -0.2692622 0.4012345
Moved 770.9825 242.9698 544 -0.2709033 0.4012345
Stationary 771.0132 243 544 -0.2708333 0.4012345
Ended 771.0439 243 544 -0.2708333 0.4012345
Candidates 771.136 13 get there free here he her the where these after few sheet dr
Began 772.5181 410 384 0.1157407 -0.01028807
