in sharp contrast to your words
in sharp contrast to your words
FixStart
Radial

0.6 0.6
432 388.8
Began 2687.078 335 242 -0.05787035 -0.3755144
Stationary 2687.109 335 242 -0.05787035 -0.3755144
Moved 2687.14 355.9004 273.1674 -0.009489754 -0.2953515
Moved 2687.171 372.7811 295.3748 0.02958576 -0.2382336
Moved 2687.201 395.4627 323.7065 0.0820897 -0.1653638
Moved 2687.232 413.8103 344.9454 0.124561 -0.1107373
Moved 2687.263 427.024 359.0239 0.155148 -0.07452694
Moved 2687.293 438.1135 371.1135 0.1808182 -0.04343245
Moved 2687.324 447.2069 380.2069 0.2018678 -0.02004403
Moved 2687.355 452.5515 385.5515 0.2142395 -0.006297743
Moved 2687.386 453.8386 386 0.217219 -0.005144111
Moved 2687.416 455.3326 386 0.2206775 -0.005144111
Moved 2687.447 457 380.2443 0.2245371 -0.01994796
Moved 2687.478 457 351.9703 0.2245371 -0.09266896
Moved 2687.509 442.3842 307.9603 0.190704 -0.2058634
Moved 2687.539 426.6995 263.2732 0.1543969 -0.3207995
Moved 2687.57 415.9345 234.4921 0.1294781 -0.394825
Moved 2687.601 406.5 202.5 0.1076389 -0.4771091
Moved 2687.632 399.8325 182.33 0.09220482 -0.5289868
Moved 2687.662 392.1348 160.3146 0.0743861 -0.5856107
Moved 2687.693 387.171 142.8551 0.06289591 -0.6305167
Moved 2687.724 384.6941 132.7764 0.05716224 -0.6564394
Moved 2687.754 383 124.1783 0.05324075 -0.6785535
Moved 2687.785 380.8539 116.7078 0.04827291 -0.6977682
Moved 2687.816 380 110.9589 0.04629632 -0.7125544
Moved 2687.846 380 107.4413 0.04629632 -0.7216017
Ended 2687.877 379 104.5767 0.04398147 -0.7289696
Candidates 2688 13 in on join inn ibm john job ion upon un iv gun him
Began 2688.308 271 200 -0.2060186 -0.4835392
Stationary 2688.338 271 200 -0.2060186 -0.4835392
Stationary 2688.369 271 200 -0.2060186 -0.4835392
Stationary 2688.4 271 200 -0.2060186 -0.4835392
Moved 2688.43 300.025 215.2594 -0.1388311 -0.4442917
Moved 2688.461 321.9935 222.2484 -0.087978 -0.4263159
Moved 2688.492 341.5 228 -0.04282405 -0.4115227
Moved 2688.523 354.2227 231.0742 -0.01337339 -0.4036157
Moved 2688.553 366.7586 234.9196 0.01564483 -0.3937255
Moved 2688.584 376.3726 238.7909 0.03789951 -0.3837683
Moved 2688.615 383 240 0.05324075 -0.3806585
Moved 2688.646 387.3651 242 0.06334523 -0.3755144
Moved 2688.676 390.0523 243 0.06956558 -0.3729424
