they might find your comment offensive
they might find your comment offensive
Basic
Radial

0.6 0.6
432 388.8
Moved 1217.732 367 503.691 0.01620372 0.2975591
Moved 1217.763 367 526.1132 0.01620372 0.3552292
Ended 1217.794 378 545 0.04166663 0.4038065
Candidates 1217.855 13 company competent another account almost flight completely slight comment content definitely favorite community
Began 1220.406 411 399 0.1180555 0.02829214
Stationary 1220.437 411 399 0.1180555 0.02829214
Stationary 1220.468 411 399 0.1180555 0.02829214
Stationary 1220.499 411 399 0.1180555 0.02829214
Ended 1220.529 411 399 0.1180555 0.02829214
NextCandidatePanel 1220.591
Began 1221.544 432 422 0.1666667 0.08744851
Stationary 1221.574 432 422 0.1666667 0.08744851
Moved 1221.605 423.4891 408.2228 0.1469655 0.05201324
Moved 1221.636 413.901 392.6614 0.1247708 0.01198922
Moved 1221.667 399.06 367.2767 0.09041668 -0.05330073
Moved 1221.697 388.895 347.825 0.06688654 -0.1033308
Moved 1221.728 383.1972 337.3944 0.05369722 -0.1301584
Moved 1221.759 373.4476 323.4476 0.03112873 -0.16603
Moved 1221.789 371.5707 319.8561 0.02678414 -0.1752671
Moved 1221.82 365.9297 309.3946 0.01372616 -0.2021745
Moved 1221.851 363.179 305.2685 0.007358789 -0.2127869
Moved 1221.882 359.6332 299.2664 -0.0008491178 -0.2282245
Moved 1221.912 351.279 288.9186 -0.02018745 -0.2548391
Ended 1221.943 346 285 -0.03240739 -0.2649178
Accept 1222.005 8 comment
Began 1222.742 534 423 0.4027778 0.09002049
Stationary 1222.773 534 423 0.4027778 0.09002049
Stationary 1222.804 534 423 0.4027778 0.09002049
Moved 1222.834 524.3525 423 0.3804455 0.09002049
Moved 1222.865 521.8216 431.2488 0.3745869 0.1112365
Moved 1222.896 517.9489 431.0511 0.3656224 0.1107281
Moved 1222.927 513.1588 432.9207 0.3545342 0.1155365
Moved 1222.958 508.15 434.425 0.3429399 0.1194057
Moved 1222.988 504.4009 435 0.3342612 0.1208847
Moved 1223.019 501.8377 436.1622 0.3283281 0.123874
Moved 1223.05 499.2231 436 0.3222755 0.1234567
Moved 1223.08 497.4237 437 0.3181104 0.1260288
Moved 1223.111 494.5573 438 0.3114753 0.1286007
Moved 1223.142 494 440.3168 0.3101851 0.1345597
Moved 1223.173 492 444.8307 0.3055556 0.1461695
Moved 1223.203 491 451.403 0.3032407 0.1630735
Moved 1223.234 491 463.2791 0.3032407 0.1936191
Moved 1223.265 502.5022 474.7511 0.3298663 0.2231251
Moved 1223.296 503.0122 484.0367 0.3310468 0.2470078
Moved 1223.326 505 489.7567 0.3356481 0.2617197
Moved 1223.357 506.7516 492.7516 0.3397029 0.2694229
Moved 1223.388 507 495.212 0.3402778 0.2757509
Moved 1223.418 508 497 0.3425926 0.2803498
Moved 1223.449 508 499.0093 0.3425926 0.2855177
Stationary 1223.48 508 499 0.3425926 0.2854938
Moved 1223.511 474.0888 474.2711 0.2640946 0.2218905
Moved 1223.541 439.6744 444.2286 0.1844315 0.1446209
Moved 1223.572 406.5591 412.5591 0.1077757 0.0631664
Moved 1223.603 382.9106 391.4329 0.05303383 0.008829415
Moved 1223.634 366.2455 376.2455 0.0144573 -0.03023273
Moved 1223.664 355.7389 366.7389 -0.009863674 -0.054684
Moved 1223.695 344.8234 357.1176 -0.03513107 -0.07943024
Moved 1223.726 339.3752 352.3752 -0.04774263 -0.09162769
Moved 1223.757 333.6384 348.3192 -0.06102224 -0.1020597
Moved 1223.787 330.4471 345.4471 -0.06840959 -0.1094469
Moved 1223.818 326.1475 344 -0.07836223 -0.1131688
Moved 1223.849 323.999 340.999 -0.08333574 -0.1208875
Moved 1223.88 321.1297 339.1296 -0.08997764 -0.1256955
Moved 1223.91 315.8306 337 -0.1022439 -0.1311728
Moved 1223.941 314.7956 335.7956 -0.1046398 -0.1342707
Moved 1223.972 311.8698 334.8699 -0.1114124 -0.1366516
Moved 1224.002 311 333.986 -0.113426 -0.1389249
Moved 1224.033 309.5 334 -0.1168982 -0.1388889
Moved 1224.064 308.6834 334 -0.1187884 -0.1388889
Moved 1224.095 308 334 -0.1203704 -0.1388889
Moved 1224.125 306.8909 334 -0.1229377 -0.1388889
Moved 1224.156 304.2528 342.2192 -0.1290444 -0.1177489
Moved 1224.187 299.9542 365.7063 -0.138995 -0.05733984
Moved 1224.218 294.1801 392.6898 -0.152361 0.01206202
Moved 1224.248 287.4762 416.357 -0.1678791 0.07293461
Moved 1224.279 282.4352 439.0414 -0.1795481 0.1312793
Moved 1224.31 277.3524 458.5905 -0.1913139 0.1815598
Moved 1224.341 275.4821 472.0715 -0.1956433 0.2162333
Moved 1224.371 275 481.1487 -0.1967592 0.2395799
Moved 1224.402 275 486.9089 -0.1967592 0.2543952
Moved 1224.433 283.6586 493.6586 -0.1767163 0.2717555
Moved 1224.464 290.7857 498.3928 -0.1602183 0.2839321
Moved 1224.494 305.0247 499 -0.1272577 0.2854938
Moved 1224.525 327.5865 489.1202 -0.07503127 0.2600829
Moved 1224.556 347.7219 470.3129 -0.02842153 0.21171
Moved 1224.586 369.5335 436.4442 0.02206822 0.1245992
Moved 1224.617 393.7018 382.9137 0.07801344 -0.01308206
Moved 1224.648 410.1153 334.2079 0.1160077 -0.1383541
Moved 1224.679 419.2731 301.8166 0.1372062 -0.2216652
Moved 1224.709 422 280.391 0.1435185 -0.2767721
Moved 1224.74 422 268 0.1435185 -0.308642
Moved 1224.771 422 262.2609 0.1435185 -0.3234032
Moved 1224.802 422 260.5 0.1435185 -0.3279321
Moved 1224.832 401.1288 271.6885 0.09520571 -0.2991552
Moved 1224.863 376.953 299.3087 0.0392431 -0.2281155
Moved 1224.894 352.0228 333.4686 -0.01846567 -0.1402557
Moved 1224.925 330.4399 358.9258 -0.06842618 -0.07477921
Moved 1224.955 314.3519 373.5778 -0.105667 -0.03709424
Moved 1224.986 294.5871 391.6113 -0.1514187 0.00928812
Moved 1225.017 277.593 407.407 -0.190757 0.04991516
Moved 1225.047 267.3877 415.4592 -0.2143804 0.07062551
Moved 1225.078 254.6971 426.2272 -0.2437567 0.09832087
Moved 1225.109 246.1704 433.8864 -0.2634945 0.1180205
Moved 1225.14 242.1848 437.8152 -0.2727205 0.1281256
Moved 1225.17 241 440.3141 -0.275463 0.1345528
Moved 1225.201 241 443.1819 -0.275463 0.1419286
Moved 1225.232 254.3165 449.1055 -0.2446378 0.1571641
Moved 1225.263 274.6631 460.1799 -0.1975391 0.1856477
