come and see our new car
come and see our new car
Basic
Radial

0.6 0.6
432 388.8
Began 989.3654 394 269 0.07870366 -0.30607
Stationary 989.3961 394 269 0.07870366 -0.30607
Moved 989.4268 394 252.0321 0.07870366 -0.3497117
Moved 989.4576 394 244.3955 0.07870366 -0.3693531
Moved 989.4883 386.3139 237.6279 0.06091187 -0.3867595
Moved 989.519 385 230.8916 0.05787035 -0.4040854
Moved 989.5497 384 227.5728 0.0555556 -0.4126216
Moved 989.5804 382.5 226.5 0.05208333 -0.4153807
Moved 989.6112 383 232.9023 0.05324075 -0.3989138
Moved 989.6419 413.4681 264.9965 0.1237689 -0.316367
Moved 989.6724 451 318.5 0.2106482 -0.1787552
Moved 989.7034 474.6208 378.8625 0.265326 -0.02350183
Moved 989.7341 492.2424 415.4849 0.3061167 0.0706914
Moved 989.7648 503.1602 439.3204 0.3313894 0.131997
Moved 989.7956 510.6546 451.8728 0.3487375 0.1642818
Moved 989.8264 514.1652 457.1652 0.3568639 0.177894
Moved 989.8571 516 461.0201 0.3611111 0.1878089
Moved 989.8878 517 462 0.3634259 0.1903292
Moved 989.9186 518 462 0.3657407 0.1903292
Moved 989.9493 518 452.7835 0.3657407 0.1666242
Moved 989.98 509.9024 430.432 0.3469963 0.1091358
Moved 990.0107 500.9866 397.2065 0.3263579 0.02367922
Moved 990.0415 489.9194 354.597 0.3007394 -0.08591302
Moved 990.0722 481.7618 320.0471 0.281856 -0.174776
Moved 990.103 478.7285 300.0997 0.2748345 -0.2260811
Moved 990.1337 477.1832 288.7327 0.2712574 -0.2553171
Moved 990.1644 474.324 277.2959 0.2646389 -0.2847328
Moved 990.1952 472.447 270.894 0.260294 -0.3011987
Moved 990.226 469.5805 267.5805 0.2536587 -0.309721
Moved 990.2567 455.5404 268 0.2211583 -0.308642
Moved 990.2874 429.8026 290.3977 0.1615801 -0.2510347
Moved 990.3181 402.7738 322.8539 0.09901335 -0.1675568
Moved 990.3489 379.3856 355.1525 0.04487405 -0.08448432
Moved 990.3796 353.2036 395.9955 -0.01573245 0.02056463
Moved 990.4103 329.1534 425.8082 -0.07140408 0.0972433
Moved 990.441 311.5879 450.8242 -0.1120651 0.1615848
Moved 990.4717 295.3393 476.1812 -0.1496776 0.2268033
Ended 990.5025 293 480 -0.1550926 0.2366254
Candidates 990.5947 13 none home bone come number clone blonde books volume bond bobby bonds mine
Began 991.5782 376 452 0.03703703 0.164609
Stationary 991.6089 376 452 0.03703703 0.164609
Moved 991.6396 376 438.0279 0.03703703 0.1286725
Moved 991.6703 376 416.71 0.03703703 0.07384256
Moved 991.7012 376 394.6702 0.03703703 0.01715578
Moved 991.7319 390.6626 364.7914 0.07097821 -0.05969302
Moved 991.7626 398.2651 337.4498 0.08857658 -0.1300161
Moved 991.7933 406.8801 309.7331 0.1085187 -0.2013038
Ended 991.8241 413 293 0.1226852 -0.2443416
Accept 991.8856 3 come
Began 992.3159 211 442 -0.3449074 0.1388888
Stationary 992.3466 211 442 -0.3449074 0.1388888
Stationary 992.3773 211 442 -0.3449074 0.1388888
Stationary 992.408 211 442 -0.3449074 0.1388888
Stationary 992.4387 211 442 -0.3449074 0.1388888
Moved 992.4695 226.909 442 -0.308081 0.1388888
Moved 992.5002 258.8093 442 -0.2342378 0.1388888
Moved 992.5309 292.7828 430.8115 -0.1555954 0.1101117
Moved 992.5616 328.7285 423.074 -0.07238761 0.09021091
Moved 992.5923 361.7099 403.86 0.003958146 0.04079222
Moved 992.6231 379 389.5 0.04398147 0.003857946
Moved 992.6539 389.9311 366.6724 0.06928483 -0.0548551
Moved 992.6846 396.2034 343.2881 0.08380414 -0.1149996
Moved 992.7153 403.895 321.28 0.1016088 -0.171605
Moved 992.746 408.5179 310.4462 0.1123101 -0.1994698
Moved 992.7768 411.3858 304.2285 0.1189485 -0.2154619
Moved 992.8076 412 301.736 0.1203704 -0.2218724
Moved 992.8383 412 299.9415 0.1203704 -0.2264879
Stationary 992.869 412 300 0.1203704 -0.2263375
Moved 992.8998 398.4156 300 0.08892496 -0.2263375
Moved 992.9305 381.0702 311.1579 0.04877359 -0.1976391
Moved 992.9612 359.3644 324.7166 -0.001471291 -0.1627661
Moved 992.9919 328.8041 357.0155 -0.07221272 -0.07969271
Moved 993.0226 307.2021 384.1687 -0.1222172 -0.009854202
Moved 993.0534 289.6438 405.9156 -0.1628616 0.04607914
Moved 993.0842 277.6173 421.5741 -0.1907007 0.08635305
Moved 993.1149 266.0928 434.8763 -0.2173778 0.1205665
Moved 993.1456 259.3264 443.5104 -0.2330407 0.1427735
Moved 993.1763 254 449 -0.2453704 0.156893
Ended 993.2071 249 454 -0.2569445 0.169753
Candidates 993.33 13 end ends and sense seems send seemed denver terms trends sends arms went
Began 994.1291 374 423 0.03240744 0.09002049
Stationary 994.1599 374 423 0.03240744 0.09002049
Stationary 994.1906 374 423 0.03240744 0.09002049
Moved 994.2213 349.2734 448.181 -0.02483 0.1547863
Moved 994.252 338.102 466.8368 -0.05068978 0.2027694
Moved 994.2828 322.892 493.3647 -0.08589824 0.2709996
Moved 994.3135 314.5496 511.0765 -0.1052093 0.3165546
Moved 994.3442 307.4656 531.7813 -0.1216074 0.3698078
Ended 994.375 306 545 -0.125 0.4038065
Accept 994.4364 2 and
Began 994.8053 213 426 -0.3402778 0.09773654
Stationary 994.836 213 426 -0.3402778 0.09773654
Stationary 994.8667 213 426 -0.3402778 0.09773654
Stationary 994.8974 213 426 -0.3402778 0.09773654
Stationary 994.9282 213 426 -0.3402778 0.09773654
Stationary 994.9589 213 426 -0.3402778 0.09773654
Stationary 994.9896 213 426 -0.3402778 0.09773654
Stationary 995.0204 213 426 -0.3402778 0.09773654
Stationary 995.0511 213 426 -0.3402778 0.09773654
Stationary 995.0819 213 426 -0.3402778 0.09773654
Stationary 995.1126 213 426 -0.3402778 0.09773654
Stationary 995.1433 213 426 -0.3402778 0.09773654
Stationary 995.1741 213 426 -0.3402778 0.09773654
Stationary 995.2048 213 426 -0.3402778 0.09773654
Stationary 995.2355 213 426 -0.3402778 0.09773654
Stationary 995.2663 213 426 -0.3402778 0.09773654
Moved 995.297 222 433.5233 -0.3194444 0.1170865
Moved 995.3278 224.3909 438.7818 -0.31391 0.1306116
Moved 995.3585 228.857 445.7855 -0.3035717 0.1486252
Moved 995.3892 236.3178 459.8631 -0.2863013 0.1848329
Moved 995.4199 241.6453 471.5811 -0.2739692 0.2149718
Moved 995.4507 246.0152 482.0152 -0.2638537 0.2418085
Moved 995.4814 249.0733 490.22 -0.2567747 0.2629113
Moved 995.5121 251.9424 497.8271 -0.2501334 0.2824769
Moved 995.5428 256.6332 506.4498 -0.239275 0.3046548
Moved 995.5736 259.5 513 -0.2326389 0.321502
Moved 995.6043 261 516.2198 -0.2291666 0.3297835
Moved 995.6351 263.089 519.089 -0.224331 0.3371629
Stationary 995.6658 263 519 -0.2245371 0.3369341
Stationary 995.6965 263 519 -0.2245371 0.3369341
Stationary 995.7273 263 519 -0.2245371 0.3369341
Stationary 995.758 263 519 -0.2245371 0.3369341
Stationary 995.7887 263 519 -0.2245371 0.3369341
Moved 995.8195 263 510.3834 -0.2245371 0.314772
Moved 995.8502 263 508.7571 -0.2245371 0.3105891
Moved 995.881 263 507.8821 -0.2245371 0.3083388
Moved 995.9117 263 506.626 -0.2245371 0.3051081
Stationary 995.9424 263 506.626 -0.2245371 0.3051081
Moved 995.9731 263 505.8286 -0.2245371 0.3030569
Moved 996.0038 263 504.9024 -0.2245371 0.3006749
Stationary 996.0346 263 504.9024 -0.2245371 0.3006749
Stationary 996.0654 263 504.9024 -0.2245371 0.3006749
Moved 996.0961 263 503.8815 -0.2245371 0.2980491
