I just cannot figure this out
I just cannot figure this out
FixStart
Radial

0.6 0.6
432 388.8
Began 2165.583 357 327 -0.006944438 -0.1568931
Stationary 2165.613 357 327 -0.006944438 -0.1568931
Moved 2165.644 361.0201 344.7229 0.002361437 -0.1113095
Moved 2165.675 375.7067 370.9548 0.03635814 -0.04384052
Moved 2165.705 381.9146 382.8506 0.05072832 -0.0132443
Moved 2165.736 393.4342 402.0099 0.07739405 0.03603362
Moved 2165.767 404.1485 417.5807 0.1021955 0.07608213
Moved 2165.798 412.478 427.478 0.1214769 0.101538
Moved 2165.828 421.2678 440.357 0.1418235 0.134663
Moved 2165.859 428.9127 448.9127 0.1595201 0.1566683
Moved 2165.89 434.6501 456.65 0.172801 0.1765689
Moved 2165.92 439.757 460.3785 0.1846228 0.1861587
Moved 2165.951 443.2356 466.4713 0.1926751 0.2018293
Moved 2165.982 446.1187 469.1187 0.1993488 0.2086386
Moved 2166.013 448.7252 472.7252 0.2053823 0.2179144
Moved 2166.043 450 475.496 0.2083333 0.2250412
Moved 2166.074 452.3662 476 0.2138107 0.2263374
Moved 2166.105 453 478.2351 0.2152778 0.232086
Moved 2166.135 454.3244 479.3245 0.2183436 0.2348879
Moved 2166.166 455.119 479 0.220183 0.2340534
Moved 2166.197 457.5438 480.5438 0.2257957 0.238024
Moved 2166.228 459.2087 481 0.2296497 0.2391974
Moved 2166.259 461.5 482 0.2349537 0.2417695
Moved 2166.289 462.8171 483 0.2380025 0.2443414
Moved 2166.32 463.5 483 0.2395834 0.2443414
Moved 2166.351 464.2485 483 0.241316 0.2443414
Moved 2166.381 465.1712 483 0.2434519 0.2443414
Stationary 2166.412 465.1712 483 0.2434519 0.2443414
Ended 2166.443 465 483 0.2430555 0.2443414
Candidates 2166.535 13 I u you ii to iii guy up go o gi yo top
Began 2167.057 403 392 0.09953707 0.01028803
Stationary 2167.088 403 392 0.09953707 0.01028803
Stationary 2167.119 403 392 0.09953707 0.01028803
Moved 2167.15 417.7736 379.4088 0.1337351 -0.02209683
Moved 2167.18 435.5504 373.8165 0.1748853 -0.0364802
Moved 2167.211 453.665 372 0.2168171 -0.04115226
Moved 2167.242 472.2815 371 0.2599108 -0.04372435
Moved 2167.272 490.1875 371 0.3013599 -0.04372435
Moved 2167.303 506.0309 371 0.3380345 -0.04372435
Moved 2167.334 517.4875 379.6219 0.3645543 -0.02154872
Moved 2167.365 525.4477 382.4825 0.3829808 -0.01419106
Moved 2167.396 529.0425 384.0212 0.391302 -0.01023355
Moved 2167.426 531 384.8923 0.3958333 -0.007992968
Moved 2167.457 533.7631 385 0.4022293 -0.007716127
Moved 2167.488 535.1874 386 0.4055265 -0.005144111
Moved 2167.518 536.5 386 0.4085648 -0.005144111
Moved 2167.549 538.0018 387.0018 0.4120411 -0.002567582
Stationary 2167.58 538.0018 387.0018 0.4120411 -0.002567582
Ended 2167.611 539.249 387 0.4149282 -0.002572055
Accept 2167.703 0 I
Began 2168.195 407 382 0.1087963 -0.01543218
Stationary 2168.225 407 382 0.1087963 -0.01543218
Stationary 2168.256 407 382 0.1087963 -0.01543218
Stationary 2168.287 407 382 0.1087963 -0.01543218
Stationary 2168.317 407 382 0.1087963 -0.01543218
Moved 2168.348 407 395.5437 0.1087963 0.01940248
Moved 2168.379 407 403.1494 0.1087963 0.03896431
Moved 2168.409 419.8873 411.8497 0.138628 0.0613419
Moved 2168.44 430.4499 420.45 0.1630785 0.08346172
Moved 2168.471 441.0733 426.6911 0.1876698 0.09951407
Moved 2168.502 449.5 429.5 0.2071759 0.1067386
Moved 2168.532 456.2979 430 0.2229117 0.1080246
Moved 2168.563 463.8975 430 0.2405035 0.1080246
Moved 2168.594 471.6735 430 0.2585035 0.1080246
Moved 2168.625 477.7426 421.7525 0.2725522 0.08681194
Moved 2168.655 487.4157 411.3765 0.2949437 0.06012461
Moved 2168.686 494.1637 405.8363 0.3105641 0.04587518
Moved 2168.717 499.9074 401.0927 0.3238597 0.03367443
Moved 2168.748 502.5 398.5 0.3298611 0.02700609
Moved 2168.778 506.372 395.6281 0.338824 0.01961944
Moved 2168.809 508.2433 393.7567 0.3431559 0.01480609
Moved 2168.84 509.8214 393 0.3468089 0.01285996
Moved 2168.871 511.5 390.5 0.3506944 0.006429962
Moved 2168.901 512 388.5 0.3518519 0.00128589
Moved 2168.932 514.3691 386.6309 0.3573358 -0.003521295
Moved 2168.963 515 382.1301 0.3587963 -0.01509764
Moved 2168.993 517.8063 375.5812 0.3652923 -0.03194126
Moved 2169.024 519 368.6448 0.3680556 -0.04978195
Moved 2169.055 520 365.5 0.3703704 -0.05787045
Moved 2169.086 520 363.5 0.3703704 -0.06301456
Moved 2169.116 520 364 0.3703704 -0.06172839
Moved 2169.147 509.5442 378.093 0.3461671 -0.02548092
Moved 2169.178 502.2972 392.4056 0.3293916 0.01133122
Moved 2169.208 493.4271 409.1458 0.308859 0.05438733
Moved 2169.239 486.8842 423.3475 0.2937134 0.0909142
Moved 2169.27 482.0678 437.7288 0.2825643 0.1279031
Moved 2169.301 478.5194 449.9223 0.2743505 0.1592651
Moved 2169.332 474.6461 461.4155 0.2653845 0.1888259
Moved 2169.362 470.7833 471.6501 0.2564427 0.2151495
Moved 2169.393 467.3966 480.4052 0.2486032 0.2376675
Moved 2169.424 464.3987 488.8038 0.2416636 0.259269
Moved 2169.454 460.5231 497.4306 0.2326925 0.2814572
Moved 2169.485 456.3114 503.6886 0.222943 0.2975529
Moved 2169.516 453.085 507.915 0.2154745 0.3084233
Moved 2169.547 448.4272 511.7864 0.2046926 0.3183805
Moved 2169.577 441.8224 515.0888 0.1894038 0.3268744
Moved 2169.608 439 515 0.1828703 0.326646
Moved 2169.639 431.8738 515 0.1663745 0.326646
Moved 2169.669 423.2204 507.5877 0.1463435 0.3075815
Moved 2169.7 416.6165 501.411 0.1310567 0.2916949
Moved 2169.731 409.3482 494.3482 0.114232 0.2735293
Moved 2169.762 398.4777 482.4777 0.08906881 0.2429982
Moved 2169.792 390.9168 472.8752 0.0715668 0.2183005
Moved 2169.823 384.0893 464.1785 0.05576223 0.1959324
Moved 2169.854 377.6334 456.6334 0.04081795 0.1765261
Moved 2169.885 372.3484 448.0226 0.0285842 0.154379
Moved 2169.915 366.6039 440.4059 0.0152868 0.1347887
Moved 2169.946 363.2105 435.421 0.007431706 0.1219674
Moved 2169.977 359.4154 430.4154 -0.001353174 0.1090931
Moved 2170.008 355.0763 426.5381 -0.0113974 0.09912071
Moved 2170.038 352.6655 420.3311 -0.01697794 0.08315589
Moved 2170.069 349.1057 415.2114 -0.02521828 0.06998812
Moved 2170.1 344.4574 408.4574 -0.03597831 0.05261672
Moved 2170.13 341.3648 403.0944 -0.04313702 0.03882302
Moved 2170.161 337.5 398.5 -0.05208333 0.02700609
Moved 2170.192 334.9519 392.9039 -0.05798161 0.01261272
Moved 2170.223 332.0846 388.1692 -0.06461898 0.0004350796
Moved 2170.253 329.2122 382.4244 -0.07126807 -0.01434059
Moved 2170.284 328 378.5782 -0.07407407 -0.0242329
Moved 2170.315 323.6597 371.4895 -0.08412108 -0.04246543
Moved 2170.345 321.9622 366.9245 -0.08805037 -0.05420653
Moved 2170.376 319.0905 361.2715 -0.09469787 -0.06874602
Moved 2170.407 318 357.0933 -0.09722222 -0.07949264
Moved 2170.438 316 352.6791 -0.1018519 -0.09084584
Moved 2170.469 312.8133 347.6266 -0.1092285 -0.1038412
Moved 2170.499 311 343.2184 -0.113426 -0.1151791
Moved 2170.53 309 337.8523 -0.1180555 -0.1289808
Moved 2170.561 308 334.5532 -0.1203704 -0.1374662
Moved 2170.591 305.678 329.678 -0.1257453 -0.150005
Moved 2170.622 305.1177 327 -0.1270424 -0.1568931
Moved 2170.653 305 325.2473 -0.1273148 -0.1614011
Moved 2170.684 305 324.5 -0.1273148 -0.163323
Moved 2170.714 305 325 -0.1273148 -0.1620371
Moved 2170.745 317.1257 337.1572 -0.099246 -0.1307686
Moved 2170.776 330.5122 357.122 -0.06825869 -0.07941878
Moved 2170.806 343.8484 381.1575 -0.03738791 -0.01759925
Moved 2170.837 357.2326 400.438 -0.006406009 0.03199079
Moved 2170.868 376.8612 430.4354 0.03903061 0.1091444
Moved 2170.899 391.1318 451.1845 0.0720644 0.1625115
Moved 2170.929 399.6451 463.5268 0.09177099 0.1942561
Moved 2170.96 406.2877 473.2877 0.1071475 0.2193614
Moved 2170.991 412.5937 485.8906 0.1217447 0.2517761
Moved 2171.021 416.169 495.338 0.1300208 0.2760749
Moved 2171.052 418 502.5361 0.1342593 0.2945887
Moved 2171.083 419 508.5615 0.1365741 0.310086
Moved 2171.114 420 513.8658 0.1388889 0.3237288
