the collapse of the Roman empire
Moved 766.8027 595.9757 376 0.5462401 -0.03086435
Moved 766.8336 597.8474 374.1526 0.5505725 -0.03561569
Moved 766.8643 599.5 372.5 0.5543981 -0.03986633
Moved 766.8949 600 373 0.5555555 -0.03858032
Moved 766.9258 601.5 372 0.5590278 -0.04115226
Stationary 766.9565 601.5 372 0.5590278 -0.04115226
Moved 766.9872 552.6842 368.4662 0.4460282 -0.05024137
Moved 767.0179 478.7383 359.8598 0.2748573 -0.07237713
Moved 767.0487 436.4186 359 0.1768949 -0.07458848
Moved 767.0794 398.4849 359 0.0890853 -0.07458848
Moved 767.1102 369.5728 357.7145 0.02215932 -0.0778947
Moved 767.1409 346.374 352.964 -0.03154173 -0.09011327
Moved 767.1716 327.3005 349.6144 -0.07569318 -0.09872852
Moved 767.2024 313.1487 347.0297 -0.108452 -0.1053763
Moved 767.2331 298.8239 346.1648 -0.1416114 -0.1076009
Moved 767.2639 287.5853 345 -0.1676266 -0.1105968
Moved 767.2946 280.2888 344 -0.1845166 -0.1131688
Moved 767.3253 274.7908 344 -0.1972435 -0.1131688
Moved 767.356 269.0529 343 -0.2105256 -0.1157408
Moved 767.3868 266.1515 343 -0.217242 -0.1157408
Moved 767.4175 264.7162 343 -0.2205645 -0.1157408
Moved 767.4482 264 343 -0.2222222 -0.1157408
Moved 767.479 330.7237 381.3618 -0.06776928 -0.0170736
Moved 767.5097 420.3798 412.7933 0.1397679 0.06376863
Moved 767.5404 477.0049 425.6219 0.2708446 0.09676399
Moved 767.5712 539.0399 444.8875 0.4144442 0.1463154
Moved 767.6019 565.9312 453.7242 0.4766925 0.1690436
Moved 767.6326 589.9919 461.3719 0.5323886 0.1887138
Moved 767.6634 603.6021 466.301 0.5638936 0.2013915
Moved 767.6941 611 469.5 0.5810185 0.2096193
Moved 767.7249 614.3816 471.3816 0.5888463 0.2144588
Moved 767.7556 614 472.9617 0.5879629 0.2185229
Moved 767.7863 614 475.8101 0.5879629 0.225849
Moved 767.8167 586.796 481.3605 0.5249907 0.2401248
Moved 767.8478 509.8726 474.7704 0.3469272 0.2231749
Moved 767.8785 459.5945 458.6486 0.2305429 0.1817093
Moved 767.9092 412.5722 447.1226 0.1216949 0.1520643
Moved 767.9399 379.0488 438.6304 0.04409432 0.1302221
Moved 767.9706 349 430.5 -0.02546296 0.1093106
Moved 768.0014 331.921 424.5684 -0.06499763 0.09405445
Moved 768.0322 319.7445 420.9149 -0.09318402 0.08465743
Moved 768.0629 311.1328 419 -0.1131184 0.07973251
Moved 768.0936 305.9999 417.5 -0.1250001 0.0758744
Moved 768.1244 301.2618 417 -0.1359681 0.0745884
Moved 768.155 298.7539 416 -0.1417734 0.07201634
Moved 768.1858 296.9412 415 -0.1459695 0.06944436
Moved 768.2166 295.7309 415 -0.148771 0.06944436
Moved 768.2473 296 430.2057 -0.1481481 0.1085538
Moved 768.278 306.73 445.825 -0.1233101 0.1487268
Moved 768.3087 317.7818 458.7382 -0.09772733 0.1819397
Moved 768.3395 331.3048 471.3047 -0.06642411 0.2142611
Moved 768.3702 343.1205 479.4137 -0.03907288 0.2351174
Ended 768.4009 344 480 -0.03703703 0.2366254
Accept 768.4932 0 the
Candidates 768.4932 13 consider consist consists considers collapse constitutes consulted consisted dioxide conclude constitute collapsed concluded
Began 769.7225 415 307 0.1273148 -0.2083334
Stationary 769.7532 415 307 0.1273148 -0.2083334
Moved 769.7839 422.1422 373.2844 0.1438477 -0.03784886
Moved 769.8147 439.8507 423.4306 0.1848396 0.09112801
Moved 769.8454 450.9775 451.9382 0.2105961 0.1644499
Moved 769.8762 460.5973 473.0604 0.2328641 0.2187766
Moved 769.9067 466 487 0.2453704 0.2546296
Moved 769.9376 471.4835 496.7253 0.2580636 0.2796431
Moved 769.9684 475.1013 506.3038 0.2664381 0.3042793
Moved 769.9991 479.9493 514.924 0.2776604 0.3264504
Moved 770.0298 484.0374 521.556 0.2871236 0.3435082
Moved 770.0605 489.7972 528.7972 0.3004565 0.3621326
Moved 770.0912 497.8118 533.2706 0.3190087 0.3736382
Moved 770.1219 510.859 538.1432 0.3492107 0.3861707
Moved 770.1528 523.9711 540 0.3795627 0.3909464
Moved 770.1833 540.7473 541.5353 0.4183964 0.3948953
Moved 770.2142 560.8488 543 0.4649279 0.3986624
Moved 770.2449 580.8396 545.9771 0.5112028 0.4063196
Moved 770.2757 596.2365 547.8473 0.5468438 0.4111298
Moved 770.3064 607.8754 549.7189 0.5737857 0.4159435
Moved 770.3372 618.7713 551.5905 0.5990076 0.4207573
Moved 770.3679 625.3882 553 0.6143245 0.4243826
Moved 770.3986 629.9991 554 0.624998 0.4269547
Expand 770.3986
Moved 770.4293 632.8689 554 0.6316409 0.4269547
Moved 770.46 637 554 0.6412038 0.4269547
Moved 770.4908 639.2409 554 0.646391 0.4269547
Moved 770.5215 641.1165 554 0.6507325 0.4269547
Moved 770.5523 642.5 554 0.6539352 0.4269547
Moved 770.583 644.403 555 0.6583403 0.4295266
Ended 770.6138 644.403 555 0.6583403 0.4295266
Accept 770.7059 4 collapse
Began 771.4435 539 474 0.4143518 0.2211934
Stationary 771.4742 539 474 0.4143518 0.2211934
Moved 771.505 526.7246 474 0.3859366 0.2211934
Moved 771.5358 507.2708 459.7262 0.3409047 0.1844808
Moved 771.5665 491.493 452.3732 0.3043818 0.165569
Moved 771.5972 482.5171 448.5057 0.2836043 0.1556215
Moved 771.6279 478.6324 446.6324 0.2746121 0.1508036
Moved 771.6587 479 447 0.275463 0.1517489
Moved 771.6894 491.1214 460.2971 0.3035217 0.1859493
Moved 771.7201 509.8005 472.4289 0.3467605 0.2171524
Moved 771.7508 531 487.5 0.3958333 0.2559156
Moved 771.7816 550.5743 502.3829 0.4411443 0.2941946
Moved 771.8123 566.7984 513.879 0.4787 0.3237628
Moved 771.8431 584.0256 524.5128 0.5185776 0.351113
Moved 771.8738 596.2542 532.7525 0.5468848 0.3723057
Moved 771.9045 609.8792 544.6594 0.5784241 0.4029305
Moved 771.9352 622.3828 553.1914 0.6073675 0.4248749
Moved 771.966 629.9268 558.9634 0.6248304 0.4397206
Moved 771.9968 637.5272 564.5272 0.642424 0.4540306
Moved 772.0275 642.377 569.377 0.6536505 0.4665046
Moved 772.0582 646.2496 572.2496 0.6626149 0.473893
Moved 772.0889 648 573.83 0.6666666 0.4779578
Moved 772.1196 649 575.5 0.6689815 0.482253
Moved 772.1504 650 577.5 0.6712963 0.487397
Moved 772.181 650 578.3734 0.6712963 0.4896434
Moved 772.2119 629.4683 579 0.6237692 0.4912551
Moved 772.2426 591.427 567.6472 0.5357107 0.4620555
Moved 772.2733 553.762 554.4469 0.4485232 0.4281041
Moved 772.3041 507.5 536 0.3414352 0.3806583
Moved 772.3348 470.5369 515.2684 0.2558724 0.3273365
Moved 772.3655 450.0131 504.0078 0.2083635 0.2983739
Moved 772.3963 441.1307 500.1307 0.1878025 0.2884019
Moved 772.427 437.7288 497.7288 0.1799277 0.2822241
Ended 772.4577 435.7392 495.7392 0.1753223 0.2771069
Candidates 772.5499 13 this did food for of is his if us dos foods does dod
Began 773.5948 422 346 0.1435185 -0.1080248
Moved 773.6256 435.0488 359.0488 0.173724 -0.07446312
Moved 773.6564 478.1322 394.1636 0.2734543 0.01585289
Moved 773.6871 522 422 0.375 0.08744851
Moved 773.7178 563.2663 454.6188 0.4705239 0.1713445
Moved 773.7485 590.1532 476.134 0.532762 0.2266821
Moved 773.7793 604.563 488.6723 0.5661181 0.2589307
Moved 773.81 612.9135 498.218 0.585448 0.2834824
Moved 773.8407 618.5551 505.8327 0.5985072 0.3030676
Moved 773.8715 622.1489 509.1489 0.606826 0.3115968
Moved 773.9022 625.0258 513.0258 0.6134856 0.3215682
Moved 773.9329 627.5978 516.1955 0.6194393 0.3297208
Moved 773.9637 632.7963 522.7963 0.6314729 0.3466983
Moved 773.9944 635.6758 525.6758 0.6381384 0.3541043
Moved 774.0251 640.807 533.6141 0.6500162 0.3745217
Moved 774.0558 646.4927 541.9855 0.6631777 0.3960531
Moved 774.0865 652.2454 551.2454 0.676494 0.4198698
Moved 774.1173 656.9076 558.3614 0.687286 0.4381722
Moved 774.1479 659.9596 563.9191 0.6943508 0.4524668
Moved 774.1788 664.6576 569.6576 0.7052259 0.4672262
Moved 774.2095 667.6923 574.6923 0.7122506 0.4801754
Moved 774.2403 669.5 577.5 0.7164351 0.487397
Moved 774.271 670 580.1115 0.7175926 0.4941137
Moved 774.3017 671 581.5 0.7199074 0.4976851
Moved 774.3325 672.2104 582.2104 0.7227092 0.4995122
Ended 774.3632 675.2945 583 0.7298484 0.5015431
Accept 774.4247 4 of
Began 774.8549 439 342 0.1828703 -0.1183128
Stationary 774.8857 439 342 0.1828703 -0.1183128
Stationary 774.9164 439 342 0.1828703 -0.1183128
Moved 774.9471 439 372.1348 0.1828703 -0.04080564
Moved 774.9778 445.1766 400.9414 0.1971681 0.03328543
Moved 775.0085 453.2702 426.054 0.2159033 0.09787536
Moved 775.0393 458.6611 443.5427 0.2283822 0.1428566
Moved 775.0701 463.1653 458.8267 0.2388087 0.1821674
Moved 775.1008 468.0403 468.1208 0.2500931 0.2060719
Moved 775.1315 472.8211 477.7317 0.26116 0.2307913
Moved 775.1623 480.5572 491.4096 0.2790675 0.2659711
Moved 775.193 482.288 494.576 0.2830742 0.2741153
Moved 775.2237 485.1596 499.1597 0.2897214 0.2859044
Moved 775.2545 486 500.78 0.2916667 0.290072
Moved 775.2852 486 501.5 0.2916667 0.2919238
Moved 775.3159 487 501 0.2939814 0.2906378
Moved 775.3467 494.0326 465.9022 0.3102607 0.2003657
Moved 775.3774 503.4412 436.0956 0.3320398 0.1237026
Moved 775.4081 511.459 411.1641 0.3505995 0.05957823
Moved 775.4389 517.2078 391.9805 0.363907 0.01023779
Moved 775.4696 521.4576 375.7121 0.3737444 -0.03160477
Moved 775.5003 522 364.8169 0.375 -0.0596274
Moved 775.5311 522 360.1002 0.375 -0.07175877
Moved 775.5618 508.0659 360 0.3427451 -0.07201654
Moved 775.5925 483.3156 393.1725 0.2854528 0.01330368
Moved 775.6233 463.7173 418.8324 0.2400864 0.07930135
Moved 775.654 445.5955 444.6741 0.1981377 0.1457668
Moved 775.6848 428.4207 463.5092 0.1583813 0.1942109
Moved 775.7155 412.9585 475.1725 0.1225891 0.2242091
Moved 775.7462 401.7289 482.9534 0.09659459 0.2442216
Ended 775.7769 401 484 0.09490739 0.2469135
Candidates 775.8691 13 the your title right it fought tight throughout ought figure file turkey our
Began 777.3444 428 372 0.1574074 -0.04115226
Moved 777.375 422.3008 372 0.1442147 -0.04115226
Moved 777.4058 411.3499 372 0.1188655 -0.04115226
Moved 777.4365 394.7735 393.2643 0.08049419 0.01353978
Moved 777.4673 381.368 412.3561 0.04946282 0.06264416
Moved 777.498 372.5 428.5 0.02893518 0.1041665
Moved 777.5287 365.3934 446.5164 0.01248479 0.1505051
Moved 777.5594 361.8281 457.6878 0.004231632 0.1792381
Moved 777.5901 360 464.0959 0 0.19572
Moved 777.6209 359 469.2382 -0.002314796 0.2089459
Moved 777.6517 359 474.4905 -0.002314796 0.2224548
Moved 777.6824 359 478.3529 -0.002314796 0.2323891
Moved 777.7131 373.411 484.7055 0.03104389 0.2487281
Moved 777.7438 401.9848 488 0.09718696 0.2572016
Moved 777.7745 438.7345 488 0.1822558 0.2572016
Moved 777.8053 477 488 0.2708333 0.2572016
Moved 777.836 507.2435 488 0.3408414 0.2572016
Moved 777.8668 532.2595 488 0.3987489 0.2572016
Moved 777.8975 548.0382 488 0.4352736 0.2572016
Moved 777.9282 556.2626 488 0.4543115 0.2572016
Moved 777.959 559 488 0.4606481 0.2572016
Moved 777.9897 560 488 0.462963 0.2572016
Moved 778.0204 560 470.4659 0.462963 0.2121035
Moved 778.0511 549.5 443.5 0.4386574 0.1427468
Moved 778.0819 533.8148 393.7564 0.4023489 0.01480554
Moved 778.1127 516.983 342.6099 0.3633865 -0.1167442
Moved 778.1434 507.8685 311.5178 0.3422881 -0.1967136
Moved 778.1741 505 285.4536 0.3356481 -0.2637511
Moved 778.2048 504 266.5285 0.3333333 -0.3124267
Moved 778.2356 504 254.5762 0.3333333 -0.3431683
Moved 778.2663 504 242.8801 0.3333333 -0.3732507
Moved 778.297 504 235.4619 0.3333333 -0.3923304
Moved 778.3278 504 227.7211 0.3333333 -0.4122401
Moved 778.3585 504 222 0.3333333 -0.4269547
Moved 778.3893 501.9795 221 0.3286561 -0.4295268
Moved 778.42 462.619 249.5834 0.237544 -0.3560099
Moved 778.4507 413.6541 297.3459 0.1241993 -0.2331639
Moved 778.4814 374.1157 334.9805 0.03267517 -0.136367
Moved 778.5122 345.8889 353.1515 -0.03266454 -0.0896311
Moved 778.5429 319.3661 365.2535 -0.09406 -0.05850435
Moved 778.5736 303.438 370.854 -0.1309304 -0.04409986
Moved 778.6044 294.5 374.5 -0.1516204 -0.03472222
Moved 778.6351 285.0217 379.6522 -0.1735609 -0.0214707
Moved 778.6658 280.8138 381 -0.1833014 -0.01800419
Moved 778.6966 279.5 381 -0.1863426 -0.01800419
Stationary 778.7273 279.5 381 -0.1863426 -0.01800419
Moved 778.7581 312.5 381 -0.1099537 -0.01800419
Moved 778.7888 363.7589 351.996 0.008701086 -0.09260279
Moved 778.8195 405.5695 334.832 0.1054849 -0.136749
Moved 778.8502 443.8005 316.5997 0.1939826 -0.1836427
Moved 778.881 469.8559 305.072 0.2542962 -0.2132922
Moved 778.9117 491.1364 294.9091 0.3035565 -0.2394315
Moved 778.9424 501.0836 288.9373 0.3265825 -0.254791
Moved 778.9732 509.7001 281.2999 0.3465281 -0.2744346
Moved 779.0038 513.7711 276.2289 0.3559515 -0.2874771
Ended 779.0346 514 276 0.3564815 -0.288066
Accept 779.1575 0 the
Candidates 779.1575 13 Roman final woman human regional truman women german stomach retinal signal tribal spinal
Began 780.2025 420 336 0.1388889 -0.1337449
Stationary 780.2332 420 336 0.1388889 -0.1337449
Moved 780.2639 408.9649 344.0255 0.1133447 -0.1131032
Moved 780.2947 390.7737 356.4474 0.07123529 -0.08115399
Moved 780.3254 372.6028 370.7979 0.029173 -0.04424405
Moved 780.3561 349.0497 393.9504 -0.02534802 0.01530443
Moved 780.3869 334.2333 408.7667 -0.05964508 0.05341215
Moved 780.4176 324.9089 419.0911 -0.0812294 0.07996677
Moved 780.4484 318.8145 425.7782 -0.09533678 0.09716606
Moved 780.4791 313.0625 435.4062 -0.1086516 0.1219294
Moved 780.5098 308.6594 444.0218 -0.118844 0.1440889
Moved 780.5406 306.0945 447.8111 -0.1247814 0.153835
Moved 780.5712 306 450.7452 -0.125 0.1613817
Moved 780.602 306 451 -0.125 0.162037
Moved 780.6328 333.4094 438.0483 -0.06155227 0.128725
Moved 780.6635 387.9931 397.0054 0.06479879 0.023162
Moved 780.6942 430.8242 358.1757 0.1639451 -0.07670853
Moved 780.725 458.1219 321.4147 0.2271339 -0.1712585
Moved 780.7557 475.5 293.5 0.2673611 -0.2430556
Moved 780.7864 486.4554 266.7856 0.2927209 -0.3117656
Moved 780.8171 494.0565 247.8682 0.310316 -0.3604214
Moved 780.8478 499.8923 232.5387 0.3238246 -0.3998491
Moved 780.8786 504.6161 219.1517 0.3347594 -0.4342806
Moved 780.9094 509.2861 211.4277 0.3455697 -0.4541468
Moved 780.9401 512.1691 207.8309 0.3522434 -0.4633978
Moved 780.9708 513 204.9615 0.3541666 -0.470778
Moved 781.0013 514.2637 205 0.3570918 -0.470679
Moved 781.0323 515.1583 225.8503 0.3591628 -0.4170516
Moved 781.063 522.3896 299.7275 0.375902 -0.2270382
Moved 781.0938 535.4283 342.7614 0.4060842 -0.1163546
Moved 781.1245 556.2225 388.4451 0.4542188 0.001144802
Moved 781.1552 576.1091 425.2182 0.5002527 0.09572574
Moved 781.186 585.4592 444.432 0.5218964 0.1451439
Moved 781.2167 589.9894 452.9681 0.5323828 0.167099
Moved 781.2474 591.8614 457.7227 0.5367162 0.1793279
Moved 781.2781 593.5 460.5 0.5405092 0.1864711
Moved 781.3088 594 462.5 0.5416667 0.1916151
Moved 781.3396 594 464.0663 0.5416667 0.1956436
Moved 781.3704 586.0323 468.9919 0.5232229 0.2083125
Moved 781.4011 537.8798 471 0.4117587 0.2134772
Moved 781.4318 486.2929 450.7172 0.2923447 0.1613095
Moved 781.4625 456.1728 442.478 0.2226223 0.1401181
Moved 781.4933 434.0461 437.8637 0.171403 0.1282502
Moved 781.524 416.0276 436 0.1296934 0.1234567
Moved 781.5547 401.1122 432.8448 0.09516706 0.1153416
Moved 781.5855 384.8229 429.5646 0.05746047 0.1069047
Moved 781.6162 370.4392 428 0.02416472 0.1028806
Moved 781.6469 361.459 426.1147 0.003377199 0.09803163
Moved 781.6776 354.5637 425 -0.01258413 0.09516452
Moved 781.7084 349.409 424 -0.02451614 0.09259254
Moved 781.7391 345.5386 424 -0.03347551 0.09259254
Moved 781.7698 343.5 424 -0.03819446 0.09259254
Moved 781.8006 342.8014 424 -0.03981158 0.09259254
Moved 781.8314 341.626 424 -0.04253234 0.09259254
Moved 781.8621 340.7515 424 -0.04455666 0.09259254
Stationary 781.8928 341 424 -0.04398147 0.09259254
Moved 781.9236 357.966 436.9745 -0.004708271 0.1259633
Moved 781.9543 375.0616 444.5978 0.03486484 0.1455705
Moved 781.985 390.7173 448.2862 0.07110476 0.1550571
Moved 782.0157 407.3276 450.2655 0.1095547 0.1601478
Moved 782.0464 417.4924 452.1231 0.1330841 0.1649256
Moved 782.0771 425.9937 453 0.1527633 0.167181
Moved 782.1079 432.139 454 0.1669885 0.169753
Moved 782.1387 437.4357 455 0.1792493 0.172325
Moved 782.1694 442.3118 455 0.1905366 0.172325
Moved 782.2001 446.778 456 0.2008749 0.174897
Ended 782.2308 447 456 0.2013889 0.174897
Accept 782.3231 0 Roman
Candidates 782.3231 13 empire empty enough employer emperor not english temporary for senior technology short almost
Began 783.03 385 378 0.05787035 -0.02572024
Stationary 783.0607 385 378 0.05787035 -0.02572024
Moved 783.0914 413.8443 378 0.1246395 -0.02572024
Moved 783.1222 453.5288 392.5836 0.2165018 0.0117889
Moved 783.1529 489.1923 398.5681 0.2990562 0.02718113
Moved 783.1836 519 401.5 0.3680556 0.03472222
Moved 783.2144 544.9899 404.6644 0.4282174 0.0428611
Moved 783.2451 562.1005 406.2201 0.4678254 0.0468623
Moved 783.2758 574.7591 408.7518 0.4971276 0.05337397
Moved 783.3065 589.1458 413.2583 0.5304299 0.06496464
Moved 783.3373 601 416.5 0.5578703 0.07330243
Moved 783.368 610.1082 418.3694 0.5789542 0.07811043
Moved 783.3987 615.7762 419 0.5920745 0.07973251
Moved 783.4294 621.5144 420.7572 0.6053573 0.08425202
Moved 783.4602 626.2434 421.6217 0.6163042 0.08647549
Moved 783.491 630.2838 422 0.6256568 0.08744851
Moved 783.5217 634.0536 423 0.6343835 0.09002049
Moved 783.5524 637.827 424.827 0.6431181 0.09471967
Moved 783.5831 642.3669 426 0.653627 0.09773654
Moved 783.6139 645.2238 427.2238 0.6602402 0.1008841
Moved 783.6447 648.0612 427 0.6668083 0.1003086
Moved 783.6754 651.9355 428 0.6757766 0.1028806
Ended 783.7061 652 429.3704 0.6759259 0.1064053
Accept 783.7675 0 empire
PhraseEnd 783.7675
