the bathroom is good for reading
Accept 1494.126 0 the
Began 1494.372 428 357 0.1574074 -0.07973259
Stationary 1494.402 428 357 0.1574074 -0.07973259
Moved 1494.433 428 344.9627 0.1574074 -0.1106927
Stationary 1494.464 428 344.9627 0.1574074 -0.1106927
Moved 1494.495 428 320.1598 0.1574074 -0.1744861
Moved 1494.525 428 291.0326 0.1574074 -0.2494017
Moved 1494.556 435 258.1752 0.1736111 -0.3339115
Moved 1494.587 436 237.5 0.1759259 -0.3870885
Moved 1494.617 436 221.4222 0.1759259 -0.4284408
Moved 1494.648 436 211.6195 0.1759259 -0.4536536
Moved 1494.679 427.5775 202.8416 0.1564294 -0.4762305
Moved 1494.71 399.1025 201 0.09051502 -0.4809672
Moved 1494.74 342.5529 235.1406 -0.04038691 -0.3931569
Moved 1494.771 302.6332 263.0232 -0.1327936 -0.3214425
Moved 1494.802 273.079 287.7076 -0.2012061 -0.2579537
Moved 1494.833 258.4229 298.8616 -0.2351321 -0.2292654
Moved 1494.863 251.4109 309.9454 -0.2513636 -0.2007577
Moved 1494.894 249 328.2491 -0.2569445 -0.1536803
Moved 1494.925 256.0338 347.0387 -0.2406624 -0.1053532
Moved 1494.955 290.11 385.11 -0.1617825 -0.007433204
Moved 1494.986 332.0007 418.7505 -0.06481309 0.07909083
Moved 1495.017 369.5503 441.7002 0.02210726 0.1381177
Moved 1495.048 386.9863 452.5636 0.06246835 0.1660586
Moved 1495.078 399.0164 458.0041 0.09031574 0.1800515
Moved 1495.109 408.641 460.8803 0.1125949 0.1874493
Moved 1495.14 415.5 462 0.1284723 0.1903292
Moved 1495.17 422.9528 462 0.145724 0.1903292
Moved 1495.201 433.7814 462 0.1707903 0.1903292
Moved 1495.232 443.2187 447.7813 0.1926357 0.1537584
Moved 1495.263 450.8042 440.1958 0.2101948 0.1342484
Moved 1495.293 457.941 431.5885 0.2267153 0.1121103
Moved 1495.324 463.6983 422.9526 0.2400424 0.08989852
Moved 1495.355 469.4178 412.1644 0.253282 0.06215111
Moved 1495.385 473.4412 402.1176 0.2625954 0.0363105
Moved 1495.416 476.5887 391.6453 0.2698812 0.009375638
Moved 1495.447 479.46 381.1601 0.2765277 -0.01759243
Moved 1495.478 479 366.9867 0.275463 -0.05404664
Moved 1495.508 479 353.4881 0.275463 -0.08876526
Moved 1495.539 472.9924 340.9962 0.2615564 -0.1208946
Moved 1495.57 467.3907 333.172 0.2485895 -0.1410186
Moved 1495.601 460.4849 327.7424 0.2326039 -0.1549835
Moved 1495.631 440.9743 326 0.1874404 -0.1594652
Moved 1495.662 413.1209 340.2527 0.122965 -0.1228067
Moved 1495.693 387.5 362.5 0.06365737 -0.06558649
Moved 1495.723 364.7813 390.5357 0.01106769 0.006521759
Moved 1495.754 353.2493 408.126 -0.01562665 0.05176438
Moved 1495.785 345.8848 419.1729 -0.03267407 0.080177
Moved 1495.816 343 426.1877 -0.03935183 0.09821942
Moved 1495.846 342 431.9344 -0.04166668 0.1129999
Moved 1495.877 342 437.6679 -0.04166668 0.1277466
Moved 1495.908 374.1122 447.6337 0.03266712 0.1533787
Moved 1495.938 422.5367 456.4249 0.1447608 0.17599
Moved 1495.969 467.9537 460.5795 0.2498929 0.1866755
Moved 1496 503.4523 462 0.3320654 0.1903292
Moved 1496.031 529.0043 462 0.3912137 0.1903292
Moved 1496.061 545.3793 462 0.4291188 0.1903292
Moved 1496.092 555.2467 462 0.4519599 0.1903292
Moved 1496.123 562.2363 462 0.4681395 0.1903292
Moved 1496.154 566.2773 454.0292 0.4774938 0.1698282
Moved 1496.184 571.0359 449.9641 0.488509 0.1593726
Moved 1496.215 572 431.4042 0.4907407 0.1116363
Moved 1496.246 554 385.5 0.4490741 -0.006430119
Moved 1496.276 512.9893 292.976 0.354142 -0.2444033
Moved 1496.307 495.1818 247.1364 0.3129209 -0.3623037
Moved 1496.338 483.7941 208.1765 0.2865604 -0.462509
Moved 1496.369 480.3986 182.7831 0.2787004 -0.5278214
Moved 1496.399 479 152.6384 0.275463 -0.6053539
Moved 1496.43 479 138.6322 0.275463 -0.641378
Moved 1496.461 479 130.5693 0.275463 -0.6621159
Ended 1496.491 479 130.5693 0.275463 -0.6621159
Candidates 1496.553 13 bathroom bargain variation begun version nation creation carlson auction carbon madison criterion caution
Began 1497.044 347 297 -0.0300926 -0.2340535
Stationary 1497.075 347 297 -0.0300926 -0.2340535
Moved 1497.106 362.3008 297 0.005325973 -0.2340535
Moved 1497.137 389.03 290.7545 0.06719907 -0.2501172
Moved 1497.167 408.2859 286.6735 0.1117729 -0.2606135
Moved 1497.198 425.5512 286 0.151739 -0.2623458
Moved 1497.229 435.5322 285 0.1748431 -0.2649178
Moved 1497.26 443.1541 285 0.1924862 -0.2649178
Moved 1497.29 449.1433 285 0.2063503 -0.2649178
Ended 1497.321 450 285 0.2083333 -0.2649178
Accept 1497.382 0 bathroom
Began 1497.505 396 258 0.08333336 -0.3343622
Stationary 1497.536 396 258 0.08333336 -0.3343622
Moved 1497.567 405.989 277.9781 0.1064561 -0.2829782
Moved 1497.597 425.3474 324.8687 0.1512672 -0.1623749
Moved 1497.628 446.028 369.6393 0.1991388 -0.04722399
Moved 1497.659 461.6808 397.6255 0.2353723 0.02475687
Moved 1497.69 471.2097 413.4195 0.25743 0.06537932
Moved 1497.72 477.2029 422.3043 0.2713028 0.0882312
Moved 1497.751 479.0092 428.0184 0.2754843 0.1029279
Moved 1497.782 479 431.8827 0.275463 0.112867
Moved 1497.813 470.6989 434 0.2562474 0.1183127
Moved 1497.843 435.8859 425.2001 0.1756617 0.09567911
Moved 1497.874 386.8776 397.6735 0.06221672 0.02488042
Moved 1497.905 344.9411 369.9592 -0.03485858 -0.04640124
Moved 1497.935 321.4378 351.7502 -0.08926436 -0.09323496
Moved 1497.966 297.1523 334.4348 -0.1454809 -0.1377706
Moved 1497.997 283.5339 324.1204 -0.1770048 -0.1642995
Moved 1498.028 275.6677 317.6677 -0.1952136 -0.1808958
Moved 1498.058 271.3143 314.3143 -0.2052911 -0.189521
Ended 1498.089 268 313 -0.212963 -0.1929013
Candidates 1498.212 13 its us is guess guys yours does irs how fits hours your hits
Began 1498.98 346 263 -0.03240739 -0.3215021
Stationary 1499.011 346 263 -0.03240739 -0.3215021
Moved 1499.041 333.1084 286.0268 -0.062249 -0.2622768
Moved 1499.072 320.1819 316.3332 -0.09217157 -0.1843282
Moved 1499.103 312.3704 335.1357 -0.1102536 -0.135968
Moved 1499.134 306.5058 349.9884 -0.1238291 -0.09776653
Moved 1499.164 303.3822 362.4711 -0.1310596 -0.06566083
Moved 1499.195 300.8851 370.2299 -0.1368401 -0.04570517
Moved 1499.226 300 378.0546 -0.1388889 -0.02557974
Moved 1499.256 299 381.5 -0.1412037 -0.01671818
Ended 1499.287 299 381.5 -0.1412037 -0.01671818
Accept 1499.349 2 is
Began 1499.717 423 242 0.1458333 -0.3755144
Stationary 1499.748 423 242 0.1458333 -0.3755144
Stationary 1499.779 423 242 0.1458333 -0.3755144
Moved 1499.809 402.3103 252.0345 0.09794047 -0.3497055
Moved 1499.84 375.799 267.1256 0.03657182 -0.3108909
Moved 1499.871 357.6341 278.5773 -0.005476624 -0.2814371
Moved 1499.902 344.9431 283.7642 -0.03485391 -0.2680962
Moved 1499.932 338.3821 287.309 -0.05004143 -0.258979
Moved 1499.963 334.8228 289 -0.05828043 -0.2546296
Moved 1499.994 335 291 -0.05787035 -0.2494857
Moved 1500.025 335 293.6836 -0.05787035 -0.2425834
Moved 1500.055 352.6342 298.8781 -0.01705035 -0.2292232
Moved 1500.086 375.1705 306.6202 0.03511697 -0.2093103
Moved 1500.117 394.1832 309 0.07912774 -0.2031893
Moved 1500.147 410.3461 312.5275 0.1165419 -0.1941167
Moved 1500.178 421.8893 314.6298 0.1432622 -0.1887095
Moved 1500.209 432.9562 318.9781 0.16888 -0.1775256
Moved 1500.24 445.4976 327.1232 0.1979111 -0.1565762
Moved 1500.27 454.6953 336.6953 0.2192021 -0.1319565
Moved 1500.301 459.7713 343.7714 0.2309522 -0.1137569
Moved 1500.332 462 346.6472 0.2361111 -0.1063601
Moved 1500.362 463 348.113 0.2384259 -0.1025901
Moved 1500.393 463 349.0079 0.2384259 -0.1002883
Stationary 1500.424 463 349.0079 0.2384259 -0.1002883
Moved 1500.455 464 350.3327 0.2407408 -0.09688091
Moved 1500.485 471.2349 354.9262 0.2574883 -0.08506633
Moved 1500.516 484.9199 363.5519 0.2891664 -0.06288089
Moved 1500.547 493.1664 369.1109 0.3082556 -0.04858315
Moved 1500.578 495.6846 371.6846 0.3140847 -0.04196363
Stationary 1500.608 496 372 0.3148148 -0.04115226
Moved 1500.639 496 373 0.3148148 -0.03858032
Moved 1500.67 485.2744 373 0.289987 -0.03858032
Moved 1500.7 461.3727 342.61 0.234659 -0.1167439
Moved 1500.731 432.0437 313.0437 0.1667677 -0.1927888
Moved 1500.762 403.9108 285.4219 0.1016453 -0.2638325
Moved 1500.793 380.9472 265.3289 0.04848898 -0.3155122
Moved 1500.823 364.6148 253.3513 0.01068254 -0.3463186
Moved 1500.854 347.0538 241.6322 -0.02996812 -0.3764605
Moved 1500.885 333.3665 234.6832 -0.06165167 -0.3943333
Moved 1500.915 324.6491 230.8831 -0.08183077 -0.4041074
Moved 1500.946 318.9613 227.9613 -0.09499703 -0.4116222
Moved 1500.977 316.0893 227 -0.1016451 -0.4140947
Ended 1501.008 316 227 -0.1018519 -0.4140947
Candidates 1501.192 13 this drugs grid rid said did aid thus suits stood dod dos dogs
Began 1502.052 322 320 -0.08796295 -0.1748972
Stationary 1502.083 322 320 -0.08796295 -0.1748972
Stationary 1502.114 322 320 -0.08796295 -0.1748972
Ended 1502.144 322 320 -0.08796295 -0.1748972
NextCandidatePanel 1502.236
Began 1502.882 360 307 0 -0.2083334
Stationary 1502.912 360 307 0 -0.2083334
Ended 1502.943 360 307 0 -0.2083334
NextCandidatePanel 1503.005
Began 1503.435 426 249 0.1527777 -0.3575103
Stationary 1503.465 426 249 0.1527777 -0.3575103
Stationary 1503.496 426 249 0.1527777 -0.3575103
Moved 1503.527 381.4638 252.5168 0.04968484 -0.3484649
Moved 1503.557 343.5715 260.0857 -0.03802901 -0.3289978
Moved 1503.588 323.5681 262.8864 -0.08433322 -0.3217942
Moved 1503.619 314.4826 264 -0.1053644 -0.31893
Moved 1503.65 310.5 264 -0.1145833 -0.31893
Moved 1503.68 307.7999 265 -0.1208336 -0.3163581
Moved 1503.711 305.9184 265 -0.1251889 -0.3163581
Moved 1503.742 304.0425 265 -0.1295312 -0.3163581
Ended 1503.773 304 265 -0.1296296 -0.3163581
Cancel 1503.834
Began 1504.141 364 267 0.009259283 -0.311214
Stationary 1504.172 364 267 0.009259283 -0.311214
Moved 1504.203 382.117 281.2348 0.05119681 -0.2746018
Moved 1504.233 414.8959 309.4219 0.1270739 -0.2021042
Moved 1504.264 440.0482 335.3762 0.1852968 -0.1353493
Moved 1504.295 460.6932 355.1656 0.233086 -0.08445064
Moved 1504.326 478.3993 369.9994 0.2740724 -0.04629786
Moved 1504.356 489.8614 379.8961 0.3006051 -0.02084355
Moved 1504.387 497.6531 385.8265 0.3186415 -0.005590258
Moved 1504.418 501.6922 389.6921 0.3279912 0.004352169
Moved 1504.448 503.5614 391.5614 0.332318 0.009159943
Moved 1504.479 504 393.0353 0.3333333 0.01295094
Stationary 1504.51 504 393 0.3333333 0.01285996
Stationary 1504.541 504 393 0.3333333 0.01285996
Moved 1504.571 490.5407 393 0.3021775 0.01285996
Moved 1504.602 467.3857 379.9543 0.2485779 -0.02069379
Moved 1504.633 434.2971 365.0831 0.171984 -0.0589428
Moved 1504.663 395.8835 345.9418 0.08306374 -0.1081745
Moved 1504.694 364.9541 331.29 0.01146774 -0.145859
Moved 1504.725 333.8186 318.3275 -0.06060511 -0.179199
Moved 1504.756 311.691 306.8455 -0.1118264 -0.2087307
Moved 1504.786 292.0357 297.5178 -0.1573248 -0.2327217
Moved 1504.817 279.3656 291.0242 -0.1866536 -0.2494233
Moved 1504.848 268.3956 284.9304 -0.2120472 -0.2650967
Moved 1504.879 260.7797 280.1865 -0.2296766 -0.2772982
Moved 1504.909 254.617 275.617 -0.2439421 -0.2890511
Moved 1504.94 253.1721 275.1721 -0.2472868 -0.2901952
Ended 1504.971 253 275 -0.2476852 -0.2906379
Candidates 1505.094 13 good goods his god is of off odds odd gods foods pa if
Began 1505.647 304 307 -0.1296296 -0.2083334
Stationary 1505.677 304 307 -0.1296296 -0.2083334
Moved 1505.708 340.0905 307 -0.04608691 -0.2083334
Moved 1505.739 361.1461 307 0.002653003 -0.2083334
Moved 1505.77 373.6961 307 0.03170391 -0.2083334
Moved 1505.8 380.5412 307 0.04754911 -0.2083334
Ended 1505.831 384 307 0.0555556 -0.2083334
Accept 1505.892 0 good
Began 1506.138 423 271 0.1458333 -0.300926
Stationary 1506.169 423 271 0.1458333 -0.300926
Moved 1506.2 399.3733 271 0.09114175 -0.300926
Moved 1506.23 382.3823 271 0.05181094 -0.300926
Moved 1506.261 366.0272 271 0.01395176 -0.300926
Moved 1506.292 353.7549 271 -0.01445621 -0.300926
Moved 1506.323 345.1619 271 -0.03434737 -0.300926
Moved 1506.353 340.1519 271 -0.0459447 -0.300926
Moved 1506.384 338.7097 271 -0.04928316 -0.300926
Moved 1506.415 357.0567 281.6483 -0.006813208 -0.2735385
Moved 1506.445 378.0999 296.0499 0.04189799 -0.2364972
Moved 1506.476 439.4987 328.6146 0.1840248 -0.1527404
Moved 1506.507 472.574 351.2018 0.2605879 -0.09464569
Moved 1506.537 509.6946 375.4631 0.3465153 -0.03224526
Moved 1506.568 537.489 392.9927 0.4108542 0.0128412
Moved 1506.599 556.5278 404.8223 0.4549255 0.0432671
Moved 1506.63 567.1683 412.1683 0.4795563 0.06216132
Moved 1506.66 572.9151 416.4576 0.492859 0.07319333
Moved 1506.691 574.0166 418.0166 0.4954087 0.07720311
Moved 1506.722 574 420.8847 0.4953703 0.08457992
Moved 1506.753 551.444 429.2668 0.4431574 0.1061388
Moved 1506.783 519.387 435.4355 0.3689515 0.1220048
Moved 1506.814 470.0191 438 0.2546739 0.1286007
Moved 1506.845 431.4746 438 0.1654505 0.1286007
Moved 1506.875 395.9972 438 0.08332689 0.1286007
Moved 1506.906 370.2333 426.163 0.02368818 0.09815565
Moved 1506.937 343.4956 419.4435 -0.03820454 0.08087307
Moved 1506.968 328.3951 413.8488 -0.07315938 0.06648346
Moved 1506.998 319.6886 410.2296 -0.09331341 0.05717477
Ended 1507.029 316.7299 407.7299 -0.1001622 0.0507456
Candidates 1507.152 13 for door diet die sort fit site show dow sport support super or
Began 1507.736 302 337 -0.1342593 -0.1311728
Stationary 1507.766 302 337 -0.1342593 -0.1311728
Stationary 1507.797 302 337 -0.1342593 -0.1311728
Moved 1507.828 317.7747 337 -0.09774372 -0.1311728
Moved 1507.859 346.1191 337 -0.03213167 -0.1311728
Moved 1507.889 375.7614 337 0.0364846 -0.1311728
Moved 1507.92 388.9169 337 0.06693731 -0.1311728
Moved 1507.951 396.5488 337 0.08460362 -0.1311728
Moved 1507.981 403.2653 337 0.1001512 -0.1311728
Ended 1508.012 408 337 0.1111111 -0.1311728
Accept 1508.074 0 for
Began 1508.565 390 278 0.06944448 -0.2829219
Stationary 1508.596 390 278 0.06944448 -0.2829219
Stationary 1508.627 390 278 0.06944448 -0.2829219
Moved 1508.657 378.1931 305.6138 0.04211367 -0.2118986
Moved 1508.688 364.7978 339.3406 0.01110603 -0.1251528
Moved 1508.719 354.1865 366.2315 -0.01345719 -0.055989
Moved 1508.75 349.5193 381.9227 -0.02426083 -0.01563108
Moved 1508.78 345.0147 390.9559 -0.03468817 0.007602511
Moved 1508.811 334.1528 399.5648 -0.05983154 0.02974486
Moved 1508.842 329.8377 399.7208 -0.06982014 0.03014596
Moved 1508.872 316.0681 400 -0.1016943 0.03086416
Moved 1508.903 301.036 400 -0.1364907 0.03086416
Moved 1508.934 280.9805 386.987 -0.1829155 -0.002605493
Moved 1508.965 263.8291 371.8291 -0.2226178 -0.04159182
Moved 1508.995 247.5 350.5 -0.2604167 -0.09645069
Moved 1509.026 228.6591 325.8545 -0.3040299 -0.1598393
Moved 1509.057 216.5648 308.2746 -0.332026 -0.2050551
Moved 1509.087 209.9944 297.9831 -0.3472353 -0.231525
Moved 1509.118 207.4178 293.4178 -0.3531996 -0.2432671
Moved 1509.149 207 292 -0.3541667 -0.2469136
Moved 1509.18 223.2491 288.6787 -0.3165531 -0.2554561
Moved 1509.21 257.3765 289 -0.2375544 -0.2546296
Moved 1509.241 308.7189 301.4648 -0.1187062 -0.2225699
Moved 1509.272 341.9906 310.3962 -0.04168843 -0.1995982
Moved 1509.302 372.1683 324.8191 0.02816737 -0.1625023
Moved 1509.333 400.685 345.775 0.09417832 -0.1086033
Moved 1509.364 441.4404 374.7523 0.1885195 -0.03407333
Moved 1509.395 472.8835 399.7335 0.2613045 0.03017869
Moved 1509.425 496.0951 415.34 0.3150349 0.07031896
Moved 1509.456 514.7444 425.3722 0.3582046 0.09612185
Moved 1509.487 530.9706 429.9902 0.3957654 0.1079995
Moved 1509.518 539.6332 430 0.4158175 0.1080246
Moved 1509.548 546.5 430 0.4317129 0.1080246
Moved 1509.579 549 401.3405 0.4375 0.03431198
Moved 1509.61 528.9088 335.1356 0.3909927 -0.1359682
Moved 1509.641 503.9144 268.7309 0.3331352 -0.3067622
Moved 1509.671 493.1195 234.7826 0.308147 -0.3940777
Moved 1509.702 482.2139 193.1951 0.2829025 -0.5010415
Moved 1509.733 478.6732 164.7324 0.2747066 -0.574248
Moved 1509.763 475.8126 145.0631 0.2680848 -0.6248378
Moved 1509.794 474.2756 137.8268 0.2645268 -0.6434497
Moved 1509.825 472.405 133.405 0.2601967 -0.6548225
Moved 1509.855 466.5846 133 0.2467236 -0.6558643
Moved 1509.886 446.2014 167.642 0.1995402 -0.5667645
Moved 1509.917 418.2123 235.0559 0.1347506 -0.3933747
Moved 1509.948 402.8737 277.0876 0.0992447 -0.2852685
Moved 1509.978 394.8602 295.2797 0.08069485 -0.2384783
Ended 1510.009 392.5 304.5 0.07523149 -0.2147634
Candidates 1510.163 13 respond reading trading testing treating hearing wedding eating adding using heating taking sing
Began 1511.023 362 293 0.004629592 -0.2443416
Moved 1511.054 371.8277 311.0899 0.027379 -0.1978141
Moved 1511.084 385.7498 336.4997 0.05960613 -0.1324596
Moved 1511.115 393.8918 350.8197 0.07845332 -0.09562841
Moved 1511.146 400.6372 364.2744 0.09406765 -0.06102267
Moved 1511.177 404.6885 372.377 0.1034456 -0.04018265
Moved 1511.207 406.5551 376 0.1077666 -0.03086435
Ended 1511.238 407 378.1384 0.1087963 -0.02536413
Accept 1511.299 1 reading
Began 1511.515 311 317 -0.113426 -0.1826131
Moved 1511.545 326.5887 317 -0.0773411 -0.1826131
Moved 1511.576 371.0435 304.9783 0.02556354 -0.2135333
Moved 1511.607 454.2908 307 0.2182656 -0.2083334
Moved 1511.637 470.6037 307 0.256027 -0.2083334
Moved 1511.668 498.0947 307 0.3196636 -0.2083334
Moved 1511.699 518.378 307 0.3666158 -0.2083334
Moved 1511.729 531.8868 307 0.397886 -0.2083334
Moved 1511.76 540.5626 307 0.4179689 -0.2083334
Moved 1511.791 545.4472 307 0.4292759 -0.2083334
Moved 1511.822 548.5 307 0.4363426 -0.2083334
Moved 1511.852 551.1347 307 0.4424414 -0.2083334
Moved 1511.883 554.0068 307 0.4490898 -0.2083334
Moved 1511.914 555.8803 307 0.4534266 -0.2083334
Moved 1511.945 556.5 307 0.4548612 -0.2083334
Moved 1511.975 557.2227 307 0.456534 -0.2083334
Moved 1512.006 558 307 0.4583333 -0.2083334
Moved 1512.037 559.5 307 0.4618056 -0.2083334
Moved 1512.068 560.0447 307 0.4630664 -0.2083334
Moved 1512.098 561 307 0.4652777 -0.2083334
Ended 1512.129 562 307 0.4675925 -0.2083334
PhraseEnd 1512.19
