what goes up must come down
what goes up must come down
Basic
Radial

0.6 0.6
432 388.8
Began 2209.546 233 533 -0.2939815 0.3729423
Stationary 2209.576 233 533 -0.2939815 0.3729423
Stationary 2209.607 233 533 -0.2939815 0.3729423
Stationary 2209.638 233 533 -0.2939815 0.3729423
Stationary 2209.668 233 533 -0.2939815 0.3729423
Stationary 2209.699 233 533 -0.2939815 0.3729423
Stationary 2209.73 233 533 -0.2939815 0.3729423
Stationary 2209.761 233 533 -0.2939815 0.3729423
Moved 2209.791 242.6616 533 -0.2716167 0.3729423
Moved 2209.822 244.0873 524.9127 -0.2683165 0.3521417
Moved 2209.853 246.6333 524 -0.2624229 0.3497942
Moved 2209.884 249.18 521.82 -0.2565278 0.3441872
Moved 2209.914 252.5 520.5 -0.2488426 0.3407921
Moved 2209.945 258.9256 516.0496 -0.2339686 0.3293456
Moved 2209.976 272.5 506.5 -0.2025463 0.3047839
Moved 2210.006 294.6794 490.4716 -0.1512051 0.2635585
Moved 2210.037 325.5 461.5 -0.07986113 0.1890431
Moved 2210.068 356.6268 430.6478 -0.007808308 0.1096908
Moved 2210.099 385.1988 400.0015 0.0583306 0.03086789
Moved 2210.129 404.8282 377.2748 0.103769 -0.02758536
Moved 2210.16 416 366.5 0.1296297 -0.05529835
Moved 2210.191 419.7881 360.4238 0.1383984 -0.07092652
Moved 2210.221 423.342 356.658 0.146625 -0.0806124
Moved 2210.252 425 353.0949 0.150463 -0.08977655
Moved 2210.283 426.1682 351.8318 0.1531671 -0.09302516
Moved 2210.313 427.7001 349.2999 0.1567132 -0.09953745
Moved 2210.344 428 347.759 0.1574074 -0.1035006
Moved 2210.375 429 347 0.1597223 -0.1054527
Moved 2210.406 429 346 0.1597223 -0.1080248
Stationary 2210.437 429 346 0.1597223 -0.1080248
Moved 2210.467 417.7399 345 0.133657 -0.1105968
Moved 2210.498 406.8234 345 0.1083876 -0.1105968
Moved 2210.529 387.4408 345 0.06352047 -0.1105968
Moved 2210.559 368.8126 355.8375 0.02039949 -0.08272257
Moved 2210.59 349.1872 361.9584 -0.02502963 -0.06697949
Moved 2210.621 329.2632 365 -0.07114992 -0.05915646
Moved 2210.651 309.2729 368.1616 -0.1174239 -0.05102495
Moved 2210.682 281.1323 372.649 -0.1825642 -0.03948298
Moved 2210.713 244.8106 377.8707 -0.2666422 -0.02605281
Moved 2210.744 216.1247 379.4063 -0.3330448 -0.02210335
Moved 2210.774 198.3898 380 -0.3740976 -0.02057613
Moved 2210.805 184.8363 381.2327 -0.4054714 -0.01740562
Moved 2210.836 176.6466 381 -0.4244293 -0.01800419
