the union will go on strike
the union will go on strike
FixStart
List

0.6 0.6
432 388.8
Began 1773.018 373 415 0.0300926 0.06944436
Moved 1773.048 373 425.6436 0.0300926 0.09681972
Moved 1773.079 360.6648 451.0056 0.001538992 0.1620512
Moved 1773.11 352.5 483 -0.0173611 0.2443414
Moved 1773.141 348.537 501.6207 -0.02653485 0.2922341
Moved 1773.171 348 510.3077 -0.0277778 0.3145774
Moved 1773.202 347 513.9709 -0.0300926 0.3239991
Moved 1773.233 347 515.3458 -0.0300926 0.3275353
Moved 1773.263 371.7665 497.5793 0.02723734 0.2818396
Moved 1773.294 398.683 461.4755 0.08954405 0.18898
Moved 1773.325 416.4488 427.9228 0.1306686 0.102682
Moved 1773.356 424.2698 407.8254 0.1487728 0.05099124
Moved 1773.386 427.5031 395.9939 0.1562571 0.02056035
Moved 1773.417 428 389.2151 0.1574074 0.003125383
Moved 1773.448 412.7603 387 0.1221303 -0.002572055
Moved 1773.479 370.1694 410.0569 0.02354026 0.05673059
Moved 1773.509 335.1623 435.2161 -0.05749464 0.1214404
Moved 1773.54 311.5276 456.4724 -0.1122047 0.176112
Moved 1773.571 289.4783 479.5797 -0.1632447 0.2355444
Moved 1773.601 268.3654 506.4885 -0.2121171 0.3047542
Moved 1773.632 257.6264 524.7473 -0.236976 0.3517161
Moved 1773.663 256 533.5 -0.2407407 0.3742283
Ended 1773.694 256 538 -0.2407407 0.3858024
Candidates 1773.786 13 the there that these this he else what rubber under related thus tube
Began 1775.076 306 489 -0.125 0.2597736
Moved 1775.107 320.0397 512.4796 -0.09250069 0.3201635
Moved 1775.138 341.1596 540.3481 -0.04361197 0.3918417
Moved 1775.168 357.3924 561.5233 -0.006036063 0.4463046
Moved 1775.199 369.8595 576.8127 0.02282292 0.4856292
Moved 1775.23 375.8217 583.8217 0.03662417 0.5036564
Moved 1775.261 377 585.5 0.03935188 0.5079731
Moved 1775.291 377 586.3217 0.03935188 0.5100864
Stationary 1775.322 377 586 0.03935188 0.5092591
Moved 1775.353 369.1651 564.1651 0.02121558 0.4530995
Moved 1775.383 361.5 535 0.003472269 0.3780863
Moved 1775.414 356.6373 506.7359 -0.007783969 0.3053907
Moved 1775.445 351.7644 477.408 -0.01906395 0.2299586
Moved 1775.476 348.8916 453.0246 -0.02571379 0.1672442
Moved 1775.506 348 428.9188 -0.0277778 0.1052437
Moved 1775.537 346.4495 403.1465 -0.03136689 0.03895693
Moved 1775.568 346 378.2153 -0.03240739 -0.02516656
Moved 1775.599 346 354.006 -0.03240739 -0.08743309
Moved 1775.629 346 323.0812 -0.03240739 -0.1669722
Moved 1775.66 346 300.1544 -0.03240739 -0.2259405
Moved 1775.691 346 285.1449 -0.03240739 -0.2645451
Moved 1775.722 346 276.8356 -0.03240739 -0.2859168
Moved 1775.752 346 270.1136 -0.03240739 -0.3032058
Moved 1775.783 346 268.6187 -0.03240739 -0.3070507
Moved 1775.814 356.3602 282.8008 -0.008425514 -0.2705741
Moved 1775.844 364.6686 340.4636 0.01080702 -0.1222646
Moved 1775.875 374.3927 418.258 0.03331641 0.07782394
Moved 1775.906 382.9063 472.4999 0.05302369 0.2173351
Moved 1775.937 391.8413 506.3651 0.07370671 0.3044368
Moved 1775.967 399.069 535.5634 0.09043753 0.3795355
Moved 1775.998 403.4386 548.8772 0.1005523 0.4137787
Moved 1776.029 405.0836 556.1671 0.1043601 0.4325285
Moved 1776.059 406 561.3037 0.1064815 0.4457399
Moved 1776.09 408.5226 565.5226 0.1123209 0.4565909
Moved 1776.121 411.3977 569.7955 0.1189762 0.4675808
Moved 1776.152 425.3322 575.5329 0.1512319 0.4823377
Moved 1776.182 440.0304 580.6122 0.1852555 0.4954016
Moved 1776.213 451.0126 584 0.2106773 0.5041152
Moved 1776.244 456.5368 585 0.2234649 0.5066872
Moved 1776.275 458.5 585 0.2280092 0.5066872
Moved 1776.305 459 571.3712 0.2291666 0.4716337
Moved 1776.336 433.6311 519.0429 0.1704423 0.3370444
Moved 1776.367 406.161 465.322 0.1068541 0.1988733
Moved 1776.397 384.1589 425.9315 0.05592336 0.09756041
Moved 1776.428 370.7009 397.4018 0.0247706 0.02418157
Moved 1776.459 360.1644 371.4384 0.0003804763 -0.0425969
Moved 1776.49 354 357.5 -0.01388888 -0.07844657
Moved 1776.52 350.6656 348.3313 -0.02160728 -0.1020286
Ended 1776.551 351 345.5 -0.02083332 -0.1093108
Accept 1776.674 0 the
Candidates 1776.674 13 union icon function opinion non moon rubin junction kingdom dublin public lincoln damon
Began 1777.166 382 374 0.05092591 -0.03600823
Moved 1777.196 360.921 392.3535 0.00213186 0.01119708
Moved 1777.227 334.6508 414.7549 -0.05867879 0.06881388
Moved 1777.258 309.7859 437.0927 -0.1162365 0.1262672
Moved 1777.288 282.7282 460.2379 -0.1788699 0.1857969
Moved 1777.319 268.3961 473.6038 -0.212046 0.2201743
Moved 1777.35 256.6978 483.5348 -0.2391255 0.245717
Moved 1777.381 247.7873 490.9095 -0.2597516 0.2646849
