want to join us for lunch
want to join us for lunch
Basic
List

0.6 0.6
432 388.8
Began 1644.777 323 495 -0.08564815 0.2752057
Stationary 1644.807 323 495 -0.08564815 0.2752057
Moved 1644.838 301.8853 495 -0.1345248 0.2752057
Moved 1644.869 283.5 502 -0.1770833 0.2932098
Moved 1644.9 265.3428 503 -0.2191139 0.2957818
Moved 1644.93 249.2462 504.1077 -0.2563745 0.2986307
Moved 1644.961 235.114 504.9772 -0.2890878 0.3008672
Moved 1644.992 229.3383 505 -0.3024576 0.3009258
Moved 1645.022 221.7358 506.066 -0.320056 0.3036678
Moved 1645.053 213.7016 506 -0.3386537 0.3034978
Moved 1645.084 209.0044 506 -0.3495269 0.3034978
Moved 1645.115 203.9543 507 -0.3612169 0.3060699
Moved 1645.145 199.2116 507 -0.3721953 0.3060699
Moved 1645.176 196.8211 508 -0.3777289 0.3086419
Moved 1645.207 194.1886 508 -0.3838227 0.3086419
Moved 1645.238 191.3717 508 -0.3903432 0.3086419
Moved 1645.268 190.5 508 -0.3923611 0.3086419
Moved 1645.299 190 508 -0.3935185 0.3086419
Moved 1645.33 186.9626 494.8132 -0.4005495 0.2747251
Moved 1645.36 182.0924 459.2938 -0.4118232 0.1833686
Moved 1645.391 182 401.1959 -0.412037 0.03394005
Moved 1645.422 192.5 347 -0.3877315 -0.1054527
Moved 1645.453 197.4404 313.0917 -0.3762955 -0.1926653
Moved 1645.483 203.0357 286.8392 -0.3633432 -0.2601872
Moved 1645.514 209.6423 263.8347 -0.3480502 -0.3193554
Moved 1645.545 214.651 251.698 -0.336456 -0.350571
Moved 1645.576 220.9228 243.0771 -0.3219379 -0.3727439
Moved 1645.606 236.114 233.443 -0.2867733 -0.3975232
Moved 1645.637 278.9302 219.7675 -0.1876615 -0.4326968
Moved 1645.668 332.2894 208.7135 -0.06414493 -0.4611278
Moved 1645.698 370.9143 203.545 0.02526462 -0.4744212
Moved 1645.729 399.2607 198.674 0.09088108 -0.4869498
Moved 1645.76 414.5404 195.0919 0.126251 -0.4961627
Moved 1645.791 426.2719 191.2427 0.1534071 -0.506063
Moved 1645.821 433.8946 189 0.1710522 -0.5118313
Moved 1645.852 439.504 187.496 0.184037 -0.5156998
Moved 1645.883 442.0436 187 0.1899158 -0.5169753
Moved 1645.914 443 193.4327 0.1921296 -0.5004303
Moved 1645.944 443 221.5183 0.1921296 -0.4281936
Moved 1645.975 423.5 273 0.1469907 -0.295782
Moved 1646.006 411.3479 318.0974 0.1188609 -0.1797906
Moved 1646.036 402.9139 345.3444 0.09933779 -0.1097111
Moved 1646.067 397.2542 368.1526 0.0862366 -0.05104794
Moved 1646.098 391.2828 386.5102 0.07241388 -0.003831848
Moved 1646.129 385.3267 406.3566 0.05862663 0.04721335
Moved 1646.159 379.6093 429.9534 0.04539191 0.1079048
Moved 1646.19 374.8531 449.5141 0.03438224 0.1582152
Moved 1646.221 370.4113 465.5319 0.02410034 0.1994131
Moved 1646.252 365.0745 486.2394 0.01174649 0.2526733
Moved 1646.282 361.6579 501.7103 0.003837844 0.2924647
Moved 1646.313 358.0716 512.7137 -0.004463891 0.3207656
Moved 1646.344 355.2281 528.403 -0.01104593 0.3611188
Moved 1646.375 353.3559 540.9323 -0.01537979 0.3933441
Moved 1646.405 352.4865 549.0271 -0.01739249 0.4141642
Moved 1646.436 352 554.106 -0.01851852 0.4272273
Moved 1646.467 351 555 -0.02083332 0.4295266
Ended 1646.497 351 555 -0.02083332 0.4295266
Candidates 1646.62 13 want rant range grant teacher table danny frame tracy rabbi randy any game
Began 1647.05 333 480 -0.06249999 0.2366254
Stationary 1647.081 333 480 -0.06249999 0.2366254
Stationary 1647.112 333 480 -0.06249999 0.2366254
Moved 1647.143 320.9185 487.1902 -0.09046643 0.2551187
Moved 1647.173 315.9526 492.0474 -0.1019615 0.2676116
Moved 1647.204 310.2016 497.7984 -0.1152741 0.2824032
Moved 1647.235 308 503.5356 -0.1203704 0.2971595
Moved 1647.266 304.8478 509.3044 -0.1276672 0.3119969
Moved 1647.296 303.3031 515.3938 -0.1312428 0.3276588
Moved 1647.327 303 521.1171 -0.1319445 0.3423792
Moved 1647.358 302 526.8636 -0.1342593 0.3571595
Moved 1647.388 302 532.8766 -0.1342593 0.3726249
Moved 1647.419 302 539.629 -0.1342593 0.3899923
Moved 1647.45 302 546.3718 -0.1342593 0.4073347
Moved 1647.481 302 551.5595 -0.1342593 0.4206777
Moved 1647.511 302 555.1276 -0.1342593 0.4298549
Moved 1647.542 310.0012 557.0012 -0.1157379 0.4346738
Moved 1647.573 312.8749 559.8749 -0.1090859 0.4420649
Moved 1647.604 318 561.5 -0.09722222 0.4462448
Moved 1647.634 330.7336 562 -0.06774639 0.4475308
Moved 1647.665 351.4395 562 -0.01981596 0.4475308
Moved 1647.696 378.4377 548.8687 0.04267991 0.4137568
Moved 1647.726 403.9088 538.8513 0.1016408 0.387992
Moved 1647.757 431.7257 525.9302 0.1660317 0.3547586
Moved 1647.788 451.9669 514.8761 0.2128863 0.3263273
Moved 1647.819 468.9919 505.5041 0.252296 0.3022223
Moved 1647.849 482.5482 499.5807 0.2836764 0.2869875
Moved 1647.88 492.7296 495.4235 0.3072446 0.2762949
Moved 1647.911 498.4439 492.5562 0.3204719 0.2689201
Moved 1647.942 501.9686 491.0314 0.328631 0.2649983
Ended 1647.972 502 490 0.3287037 0.2623456
Accept 1648.064 0 want
Candidates 1648.064 13 to trip trio rio ri group too rep drop ep wto deep tripp
Began 1648.771 433 384 0.1689814 -0.01028807
Stationary 1648.802 433 384 0.1689814 -0.01028807
Stationary 1648.833 433 384 0.1689814 -0.01028807
Moved 1648.863 419.1161 370.1548 0.1368428 -0.04589818
Moved 1648.894 409.4076 358.8768 0.1143695 -0.07490535
Moved 1648.925 399.787 349.787 0.0920996 -0.09828433
Moved 1648.956 394.4516 343.7258 0.07974903 -0.113874
Moved 1648.986 392.5 340.5 0.07523149 -0.1221709
Stationary 1649.017 392.5 340.5 0.07523149 -0.1221709
Moved 1649.048 393 341 0.07638891 -0.1208849
Moved 1649.078 412.0745 356.196 0.1205427 -0.0818003
Moved 1649.109 438.2247 374.4185 0.1810757 -0.03493179
Moved 1649.14 466.3428 399.7111 0.2461639 0.030121
Moved 1649.171 489.7391 423.4161 0.300322 0.09109081
Moved 1649.201 506 444.5 0.337963 0.1453189
Moved 1649.232 521.5545 467.8317 0.3739688 0.2053284
Moved 1649.263 533.9218 498.7914 0.4025968 0.2849573
Moved 1649.293 539.8479 513.3917 0.4163146 0.3225095
Moved 1649.324 541 523.4111 0.4189815 0.3482796
Moved 1649.355 541 526.4775 0.4189815 0.3561664
Moved 1649.385 533.2638 531.2103 0.4010736 0.3683392
Moved 1649.416 523.1096 534.9781 0.3775686 0.37803
Moved 1649.447 511.2404 537 0.3500934 0.3832304
Moved 1649.478 497.7739 537 0.3189211 0.3832304
Moved 1649.509 488.393 537 0.2972062 0.3832304
Moved 1649.539 481.2447 537 0.2806589 0.3832304
Moved 1649.57 475.2891 532.0236 0.2668729 0.3704308
Moved 1649.601 472.8202 526.2303 0.2611579 0.3555305
Moved 1649.631 467.0609 511.1828 0.2478263 0.316828
Moved 1649.662 458.1241 481.4654 0.2271392 0.2403944
Moved 1649.693 452.326 451.6301 0.2137176 0.1636575
Moved 1649.724 448.2958 424.0704 0.2043884 0.09277367
Moved 1649.754 446.5 404.5 0.2002315 0.04243823
Moved 1649.785 447 386.1412 0.2013889 -0.004780812
Moved 1649.816 447 368.0526 0.2013889 -0.05130508
Moved 1649.847 447 353.6543 0.2013889 -0.08833779
Moved 1649.877 447 344.1368 0.2013889 -0.112817
Moved 1649.908 447 332.2249 0.2013889 -0.1434547
