the collapse of the Roman empire
Moved 1559.759 347.7259 444.4112 -0.02841229 0.1450905
Moved 1559.79 341.9891 450.0109 -0.04169181 0.1594929
Moved 1559.82 337.8365 454.1635 -0.05130434 0.1701734
Moved 1559.851 333.0787 458.9213 -0.0623178 0.1824107
Moved 1559.882 328.3748 463.6252 -0.07320643 0.1945091
Moved 1559.913 322.4354 467.3764 -0.08695513 0.2041573
Moved 1559.943 317.5555 471.4445 -0.09825121 0.2146205
Moved 1559.974 311.7958 475.6021 -0.1115837 0.2253138
Moved 1560.005 306.5266 479.9467 -0.1237809 0.2364883
Moved 1560.036 302.0328 483.9672 -0.1341833 0.2468291
Moved 1560.066 298.1507 490.6986 -0.1431696 0.2641425
Moved 1560.097 295.2775 496.4449 -0.1498205 0.2789221
Moved 1560.128 293.4024 501.1953 -0.1541612 0.29114
Moved 1560.159 292 505.1466 -0.1574074 0.3013029
Moved 1560.189 291 510.0236 -0.1597222 0.3138467
Moved 1560.22 291 515.769 -0.1597222 0.328624
Moved 1560.251 291 521 -0.1597222 0.3420781
Moved 1560.281 291 525.5553 -0.1597222 0.3537945
Moved 1560.312 291 529.1492 -0.1597222 0.3630381
Moved 1560.343 291 531.5 -0.1597222 0.3690843
Moved 1560.374 291 533.5953 -0.1597222 0.3744733
Moved 1560.404 291 534.5 -0.1597222 0.3768003
Moved 1560.435 291 535.1868 -0.1597222 0.3785669
Stationary 1560.466 291 535.1868 -0.1597222 0.3785669
Moved 1560.497 291 536 -0.1597222 0.3806583
Ended 1560.527 291 536 -0.1597222 0.3806583
Candidates 1560.65 13 the there where rubber drive driver what wine river else winner gene tube
Began 1561.142 233 415 -0.2939815 0.06944436
Moved 1561.173 239.17 415 -0.279699 0.06944436
Moved 1561.203 267.9121 415 -0.2131664 0.06944436
Moved 1561.234 296.2343 415 -0.1476058 0.06944436
Moved 1561.265 325.9189 407.2312 -0.07889131 0.04946296
Moved 1561.296 352.6889 406 -0.01692375 0.04629618
Moved 1561.326 373.5 402 0.03125002 0.03600815
Moved 1561.357 387.3426 398.9315 0.06329308 0.02811581
Moved 1561.388 396.832 396.056 0.08525938 0.02072008
Moved 1561.418 404.6079 393.196 0.1032591 0.01336423
Moved 1561.449 410 390.5 0.1157407 0.006429962
Moved 1561.48 414.1927 389 0.1254459 0.002572016
Moved 1561.511 419.0686 385.9314 0.1367328 -0.005320521
Moved 1561.541 422.9399 384.0601 0.1456943 -0.01013367
Moved 1561.572 426 382.4833 0.1527777 -0.01418902
Moved 1561.603 428.3894 380.6106 0.1583088 -0.01900575
Moved 1561.633 431.2601 381 0.164954 -0.01800419
Moved 1561.664 434.1306 379.8694 0.1715987 -0.02091215
Moved 1561.695 436.5 380 0.1770833 -0.02057613
Moved 1561.726 436 380 0.1759259 -0.02057613
Ended 1561.756 436 380 0.1759259 -0.02057613
Accept 1561.818 0 the
Began 1562.248 350 475 -0.02314816 0.2237653
Stationary 1562.279 350 475 -0.02314816 0.2237653
Stationary 1562.31 350 475 -0.02314816 0.2237653
Moved 1562.34 339.1612 463.5483 -0.04823789 0.1943115
Moved 1562.371 331.7531 452.5884 -0.06538639 0.1661225
Moved 1562.402 320.0337 438.0421 -0.09251465 0.1287089
Moved 1562.432 312.4076 424.8151 -0.1101677 0.0946891
Moved 1562.463 304.5263 412.0527 -0.1284112 0.06186387
Moved 1562.494 298.4414 400.8828 -0.1424968 0.03313461
Moved 1562.525 293.6796 392.5193 -0.1535195 0.01162372
Moved 1562.555 290.9679 385.9359 -0.1597965 -0.005309022
Moved 1562.586 288.3315 380.663 -0.1658993 -0.01887082
Moved 1562.617 285.5796 376.1592 -0.1722694 -0.0304547
Moved 1562.648 283.7069 371.4138 -0.1766044 -0.04266017
Moved 1562.678 281.8339 364.6677 -0.1809401 -0.06001099
Moved 1562.709 281 358.5215 -0.1828704 -0.07581914
Moved 1562.74 280 351.1524 -0.1851852 -0.09477262
Moved 1562.771 280 345.0251 -0.1851852 -0.1105322
Moved 1562.801 280 340.6451 -0.1851852 -0.1217975
Moved 1562.832 279 337.1028 -0.1875 -0.1309084
Moved 1562.863 279 334.2281 -0.1875 -0.1383021
Moved 1562.893 279 331.3553 -0.1875 -0.145691
Moved 1562.924 279 329.9346 -0.1875 -0.1493452
Moved 1562.955 279 327.9869 -0.1875 -0.1543548
Moved 1562.986 279 326.626 -0.1875 -0.1578548
Moved 1563.016 279 324.5 -0.1875 -0.163323
Moved 1563.047 279 323.678 -0.1875 -0.1654374
Moved 1563.078 279 321.5 -0.1875 -0.1710391
Moved 1563.109 279 320.7513 -0.1875 -0.1729649
Stationary 1563.139 279 320.7513 -0.1875 -0.1729649
Moved 1563.17 287.6044 321 -0.1675825 -0.1723252
Moved 1563.201 304.0075 350.0114 -0.1296122 -0.09770742
Moved 1563.231 328.4372 384.8478 -0.07306214 -0.008107604
Moved 1563.262 348.2004 411.7505 -0.02731378 0.0610868
Moved 1563.293 364.8754 433.1671 0.01128554 0.1161705
Moved 1563.324 384.1442 454.1442 0.05588929 0.1701238
Moved 1563.354 402.3604 469.9669 0.09805639 0.2108202
Moved 1563.385 417.4693 484.5451 0.1330308 0.2483155
Moved 1563.416 433.2022 498.4016 0.1694494 0.2839547
Moved 1563.447 444.6986 507.3493 0.1960615 0.3069683
Moved 1563.477 453.5268 513.2634 0.2164972 0.3221793
Moved 1563.508 466.1349 523.0899 0.2456825 0.3474534
Moved 1563.539 475.8345 529.8345 0.2681355 0.3648006
Moved 1563.569 483.588 534.5881 0.2860834 0.3770269
Moved 1563.6 491.0115 540.0115 0.3032674 0.390976
Moved 1563.631 498.4276 544.4276 0.3204342 0.4023342
Moved 1563.662 505.1786 549.0893 0.3360617 0.4143242
Moved 1563.692 508.7085 552.7085 0.3442325 0.4236329
Moved 1563.723 512.4762 556.4762 0.3529541 0.4333235
Moved 1563.754 516.3503 559.3503 0.3619219 0.4407156
Moved 1563.785 519.2225 562.2225 0.3685705 0.448103
Moved 1563.815 525.413 567.413 0.3829005 0.4614531
Moved 1563.846 531.3378 573.3378 0.3966154 0.4766918
Moved 1563.877 537.6016 581.1354 0.4111149 0.4967475
Moved 1563.907 541.4095 587.819 0.4199295 0.5139377
Moved 1563.938 544.9426 594.8851 0.4281078 0.5321119
Moved 1563.969 546 599.8182 0.4305556 0.5447997
Moved 1564 547 603.6889 0.4328704 0.5547553
Moved 1564.03 547 605.1227 0.4328704 0.558443
Moved 1564.061 547 608.0684 0.4328704 0.5660195
Moved 1564.092 547 609 0.4328704 0.5684156
Moved 1564.123 547 610 0.4328704 0.5709876
Moved 1564.153 547 611.369 0.4328704 0.5745087
Stationary 1564.184 547 611 0.4328704 0.5735595
Stationary 1564.215 547 611 0.4328704 0.5735595
Stationary 1564.245 547 611 0.4328704 0.5735595
Stationary 1564.276 547 611 0.4328704 0.5735595
Moved 1564.307 529.4893 578.2233 0.3923363 0.4892575
Moved 1564.338 524.7431 557.2016 0.3813498 0.4351892
Moved 1564.369 523.1818 540.6364 0.3777357 0.3925833
Moved 1564.399 523 525.4874 0.3773148 0.3536199
Moved 1564.43 523 512.6895 0.3773148 0.3207032
Moved 1564.461 523 502.2036 0.3773148 0.2937333
Moved 1564.491 531.944 493.084 0.3980185 0.2702777
Moved 1564.522 534.8496 482.6015 0.4047445 0.2433166
Moved 1564.553 538 473.5508 0.4120371 0.2200381
Moved 1564.584 540.1644 467.6711 0.4170472 0.2049154
Moved 1564.614 541 459.8054 0.4189815 0.1846846
Moved 1564.645 542 451.0541 0.4212962 0.162176
Moved 1564.676 542 443.4659 0.4212962 0.1426593
Moved 1564.707 542 436.8221 0.4212962 0.1255712
Moved 1564.737 542 430.2214 0.4212962 0.1085939
Moved 1564.768 542 426.8451 0.4212962 0.09991014
Moved 1564.799 542 424 0.4212962 0.09259254
Moved 1564.829 542 422.4694 0.4212962 0.0886558
Moved 1564.86 542 420.5 0.4212962 0.08359041
Moved 1564.891 542 419.7494 0.4212962 0.08165983
Stationary 1564.922 542 419.7494 0.4212962 0.08165983
Stationary 1564.952 542 419.7494 0.4212962 0.08165983
Moved 1564.983 542 418.9829 0.4212962 0.07968851
Stationary 1565.014 542 418.9829 0.4212962 0.07968851
Stationary 1565.044 542 418.9829 0.4212962 0.07968851
Moved 1565.075 542 417.898 0.4212962 0.07689814
Stationary 1565.106 542 417.898 0.4212962 0.07689814
Stationary 1565.137 542 417.898 0.4212962 0.07689814
Stationary 1565.167 542 417.898 0.4212962 0.07689814
Stationary 1565.198 542 417.898 0.4212962 0.07689814
Stationary 1565.229 542 418 0.4212962 0.07716041
Moved 1565.26 525.4681 429.3758 0.3830281 0.1064192
Moved 1565.29 499.5132 449.8651 0.3229471 0.159118
Moved 1565.321 468.9712 467.1066 0.2522483 0.2034635
Moved 1565.352 436.9761 477.3132 0.1781855 0.2297148
Moved 1565.383 407.4072 482.5593 0.1097389 0.2432079
Moved 1565.413 384.0013 483 0.05555869 0.2443414
Moved 1565.444 360.6073 483 0.001405676 0.2443414
Moved 1565.475 336.2504 483 -0.05497584 0.2443414
Moved 1565.505 309.1872 473.486 -0.1176223 0.2198714
Moved 1565.536 284.0154 467.7538 -0.1758902 0.2051281
Moved 1565.567 260.0334 461.0084 -0.2314042 0.1877787
Moved 1565.598 239.7188 452.8795 -0.2784286 0.1668711
Moved 1565.628 219.693 447.198 -0.3247847 0.1522581
Moved 1565.659 203.1309 441.4523 -0.3631229 0.1374802
Moved 1565.69 192.202 437.601 -0.3884213 0.1275745
Moved 1565.721 177.3799 432.6899 -0.4227318 0.1149432
Moved 1565.751 164.899 427.9495 -0.4516226 0.1027507
Moved 1565.782 155.2976 425.0992 -0.4738481 0.09541962
Moved 1565.813 147.6481 424 -0.4915552 0.09259254
Moved 1565.844 139.0063 421.6688 -0.5115595 0.0865966
Moved 1565.874 131.406 419.802 -0.5291528 0.08179523
Moved 1565.905 126.4258 420 -0.5406811 0.08230445
Moved 1565.936 121.8302 419 -0.5513189 0.07973251
Moved 1565.966 117.5294 419 -0.5612745 0.07973251
Moved 1565.997 114.6572 419 -0.5679232 0.07973251
Moved 1566.028 112 427.8063 -0.5740741 0.1023823
Moved 1566.059 111 437.3536 -0.5763888 0.1269382
Moved 1566.089 111 446.9377 -0.5763888 0.1515886
Moved 1566.12 121.5 461 -0.5520834 0.1877571
Moved 1566.151 136.3444 475.3444 -0.5177214 0.224651
Moved 1566.182 151.6325 485.7795 -0.4823321 0.2514905
Moved 1566.212 171.5938 496.3973 -0.4361254 0.2787996
Moved 1566.243 194.3928 508.3052 -0.38335 0.3094268
Moved 1566.274 238.1201 521.6523 -0.2821293 0.3437559
Moved 1566.304 278.4225 532.0975 -0.1888368 0.370621
Moved 1566.335 312.835 537.9029 -0.1091783 0.3855526
Moved 1566.366 345.7617 541.4508 -0.03295913 0.3946779
Moved 1566.397 367.2571 544.3224 0.01679887 0.4020638
Moved 1566.427 388.3836 547.1976 0.06570289 0.4094589
Moved 1566.458 414.7138 551.5844 0.1266522 0.4207415
Moved 1566.489 448.8721 562.7617 0.2057226 0.4494897
Moved 1566.52 470.3289 571.4266 0.2553909 0.4717762
Moved 1566.55 485.7066 576.3413 0.2909874 0.4844169
Moved 1566.581 499.4241 580.808 0.322741 0.4959053
Moved 1566.612 514.0682 587.5341 0.3566394 0.5132049
Moved 1566.642 522.9095 590.6365 0.3771055 0.5211844
Moved 1566.673 531.5 596 0.3969907 0.5349793
Moved 1566.704 540.1407 601.0938 0.4169925 0.5480807
Moved 1566.735 545.8422 603.9211 0.4301902 0.5553524
Moved 1566.765 549.7931 606.7931 0.4393359 0.5627393
Moved 1566.796 553.4337 609.2169 0.4477632 0.5689732
Moved 1566.827 557.1723 613.3447 0.4564174 0.57959
Moved 1566.857 562.0403 620.0806 0.467686 0.5969151
Moved 1566.888 564.5 624 0.4733796 0.6069958
Moved 1566.919 565 625.4525 0.474537 0.6107316
Moved 1566.95 566 628.3312 0.4768519 0.6181356
Moved 1566.98 567 630.1972 0.4791667 0.6229351
Moved 1567.011 567 631.5 0.4791667 0.6262859
Moved 1567.042 568 633.1444 0.4814814 0.6305153
Moved 1567.073 568 634.0035 0.4814814 0.6327249
Moved 1567.104 569.3734 635.3734 0.4846607 0.6362484
Moved 1567.134 569 636 0.4837963 0.6378599
Stationary 1567.165 569 636 0.4837963 0.6378599
Moved 1567.196 542.4359 631.6723 0.4223052 0.626729
Moved 1567.226 507.109 612.5636 0.3405301 0.5775812
Moved 1567.257 471.6135 593.7745 0.2583647 0.5292554
Moved 1567.288 440.0902 573.7929 0.1853941 0.4778623
Moved 1567.318 411.3033 553.6123 0.1187575 0.4259574
Moved 1567.349 388.5841 535.7864 0.06616691 0.3801089
Moved 1567.38 360.7915 516.2447 0.001832148 0.3298474
Moved 1567.411 339.8411 500.8638 -0.04666413 0.2902875
Moved 1567.441 319.7061 486.5043 -0.09327297 0.2533547
Moved 1567.472 304.3523 474.7936 -0.1288141 0.2232345
Moved 1567.503 289.4004 463.7203 -0.163425 0.1947538
Moved 1567.534 276.265 454.4487 -0.1938311 0.1709072
Moved 1567.564 267.6504 448.4336 -0.2137722 0.1554361
Moved 1567.595 257.6881 440.8441 -0.2368332 0.1359157
Moved 1567.626 251.0961 436.0961 -0.2520925 0.1237038
Moved 1567.657 243.3475 431.6738 -0.2700289 0.1123296
Moved 1567.687 238.2097 428.1049 -0.281922 0.1031503
Moved 1567.718 232.449 423.449 -0.2952569 0.09117538
Moved 1567.749 225.7111 420.3555 -0.3108539 0.08321887
Moved 1567.78 217.7885 416.3943 -0.3291932 0.07303045
Moved 1567.81 215.9536 416 -0.3334409 0.07201634
Moved 1567.841 211.0934 414.0934 -0.3446912 0.06711268
Moved 1567.872 207.2241 413.2241 -0.3536479 0.06487674
Moved 1567.902 204.8035 413 -0.3592511 0.06430033
Moved 1567.933 201.8554 413 -0.3660755 0.06430033
Moved 1567.964 198.9855 420.1012 -0.3727187 0.08256476
Moved 1567.995 199 426.7836 -0.3726852 0.09975185
Moved 1568.025 199 435.3124 -0.3726852 0.1216882
Moved 1568.056 199 443.91 -0.3726852 0.1438014
Moved 1568.087 199 453.6411 -0.3726852 0.16883
Moved 1568.118 204.4002 464.8573 -0.3601847 0.1976781
Moved 1568.148 208 477.2376 -0.3518518 0.2295205
Moved 1568.179 210.4303 490.1517 -0.346226 0.2627359
Moved 1568.21 212.2902 501.1606 -0.3419209 0.291051
Moved 1568.24 213.8606 511.4426 -0.3382856 0.3174962
Moved 1568.271 215 519.4657 -0.3356481 0.3381319
Moved 1568.302 215 526.8296 -0.3356481 0.3570719
Moved 1568.333 215 532.9628 -0.3356481 0.3728467
Moved 1568.363 215 540.031 -0.3356481 0.3910261
Moved 1568.394 215 547.6556 -0.3356481 0.4106366
Moved 1568.425 215 554.5117 -0.3356481 0.4282708
Moved 1568.456 215 559.3734 -0.3356481 0.4407751
Moved 1568.486 215 565.2509 -0.3356481 0.4558922
Moved 1568.517 215 570.9953 -0.3356481 0.4706668
Moved 1568.548 215 577.6158 -0.3356481 0.4876948
Moved 1568.578 215 582.8468 -0.3356481 0.5011491
Moved 1568.609 215 589.8818 -0.3356481 0.5192432
Moved 1568.64 215 595.3392 -0.3356481 0.5332798
Moved 1568.671 216.7674 599.5349 -0.3315569 0.544071
Moved 1568.701 221.1117 606.1117 -0.3215007 0.5609868
Moved 1568.732 225.8609 611.8609 -0.3105072 0.5757738
Moved 1568.763 230.6053 617.6052 -0.2995248 0.5905483
Moved 1568.794 235.7391 623.7391 -0.2876409 0.6063247
Moved 1568.824 240.4812 629.4811 -0.276664 0.6210933
Moved 1568.855 247.2242 636.2242 -0.261055 0.6384367
Moved 1568.886 252.9619 641.9619 -0.2477735 0.6531939
Moved 1568.917 256.0383 645.0383 -0.2406521 0.6611066
Moved 1568.947 258.8904 646.8904 -0.23405 0.6658702
Moved 1568.978 261 648 -0.2291666 0.6687242
Moved 1569.009 262.1125 648 -0.2265913 0.6687242
Stationary 1569.039 262 648 -0.2268519 0.6687242
Ended 1569.07 262 648 -0.2268519 0.6687242
Candidates 1569.224 13 collapse consider consist clarify clause paper volatile constitute collective emphasize commissioner clozapine dioxide
Began 1569.654 191 465 -0.3912037 0.1980452
Stationary 1569.685 191 465 -0.3912037 0.1980452
Stationary 1569.715 191 465 -0.3912037 0.1980452
Moved 1569.746 232.5989 465 -0.29491 0.1980452
Moved 1569.777 283.7998 474.48 -0.1763893 0.2224278
Moved 1569.808 327.7286 474 -0.0747023 0.2211934
Moved 1569.838 345.2697 474 -0.03409783 0.2211934
Moved 1569.869 357.6798 474 -0.005370726 0.2211934
Moved 1569.9 367.7845 465.5539 0.01801967 0.1994698
Moved 1569.931 378.2593 460.3704 0.04226685 0.1861377
Moved 1569.961 384.3705 457.8147 0.05641331 0.1795645
Moved 1569.992 388.6212 455.1895 0.06625264 0.1728123
Moved 1570.023 391.6269 454 0.07321049 0.169753
Moved 1570.053 394.495 453 0.07984946 0.167181
Moved 1570.084 396.3694 452 0.08418848 0.164609
Moved 1570.115 397.5 450.5 0.08680551 0.1607509
Moved 1570.146 399.5 450 0.09143522 0.1594649
Moved 1570.176 400 449.3472 0.09259263 0.1577858
Ended 1570.207 400 449 0.09259263 0.156893
Accept 1570.269 0 collapse
Began 1570.73 287 392 -0.1689815 0.01028803
Stationary 1570.76 287 392 -0.1689815 0.01028803
Moved 1570.791 287 403.4915 -0.1689815 0.03984439
Moved 1570.822 302.6607 421.3214 -0.1327299 0.08570313
Moved 1570.852 316.6062 445.7699 -0.1004486 0.148585
Moved 1570.883 329.9142 467.4969 -0.06964315 0.2044674
Moved 1570.914 343.2878 493.5756 -0.0386857 0.271542
Moved 1570.945 350.9472 507.8943 -0.0209556 0.3083702
Moved 1570.975 358.539 524.078 -0.003381918 0.3499947
Moved 1571.006 365.434 537.5851 0.01257877 0.3847352
Moved 1571.037 372.1811 548.7717 0.02819707 0.4135073
Moved 1571.068 379.4738 557.4738 0.0450782 0.4358894
Moved 1571.098 387.1291 567.129 0.06279876 0.4607227
Moved 1571.129 394.7183 573.8122 0.08036644 0.4779119
Moved 1571.16 401 581.5 0.09490739 0.4976851
Moved 1571.191 405.3116 584.3116 0.1048881 0.5049167
Moved 1571.221 410.3654 588.1827 0.1165865 0.514873
Moved 1571.252 414.1077 590 0.1252493 0.5195472
Moved 1571.283 417.1183 592 0.1322183 0.5246913
Moved 1571.313 421.8641 593 0.1432038 0.5272633
Moved 1571.344 427.6073 594 0.1564983 0.5298353
Moved 1571.375 432.1746 594 0.1670708 0.5298353
Moved 1571.406 435.73 594 0.1753009 0.5298353
Moved 1571.436 440.1991 594 0.185646 0.5298353
Moved 1571.467 445.9387 594 0.1989321 0.5298353
Moved 1571.498 451.98 585.01 0.2129167 0.5067129
Moved 1571.529 456.7226 581.1387 0.2238949 0.4967559
Moved 1571.559 459.7336 578.2664 0.2308648 0.4893683
Moved 1571.59 461 575.7852 0.2337964 0.4829864
Moved 1571.621 462 572.8244 0.2361111 0.4753713
Moved 1571.651 463 567.8996 0.2384259 0.4627046
Moved 1571.682 463 562.154 0.2384259 0.4479269
Moved 1571.713 463 557 0.2384259 0.4346707
Moved 1571.744 463 551.3424 0.2384259 0.4201193
Moved 1571.774 454.7961 546.7961 0.2194353 0.408426
Moved 1571.805 451.9263 539.8525 0.2127922 0.3905671
Moved 1571.836 449.4237 534.8475 0.2069994 0.3776941
Moved 1571.867 446.5482 530.5482 0.2003431 0.3666363
Moved 1571.897 442.6771 525.3541 0.1913821 0.353277
Moved 1571.928 436.6143 519.6143 0.177348 0.3385142
Moved 1571.959 430.5207 516.2603 0.1632422 0.3298875
Moved 1571.99 422.7753 512.3876 0.1453131 0.3199269
Moved 1572.02 416.03 510.515 0.1296991 0.3151105
Moved 1572.051 408.9859 510 0.1133933 0.3137859
Moved 1572.082 403.2388 509 0.1000899 0.3112139
Moved 1572.112 397.4872 508 0.08677601 0.3086419
Moved 1572.143 392.3794 508 0.07495224 0.3086419
Moved 1572.174 387.623 506.8115 0.06394207 0.3055851
Moved 1572.205 382.8793 505.9396 0.05296131 0.3033426
Moved 1572.235 379.0679 505.0679 0.04413863 0.3011006
Moved 1572.266 374 503.5 0.03240744 0.2970678
Moved 1572.297 369.3134 503 0.0215588 0.2957818
Moved 1572.328 363.5648 500.7824 0.008251865 0.2900781
Moved 1572.358 356.822 499 -0.007356455 0.2854938
Moved 1572.389 352.8273 497 -0.01660352 0.2803498
Moved 1572.42 347.0941 494.5471 -0.02987474 0.2740407
Moved 1572.45 340.3404 492.6702 -0.04550844 0.2692133
Moved 1572.481 333.3882 489.7961 -0.06160135 0.2618211
Moved 1572.512 328.4967 487.2484 -0.07292424 0.2552683
Moved 1572.543 322.7585 484.3792 -0.08620719 0.2478888
Moved 1572.573 317.5051 481.5051 -0.09836788 0.2404964
Moved 1572.604 311.9824 479 -0.1111518 0.2340534
Moved 1572.635 309.1083 476.1083 -0.1178048 0.226616
Moved 1572.666 305.2365 473.2365 -0.1267675 0.2192295
Moved 1572.696 300.7337 469.7338 -0.1371904 0.2102205
Moved 1572.727 295.4027 464.4027 -0.1495308 0.1965089
Moved 1572.758 290.8524 457.8524 -0.1600638 0.1796614
Moved 1572.788 288.0548 453.1096 -0.1665398 0.1674627
Moved 1572.819 285 448.3919 -0.1736111 0.1553289
Moved 1572.85 282.6556 443.3113 -0.1790378 0.1422614
Moved 1572.881 279.7588 438.5176 -0.1857435 0.1299322
Moved 1572.911 278 434.8937 -0.1898148 0.1206113
Moved 1572.942 275.3965 430.3965 -0.1958414 0.1090445
Moved 1572.973 274 426.0587 -0.199074 0.0978874
Moved 1573.004 270.666 422.666 -0.2067916 0.08916149
Moved 1573.034 269 417.576 -0.2106481 0.07606989
Moved 1573.065 266.2382 414.2382 -0.2170413 0.06748489
Moved 1573.096 263.3696 408.7391 -0.2236816 0.05334132
Moved 1573.126 259.5012 403.0024 -0.2326361 0.03858633
Moved 1573.157 255.9862 398.9862 -0.2407728 0.02825662
Moved 1573.188 254.1098 394.2197 -0.2451161 0.01599704
Moved 1573.219 251.236 390.472 -0.2517684 0.006358064
Moved 1573.249 249.8023 388.8024 -0.2550872 0.002063665
Moved 1573.28 246.7906 385.7906 -0.2620587 -0.005682564
Moved 1573.311 246 383.9208 -0.2638889 -0.01049183
Moved 1573.342 245 382.0481 -0.2662037 -0.0153084
Moved 1573.372 244 380.5 -0.2685185 -0.0192902
Moved 1573.403 243 379.5 -0.2708333 -0.02186214
Moved 1573.434 242 378.5 -0.2731481 -0.02443423
Moved 1573.464 241 379 -0.275463 -0.02314815
Ended 1573.495 241 379 -0.275463 -0.02314815
Candidates 1573.618 13 of if good off topic god ups food tips is id youth odd
Began 1574.048 203 397 -0.3634259 0.02314815
Stationary 1574.079 203 397 -0.3634259 0.02314815
Moved 1574.11 236.1049 397 -0.2867941 0.02314815
Moved 1574.141 274.6823 407 -0.1974946 0.04886827
Moved 1574.171 301.999 408 -0.1342615 0.05144025
Moved 1574.202 321.8476 408 -0.0883157 0.05144025
Moved 1574.233 335.3388 401.9257 -0.05708605 0.03581698
Moved 1574.264 345.3935 399.3033 -0.03381143 0.02907215
Moved 1574.294 351.5655 398 -0.01952439 0.02572008
Moved 1574.325 354.4341 397 -0.01288394 0.02314815
Moved 1574.356 357.0161 396 -0.006907085 0.02057605
Moved 1574.386 358.8833 395 -0.002585004 0.01800408
Moved 1574.417 360.374 395 0.0008656581 0.01800408
Moved 1574.448 361.0945 395 0.002533694 0.01800408
