players must know all the rules
players must know all the rules
Basic
List

0.6 0.6
432 388.8
Began 2493.96 496 579 0.3148148 0.4912551
Stationary 2493.991 496 579 0.3148148 0.4912551
Stationary 2494.022 496 579 0.3148148 0.4912551
Moved 2494.053 485.4056 555.8112 0.2902907 0.4316129
Moved 2494.083 471.2236 529.6412 0.257462 0.3643035
Moved 2494.114 454.0732 500.7887 0.2177621 0.2900943
Moved 2494.145 440.7849 477.6129 0.1870022 0.2304858
Moved 2494.176 430.7165 457.4329 0.1636955 0.1785826
Moved 2494.206 423.5937 445.3228 0.1472076 0.1474351
Moved 2494.237 416.4544 429.7573 0.1306814 0.1074004
Moved 2494.268 409.8569 416.7138 0.1154095 0.07385226
Moved 2494.299 405.7048 408.1144 0.1057981 0.05173459
Moved 2494.329 401.588 402.5881 0.09626865 0.03752073
Moved 2494.36 397.5674 396.1348 0.08696159 0.02092291
Moved 2494.391 390.6988 390.6988 0.07106204 0.006941218
Moved 2494.421 383.5 386 0.05439818 -0.005144111
Moved 2494.452 375.2227 382.7409 0.03523777 -0.01352655
Moved 2494.483 368.0715 379.0238 0.01868397 -0.02308692
Moved 2494.514 361.6045 377.3022 0.003714065 -0.0275148
Moved 2494.544 354.7107 376 -0.01224379 -0.03086435
Moved 2494.575 343.5802 375 -0.03800889 -0.03343629
Moved 2494.606 330.7061 375 -0.06780992 -0.03343629
Moved 2494.637 316.2245 375 -0.1013321 -0.03343629
Moved 2494.667 301.1476 389.7728 -0.1362324 0.004559701
Moved 2494.698 284.9055 399.2567 -0.1738298 0.02895237
Moved 2494.729 272.4467 407.415 -0.2026697 0.04993552
Moved 2494.76 260.6868 412.7253 -0.2298916 0.06359379
Moved 2494.79 252.2951 417.4699 -0.2493169 0.07579701
Moved 2494.821 244.091 419.9545 -0.268308 0.08218749
Moved 2494.852 236.6475 421.6763 -0.2855383 0.08661579
Moved 2494.883 230.2042 423 -0.3004533 0.09002049
Moved 2494.913 226.1886 424.8113 -0.3097486 0.09467929
Moved 2494.944 223.5 425 -0.3159722 0.09516452
Moved 2494.975 222 426 -0.3194444 0.09773654
Stationary 2495.005 222 426 -0.3194444 0.09773654
Moved 2495.036 222 428.356 -0.3194444 0.1037963
Moved 2495.067 242.6091 434.2284 -0.2717383 0.1189002
Moved 2495.098 271.2017 445.0006 -0.2055516 0.1466065
Moved 2495.128 291.4693 454.551 -0.1586359 0.1711701
Moved 2495.159 318.5736 464.8295 -0.09589434 0.1976066
Moved 2495.19 334.3858 471.3543 -0.05929222 0.2143885
Moved 2495.22 347.0142 475.8057 -0.03005967 0.2258375
Moved 2495.251 356.1917 479.5958 -0.008815478 0.2355859
Moved 2495.282 365.0474 483.5237 0.0116838 0.2456884
Moved 2495.313 370.4786 486.2393 0.02425601 0.2526731
Moved 2495.344 373.9643 488 0.03232479 0.2572016
Moved 2495.374 376.3449 489 0.03783544 0.2597736
Moved 2495.405 378 491.0687 0.04166663 0.2650942
Moved 2495.436 379.3528 492.3528 0.04479816 0.268397
Moved 2495.466 380.5 493 0.04745374 0.2700616
Moved 2495.497 380 494.4277 0.04629632 0.2737336
Moved 2495.528 380 495.0918 0.04629632 0.2754418
Moved 2495.559 380 496.3542 0.04629632 0.2786888
Moved 2495.589 380 497.2357 0.04629632 0.280956
Moved 2495.62 363.8698 500.4664 0.008957784 0.2892653
Moved 2495.651 347.6712 502 -0.0285388 0.2932098
Moved 2495.681 329.6401 503 -0.0702776 0.2957818
Moved 2495.712 313.1309 503 -0.1084932 0.2957818
Moved 2495.743 290.6078 495.5425 -0.16063 0.276601
Moved 2495.774 272.5204 492.4344 -0.2024991 0.2686069
Moved 2495.804 260.024 488.506 -0.2314259 0.258503
Moved 2495.835 251.2903 485.0967 -0.2516429 0.2497343
Moved 2495.866 245.7494 482.3747 -0.264469 0.2427332
Moved 2495.896 242.6538 482 -0.2716347 0.2417695
Moved 2495.927 242 481 -0.2731481 0.2391974
Moved 2495.958 242 480 -0.2731481 0.2366254
Moved 2495.989 242 477.8455 -0.2731481 0.2310841
Moved 2496.02 253.4978 474.2511 -0.2465329 0.2218392
Moved 2496.05 267 469 -0.2152778 0.2083333
Moved 2496.081 278.0392 463.9804 -0.1897241 0.1954228
Moved 2496.112 288.1842 457.8158 -0.1662403 0.1795672
Moved 2496.142 293.444 454.556 -0.1540648 0.1711832
Moved 2496.173 295.8757 451.1243 -0.1484359 0.1623566
Moved 2496.204 296 447.446 -0.1481481 0.152896
Moved 2496.235 287.0844 440.179 -0.168786 0.1342052
Moved 2496.265 269.0141 430.006 -0.2106155 0.1080401
Moved 2496.296 245.0079 415.6713 -0.2661853 0.07117102
Moved 2496.327 218.6257 399.2365 -0.3272554 0.02890045
Moved 2496.358 201.773 386.6442 -0.3662663 -0.003487269
Moved 2496.388 189.6477 378.2358 -0.394334 -0.02511382
Moved 2496.419 181.0222 372.0148 -0.4143004 -0.04111411
Ended 2496.45 175 367 -0.4282407 -0.05401234
Candidates 2496.542 13 posted posts issues posters offers players issued pages offered users laura pictures ideas
Began 2497.587 473 437 0.2615741 0.1260288
Stationary 2497.618 473 437 0.2615741 0.1260288
Moved 2497.648 473 451.0214 0.2615741 0.1620919
Moved 2497.679 473 468.5302 0.2615741 0.2071249
Moved 2497.71 484.4548 487.0229 0.2880898 0.2546886
Moved 2497.74 485.1504 504.9023 0.2896999 0.3006745
Moved 2497.771 486 514.5045 0.2916667 0.3253716
