if you were not so stupid
if you were not so stupid
FixStart
Radial

0.6 0.6
432 388.8
Began 3321.365 357 383 -0.006944438 -0.01286016
Stationary 3321.395 357 383 -0.006944438 -0.01286016
Stationary 3321.426 357 383 -0.006944438 -0.01286016
Stationary 3321.457 357 383 -0.006944438 -0.01286016
Moved 3321.488 371.6793 413.0226 0.02703528 0.06435861
Moved 3321.518 388.3601 442.2669 0.06564845 0.1395753
Moved 3321.549 401.4111 466.6578 0.09585907 0.2023091
Moved 3321.58 415.4825 489.2686 0.1284318 0.2604645
Moved 3321.61 428.804 508.255 0.1592686 0.3092978
Moved 3321.641 438.9928 522.3238 0.1828537 0.3454829
Moved 3321.672 445.4059 532.8118 0.1976989 0.3724583
Moved 3321.703 450.5013 541.0025 0.2094936 0.3935249
Moved 3321.733 454.6239 548.8718 0.2190368 0.4137647
Moved 3321.764 457.493 553.986 0.2256782 0.4269186
Moved 3321.795 457 556.3654 0.2245371 0.4330386
Moved 3321.825 457 557.3259 0.2245371 0.4355088
Moved 3321.856 451.7413 558 0.2123642 0.4372427
Moved 3321.887 436.2439 553.6179 0.1764905 0.425972
Moved 3321.918 421.1185 543.4123 0.141478 0.3997229
Moved 3321.948 398.5637 527.6884 0.08926778 0.3592807
Moved 3321.979 382.3196 513.2557 0.0516658 0.3221597
Moved 3322.01 369.9526 499.9526 0.02303849 0.2879439
Moved 3322.041 358.29 488.29 -0.003958394 0.2579474
Moved 3322.071 345.9342 473.7211 -0.03255973 0.220476
Moved 3322.102 334.5502 459.4603 -0.05891149 0.1837969
Moved 3322.133 325.8955 446.4926 -0.07894561 0.1504437
Moved 3322.163 315.1485 429.2228 -0.1038228 0.1060256
Moved 3322.194 305.9966 413.3276 -0.1250079 0.06514302
Moved 3322.225 297.5916 399.1832 -0.1444639 0.02876325
Moved 3322.256 290.7583 388.011 -0.1602817 2.8414E-05
Moved 3322.286 283.7634 375.9085 -0.1764736 -0.03109959
Moved 3322.317 278.007 365.0139 -0.1897987 -0.05912066
Moved 3322.348 276 358.2737 -0.1944444 -0.0764565
Ended 3322.378 276 357.6726 -0.1944444 -0.07800255
Candidates 3322.471 13 us is if id its his usa toys guys good ford hits of
Began 3323.577 404 378 0.1018518 -0.02572024
Moved 3323.607 377.4326 390.4573 0.04035314 0.006320074
Moved 3323.638 331.5066 428.7272 -0.065957 0.104751
Moved 3323.669 286 473.5 -0.1712963 0.2199073
Moved 3323.7 265.7646 494.4413 -0.2181374 0.2737687
Moved 3323.73 256.9339 505.1322 -0.2385789 0.3012659
Moved 3323.761 252.0546 512.8363 -0.2498738 0.321081
Ended 3323.792 252 517.1669 -0.25 0.3322194
Accept 3323.853 2 if
Began 3325.144 404 378 0.1018518 -0.02572024
Stationary 3325.174 404 378 0.1018518 -0.02572024
Stationary 3325.205 404 378 0.1018518 -0.02572024
Moved 3325.236 404 397.9651 0.1018518 0.02563052
Moved 3325.266 393.9424 439.8069 0.07857025 0.1332482
Moved 3325.297 394 484.8038 0.07870366 0.2489808
Moved 3325.328 394 522.9821 0.07870366 0.347176
Moved 3325.359 394 550.3174 0.07870366 0.4174829
Moved 3325.389 402.2021 567.0108 0.09769013 0.4604186
Moved 3325.42 403 578.2955 0.09953707 0.4894431
Moved 3325.451 404 585.3887 0.1018518 0.5076869
Moved 3325.481 404 590.9189 0.1018518 0.5219106
Moved 3325.512 405.3268 593.3268 0.1049231 0.5281038
Moved 3325.543 405 595.2037 0.1041667 0.5329313
Moved 3325.574 405.7673 596 0.1059428 0.5349793
Moved 3325.604 415.4266 596 0.1283023 0.5349793
Moved 3325.635 435.5 596 0.1747686 0.5349793
Moved 3325.666 465.5759 596 0.2443887 0.5349793
Moved 3325.697 497.8027 584.1842 0.3189877 0.5045888
Moved 3325.727 542.4249 581.2146 0.4222797 0.496951
Moved 3325.758 569.5797 578.3458 0.4851381 0.4895723
Moved 3325.789 582.5765 577 0.5152233 0.4861111
Moved 3325.82 590.0594 574.9703 0.5325449 0.4808905
Moved 3325.85 593.9008 574.0992 0.5414371 0.4786501
Moved 3325.881 596.7704 574 0.5480796 0.478395
Moved 3325.912 598 572.681 0.550926 0.4750026
Moved 3325.942 601.1931 570.8069 0.5583172 0.4701824
Moved 3325.973 604.0633 566.8734 0.5649614 0.4600652
Moved 3326.004 606.6903 564.3097 0.5710424 0.4534713
Moved 3326.034 608.452 561.548 0.5751203 0.4463683
Moved 3326.065 608 559.5 0.5740741 0.4411007
Moved 3326.096 592.4349 552.408 0.5380436 0.4228601
Moved 3326.127 561.3132 542.8835 0.4660027 0.3983628
Moved 3326.157 520.3559 534.363 0.3711942 0.3764479
Moved 3326.188 486.3796 528.9781 0.2925453 0.3625979
Moved 3326.219 456.4904 527 0.2233575 0.3575102
Moved 3326.25 432.7287 526 0.1683534 0.3549381
Moved 3326.281 408.2575 524.2096 0.1117072 0.3503332
Moved 3326.311 392.3833 524 0.07496138 0.3497942
Moved 3326.342 384.7649 524 0.05732616 0.3497942
Moved 3326.373 382 524 0.05092591 0.3497942
Ended 3326.403 382 524 0.05092591 0.3497942
Candidates 3326.526 13 you your tour report toy root it type route rope roy terror error
Began 3327.939 378 475 0.04166663 0.2237653
Moved 3327.97 415.8532 475 0.1292898 0.2237653
Moved 3328.001 473.9857 466 0.2638558 0.2006171
Moved 3328.032 524.5542 461.9928 0.3809125 0.1903106
Moved 3328.063 558.7897 457.2421 0.4601615 0.1780916
Moved 3328.093 579.7534 453.7495 0.5086885 0.1691087
Moved 3328.124 588.2232 451.8884 0.5282944 0.1643218
Ended 3328.155 591.4385 450.8538 0.5357373 0.1616609
Accept 3328.216 0 you
Began 3329.506 398 421 0.08796295 0.08487643
Stationary 3329.537 398 421 0.08796295 0.08487643
Moved 3329.568 385.7361 429.176 0.05957424 0.1059051
Moved 3329.599 358.1704 454.8297 -0.004235208 0.1718868
Moved 3329.629 328.2982 489.3522 -0.07338389 0.2606795
Moved 3329.66 302.6329 521.2089 -0.1327943 0.3426155
Moved 3329.691 279.2472 551.3371 -0.1869278 0.4201056
Moved 3329.721 266.5358 565.619 -0.2163524 0.4568388
