do you prefer a window seat
do you prefer a window seat
FixStart
List

0.6 0.6
432 388.8
Began 927.8558 501 353 0.3263889 -0.09002065
Stationary 927.8865 501 353 0.3263889 -0.09002065
Moved 927.9173 484.7018 353 0.2886614 -0.09002065
Moved 927.948 457.4305 364.4484 0.2255336 -0.06057503
Moved 927.9788 428.4769 371.5872 0.1585114 -0.04221426
Moved 928.0095 402.374 375 0.09808799 -0.03343629
Moved 928.0402 389.933 376 0.06928941 -0.03086435
Moved 928.0709 384.6024 377.3975 0.05695015 -0.02726975
Moved 928.1016 383 378.9446 0.05324075 -0.02329061
Moved 928.1324 406.4838 390.5195 0.1076014 0.00648008
Moved 928.1631 453.2569 408.4189 0.2158724 0.05251786
Moved 928.1938 489.2078 418.5887 0.2990922 0.07867472
Moved 928.2245 546.8344 431.2225 0.432487 0.111169
Moved 928.2552 581.2841 443.642 0.5122316 0.1431122
Moved 928.286 600.0229 452.4138 0.5556086 0.1656731
Moved 928.3167 610.4039 458.7019 0.5796386 0.1818463
Moved 928.3474 617.4716 464.4716 0.595999 0.196686
Moved 928.3781 624.1788 469.1788 0.6115249 0.2087931
Moved 928.4088 629.4197 472.7098 0.6236567 0.217875
Moved 928.4396 633.9605 476.4802 0.6341679 0.2275725
Moved 928.4703 637.348 479.348 0.6420093 0.2349486
Moved 928.5011 639 482.2216 0.6458333 0.2423393
Moved 928.5317 640.7917 483 0.6499809 0.2443414
Moved 928.5625 642 484.6633 0.6527777 0.2486195
Ended 928.5932 643.0984 485 0.6553205 0.2494856
Candidates 928.6854 13 so do sp ap di shop gap gao stop auto dip du gdp
Began 929.4228 491 332 0.3032407 -0.144033
Moved 929.4535 491 347.4654 0.3032407 -0.1042557
Moved 929.4843 485.6956 381.6306 0.290962 -0.0163824
Moved 929.515 470.9184 414.6429 0.2567554 0.06852586
Moved 929.5457 451.487 438.57 0.2117755 0.1300668
Moved 929.5764 433.4183 453.7211 0.1699498 0.1690357
Moved 929.6071 416.2327 463.1782 0.1301682 0.1933595
Moved 929.6379 402.5 471.5 0.09837966 0.2147633
Moved 929.6686 390.3378 477.3311 0.07022629 0.229761
Moved 929.6993 378.8145 484.1392 0.04355202 0.2472714
Moved 929.73 370.2442 487.9186 0.02371331 0.2569922
Moved 929.7607 364.3024 492.6976 0.009959341 0.2692838
Moved 929.7915 356.008 496.3307 -0.009240805 0.2786282
Moved 929.8223 351.5994 500.4006 -0.01944577 0.2890961
Moved 929.8529 349 502.0742 -0.02546296 0.2934007
Moved 929.8837 346.4117 504.5884 -0.03145451 0.2998672
Moved 929.9144 345 508.467 -0.03472224 0.3098431
Moved 929.9451 344 513.6605 -0.03703703 0.3232007
Moved 929.9758 344 518.7743 -0.03703703 0.3363536
Moved 930.0066 344 525.329 -0.03703703 0.3532123
Moved 930.0373 344 531.2862 -0.03703703 0.3685344
Moved 930.068 344 536 -0.03703703 0.3806583
Moved 930.0987 354.12 542.1199 -0.01361122 0.3963989
Moved 930.1294 356.9263 547.7788 -0.007115106 0.4109536
Moved 930.1602 358.7988 550.7988 -0.002780507 0.4187211
Moved 930.1909 360 554.5 0 0.4282407
Moved 930.2216 362 557.1741 0.004629592 0.4351186
Moved 930.2524 364.0174 559.0174 0.009299516 0.4398595
Moved 930.2831 365.5 561.5 0.01273145 0.4462448
Moved 930.3138 365 562.172 0.01157403 0.4479732
Moved 930.3445 366 563.5 0.01388888 0.4513887
Moved 930.3752 367.1883 564 0.01663953 0.4526748
Stationary 930.406 367 564 0.01620372 0.4526748
Stationary 930.4367 367 564 0.01620372 0.4526748
Ended 930.4674 367 564 0.01620372 0.4526748
Accept 930.5288 1 do
Began 930.7747 464 410 0.2407408 0.05658428
Stationary 930.8054 464 410 0.2407408 0.05658428
Stationary 930.8362 464 410 0.2407408 0.05658428
Stationary 930.8669 464 410 0.2407408 0.05658428
Moved 930.8976 445.7636 425.2365 0.1985268 0.09577264
Moved 930.9283 435.4344 439.0875 0.1746166 0.1313979
Moved 930.959 427.2084 449.1874 0.155575 0.1573749
Moved 930.9898 422.7448 457.7656 0.1452425 0.1794382
Moved 931.0204 421 462.5726 0.1412037 0.191802
Moved 931.0512 421 469.0016 0.1412037 0.2083375
Moved 931.082 425.3103 477.1552 0.1511812 0.2293084
Moved 931.1127 439.2063 488.1719 0.183348 0.2576438
Moved 931.1434 454.5689 497.8276 0.2189095 0.2824782
Moved 931.1741 466.9431 504.3658 0.2475534 0.2992948
Moved 931.2048 482.3123 509.6625 0.2831302 0.3129178
Moved 931.2356 508.4508 512.2042 0.3436362 0.3194552
Moved 931.2663 536.7021 513 0.4090326 0.321502
Moved 931.2971 555.7599 513 0.453148 0.321502
Moved 931.3278 567 513 0.4791667 0.321502
Moved 931.3584 574.6868 504.6566 0.4969601 0.3000426
Moved 931.3892 581.4366 505 0.5125846 0.3009258
Moved 931.4199 586.168 503.916 0.5235371 0.2981377
Moved 931.4506 588.6542 504 0.529292 0.2983539
Moved 931.4814 591.5304 504 0.5359499 0.2983539
Moved 931.5121 594.4027 504 0.5425989 0.2983539
Moved 931.5428 596.278 503 0.5469397 0.2957818
Moved 931.5735 597 503 0.548611 0.2957818
Stationary 931.6042 597 503 0.548611 0.2957818
Stationary 931.635 597 503 0.548611 0.2957818
Moved 931.6658 580.7489 510.293 0.5109928 0.3145395
Moved 931.6965 560.4467 517.8086 0.4639969 0.3338698
Moved 931.7272 545.9766 521.6094 0.4305013 0.3436455
Moved 931.7579 534.332 525.667 0.4035462 0.3540817
Moved 931.7886 527.3738 527.2087 0.3874394 0.3580471
Moved 931.8193 522.9172 528 0.3771231 0.3600822
Moved 931.8501 519.0432 529 0.3681555 0.3626543
Moved 931.8808 518 530.5 0.3657407 0.3665122
Moved 931.9116 515.8235 530 0.3607027 0.3652262
Stationary 931.9422 516 530 0.3611111 0.3652262
Ended 931.973 516 530 0.3611111 0.3652262
