travel at the speed of light
travel at the speed of light
Basic
Radial

0.6 0.6
432 388.8
Began 1277.702 365 488 0.01157403 0.2572016
Stationary 1277.733 365 488 0.01157403 0.2572016
Stationary 1277.763 365 488 0.01157403 0.2572016
Moved 1277.794 350.3386 488 -0.02236431 0.2572016
Moved 1277.825 335.2745 488 -0.05723497 0.2572016
Moved 1277.856 321.6519 488 -0.08876865 0.2572016
Moved 1277.886 311.1744 488 -0.1130223 0.2572016
Moved 1277.917 303.5 488 -0.130787 0.2572016
Moved 1277.948 294.6386 488 -0.1512994 0.2572016
Moved 1277.979 288.0668 488 -0.1665121 0.2572016
Moved 1278.009 281.3265 488 -0.1821145 0.2572016
Moved 1278.04 275.361 488 -0.1959237 0.2572016
Moved 1278.071 267.1458 488 -0.2149404 0.2572016
Moved 1278.101 259.5258 488 -0.2325792 0.2572016
Moved 1278.132 251.9132 488 -0.2502009 0.2572016
Moved 1278.163 246.3285 488 -0.2631285 0.2572016
Moved 1278.194 238.7025 488 -0.2807811 0.2572016
Moved 1278.224 230.0799 488 -0.3007409 0.2572016
Moved 1278.255 222.4182 488 -0.3184765 0.2572016
Moved 1278.286 208.8902 471.8903 -0.3497911 0.215767
Moved 1278.317 194.2351 452.1292 -0.3837151 0.1649411
Moved 1278.347 183.6908 434.818 -0.4081232 0.1204166
Moved 1278.378 175.0628 417.1256 -0.4280954 0.0749115
Moved 1278.409 167.3158 400.7896 -0.4460282 0.03289494
Moved 1278.439 162.2823 387.1293 -0.4576798 -0.002239447
Moved 1278.47 158.5 374 -0.4664352 -0.03600823
Moved 1278.501 155.894 362.5759 -0.4724677 -0.06539121
Moved 1278.532 155 354.0622 -0.474537 -0.08728866
Moved 1278.562 155 346.4791 -0.474537 -0.1067926
Moved 1278.593 155 340.3705 -0.474537 -0.122504
Moved 1278.624 155 335.7193 -0.474537 -0.1344669
Moved 1278.655 155 333.9235 -0.474537 -0.1390856
Moved 1278.685 163.0215 331.9785 -0.4559688 -0.1440882
Moved 1278.716 169.1363 332 -0.4418141 -0.144033
Moved 1278.747 178.3333 332 -0.4205246 -0.144033
Moved 1278.777 189.1913 330.7022 -0.3953906 -0.1473709
Moved 1278.808 200.413 329.1467 -0.3694144 -0.1513717
Moved 1278.839 215.0526 323.9738 -0.3355265 -0.1646765
Moved 1278.87 231.2951 316.3524 -0.297928 -0.1842788
Moved 1278.9 248.4759 305.3494 -0.2581577 -0.2125786
Moved 1278.931 263.7345 293.2276 -0.2228369 -0.2437562
Moved 1278.962 283.0404 281.6397 -0.1781472 -0.2735605
Moved 1278.993 297.8392 274.5804 -0.1438907 -0.2917172
Moved 1279.023 310 269 -0.1157407 -0.30607
Moved 1279.054 318.2827 264.8115 -0.09656788 -0.3168429
Moved 1279.085 326.9063 260.0624 -0.07660568 -0.3290576
Moved 1279.115 335.5151 256.1616 -0.05667791 -0.3390906
Moved 1279.146 342.946 253.6847 -0.03947695 -0.3454612
Moved 1279.177 353.1152 249.7212 -0.01593704 -0.3556554
Moved 1279.208 360.2902 248 0.0006718437 -0.3600824
Moved 1279.238 366.0418 247 0.01398563 -0.3626543
Moved 1279.269 368.5638 252.0746 0.01982371 -0.3496025
Moved 1279.3 369 275.8736 0.02083332 -0.288391
Moved 1279.331 369 296.8166 0.02083332 -0.2345253
Moved 1279.361 352.5682 321.5796 -0.01720329 -0.1708345
Moved 1279.392 339.2952 347.4096 -0.0479278 -0.1043993
Moved 1279.423 327.7885 367.3172 -0.07456357 -0.05319658
Moved 1279.453 316.3044 386.5433 -0.1011471 -0.003746566
Moved 1279.484 309.0914 401.8173 -0.1178441 0.03553814
Moved 1279.515 301.4772 418.7275 -0.1354695 0.07903165
Moved 1279.546 293.5752 436.2745 -0.1537611 0.1241627
Moved 1279.576 288 452.5 -0.1666667 0.165895
Moved 1279.607 282.8022 465.4945 -0.1786986 0.1993171
Moved 1279.638 276.0504 477.8741 -0.1943279 0.2311575
Moved 1279.669 269.3083 486.5375 -0.2099344 0.2534399
Moved 1279.699 265.681 493.6381 -0.2183311 0.2717028
Moved 1279.73 259.4225 502.8663 -0.2328183 0.2954379
Moved 1279.76 255.8542 511.4375 -0.2410783 0.3174832
Moved 1279.791 251.9769 520.0693 -0.2500534 0.3396842
Moved 1279.822 249.4389 526.1223 -0.2559286 0.3552528
Moved 1279.853 247.5662 531.8676 -0.2602634 0.3700298
Moved 1279.884 246.6951 537.6098 -0.2622799 0.3847987
Moved 1279.914 247 539.8595 -0.2615741 0.390585
Moved 1279.945 247 542.6756 -0.2615741 0.3978281
Moved 1279.976 247 545.5506 -0.2615741 0.4052227
Moved 1280.007 259.8351 547.4261 -0.2318632 0.4100466
Moved 1280.037 267.858 547 -0.2132917 0.4089505
