is there any indication of this
is there any indication of this
Basic
Radial

0.6 0.6
432 388.8
Began 671.7636 375 525 0.03472219 0.3523662
Stationary 671.7943 375 525 0.03472219 0.3523662
Stationary 671.825 375 525 0.03472219 0.3523662
Stationary 671.8558 375 525 0.03472219 0.3523662
Stationary 671.8864 375 525 0.03472219 0.3523662
Stationary 671.9172 375 525 0.03472219 0.3523662
Stationary 671.9479 375 525 0.03472219 0.3523662
Stationary 671.9787 375 525 0.03472219 0.3523662
Stationary 672.0094 375 525 0.03472219 0.3523662
Stationary 672.0402 375 525 0.03472219 0.3523662
Moved 672.0709 375 515.1547 0.03472219 0.3270438
Moved 672.1016 375 509.3571 0.03472219 0.3121323
Moved 672.1323 366.3594 498.4376 0.01472076 0.2840472
Moved 672.163 362.9676 484.9027 0.006869336 0.2492354
Moved 672.1937 354.8495 467.6991 -0.01192232 0.2049873
Moved 672.2245 340.4956 445.708 -0.04514908 0.1484259
Moved 672.2552 322.189 422.3872 -0.0875254 0.08844437
Moved 672.2859 302.599 401.2741 -0.1328728 0.03414119
Moved 672.3167 285 386.5 -0.1736111 -0.003858064
Moved 672.3474 269.6861 373.7908 -0.2090599 -0.03654645
Moved 672.3781 256.3005 363.2254 -0.2400451 -0.06372075
Moved 672.4089 244.6178 354.6177 -0.2670885 -0.08585981
Moved 672.4396 236.2107 349.4738 -0.2865494 -0.09909013
Moved 672.4703 227.3929 343.5953 -0.3069609 -0.1142098
Moved 672.501 220.849 339.9245 -0.3221088 -0.123651
Moved 672.5317 215.1014 338 -0.3354135 -0.1286009
Moved 672.5625 210.0572 336 -0.3470899 -0.1337449
Moved 672.5932 206.6559 334.6559 -0.3549631 -0.1372018
Moved 672.6239 204.7815 335 -0.359302 -0.1363169
Moved 672.6546 203.5 335 -0.3622685 -0.1363169
Moved 672.6854 201.667 335 -0.3665115 -0.1363169
Moved 672.7161 200.8223 335 -0.3684669 -0.1363169
Stationary 672.7468 200.8223 335 -0.3684669 -0.1363169
Ended 672.7775 201 335 -0.3680556 -0.1363169
Candidates 672.8697 13 usa us is ya tc ts has ha hs rss used tax eggs
Began 673.2078 257 378 -0.2384259 -0.02572024
Stationary 673.2385 257 378 -0.2384259 -0.02572024
Stationary 673.2692 257 378 -0.2384259 -0.02572024
Stationary 673.2999 257 378 -0.2384259 -0.02572024
Stationary 673.3306 257 378 -0.2384259 -0.02572024
Moved 673.3613 268.9657 378 -0.2107275 -0.02572024
