he is just like everyone else
he is just like everyone else
FixStart
Radial

0.6 0.6
432 388.8
Began 601.7386 428 421 0.1574074 0.08487643
Stationary 601.7694 428 421 0.1574074 0.08487643
Stationary 601.8002 428 421 0.1574074 0.08487643
Moved 601.8308 440.9278 421 0.1873328 0.08487643
Moved 601.8616 449.7555 421 0.2077674 0.08487643
Moved 601.8923 460.2216 413 0.2319946 0.06430033
Moved 601.9232 470.2763 410.5746 0.2552691 0.05806208
Moved 601.9539 476.9854 411 0.2707996 0.05915629
Moved 601.9846 482.7126 411 0.2840568 0.05915629
Moved 602.0153 486.7268 411 0.2933491 0.05915629
Moved 602.0461 488.5965 411 0.2976771 0.05915629
Moved 602.0768 492.2751 411 0.3061923 0.05915629
Moved 602.1075 493 411 0.3078704 0.05915629
Moved 602.1383 493 422.4279 0.3078704 0.08854897
Moved 602.1691 478 441 0.2731481 0.1363167
Moved 602.1996 455.853 461.9085 0.2218819 0.1900938
Moved 602.2305 427.1147 477.3935 0.155358 0.2299215
Moved 602.2613 401.2392 488.9103 0.09546101 0.259543
Moved 602.2921 385.654 496.173 0.05938421 0.2782226
Moved 602.3228 369.0807 505.1516 0.02102027 0.3013156
Moved 602.3535 356.9799 510.51 -0.00699088 0.3150977
Moved 602.3843 347.611 516.2593 -0.02867833 0.3298851
Ended 602.415 345.6963 517.1519 -0.03311053 0.3321806
Candidates 602.538 13 he hr jr the ht t her jet r hee key let there
Began 603.1221 362 458 0.004629592 0.180041
Moved 603.1528 371.0835 458 0.02565632 0.180041
Moved 603.1836 401.7361 458 0.09661129 0.180041
Moved 603.2144 440.3627 458 0.1860248 0.180041
Moved 603.2451 484.9512 467.3106 0.289239 0.2039881
Ended 603.2759 508 470 0.3425926 0.2109053
Accept 603.3373 0 he
Began 603.7062 394 429 0.07870366 0.1054526
Stationary 603.737 394 429 0.07870366 0.1054526
Stationary 603.7677 394 429 0.07870366 0.1054526
Moved 603.7985 403.8183 438.0001 0.1014312 0.1286009
Moved 603.8292 420.8203 449.7545 0.1407878 0.1588334
Moved 603.86 441.9884 462.2791 0.189788 0.1910469
Moved 603.8907 461.3592 472.1437 0.2346277 0.2164188
Moved 603.9214 485.3 485.6111 0.2900463 0.2510574
Moved 603.9522 501.9526 496.3716 0.328594 0.2787334
Moved 603.9829 517.3123 508.2082 0.3641489 0.3091774
Moved 604.0137 529.5157 518.4126 0.3923976 0.3354233
Moved 604.0444 535.5864 524.1152 0.40645 0.3500905
Moved 604.0752 543.8373 533.6747 0.4255494 0.3746776
Moved 604.106 545 536.5 0.4282407 0.3819444
Moved 604.1367 546 539.2195 0.4305556 0.3889389
Moved 604.1674 546 542.0941 0.4305556 0.3963324
Moved 604.1981 538.2875 544.9641 0.4127027 0.4037141
Moved 604.2289 507.9757 538.6299 0.3425364 0.3874226
Moved 604.2596 458.3467 509.7696 0.2276545 0.3131934
Moved 604.2904 415.9502 485.8401 0.1295144 0.2516464
Moved 604.3212 386.6837 467.2687 0.06176779 0.2038805
Moved 604.3519 364.9165 452.6203 0.01138081 0.1662044
Moved 604.3826 344.6849 441.7899 -0.0354516 0.1383485
Moved 604.4134 327.4966 434.1655 -0.07523924 0.1187384
Moved 604.4441 317.2471 429.0618 -0.09896512 0.1056115
Moved 604.4749 307.6541 424.436 -0.1211712 0.093714
Moved 604.5056 299.0541 420.3514 -0.1410784 0.0832082
Moved 604.5363 291.4444 416.963 -0.1586935 0.07449318
Moved 604.5671 284.7995 413.8663 -0.1740752 0.06652859
Moved 604.5978 277.1689 411.1126 -0.1917386 0.05944593
Ended 604.6285 274.2526 409.6263 -0.1984894 0.05562311
Candidates 604.7208 13 is god goods odds if odd gods hood good off ps pass id
Began 605.3049 352 426 -0.01851852 0.09773654
Stationary 605.3357 352 426 -0.01851852 0.09773654
Moved 605.3664 364.7117 426 0.01090675 0.09773654
