I will meet you at noon
Moved 865.7523 480.2419 277.5162 0.2783378 -0.2841663
Moved 865.783 493.9054 244.1892 0.3099662 -0.3698838
Moved 865.8137 504.5921 219.7544 0.3347039 -0.4327305
Moved 865.8444 510.9581 207.0839 0.3494399 -0.4653193
Moved 865.8752 513 200.5564 0.3541666 -0.482108
Moved 865.9059 514.4563 199 0.3575377 -0.4861111
Stationary 865.9366 514 199 0.3564815 -0.4861111
Moved 865.9673 492.3071 229.2231 0.3062665 -0.4083767
Moved 865.9981 468.2656 270.7219 0.2506148 -0.3016411
Moved 866.0288 446.932 298.335 0.2012314 -0.2306199
Moved 866.0595 428.8251 321.8213 0.1593174 -0.1702127
Moved 866.0902 409.5277 344.8195 0.1146475 -0.1110611
Moved 866.121 390.3784 364.6216 0.07032026 -0.06012951
Moved 866.1517 373.9352 385.9089 0.03225734 -0.005378331
Moved 866.1824 363.5 401.5 0.008101861 0.03472222
Moved 866.2131 349.831 415.2028 -0.02353932 0.06996586
Moved 866.2439 336.4529 429.5472 -0.05450731 0.10686
Moved 866.2746 333.4356 434.1287 -0.06149158 0.1186438
Moved 866.3053 328.0499 441.9251 -0.07395849 0.1386962
Moved 866.3361 322.2617 449.4766 -0.08735712 0.1581186
Moved 866.3668 318.0231 455.9769 -0.09716873 0.1748375
Moved 866.3975 316.7545 460.2455 -0.1001053 0.1858165
Moved 866.4283 316 463.6917 -0.1018519 0.1946802
Moved 866.459 316 466.4616 -0.1018519 0.2018045
Moved 866.4897 342.1823 473.4365 -0.04124472 0.2197439
Moved 866.5204 373.8105 476.9842 0.03196865 0.2288687
Moved 866.5511 414.2144 478 0.1254963 0.2314814
Moved 866.5818 447.9633 478 0.2036186 0.2314814
Moved 866.6125 473.3214 469.0754 0.262318 0.2085272
Moved 866.6433 487.5 465 0.2951388 0.1980452
Moved 866.6741 502.7855 460.8429 0.3305219 0.187353
Moved 866.7048 516.6613 454.0847 0.3626418 0.1699708
Moved 866.7355 526.0397 449.3201 0.3843512 0.1577161
Moved 866.7662 530.0933 446.9067 0.3937346 0.1515088
Moved 866.7969 532.8861 446 0.4001993 0.1491768
Moved 866.8276 535 445 0.4050927 0.1466049
Moved 866.8584 536.4179 444 0.4083748 0.1440329
Moved 866.8891 536.8232 444 0.4093129 0.1440329
Moved 866.9199 537 442.7944 0.4097222 0.140932
Moved 866.9506 538 443 0.4120371 0.1414608
Ended 866.9813 538 443 0.4120371 0.1414608
Candidates 867.1349 13 neo mark meet metro math beth betty mary mail very nato marry mel
Began 868.2717 397 330 0.0856481 -0.149177
Stationary 868.3024 397 330 0.0856481 -0.149177
Moved 868.3332 372.6253 355.7634 0.02922535 -0.08291323
Moved 868.3639 351.5101 388.2684 -0.01965259 0.0006903346
Moved 868.3946 335.6316 417.921 -0.0564083 0.07695712
Moved 868.4253 331.8704 426.824 -0.06511474 0.09985581
Moved 868.4561 328.6763 435.9712 -0.07250866 0.1233826
Moved 868.4868 326.1854 442.4438 -0.07827456 0.1400304
Ended 868.5175 325.5 444.5 -0.07986113 0.1453189
Accept 868.6097 2 meet
Began 868.8862 382 291 0.05092591 -0.2494857
Moved 868.9169 382 297.3293 0.05092591 -0.2332065
Moved 868.9476 382 318.0745 0.05092591 -0.1798495
Moved 868.9784 382 343.4234 0.05092591 -0.1146518
Moved 869.0091 382 364.0781 0.05092591 -0.06152769
Moved 869.0399 382 379.1946 0.05092591 -0.02264761
Moved 869.0704 391.6536 388.6201 0.07327218 0.001594795
Moved 869.1013 412.2133 399.1589 0.1208641 0.02870093
Moved 869.132 444.0646 407.1688 0.1945941 0.04930233
Moved 869.1628 463.114 411.1591 0.2386897 0.05956563
Moved 869.1934 484.4081 414.8309 0.2879816 0.06900932
Moved 869.2241 503.85 418.6333 0.332986 0.07878931
Moved 869.2549 520.5957 421.0851 0.3717493 0.08509533
Moved 869.2856 535.1212 422 0.405373 0.08744851
Moved 869.3163 542 423 0.4212962 0.09002049
Moved 869.347 545.995 423 0.430544 0.09002049
Moved 869.3778 548.7595 423 0.4369431 0.09002049
Moved 869.4085 551.4994 424.4994 0.4432856 0.09387699
Moved 869.4393 552 424 0.4444444 0.09259254
Moved 869.47 552 425.6513 0.4444444 0.09683977
Moved 869.5007 529.8055 433.6778 0.3930682 0.117484
Moved 869.5315 486 444 0.2916667 0.1440329
Moved 869.5622 473.2202 446.2966 0.2620839 0.1499398
Moved 869.5929 444.8763 450.4124 0.196473 0.1605256
Moved 869.6237 422.7728 452.1753 0.1453073 0.1650599
Moved 869.6544 407.3658 453 0.109643 0.167181
Moved 869.6851 398.5305 453 0.08919109 0.167181
Ended 869.7158 397 453 0.0856481 0.167181
Candidates 869.8386 13 your you for out tour type our toy or it got foot report
Began 870.5454 361 368 0.002314846 -0.05144041
Stationary 870.5762 361 368 0.002314846 -0.05144041
Moved 870.6068 374.2232 398.2521 0.03292402 0.02636862
Moved 870.6376 390.5 435 0.0706019 0.1208847
Moved 870.6683 399.8943 457.7622 0.09234795 0.1794295
Moved 870.6982 406.4486 475.3459 0.10752 0.2246552
Moved 870.7297 409.4914 484.4742 0.1145635 0.2481333
Ended 870.7605 411 488 0.1180555 0.2572016
Accept 870.8219 1 you
Began 871.0063 439 369 0.1828703 -0.04886839
Moved 871.037 427.1743 369 0.155496 -0.04886839
Moved 871.0677 399.1324 369 0.09058436 -0.04886839
Moved 871.0985 369.3806 369 0.02171437 -0.04886839
Moved 871.1292 330.3509 369 -0.06863221 -0.04886839
Moved 871.1599 295.998 358.9998 -0.1481527 -0.07458895
Moved 871.1907 272.7706 354.5059 -0.2019198 -0.0861474
Moved 871.2213 255.8613 350.6747 -0.2410617 -0.0960014
Moved 871.2521 240.2632 348.0527 -0.2771684 -0.1027452
Moved 871.2828 230.9216 347 -0.2987926 -0.1054527
Moved 871.3136 226.5528 345.5528 -0.3089055 -0.109175
Moved 871.3443 224.1332 346 -0.3145064 -0.1080248
Moved 871.375 224 350.4033 -0.3148148 -0.09669928
Moved 871.4057 239.8297 368.1956 -0.278172 -0.05093727
Moved 871.4365 272.2687 401.2687 -0.2030817 0.0341273
Moved 871.4672 302.2746 423.706 -0.1336235 0.09183628
Moved 871.4979 328.2193 442.387 -0.07356648 0.1398842
Moved 871.5286 345.1633 456.1306 -0.0343442 0.1752329
Moved 871.5593 359.5 466 -0.001157423 0.2006171
Moved 871.5901 370.9875 472.7407 0.0254341 0.2179543
Moved 871.6208 383.0119 480.0079 0.05326827 0.2366458
Moved 871.6516 390.5332 484.7666 0.07067879 0.2488852
Moved 871.6823 395.1415 488.1415 0.08134614 0.2575656
Moved 871.713 398.9084 489.9542 0.0900658 0.2622278
Moved 871.7437 402.0949 491 0.09744197 0.2649176
Ended 871.7744 403 491 0.09953707 0.2649176
Candidates 871.9281 13 are art at say dare see far fat asset sat fare ar att
Began 872.4504 362 369 0.004629592 -0.04886839
Stationary 872.4812 362 369 0.004629592 -0.04886839
Stationary 872.5119 362 369 0.004629592 -0.04886839
Stationary 872.5425 362 369 0.004629592 -0.04886839
Stationary 872.5733 362 369 0.004629592 -0.04886839
Moved 872.6041 362 387.21 0.004629592 -0.002031993
Moved 872.6348 376.89 406.7432 0.03909707 0.04820788
Moved 872.6655 387 423.5 0.06250004 0.09130646
Moved 872.6962 396.4852 437.8086 0.0844564 0.1281085
Moved 872.7269 401.9082 446.7246 0.09700974 0.1510406
Moved 872.7577 404.6617 452.3235 0.1033837 0.165441
Moved 872.7885 406 456.0515 0.1064815 0.1750293
Moved 872.8192 407 462.6649 0.1087963 0.1920392
Moved 872.8499 401.6634 471.9648 0.09644309 0.2159588
Moved 872.8806 384.8862 486.1138 0.05760689 0.2523502
Moved 872.9113 370.2014 501.7986 0.02361427 0.2926919
Moved 872.942 357 515 -0.006944438 0.326646
Moved 872.9727 346.6848 525.3152 -0.03082221 0.3531768
Moved 873.0035 341.9106 531.1788 -0.04187355 0.3682581
Moved 873.0342 338.5027 535.9945 -0.04976217 0.3806442
Moved 873.0649 332.4752 538.2624 -0.06371494 0.3864773
Moved 873.0957 327.9385 540 -0.07421643 0.3909464
Moved 873.1264 323 541 -0.08564815 0.3935184
Moved 873.1572 319.7326 542 -0.09321148 0.3960905
Moved 873.1879 317.5 542 -0.09837966 0.3960905
Ended 873.2186 317 543 -0.09953702 0.3986624
Accept 873.28 2 at
Began 873.8331 381 422 0.04861106 0.08744851
Stationary 873.8639 381 422 0.04861106 0.08744851
Stationary 873.8945 381 422 0.04861106 0.08744851
Moved 873.9253 400.6336 395.0496 0.09405931 0.01813155
Moved 873.956 416.4404 364.1192 0.1306491 -0.06142188
Moved 873.9868 433.8039 321.3614 0.1708423 -0.1713957
Moved 874.0175 445.0233 287.93 0.1968133 -0.2573817
Moved 874.0482 453.5132 260.9471 0.2164658 -0.3267823
Moved 874.079 458.3947 250.2107 0.2277654 -0.3543964
Moved 874.1096 460.9482 246 0.2336763 -0.3652264
Moved 874.1404 469.4471 254.2731 0.2533498 -0.3439479
Moved 874.1711 486.6949 294.7372 0.2932752 -0.2398734
Moved 874.2018 507.0137 354.7593 0.3403096 -0.08549568
Moved 874.2326 524.261 401.7394 0.3802337 0.03533799
Moved 874.2632 536.1166 439.4663 0.4076773 0.1323722
Moved 874.294 545.6365 462.1519 0.4297142 0.1907198
Moved 874.3247 552.2178 478.4355 0.4449486 0.2326017
Moved 874.3555 556.7207 489.4413 0.455372 0.2609087
Moved 874.3862 559.1233 495.1233 0.4609336 0.2755228
Moved 874.4169 559.564 499.564 0.4619538 0.2869444
Moved 874.4477 560 502.3263 0.462963 0.294049
Moved 874.4784 560 503 0.462963 0.2957818
Moved 874.5091 547.9822 495.2742 0.4351439 0.275911
Moved 874.5399 504.6173 451.6173 0.3347623 0.1636247
Moved 874.5706 469.7867 408.7285 0.2541357 0.05331384
Moved 874.6013 447.6366 376.5718 0.2028625 -0.02939342
Moved 874.632 433 350 0.1689814 -0.09773669
Moved 874.6627 424.1157 328.3086 0.1484161 -0.1535273
Moved 874.6934 418.5594 307.9578 0.1355541 -0.20587
Moved 874.7242 414.5266 290.6865 0.1262191 -0.2502919
Moved 874.7549 413.0808 279.3231 0.1228722 -0.279519
Ended 874.7856 413 279 0.1226852 -0.2803498
Candidates 874.847 13 noon mob non moon nov mom bob bloom min bon bomb noun boom
Began 875.3387 386 297 0.06018519 -0.2340535
Stationary 875.3694 386 297 0.06018519 -0.2340535
Moved 875.4002 404.2172 302.4221 0.1023547 -0.2201079
Moved 875.4309 424.8575 312.0715 0.150133 -0.1952893
Moved 875.4616 446.689 316.7087 0.2006691 -0.1833625
Moved 875.4924 472.5688 319 0.260576 -0.1774692
Moved 875.5231 499.0815 320 0.321948 -0.1748972
Ended 875.5538 517.1498 324.0562 0.3637726 -0.1644646
Accept 875.6152 0 noon
Began 875.8918 328 317 -0.07407407 -0.1826131
Moved 875.9225 337.3373 317 -0.05245983 -0.1826131
Moved 875.9532 376.3095 317 0.03775348 -0.1826131
Moved 875.9839 429.1962 317 0.1601764 -0.1826131
Moved 876.0147 473.9546 317 0.2637837 -0.1826131
Moved 876.0454 507.0127 317 0.3403071 -0.1826131
Moved 876.0762 527.675 317 0.3881367 -0.1826131
Moved 876.1069 542 317 0.4212962 -0.1826131
Moved 876.1376 555.6614 317 0.45292 -0.1826131
Moved 876.1683 569.2679 317 0.4844164 -0.1826131
Moved 876.199 580.9943 317 0.5115608 -0.1826131
Moved 876.2298 583.0422 324.1475 0.5163013 -0.1642296
Moved 876.2605 588.5346 324.7673 0.5290152 -0.1626357
Moved 876.2912 591.5 325 0.5358797 -0.1620371
Moved 876.322 594.2562 325 0.5422596 -0.1620371
Moved 876.3527 596.7188 326 0.5479602 -0.1594652
Moved 876.3834 598.2299 326 0.5514581 -0.1594652
Moved 876.4141 600.5 326 0.5567129 -0.1594652
Ended 876.4449 601 327 0.5578703 -0.1568931
PhraseEnd 876.537
