watch out for low flying objects
watch out for low flying objects
Basic
List

0.6 0.6
432 388.8
Began 3410.28 355 488 -0.01157408 0.2572016
Stationary 3410.311 355 488 -0.01157408 0.2572016
Stationary 3410.341 355 488 -0.01157408 0.2572016
Stationary 3410.372 355 488 -0.01157408 0.2572016
Stationary 3410.403 355 488 -0.01157408 0.2572016
Moved 3410.434 345.2122 488 -0.0342309 0.2572016
Moved 3410.464 342.1434 488 -0.04133473 0.2572016
Moved 3410.495 338.0271 488 -0.05086318 0.2572016
Moved 3410.526 336.2571 488 -0.0549603 0.2572016
Moved 3410.556 333.7002 488 -0.06087924 0.2572016
Moved 3410.587 330.1646 488 -0.0690634 0.2572016
Moved 3410.618 325.2639 488 -0.0804076 0.2572016
Moved 3410.649 319.216 488 -0.09440745 0.2572016
Moved 3410.679 308.3633 488 -0.1195295 0.2572016
Moved 3410.71 296.2422 493.5156 -0.1475875 0.2713878
Moved 3410.741 281.6577 502.6711 -0.1813479 0.2949359
Moved 3410.772 263.991 513.2568 -0.2222431 0.3221624
Moved 3410.802 257.8573 516.0571 -0.2364415 0.3293647
Moved 3410.833 248 522 -0.2592593 0.3446501
Moved 3410.864 241.8144 525.0928 -0.2735777 0.3526048
Moved 3410.895 234.5977 530.2682 -0.2902831 0.365916
Moved 3410.925 229.1689 534.6623 -0.3028499 0.3772177
Moved 3410.956 225.5953 536.4047 -0.311122 0.3816991
Moved 3410.987 224 537.943 -0.3148148 0.3856558
Moved 3411.018 222.9033 538 -0.3173535 0.3858024
Stationary 3411.048 222.9033 538 -0.3173535 0.3858024
Moved 3411.079 238.6891 511.9258 -0.2808124 0.3187391
Moved 3411.11 256.7932 483.7431 -0.2389046 0.2462527
Moved 3411.14 276.9168 458.8998 -0.1923222 0.1823555
Moved 3411.171 304.6231 434.0392 -0.1281872 0.1184135
Moved 3411.202 331.0135 409.9865 -0.06709839 0.05654959
Moved 3411.233 349.3792 393.6208 -0.02458518 0.01445672
Moved 3411.263 358.2306 385.8023 -0.004095783 -0.00565258
Moved 3411.294 375 368 0.03472219 -0.05144041
Moved 3411.325 379.0721 359.7836 0.04414846 -0.0725732
Moved 3411.356 381 353.7455 0.04861106 -0.08810318
Moved 3411.386 381 350.1822 0.04861106 -0.0972681
Moved 3411.417 368.1933 349 0.018966 -0.1003086
Moved 3411.448 353.2724 349 -0.0155732 -0.1003086
Moved 3411.479 330.5315 358.4895 -0.06821404 -0.07590156
Moved 3411.509 313.4155 364.5956 -0.1078346 -0.06019671
Moved 3411.54 297.3447 370.5518 -0.1450355 -0.04487716
Moved 3411.571 274.6991 377.6602 -0.1974559 -0.0265944
Moved 3411.602 248.1524 384.1187 -0.2589065 -0.009982733
Moved 3411.632 229.0801 388.44 -0.3030554 0.001131693
Moved 3411.663 202.759 391.3735 -0.3639837 0.008676591
Moved 3411.694 186.8404 392 -0.4008324 0.01028803
Moved 3411.724 176.1505 394.2831 -0.4255775 0.01616027
Moved 3411.755 171.362 395 -0.436662 0.01800408
Moved 3411.786 169 396 -0.4421296 0.02057605
Moved 3411.817 168 400.2411 -0.4444444 0.03148424
Moved 3411.847 168 408.7681 -0.4444444 0.05341581
Moved 3411.878 200.5 437 -0.369213 0.1260288
Moved 3411.909 256.7849 475.2406 -0.2389238 0.2243842
Moved 3411.939 287.5364 493.2296 -0.1677399 0.2706521
Moved 3411.97 312.658 507.829 -0.1095879 0.3082022
