experience is hard to come by
experience is hard to come by
FixStart
List

0.6 0.6
432 388.8
Began 3550.153 461 420 0.2337964 0.08230445
Stationary 3550.184 461 420 0.2337964 0.08230445
Stationary 3550.215 461 420 0.2337964 0.08230445
Moved 3550.245 448.3994 438.2009 0.2046281 0.1291175
Moved 3550.276 433.7501 456.9999 0.1707178 0.1774688
Moved 3550.307 408.956 483.6217 0.113324 0.2459406
Moved 3550.337 388.7512 504.2488 0.06655365 0.2989937
Moved 3550.368 367.4328 520.4052 0.01720558 0.3405482
Moved 3550.399 351.1293 534.8707 -0.020534 0.3777538
Moved 3550.43 336.8491 550.3811 -0.05359009 0.4176468
Moved 3550.46 331.0389 557.9611 -0.06703962 0.4371427
Moved 3550.491 328 562.733 -0.07407407 0.4494161
Moved 3550.522 325.8268 566.1732 -0.07910459 0.4582644
Moved 3550.552 325 567.9213 -0.08101851 0.4627605
Moved 3550.583 324.3255 570 -0.08257981 0.4681069
Moved 3550.614 324 571.047 -0.08333336 0.4707998
Stationary 3550.645 324 571.047 -0.08333336 0.4707998
Moved 3550.675 324 572 -0.08333336 0.4732509
Stationary 3550.706 324 572 -0.08333336 0.4732509
Moved 3550.737 330.5995 561.7003 -0.06805683 0.4467598
Moved 3550.767 337.0348 544.3782 -0.05316019 0.4022073
Moved 3550.798 341.2657 522.6085 -0.0433664 0.3462151
Moved 3550.829 345.0184 498.8157 -0.03467957 0.2850198
Moved 3550.86 347.3438 476.9057 -0.02929673 0.2286669
Moved 3550.89 347 443.6983 -0.0300926 0.1432569
Moved 3550.921 347 406.6461 -0.0300926 0.04795804
Moved 3550.952 342.1568 367.3892 -0.04130368 -0.05301134
Moved 3550.982 339 340.9764 -0.04861111 -0.1209456
Moved 3551.013 338 317.2304 -0.05092591 -0.1820205
Moved 3551.044 338 303.7118 -0.05092591 -0.2167907
Moved 3551.074 338 295.3647 -0.05092591 -0.2382596
Moved 3551.105 338 290.5179 -0.05092591 -0.2507255
Moved 3551.136 338 287.5026 -0.05092591 -0.2584811
Moved 3551.167 338 285.8795 -0.05092591 -0.2626558
Moved 3551.198 348.5 286 -0.02662038 -0.2623458
Moved 3551.228 350.1855 286 -0.02271881 -0.2623458
Moved 3551.259 376.0232 325.8903 0.03709068 -0.1597473
Moved 3551.29 410.4759 368.8226 0.1168423 -0.04932458
Moved 3551.32 435.9004 401.4805 0.1756954 0.03467207
Moved 3551.351 468.0377 446.3836 0.2500873 0.1501635
Moved 3551.382 495.6259 478.4884 0.3139487 0.2327375
Moved 3551.412 522.6851 508.3168 0.3765859 0.3094566
Moved 3551.443 546.72 531.72 0.4322223 0.3696502
Moved 3551.474 569.6964 551.8593 0.4854082 0.4214487
Moved 3551.505 588.0836 565.9168 0.5279712 0.4576049
Moved 3551.535 601.3634 574.0225 0.5587116 0.4784529
