did you have a good time
did you have a good time
FixStart
Radial

0.6 0.6
432 388.8
Began 1884.592 447 366 0.2013889 -0.05658444
Moved 1884.622 436.263 366 0.1765347 -0.05658444
Moved 1884.653 385.9671 366 0.060109 -0.05658444
Moved 1884.684 338.2918 366 -0.05025049 -0.05658444
Moved 1884.715 323.5 366 -0.08449072 -0.05658444
Moved 1884.745 317.7847 366 -0.09772068 -0.05658444
Moved 1884.776 316 366 -0.1018519 -0.05658444
Moved 1884.807 337.9919 393.1048 -0.05094478 0.0131295
Moved 1884.838 432.5 444 0.167824 0.1440329
Moved 1884.868 527.8011 483.6432 0.3884286 0.245996
Moved 1884.899 574.0477 513.9525 0.4954809 0.3239517
Moved 1884.93 596.028 530.8567 0.5463611 0.3674297
Moved 1884.961 604.5 537.5 0.5659723 0.3845164
Moved 1884.991 607 539.9803 0.5717592 0.3908957
Moved 1885.022 607 541 0.5717592 0.3935184
Moved 1885.053 570.8306 527.8682 0.4880339 0.3597431
Moved 1885.083 475 467 0.2662037 0.2031892
Moved 1885.114 404.9489 410.4574 0.1040485 0.05776067
Moved 1885.145 370.6905 380.133 0.02474656 -0.02023414
Moved 1885.176 354.0082 366.0062 -0.0138699 -0.05656851
Ended 1885.207 350.1796 362.1796 -0.02273247 -0.06641066
Candidates 1885.391 13 did sports asia stupid supports ships serious this aids dod supported speed stores
Began 1885.698 401 381 0.09490739 -0.01800419
Stationary 1885.729 401 381 0.09490739 -0.01800419
Moved 1885.76 442.0771 381 0.1899934 -0.01800419
Moved 1885.79 480.5038 381 0.2789439 -0.01800419
Ended 1885.821 515.5 393 0.3599537 0.01285996
Accept 1885.883 0 did
Began 1886.159 460 350 0.2314815 -0.09773669
Stationary 1886.19 460 350 0.2314815 -0.09773669
Moved 1886.221 450.4446 369.4937 0.2093624 -0.04759855
Moved 1886.251 441.5441 393.1398 0.1887595 0.0132195
Moved 1886.282 432.3823 414.0443 0.1675517 0.06698632
Moved 1886.313 424.6003 434.7327 0.1495376 0.1201971
Moved 1886.344 417.972 450.084 0.1341944 0.1596811
Moved 1886.374 415.4323 459.1354 0.1283155 0.1829612
Moved 1886.405 415 464.6398 0.1273148 0.1971188
Moved 1886.436 415 469.7438 0.1273148 0.2102464
Moved 1886.467 432.369 479.6558 0.1675209 0.2357402
Moved 1886.497 471.5 491 0.2581018 0.2649176
Moved 1886.528 510.8068 497.7267 0.3490898 0.2822187
