want to join us for lunch
want to join us for lunch
FixStart
Radial

0.6 0.6
432 388.8
Began 1756.478 462 272 0.2361111 -0.2983539
Moved 1756.509 445.3633 272 0.1976002 -0.2983539
Moved 1756.539 407.341 286.2471 0.1095856 -0.26171
Moved 1756.57 368.7627 302.5303 0.02028396 -0.2198295
Moved 1756.601 338.2541 322.2856 -0.05033781 -0.1690184
Moved 1756.632 322.5507 342.174 -0.08668829 -0.1178653
Moved 1756.662 311.1126 360.3029 -0.1131653 -0.07123735
Moved 1756.693 304.9966 376.0103 -0.1273227 -0.0308379
Moved 1756.724 301.5036 384.9928 -0.1354083 -0.007734652
Moved 1756.755 299.2021 389.7979 -0.1407357 0.004624104
Moved 1756.785 298 392.3582 -0.1435185 0.01120932
Moved 1756.816 296.5 392 -0.1469907 0.01028803
Moved 1756.847 293.6082 392 -0.1536848 0.01028803
Moved 1756.877 278.166 350.0167 -0.1894305 -0.09769376
Moved 1756.908 260.3696 281.8481 -0.2306259 -0.2730244
Moved 1756.939 255.2685 248.611 -0.2424341 -0.358511
Moved 1756.97 253.8935 231.2544 -0.2456169 -0.4031523
Moved 1757 254 220.3958 -0.2453704 -0.431081
Moved 1757.031 266.1121 208.944 -0.2173331 -0.4605351
Moved 1757.062 294.2611 194.6357 -0.1521734 -0.4973361
Moved 1757.093 342.8604 180.0385 -0.03967499 -0.5348805
Moved 1757.123 402.0566 167.2358 0.09735326 -0.5678091
Moved 1757.154 441.4187 155.5635 0.1884693 -0.5978307
Moved 1757.185 469.6465 143.6768 0.2538113 -0.6284034
Moved 1757.216 497.1167 131.4417 0.3173998 -0.6598722
Moved 1757.246 517.9213 122.5295 0.3655584 -0.6827945
Moved 1757.277 528.1397 117.9534 0.3892123 -0.6945644
Moved 1757.308 532.5 115.5 0.3993056 -0.7008746
Moved 1757.339 525.2563 137.0739 0.3825378 -0.6453862
Moved 1757.369 492.3725 205.255 0.3064178 -0.4700231
Moved 1757.4 473.3338 253.0461 0.2623469 -0.3471035
Moved 1757.431 458 300.5 0.2268519 -0.2250515
Moved 1757.461 449.811 325.9725 0.2078958 -0.1595358
Moved 1757.492 442.9667 345.4111 0.1920525 -0.1095393
Moved 1757.523 439.2027 354.696 0.1833395 -0.08565855
Moved 1757.554 436.5413 360.9174 0.1771789 -0.06965692
Moved 1757.584 434 364.7168 0.1712963 -0.05988478
Moved 1757.615 432 369.5687 0.1666667 -0.04740562
Ended 1757.646 432 376 0.1666667 -0.03086435
Candidates 1757.738 13 want and any grant range frame heavy grand rant each arrange strange danny
Began 1758.322 382 272 0.05092591 -0.2983539
Moved 1758.353 419.0195 272 0.1366193 -0.2983539
Moved 1758.384 450.3796 272 0.209212 -0.2983539
Moved 1758.414 474.9905 272 0.2661816 -0.2983539
Ended 1758.445 491 272 0.3032407 -0.2983539
Accept 1758.506 0 want
Began 1758.906 455 221 0.2199073 -0.4295268
Moved 1758.937 455 238.744 0.2199073 -0.3838889
Moved 1758.968 444.9108 269.8154 0.1965527 -0.3039726
Moved 1758.998 435.9775 297.7417 0.1758738 -0.2321459
Moved 1759.029 429.1764 320.4122 0.1601305 -0.173837
Moved 1759.06 425.5099 335.4504 0.1516434 -0.1351586
Moved 1759.091 422.9535 344.0931 0.1457256 -0.1129294
Moved 1759.121 423 349.2082 0.1458333 -0.09977324
Moved 1759.152 439.0608 359.6077 0.183011 -0.07302547
Moved 1759.183 511.9991 378.8822 0.3518499 -0.02345113
Moved 1759.214 562.4026 384 0.4685245 -0.01028807
Moved 1759.244 596 385 0.5462963 -0.007716127
Moved 1759.275 611.6879 385 0.5826109 -0.007716127
Ended 1759.306 618.2838 377.6028 0.5978791 -0.02674189
Candidates 1759.367 13 to top too trip you tip group rio tp trio grip rip rp
Began 1759.828 413.7076 286 0.1243232 -0.2623458
Moved 1759.859 452.8178 286 0.2148561 -0.2623458
Moved 1759.89 498.2526 286 0.3200291 -0.2623458
Moved 1759.92 529.8767 286 0.3932331 -0.2623458
Ended 1759.951 541.0713 286 0.4191465 -0.2623458
Accept 1760.013 0 to
Began 1760.474 419 248 0.1365741 -0.3600824
Stationary 1760.505 419 248 0.1365741 -0.3600824
Stationary 1760.535 419 248 0.1365741 -0.3600824
Moved 1760.566 446.3232 248 0.1998223 -0.3600824
Moved 1760.597 473.038 248 0.2616619 -0.3600824
Moved 1760.627 491.0408 248 0.3033351 -0.3600824
Moved 1760.658 500.0897 248 0.3242816 -0.3600824
Moved 1760.689 504.8394 248 0.3352765 -0.3600824
Moved 1760.72 508.1908 248 0.3430344 -0.3600824
Moved 1760.75 513.959 256.1374 0.3563867 -0.3391528
Moved 1760.781 526.7999 282.5999 0.3861109 -0.2710909
Moved 1760.812 536.2387 306.4774 0.40796 -0.2096774
Moved 1760.843 545.4431 325.7975 0.4292663 -0.1599859
Moved 1760.873 552.9427 338.2378 0.4466265 -0.1279893
Moved 1760.904 557.2026 344.2026 0.4564874 -0.1126478
Moved 1760.935 559.5 348 0.4618056 -0.1028807
Moved 1760.966 560 350.3245 0.462963 -0.09690209
Moved 1760.996 561 352.8822 0.4652777 -0.09032363
Moved 1761.027 561 358.8763 0.4652777 -0.07490676
Moved 1761.058 561 365.2768 0.4652777 -0.05844445
