I will meet you at noon
Moved 2317.329 320.4956 560.5044 -0.09144534 0.443684
Moved 2317.359 311.1898 570.1076 -0.1129865 0.4683836
Moved 2317.39 304.4832 577.5168 -0.1285112 0.4874404
Moved 2317.421 295.6649 585.3351 -0.1489238 0.507549
Moved 2317.452 288.0378 592.9434 -0.1665793 0.5271177
Moved 2317.482 281.2808 600.7192 -0.1822203 0.5471172
Moved 2317.513 279 604.7222 -0.1875 0.557413
Moved 2317.544 277 608.2311 -0.1921296 0.5664379
Moved 2317.575 277 611.0974 -0.1921296 0.5738101
Moved 2317.605 277 613.5 -0.1921296 0.5799896
Moved 2317.636 277 615 -0.1921296 0.5838476
Moved 2317.667 277 616 -0.1921296 0.5864196
Moved 2317.698 277 617 -0.1921296 0.5889916
Moved 2317.728 277 618 -0.1921296 0.5915637
Stationary 2317.759 277 618 -0.1921296 0.5915637
Stationary 2317.79 277 618 -0.1921296 0.5915637
Stationary 2317.821 277 618 -0.1921296 0.5915637
Moved 2317.851 296.7187 604.0938 -0.1464845 0.5557966
Moved 2317.882 316.7652 598.1764 -0.1000806 0.5405771
Moved 2317.913 336.8109 592.6255 -0.0536786 0.5263001
Moved 2317.944 351.8369 588.6652 -0.01889597 0.5161142
Moved 2317.974 363.288 585.904 0.007611215 0.5090122
Moved 2318.005 367.9371 584.0314 0.01837293 0.504196
Moved 2318.036 369.8412 582 0.0227805 0.4989711
Ended 2318.066 371 582 0.025463 0.4989711
Accept 2318.189 0 will
Candidates 2318.189 13 meet me met mr mere mt be my mer let nt key not
Began 2318.973 380 449 0.04629632 0.156893
Stationary 2319.002 380 449 0.04629632 0.156893
Stationary 2319.035 380 449 0.04629632 0.156893
Moved 2319.065 365.9001 464.0999 0.01365751 0.1957302
Moved 2319.096 357.5793 481.8413 -0.005603383 0.2413613
Moved 2319.127 349.9853 502.3676 -0.02318213 0.2941553
Moved 2319.158 349 518.0472 -0.02546296 0.3344836
Moved 2319.188 348 527.8925 -0.0277778 0.3598056
Moved 2319.219 348 538.7738 -0.0277778 0.3877926
Moved 2319.25 356.9203 548.3804 -0.007128964 0.412501
Moved 2319.281 363.7044 560.0566 0.008575122 0.4425324
Moved 2319.311 369.702 566.702 0.02245843 0.4596245
Moved 2319.342 375.421 572.421 0.03569673 0.4743338
Moved 2319.373 379.2982 575.649 0.0446717 0.4826363
Moved 2319.404 383.137 580.2739 0.05355775 0.4945316
Moved 2319.434 386.057 583.0571 0.06031722 0.5016899
Moved 2319.465 388 585.9295 0.06481478 0.5090778
Moved 2319.496 389 587.7981 0.06712963 0.5138838
Moved 2319.527 389 589.122 0.06712963 0.517289
Stationary 2319.557 389 589.122 0.06712963 0.517289
Moved 2319.588 390.0283 590 0.06950985 0.5195472
Moved 2319.619 392.6808 590 0.07564992 0.5195472
Moved 2319.649 397.9037 590 0.08774002 0.5195472
Moved 2319.68 414.7544 592.7509 0.1267463 0.5266225
Moved 2319.711 421.9767 593 0.1434645 0.5272633
Moved 2319.742 432.5485 594.7097 0.1679364 0.5316607
Moved 2319.772 446.9099 597.582 0.2011804 0.5390483
Moved 2319.803 462.2507 600.4501 0.2366914 0.5464252
Moved 2319.834 475.3009 602.3253 0.2669003 0.551248
Moved 2319.865 484.5808 602 0.2883815 0.5504114
Moved 2319.896 492.3018 602 0.3062542 0.5504114
Moved 2319.926 499.9149 602 0.323877 0.5504114
Moved 2319.957 506.3901 602 0.338866 0.5504114
Moved 2319.988 513.0944 602 0.3543851 0.5504114
Moved 2320.018 519.8361 602 0.369991 0.5504114
Moved 2320.049 526.5718 603 0.385583 0.5529835
Moved 2320.08 532.5925 603 0.3995196 0.5529835
Moved 2320.111 534 604 0.4027778 0.5555555
Moved 2320.141 535 605.0338 0.4050927 0.5582143
Stationary 2320.172 535 605 0.4050927 0.5581275
Moved 2320.203 525.1904 605 0.3823852 0.5581275
Moved 2320.234 514.0098 605 0.3565042 0.5581275
Moved 2320.264 500.9906 596.5868 0.326367 0.5364886
Moved 2320.295 489.1058 596.2764 0.298856 0.5356903
Moved 2320.326 477.6169 595 0.2722612 0.5324073
Moved 2320.356 467.6087 594 0.2490943 0.5298353
Moved 2320.387 459.0129 594 0.2291966 0.5298353
Moved 2320.418 453.2157 594 0.215777 0.5298353
Moved 2320.449 449.2351 594 0.2065627 0.5298353
Moved 2320.479 448 594 0.2037037 0.5298353
Moved 2320.51 452.9516 594 0.2151657 0.5298353
Moved 2320.541 461.26 603.468 0.2343981 0.5541869
Ended 2320.572 461.26 603.468 0.2343981 0.5541869
Accept 2320.664 0 meet
Candidates 2320.664 13 you to top toy group too up root roy tip report tp trip
Began 2321.187 399 468 0.09027779 0.2057612
Stationary 2321.217 399 468 0.09027779 0.2057612
Stationary 2321.248 399 468 0.09027779 0.2057612
Stationary 2321.279 399 468 0.09027779 0.2057612
Moved 2321.309 389.9337 468 0.06929109 0.2057612
Moved 2321.34 383.3338 475.8887 0.05401333 0.2260512
Moved 2321.371 375.701 478 0.03634502 0.2314814
Moved 2321.402 364.6098 479 0.01067092 0.2340534
Moved 2321.432 342.6812 480.1884 -0.04008979 0.23711
Moved 2321.463 326.7224 480 -0.0770316 0.2366254
Moved 2321.494 312.3533 481 -0.1102933 0.2391974
Moved 2321.525 298.3325 481 -0.1427488 0.2391974
Moved 2321.555 285.7252 481 -0.1719324 0.2391974
Moved 2321.586 273.2444 481 -0.2008232 0.2391974
Moved 2321.617 263.7285 481 -0.2228507 0.2391974
Moved 2321.647 254.0937 481 -0.2451536 0.2391974
Moved 2321.678 246.9823 473.4911 -0.2616151 0.2198845
Moved 2321.709 241.2313 471.6157 -0.2749276 0.2150608
Moved 2321.74 238.0866 470 -0.2822069 0.2109053
Moved 2321.771 236.2264 469 -0.2865129 0.2083333
Stationary 2321.801 236 469 -0.287037 0.2083333
Stationary 2321.832 236 469 -0.287037 0.2083333
Moved 2321.863 244.1652 469 -0.2681362 0.2083333
Moved 2321.894 255.5657 478.7829 -0.241746 0.233495
Moved 2321.924 265.2906 484.527 -0.2192347 0.2482691
Moved 2321.955 273.7094 491.7094 -0.1997469 0.2667421
Moved 2321.986 284.7095 499.5322 -0.1742835 0.2868625
Moved 2322.016 300.911 512.911 -0.1367801 0.3212731
Moved 2322.047 309.99 519.9933 -0.1157639 0.339489
Moved 2322.078 318.1389 526.2834 -0.09690056 0.3556671
Moved 2322.109 332.7941 537.1961 -0.06297658 0.3837348
Moved 2322.139 345.8869 545.5322 -0.03266916 0.4051752
Moved 2322.17 352.598 549.799 -0.0171342 0.4161496
Moved 2322.201 356.608 551 -0.007851918 0.4192385
Moved 2322.232 358.4808 551 -0.003516724 0.4192385
Moved 2322.262 360.3717 551 0.000860393 0.4192385
Ended 2322.293 360.3717 551 0.000860393 0.4192385
Accept 2322.416 0 you
Candidates 2322.416 13 are at say see art st fast fat hat sat sr add ads
Began 2323.338 351 451 -0.02083332 0.162037
Stationary 2323.369 351 451 -0.02083332 0.162037
Moved 2323.4 351 472.2086 -0.02083332 0.2165859
Moved 2323.43 351 499.4131 -0.02083332 0.2865562
Moved 2323.461 351 525.7328 -0.02083332 0.354251
Moved 2323.492 351 553.3067 -0.02083332 0.4251715
Moved 2323.523 351 575.4053 -0.02083332 0.4820093
Moved 2323.553 351 595.1089 -0.02083332 0.5326875
Moved 2323.584 351 604.9174 -0.02083332 0.557915
Moved 2323.615 351 616.5428 -0.02083332 0.5878159
Moved 2323.646 351 625.4498 -0.02083332 0.6107246
Moved 2323.676 351 631.3518 -0.02083332 0.6259048
Moved 2323.707 351 639.3489 -0.02083332 0.6464733
Moved 2323.738 351 642.986 -0.02083332 0.6558281
Moved 2323.769 351 646.8554 -0.02083332 0.6657802
Moved 2323.799 351 648.4153 -0.02083332 0.6697925
Moved 2323.83 351 652.5 -0.02083332 0.6802983
Moved 2323.861 351 654 -0.02083332 0.6841563
Stationary 2323.892 351 654 -0.02083332 0.6841563
Moved 2323.922 336.1685 656.5663 -0.05516554 0.6907569
Moved 2323.953 325.6421 659.4526 -0.07953221 0.6981806
Moved 2323.984 319.3585 661 -0.09407759 0.7021603
Moved 2324.014 316.5 662 -0.1006944 0.7047324
Moved 2324.045 315.8782 663.1218 -0.1021337 0.7076176
Moved 2324.076 315 663.553 -0.1041667 0.7087268
Ended 2324.107 315 665.5 -0.1041667 0.7137346
Accept 2324.168 1 at
Began 2324.937 363 523 0.006944438 0.3472221
Stationary 2324.968 363 523 0.006944438 0.3472221
Stationary 2324.998 363 523 0.006944438 0.3472221
Stationary 2325.029 363 523 0.006944438 0.3472221
Moved 2325.06 363 502.2659 0.006944438 0.2938936
Moved 2325.09 363 473.9842 0.006944438 0.2211527
Moved 2325.121 372.6351 446.3649 0.0292478 0.1501155
Moved 2325.152 381.8611 416.4629 0.05060454 0.07320694
Moved 2325.183 390.5368 395.902 0.07068693 0.02032398
Moved 2325.213 399.1613 377.6774 0.09065112 -0.0265499
Moved 2325.244 404.5018 366.2474 0.1030133 -0.05594818
Moved 2325.275 408.8395 358.4814 0.1130544 -0.07592228
Moved 2325.306 412.6567 354.3433 0.1218905 -0.08656552
Moved 2325.336 415 353 0.1273148 -0.09002065
Moved 2325.367 416.5 353 0.130787 -0.09002065
Moved 2325.398 419.8925 386.817 0.1386399 -0.003042927
Moved 2325.428 430.5869 425.5649 0.1633955 0.0966176
Moved 2325.459 436.1433 447.5015 0.1762577 0.1530389
Moved 2325.49 444.4352 475.6968 0.1954519 0.2255576
Moved 2325.521 450.1462 491.4022 0.2086719 0.2659521
Moved 2325.552 459.743 511.5717 0.2308865 0.3178283
Moved 2325.582 466.5698 523.1395 0.2466892 0.347581
Moved 2325.613 469.2246 531.674 0.2528349 0.3695317
Moved 2325.644 473.1739 542.5215 0.2619765 0.3974319
Moved 2325.675 476.0434 552.0869 0.2686191 0.4220341
Moved 2325.705 478.9144 559.7432 0.2752649 0.4417263
Moved 2325.736 480.4854 564.9708 0.2789015 0.4551718
Moved 2325.767 482.3566 570.7131 0.2832328 0.469941
Moved 2325.797 484.1142 574.2285 0.2873014 0.4789825
Moved 2325.828 485 576 0.2893518 0.483539
Moved 2325.859 486.6335 578 0.2931331 0.488683
Moved 2325.89 488.5 579.5 0.2974537 0.4925411
Stationary 2325.92 488.5 579.5 0.2974537 0.4925411
Moved 2325.951 488 579 0.2962963 0.4912551
Stationary 2325.982 488 579 0.2962963 0.4912551
Moved 2326.013 474.8592 574.6029 0.2658778 0.4799456
Moved 2326.043 463.0201 566.0101 0.2384725 0.4578447
Moved 2326.074 450.7896 557.8422 0.2101612 0.4368369
Moved 2326.105 437.2818 545.2819 0.1788931 0.4045314
Moved 2326.135 424.8148 531.0185 0.1500343 0.3678458
Moved 2326.166 416.2939 517.8232 0.13031 0.3339073
Moved 2326.197 405.7467 494.8667 0.1058951 0.2748629
Moved 2326.228 401.5 483 0.0960648 0.2443414
Moved 2326.259 400.0732 476.3658 0.092762 0.2272783
Moved 2326.289 397.5049 464.5242 0.08681674 0.1968215
Moved 2326.32 395.6324 453.8973 0.08248241 0.1694888
Moved 2326.351 395 443.2838 0.08101851 0.1421907
Moved 2326.382 394.1623 435.3245 0.07907927 0.1217194
Moved 2326.412 394 426.03 0.07870366 0.09781362
Moved 2326.443 394 415.4232 0.07870366 0.07053284
Moved 2326.474 394 406.8226 0.07870366 0.04841204
Moved 2326.504 394 399.4005 0.07870366 0.02932226
Moved 2326.535 394 392.4579 0.07870366 0.01146572
Moved 2326.566 394 386.7171 0.07870366 -0.003299634
Moved 2326.597 394 381 0.07870366 -0.01800419
Moved 2326.627 394 377.941 0.07870366 -0.02587205
Moved 2326.658 401 375.074 0.09490739 -0.03324587
Moved 2326.689 402.361 373.639 0.09805779 -0.03693671
Moved 2326.719 403 371.8669 0.09953707 -0.04149472
Moved 2326.75 408.5532 372 0.1123917 -0.04115226
Ended 2326.781 417 372 0.1319444 -0.04115226
Candidates 2326.843 13 noon bob bin non nov bon club mob min boom bomb von noun
Began 2327.519 256 492 -0.2407407 0.2674896
Moved 2327.55 272.3922 492 -0.202796 0.2674896
Moved 2327.58 295.4322 480.1703 -0.1494626 0.2370636
Moved 2327.611 330.1111 470.9778 -0.06918718 0.2134201
Moved 2327.642 379.9807 467 0.04625151 0.2031892
Moved 2327.673 435.7897 466 0.175439 0.2006171
Moved 2327.703 472.4377 466 0.2602723 0.2006171
Moved 2327.734 495.8712 464.3477 0.3145167 0.1963673
Moved 2327.765 521 463 0.3726852 0.1929011
Moved 2327.795 543.792 460 0.4254445 0.1851851
Moved 2327.826 560.5718 458 0.4642865 0.180041
Moved 2327.857 580.6401 456 0.5107411 0.174897
Moved 2327.888 596.2105 453 0.5467836 0.167181
Moved 2327.918 607.5473 452 0.5730261 0.164609
Moved 2327.949 615.1949 452 0.5907289 0.164609
Moved 2327.98 624.7434 452 0.612832 0.164609
Moved 2328.011 644.6255 450.241 0.6588555 0.1600848
Ended 2328.042 662.4322 446.392 0.7000746 0.150185
Accept 2328.103 0 noon
PhraseEnd 2328.103
