this is a non profit organization
this is a non profit organization
Basic
List

0.6 0.6
432 388.8
Began 2439.752 252 555 -0.25 0.4295266
Stationary 2439.783 252 555 -0.25 0.4295266
Stationary 2439.814 252 555 -0.25 0.4295266
Stationary 2439.845 252 555 -0.25 0.4295266
Moved 2439.875 273.5 536.5 -0.2002315 0.3819444
Moved 2439.906 287.1879 526.8497 -0.1685465 0.3571236
Moved 2439.937 302.9589 511.0411 -0.1320396 0.3164638
Moved 2439.968 317.7339 496.2661 -0.0978383 0.2784621
Moved 2439.998 329.9211 482.0947 -0.06962707 0.2420129
Moved 2440.029 342.605 465.674 -0.04026612 0.1997786
Moved 2440.06 352.8941 451.6323 -0.01644875 0.1636633
Moved 2440.091 362.8936 440.883 0.006698171 0.1360159
Moved 2440.121 372.5658 428.5099 0.02908746 0.1041921
Moved 2440.152 379.7733 416.4533 0.0457716 0.07318237
Moved 2440.183 384.1364 408.5908 0.05587121 0.05295985
Moved 2440.213 388.8008 401.2987 0.06666858 0.03420445
Moved 2440.244 393.7239 392.5522 0.07806461 0.01170825
Moved 2440.275 399.2552 387.7448 0.09086867 -0.0006565831
Moved 2440.306 401 385.1118 0.09490739 -0.007428651
Moved 2440.336 403.5 385 0.1006944 -0.007716127
Moved 2440.367 407.1493 385 0.109142 -0.007716127
Moved 2440.398 418.1388 414.1053 0.1345805 0.0671433
Moved 2440.429 431.3249 440.6497 0.1651039 0.1354159
Moved 2440.459 440.9301 458.8603 0.1873383 0.1822537
Moved 2440.49 454.9346 489.3365 0.2197561 0.2606392
Moved 2440.521 464.4369 510.3527 0.241752 0.314693
Moved 2440.552 470.4861 526.2153 0.255755 0.355492
Moved 2440.582 473.6868 534.7473 0.2631638 0.3774362
Moved 2440.613 475 540.8622 0.2662037 0.3931641
Moved 2440.644 475 545.3475 0.2662037 0.4047003
Moved 2440.675 475 546 0.2662037 0.4063785
Moved 2440.705 448.3637 546 0.2045457 0.4063785
Moved 2440.736 391.417 499.278 0.07272452 0.2862089
Moved 2440.767 346.0872 460.0873 -0.03220543 0.1854096
Moved 2440.798 318 434 -0.09722222 0.1183127
Moved 2440.828 295.6161 413.6709 -0.1490369 0.06602589
Moved 2440.859 279.8061 398.0076 -0.1856341 0.02573963
Moved 2440.89 267.3275 387.3275 -0.2145198 -0.0017298
Moved 2440.92 257.0477 379.0358 -0.2383155 -0.02305623
Moved 2440.951 246.7916 370.5277 -0.2620565 -0.04493902
Moved 2440.982 238.5 363.5 -0.28125 -0.06301456
Moved 2441.013 231.516 360.758 -0.2974167 -0.07006704
Moved 2441.043 227.3575 359 -0.3070428 -0.07458848
Moved 2441.074 222.2169 356.6085 -0.3189424 -0.08073956
Moved 2441.105 219.8597 354.8597 -0.3243988 -0.08523737
Moved 2441.135 218 354.1087 -0.3287037 -0.08716904
Moved 2441.166 217 354 -0.3310185 -0.08744855
Ended 2441.197 216 354 -0.3333333 -0.08744855
Candidates 2441.289 13 this thus third whoa did ellis efforts food ships elisa toys sports ross
Began 2442.088 526 590 0.3842592 0.5195472
Stationary 2442.119 526 590 0.3842592 0.5195472
Moved 2442.15 487.4535 566.969 0.2950313 0.4603111
Moved 2442.181 449.1938 542.9163 0.2064671 0.3984471
Moved 2442.211 405.766 512.2141 0.1059397 0.3194807
Moved 2442.242 363.708 481.6215 0.008583367 0.240796
Moved 2442.273 330.8416 455.9757 -0.06749635 0.1748346
Moved 2442.303 304.2296 434.8607 -0.1290982 0.1205265
Moved 2442.334 285.0508 419.6406 -0.1734936 0.08138012
Moved 2442.365 271.2479 409.5983 -0.2054447 0.05555113
Moved 2442.396 261.613 402.8065 -0.2277478 0.03808245
Moved 2442.427 253.8952 397.9476 -0.245613 0.02558531
Moved 2442.457 242.6342 391.1805 -0.2716802 0.008180249
Moved 2442.488 235.935 386.9567 -0.2871874 -0.002683475
Moved 2442.519 224.898 382.449 -0.3127361 -0.01427741
Moved 2442.55 216.2943 379.8236 -0.332652 -0.02102989
Moved 2442.58 205.2218 377.0739 -0.3582829 -0.02810215
Moved 2442.611 196.6208 375 -0.3781926 -0.03343629
Moved 2442.642 191.1469 373.5734 -0.3908636 -0.03710547
Moved 2442.672 188.1222 374 -0.3978652 -0.03600823
Moved 2442.703 186.7582 374 -0.4010228 -0.03600823
Moved 2442.734 184.5 372.5 -0.40625 -0.03986633
Moved 2442.765 183.6419 373 -0.4082364 -0.03858032
Moved 2442.795 182.693 373 -0.4104328 -0.03858032
Moved 2442.826 181.7625 373 -0.4125867 -0.03858032
Moved 2442.857 180.8211 373 -0.414766 -0.03858032
Stationary 2442.888 180.8211 373 -0.414766 -0.03858032
Ended 2442.918 180 373 -0.4166667 -0.03858032
Accept 2442.98 0 this
Candidates 2442.98 13 is usa oa puts us odds pa pass psa ps press ours lisa
Began 2443.902 342 503 -0.04166668 0.2957818
Stationary 2443.933 342 503 -0.04166668 0.2957818
Stationary 2443.963 342 503 -0.04166668 0.2957818
Moved 2443.994 327.663 503 -0.0748542 0.2957818
Moved 2444.025 314.5852 493.8618 -0.1051269 0.2722781
Moved 2444.056 301.8587 489.3435 -0.1345862 0.260657
Moved 2444.086 293.2509 486.4169 -0.1545118 0.2531299
Moved 2444.117 286.3382 483.6691 -0.1705135 0.2460623
Moved 2444.148 283.2729 483 -0.1776091 0.2443414
Moved 2444.178 280.5222 483 -0.1839763 0.2443414
Ended 2444.209 277.5081 480.754 -0.1909536 0.2385648
Began 2444.302 227 457 -0.3078704 0.1774691
Accept 2444.302 0 is
Candidates 2444.302 13 tree the yet free rt r there true re t here eyes he
Stationary 2444.332 227 457 -0.3078704 0.1774691
Stationary 2444.363 227 457 -0.3078704 0.1774691
Moved 2444.394 200.6657 431.6656 -0.3688295 0.1123087
Moved 2444.424 183.7329 412.0218 -0.4080255 0.0617844
Moved 2444.455 161.9225 390.3072 -0.4585128 0.005934052
Moved 2444.486 145.1603 373.0204 -0.497314 -0.03852781
Moved 2444.517 130.4367 359.5459 -0.5313965 -0.0731845
Moved 2444.547 121.1113 347.8891 -0.5529832 -0.103166
Moved 2444.578 113.9107 340.9107 -0.5696511 -0.1211144
Moved 2444.609 110.5 337.5 -0.5775463 -0.1298869
Ended 2444.64 110 337 -0.5787036 -0.1311728
Accept 2444.701 0 tree
Delete 2444.701 LeftSwipe
Began 2445.808 191 473 -0.3912037 0.2186213
Stationary 2445.838 191 473 -0.3912037 0.2186213
Stationary 2445.869 191 473 -0.3912037 0.2186213
Stationary 2445.9 191 473 -0.3912037 0.2186213
Stationary 2445.931 191 473 -0.3912037 0.2186213
Moved 2445.961 202.5242 473 -0.3645274 0.2186213
Moved 2445.992 207.5012 473 -0.3530064 0.2186213
Moved 2446.023 209.9978 473 -0.3472274 0.2186213
Moved 2446.053 212.2891 473 -0.3419233 0.2186213
Ended 2446.084 213 473 -0.3402778 0.2186213
Candidates 2446.177 13 saw aw aware award sq we was wear w war areas awards wars
Began 2447.252 354 552 -0.01388888 0.4218106
Moved 2447.283 346.8606 552 -0.03041536 0.4218106
Moved 2447.314 310.7513 532.134 -0.1140017 0.3707149
Moved 2447.344 257.8957 503.9478 -0.2363526 0.2982196
Moved 2447.375 223.754 481.1694 -0.3153842 0.239633
Moved 2447.406 197.0336 463.3557 -0.3772371 0.1938161
Moved 2447.437 177.7628 450.1163 -0.4218453 0.1597642
Moved 2447.468 161.3413 441.2048 -0.4598582 0.1368434
Moved 2447.498 149.2684 433.961 -0.4878047 0.1182124
Moved 2447.529 137.7182 427.8121 -0.5145413 0.1023973
Moved 2447.56 130.3107 425.1553 -0.5316882 0.09556405
Moved 2447.591 121.5 421.5 -0.5520834 0.08616251
Moved 2447.621 112.7222 417.8611 -0.5724024 0.07680316
Moved 2447.652 102.5067 413.3378 -0.5960492 0.06516924
Moved 2447.683 94.23548 410.4118 -0.6151956 0.05764341
Moved 2447.713 85.93097 406.9827 -0.634419 0.04882384
Moved 2447.744 79.45122 404.2256 -0.6494185 0.04173239
Moved 2447.775 75.5 401.5 -0.6585647 0.03472222
Moved 2447.806 72.72438 400.7244 -0.6649898 0.0327272
Ended 2447.836 71 400 -0.6689815 0.03086416
Accept 2447.897 0 saw
Delete 2447.897 LeftSwipe
Began 2448.359 106 403 -0.5879629 0.03858017
Stationary 2448.39 106 403 -0.5879629 0.03858017
