the facts get in the way
the facts get in the way
Basic
List

0.6 0.6
432 388.8
Began 1792.852 406 499 0.1064815 0.2854938
Stationary 1792.883 406 499 0.1064815 0.2854938
Stationary 1792.913 406 499 0.1064815 0.2854938
Moved 1792.944 406 486.1403 0.1064815 0.2524182
Moved 1792.975 411.9991 471.7508 0.1203682 0.2154084
Moved 1793.005 420.7765 448.8941 0.1406863 0.1566206
Moved 1793.036 430.2912 423.2235 0.162711 0.09059533
Moved 1793.067 436.6483 407.7034 0.1774265 0.05067751
Moved 1793.098 440.1809 399.6382 0.1856039 0.02993376
Moved 1793.128 442.9639 393.0722 0.1920461 0.01304575
Moved 1793.159 444 389.3109 0.1944444 0.003371454
Moved 1793.19 445.4058 385.1885 0.1976985 -0.007231323
Stationary 1793.221 445 384.6973 0.1967593 -0.008494725
Moved 1793.251 445 383.9235 0.1967593 -0.01048477
Moved 1793.282 434.2796 384 0.1719434 -0.01028807
Moved 1793.313 418.2793 405.6808 0.1349057 0.04547539
Moved 1793.344 406.0203 417.9797 0.1065285 0.0771081
Moved 1793.374 392.5185 427.3611 0.0752743 0.1012374
Moved 1793.405 377.1176 438.2017 0.03962407 0.1291195
Moved 1793.436 358.5 451.5 -0.003472219 0.163323
Moved 1793.466 344.1356 462.8915 -0.03672311 0.192622
Moved 1793.497 331.2302 472.0774 -0.06659687 0.2162484
Moved 1793.528 321.3432 479.2426 -0.08948331 0.2346774
Moved 1793.559 313.6215 487.2232 -0.1073577 0.2552037
Moved 1793.589 302 500 -0.1342593 0.2880658
Moved 1793.62 295.3009 508.6991 -0.1497664 0.31044
Moved 1793.651 290.0851 513.9575 -0.16184 0.3239645
Ended 1793.682 287.3445 516.6556 -0.1681841 0.3309042
Candidates 1793.805 13 the there jr le poker tyler other lee they higher hr he figure
Began 1795.064 448 348 0.2037037 -0.1028807
Stationary 1795.095 448 348 0.2037037 -0.1028807
Stationary 1795.126 448 348 0.2037037 -0.1028807
Moved 1795.157 433.3112 348 0.1697018 -0.1028807
Moved 1795.187 420.1445 356.1016 0.1392233 -0.08204338
Moved 1795.218 402.1163 361.5382 0.09749134 -0.06806024
Moved 1795.249 386.0536 367.9732 0.06030918 -0.05150924
Moved 1795.28 372 375.5 0.02777775 -0.03215028
Moved 1795.31 352.8212 382.442 -0.01661753 -0.0142953
Moved 1795.341 333.0049 388.7129 -0.06248862 0.001833488
Moved 1795.372 314.7566 393.9267 -0.1047302 0.01524352
Moved 1795.402 299.3765 395.9247 -0.1403323 0.02038237
Moved 1795.433 284.524 397 -0.1747128 0.02314815
Moved 1795.464 272.6546 397 -0.2021883 0.02314815
Moved 1795.495 264.8262 397 -0.2203097 0.02314815
Moved 1795.525 260.1342 397 -0.2311707 0.02314815
Moved 1795.556 255.8421 397 -0.2411062 0.02314815
Moved 1795.587 254.6462 397 -0.2438745 0.02314815
Stationary 1795.618 255 397 -0.2430556 0.02314815
Moved 1795.648 255 386.9615 -0.2430556 -0.002671151
