if you were not so stupid
if you were not so stupid
FixStart
Radial

0.6 0.6
432 388.8
Began 399.1108 363 386 0.006944438 -0.005144111
Stationary 399.1415 363 386 0.006944438 -0.005144111
Moved 399.1722 389.9727 425.8103 0.06938119 0.09724867
Moved 399.203 409.8782 460.4434 0.1154588 0.1863256
Moved 399.2337 420.2884 485.1024 0.1395564 0.2497488
Moved 399.2644 429.0856 505.607 0.1599203 0.3024871
Moved 399.2951 437.8419 518.1225 0.1801895 0.3346771
Moved 399.3258 446.1117 527.0745 0.1993326 0.3577017
Moved 399.3566 454.3709 532.9139 0.2184512 0.372721
Moved 399.3873 463.6213 538.4142 0.2398641 0.3868677
Moved 399.418 469.9464 540.9732 0.2545055 0.3934495
Moved 399.4487 472.5 542 0.2604167 0.3960905
Moved 399.4795 473 543 0.2615741 0.3986624
Moved 399.5102 474.5 544.5 0.2650462 0.4025204
Moved 399.5409 467.5237 544 0.2488976 0.4012345
Moved 399.5716 444.8429 535.0743 0.1963956 0.3782775
Moved 399.6024 402.3926 513.7427 0.0981311 0.3234124
Moved 399.633 367.7658 492.3964 0.01797636 0.2685093
Moved 399.6638 342.0905 475.9218 -0.04145707 0.2261363
Moved 399.6945 327.0841 462.0841 -0.0761942 0.1905455
Moved 399.7253 314.728 449.728 -0.1047962 0.1587654
Moved 399.756 307.3848 441.3848 -0.1217944 0.1373065
Moved 399.7867 301.8885 432.8328 -0.1345173 0.1153105
Moved 399.8174 298.4943 426.4829 -0.1423743 0.09897867
Moved 399.8481 295.7412 419.4824 -0.1487473 0.08097303
Moved 399.8788 294.0047 413.0141 -0.1527669 0.06433664
Moved 399.9095 292.5 406.5 -0.15625 0.04758226
Moved 399.9402 293 397.3034 -0.1550926 0.02392843
Ended 399.971 293 397.3034 -0.1550926 0.02392843
Candidates 400.1246 13 is if us its id his it toys ford hits good our your
Began 400.5546 304 396 -0.1296296 0.02057605
Stationary 400.5854 304 396 -0.1296296 0.02057605
Stationary 400.6161 304 396 -0.1296296 0.02057605
Stationary 400.6468 304 396 -0.1296296 0.02057605
Moved 400.6775 315.4446 410.8892 -0.1031375 0.05887125
Moved 400.7082 323.7263 431.6948 -0.08396685 0.1123836
Moved 400.7388 334.045 454.0899 -0.06008113 0.1699842
Moved 400.7697 343.361 471.3818 -0.03851617 0.2144592
Moved 400.8004 355.6017 488.0029 -0.01018117 0.2572092
Moved 400.8312 366.8973 500.8631 0.0159661 0.2902857
Moved 400.8618 371.7265 506.4529 0.02714465 0.3046628
Moved 400.8925 375.1363 509.1362 0.0350376 0.3115643
Moved 400.9233 376 511 0.03703703 0.3163579
Moved 400.954 378.6612 512.3306 0.04319717 0.3197801
Ended 400.9847 378.6612 512.3306 0.04319717 0.3197801
Accept 401.1383 1 if
Began 401.3227 373 319 0.0300926 -0.1774692
Stationary 401.3534 373 319 0.0300926 -0.1774692
Moved 401.3841 373 328.9065 0.0300926 -0.1519895
Moved 401.4148 373 363.5621 0.0300926 -0.06285467
Moved 401.4455 373 395.3056 0.0300926 0.01879001
Moved 401.4763 373 428.7674 0.0300926 0.1048543
Moved 401.507 373 448.0615 0.0300926 0.1544792
Moved 401.5377 381.0472 457.1415 0.04872034 0.1778331
Moved 401.5685 384.9006 462.3509 0.05764028 0.1912316
Moved 401.5992 394.8855 469.6641 0.08075346 0.2100414
Moved 401.6292 419.7145 472.9714 0.138228 0.2185478
Moved 401.6606 450 474 0.2083333 0.2211934
Moved 401.6913 488.2592 474 0.2968963 0.2211934
Moved 401.722 514.5977 474 0.3578651 0.2211934
Moved 401.7528 531.1198 474 0.3961107 0.2211934
Moved 401.7835 539.2565 474 0.4149456 0.2211934
Moved 401.8142 543.7342 475 0.4253106 0.2237653
Moved 401.8449 545 475 0.4282407 0.2237653
Moved 401.8757 545 477.3495 0.4282407 0.2298084
Moved 401.9064 537.5109 483.7446 0.4109048 0.2462566
Moved 401.9371 499.1484 497.7703 0.3221029 0.282331
Moved 401.9678 484.076 500.5316 0.2872131 0.2894331
Moved 401.9985 455.7434 502 0.2216284 0.2932098
Moved 402.0292 433.9146 503 0.1710986 0.2957818
Moved 402.0599 417.45 503 0.1329862 0.2957818
Ended 402.0907 404 496 0.1018518 0.2777777
Candidates 402.1828 13 you your toy it tour root report roy i to for got too
Began 402.7051 311 436 -0.113426 0.1234567
Stationary 402.7358 311 436 -0.113426 0.1234567
Moved 402.7665 316.3779 436 -0.100977 0.1234567
Moved 402.7973 329.8641 436 -0.06975909 0.1234567
Moved 402.828 338.0742 436 -0.0507542 0.1234567
Moved 402.8587 342.4528 436 -0.04061853 0.1234567
Moved 402.8894 347.42 444.21 -0.02912034 0.144573
Moved 402.9201 350.6491 447.6492 -0.02164553 0.1534186
Moved 402.9509 354.8209 450.4105 -0.01198858 0.1605206
Moved 402.9816 363.6982 453.1746 0.008560519 0.16763
Moved 403.0123 385.3521 453 0.05868544 0.167181
Moved 403.0431 407.03 443.6434 0.1088657 0.1431156
Moved 403.0738 423.3766 438.8494 0.1467051 0.1307854
Moved 403.1045 436.4216 435.7892 0.1769019 0.1229145
Ended 403.1352 442 436 0.1898148 0.1234567
Accept 403.1967 0 you
Began 403.596 397 388 0.0856481 -3.924585E-08
Stationary 403.6267 397 388 0.0856481 -3.924585E-08
Moved 403.6574 370.5324 398.887 0.02438048 0.02800137
Moved 403.6881 344.2443 413.8371 -0.03647148 0.06645336
Moved 403.7189 322.9767 430.6454 -0.08570214 0.1096845
Moved 403.7496 303.1841 447.6799 -0.1315182 0.1534975
Moved 403.7803 288.5611 461.5511 -0.1653679 0.1891746
Moved 403.811 278.5 469.5 -0.1886574 0.2096193
Moved 403.8418 270.6578 477.3422 -0.2068106 0.2297894
Moved 403.8725 267.1358 481.8642 -0.2149634 0.2414202
Moved 403.9032 264.3904 484.6096 -0.2213185 0.2484814
Moved 403.934 264 488.0616 -0.2222222 0.25736
Moved 403.9647 271.2592 493.6132 -0.2054185 0.2716387
Moved 403.9954 292.7119 499.678 -0.1557596 0.2872375
Moved 404.0261 325.7674 502 -0.0792421 0.2932098
Moved 404.0564 350.2363 502 -0.02260119 0.2932098
