this is too much to handle
this is too much to handle
FixStart
Radial

0.6 0.6
432 388.8
Began 3865.183 411 508 0.1180555 0.3086419
Stationary 3865.213 411 508 0.1180555 0.3086419
Stationary 3865.244 411 508 0.1180555 0.3086419
Stationary 3865.275 411 508 0.1180555 0.3086419
Stationary 3865.305 411 508 0.1180555 0.3086419
Moved 3865.336 411 541.2568 0.1180555 0.3941789
Moved 3865.367 411 563.265 0.1180555 0.4507844
Moved 3865.398 411 579.9211 0.1180555 0.4936243
Moved 3865.428 411 591.8069 0.1180555 0.5241945
Moved 3865.459 402.426 602.2961 0.09820829 0.5511732
Moved 3865.49 400.5533 609.8933 0.09387345 0.5707131
Moved 3865.521 400 615.0235 0.09259263 0.5839081
Moved 3865.551 398.551 616.449 0.08923838 0.5875746
Moved 3865.582 399 618.3745 0.09027779 0.592527
Moved 3865.613 398 619 0.08796295 0.5941358
Stationary 3865.643 398 619 0.08796295 0.5941358
Moved 3865.674 398 620.2492 0.08796295 0.5973487
Stationary 3865.705 398 620 0.08796295 0.5967077
Stationary 3865.736 398 620 0.08796295 0.5967077
Moved 3865.766 413.4949 600.2061 0.1238308 0.5457974
Moved 3865.797 432.1237 572.5018 0.1669529 0.4745415
Moved 3865.828 448.2774 549.6117 0.2043458 0.4156678
Moved 3865.858 457.7787 537.0354 0.2263397 0.3833214
Moved 3865.889 466.4076 525.5924 0.2463138 0.3538899
Moved 3865.92 474.0621 514.9379 0.2640326 0.3264864
Moved 3865.951 479.4444 508.5556 0.2764916 0.3100709
Moved 3865.981 481.7398 505.2602 0.2818051 0.3015951
Moved 3866.012 483.1691 503.8309 0.2851137 0.297919
Moved 3866.043 486.4685 504 0.2927512 0.2983539
Moved 3866.073 490.0708 511.2479 0.3010898 0.3169954
Moved 3866.104 503.6814 539.3629 0.3325959 0.3893077
Moved 3866.135 518.8974 572.0153 0.3678181 0.4732901
Moved 3866.166 526.95 594.5499 0.3864582 0.5312496
Moved 3866.196 533.3742 609.1226 0.4013292 0.5687307
Moved 3866.227 543.2374 626.4153 0.4241605 0.6132081
Moved 3866.258 552.7971 640.7294 0.4462895 0.6500242
Moved 3866.289 557.5 650.5 0.457176 0.6751543
Moved 3866.319 559 656.314 0.4606481 0.6901077
Moved 3866.35 559 659.183 0.4606481 0.6974871
Moved 3866.381 559 660.063 0.4606481 0.6997504
Moved 3866.411 536.1024 660 0.4076443 0.6995884
Moved 3866.442 497.1792 642.0768 0.3175445 0.6534898
Moved 3866.473 455.9029 620.4515 0.2219975 0.5978689
Moved 3866.503 421.2164 599.3762 0.1417047 0.543663
Moved 3866.534 394.4243 583.4546 0.07968595 0.5027124
Moved 3866.565 371.569 566.202 0.02678007 0.4583383
Moved 3866.596 352.4332 551.9466 -0.01751567 0.4216732
Moved 3866.626 336.6793 540.7435 -0.05398303 0.3928587
Moved 3866.657 321.2242 530.1345 -0.08975883 0.3655722
Moved 3866.688 310.5099 521.5099 -0.1145603 0.3433896
Moved 3866.719 303.5922 517.2961 -0.1305736 0.3325517
Moved 3866.749 300.7574 513.7574 -0.1371357 0.32345
Moved 3866.78 295.7829 509.7829 -0.1486507 0.3132276
Ended 3866.811 295.7829 509.7829 -0.1486507 0.3132276
Candidates 3866.934 13 this thus third those if food is toys of good his id ford
Began 3867.179 252 572 -0.25 0.4732509
Stationary 3867.21 252 572 -0.25 0.4732509
Moved 3867.241 266.0408 572 -0.2174981 0.4732509
Moved 3867.271 295.3932 572 -0.1495527 0.4732509
Moved 3867.302 321.5541 579.8795 -0.08899505 0.4935172
Moved 3867.333 344.2592 580.7513 -0.03643706 0.4957595
Moved 3867.364 368.6247 581.6249 0.01996448 0.4980065
Moved 3867.394 392.5 582 0.07523149 0.4989711
Moved 3867.425 410.3694 583 0.1165959 0.5015431
Moved 3867.456 432.3443 584 0.1674637 0.5041152
Ended 3867.486 433 584 0.1689814 0.5041152
Accept 3867.548 0 this
Began 3867.732 376 482 0.03703703 0.2417695
Stationary 3867.763 376 482 0.03703703 0.2417695
Stationary 3867.794 376 482 0.03703703 0.2417695
Moved 3867.824 393.0939 502.0939 0.07660628 0.2934514
Moved 3867.855 411.2982 517.4152 0.118746 0.332858
Moved 3867.886 431.2292 536.2292 0.1648825 0.381248
Moved 3867.917 449.5 554 0.2071759 0.4269547
Moved 3867.947 471.433 570.8956 0.2579468 0.4704104
Moved 3867.978 487.3509 583.2339 0.2947936 0.5021446
Moved 3868.009 502.5859 596.6549 0.3300599 0.5366637
Moved 3868.039 513.7192 606.3754 0.3558314 0.5616649
Moved 3868.07 524.0099 615.0099 0.3796526 0.5838733
Moved 3868.101 532.6401 621.6401 0.39963 0.6009262
Moved 3868.132 538.1696 625.0848 0.4124296 0.6097858
Moved 3868.162 540.5 627.5 0.4178241 0.6159979
Moved 3868.193 540 628.4601 0.4166667 0.6184672
Moved 3868.224 519.9397 628 0.3702308 0.6172838
Moved 3868.254 479.0316 603.3968 0.2755361 0.554004
Moved 3868.285 441.1446 587.2095 0.1878347 0.5123699
Moved 3868.316 412.3196 573.4754 0.1211102 0.4770457
Moved 3868.346 386.9395 559.9698 0.06236007 0.442309
Moved 3868.377 368.7193 550.8596 0.02018352 0.4188775
Moved 3868.408 350.5689 542.2845 -0.02183114 0.3968221
Moved 3868.439 334.372 533.686 -0.05932406 0.3747068
Moved 3868.469 321 526.5 -0.09027779 0.3562242
Moved 3868.5 305.5142 520.3632 -0.1261246 0.3404403
Moved 3868.531 289.4644 514.8215 -0.1632769 0.3261868
Moved 3868.562 273.2378 511.0475 -0.2008383 0.3164802
Moved 3868.592 261.1478 508.6296 -0.2288246 0.3102612
Moved 3868.623 249.9367 509 -0.2547762 0.3112139
Moved 3868.654 242.5347 509 -0.2719104 0.3112139
Moved 3868.684 236.7784 508 -0.2852353 0.3086419
Moved 3868.715 235.8725 508 -0.2873323 0.3086419
Ended 3868.746 234 508 -0.2916667 0.3086419
Candidates 3868.869 13 is goods odds oa good gods ups hours ps oops god gotta his
Began 3869.176 167 556 -0.4467593 0.4320986
Stationary 3869.207 167 556 -0.4467593 0.4320986
Moved 3869.237 195.2926 556 -0.3812671 0.4320986
Moved 3869.268 225.0763 564.8152 -0.3123233 0.4547716
Moved 3869.299 255.3895 567.4491 -0.2421539 0.461546
Moved 3869.329 295.9293 573.3275 -0.1483117 0.4766652
Moved 3869.36 326.0021 578.4004 -0.0786989 0.4897128
Moved 3869.391 341.9692 579 -0.04173785 0.4912551
Moved 3869.422 356.116 580 -0.008990765 0.4938271
Moved 3869.452 360.3388 580 0.0007841985 0.4938271
Ended 3869.483 373 580 0.0300926 0.4938271
Accept 3869.544 0 is
Began 3869.698 365 478 0.01157403 0.2314814
Stationary 3869.729 365 478 0.01157403 0.2314814
Stationary 3869.76 365 478 0.01157403 0.2314814
Stationary 3869.79 365 478 0.01157403 0.2314814
Stationary 3869.821 365 478 0.01157403 0.2314814
Moved 3869.852 365 510.3924 0.01157403 0.3147951
Moved 3869.882 356.6386 539.2529 -0.007781088 0.3890248
Moved 3869.913 352.766 563.6382 -0.01674538 0.4517442
Moved 3869.944 351.2585 576.7075 -0.02023493 0.4853586
Moved 3869.975 351 584.2343 -0.02083332 0.5047176
Moved 3870.005 351 589.4905 -0.02083332 0.5182368
Moved 3870.036 351 594.0277 -0.02083332 0.5299066
Moved 3870.067 351 596.9113 -0.02083332 0.5373232
Moved 3870.097 363.6974 602.5658 0.008558829 0.5518667
Moved 3870.128 391.8608 609.3101 0.0737519 0.5692132
Moved 3870.159 425.5194 614.1799 0.1516653 0.5817384
Moved 3870.19 454.544 614 0.2188518 0.5812756
Moved 3870.22 478.3727 614 0.2740109 0.5812756
Moved 3870.251 494 602 0.3101851 0.5504114
Moved 3870.282 517.1214 601.6098 0.363707 0.5494078
Moved 3870.313 534.765 598.7479 0.4045486 0.5420468
Ended 3870.343 542 597 0.4212962 0.5375513
