sharp cheese keeps the mind sharp
sharp cheese keeps the mind sharp
Basic
List

0.6 0.6
432 388.8
Began 570.1143 262 393 -0.2268519 0.01285996
Stationary 570.145 262 393 -0.2268519 0.01285996
Stationary 570.1757 262 393 -0.2268519 0.01285996
Moved 570.2064 283.6756 404.408 -0.1766769 0.04220166
Moved 570.2372 315.8671 409.2168 -0.1021595 0.05456991
Moved 570.2679 352.7205 414.3441 -0.01685063 0.06775738
Moved 570.2986 378.8601 416 0.04365762 0.07201634
Moved 570.3294 399.0236 416 0.09033233 0.07201634
Moved 570.3601 411.6933 417.9233 0.1196603 0.07696328
Moved 570.3908 422.3637 419.7879 0.1443605 0.08175892
Moved 570.4216 428.6602 420.6602 0.1589356 0.08400246
Moved 570.4523 432.1523 421 0.1670192 0.08487643
Moved 570.4831 434 422 0.1712963 0.08744851
Stationary 570.5138 434 422 0.1712963 0.08744851
Stationary 570.5446 434 422 0.1712963 0.08744851
Moved 570.5753 434 423 0.1712963 0.09002049
Moved 570.606 407.3788 423 0.1096731 0.09002049
Moved 570.6367 380.2025 423 0.04676491 0.09002049
Moved 570.6675 347.9948 411.8168 -0.02778992 0.06125709
Moved 570.6982 311.3532 402.9733 -0.1126082 0.03851156
Moved 570.7289 283.5943 396.2432 -0.1768651 0.02120155
Moved 570.7596 262.2106 390.4888 -0.2263644 0.006401077
Moved 570.7904 245.4722 386.2103 -0.2651106 -0.004603107
Moved 570.8211 231.6975 383.3395 -0.2969965 -0.0119871
Moved 570.8519 220.8762 381 -0.3220458 -0.01800419
Moved 570.8826 212.7955 379.5985 -0.3407512 -0.02160885
Moved 570.9133 208.1835 380 -0.3514271 -0.02057613
Moved 570.944 204.2227 380 -0.3605955 -0.02057613
Moved 570.9748 201.3591 380 -0.3672242 -0.02057613
Moved 571.0056 199.9218 380 -0.3705513 -0.02057613
Moved 571.0363 199 393.2319 -0.3726852 0.0134565
Moved 571.067 216.4378 415.2972 -0.33232 0.07020887
Moved 571.0977 241.1472 441.1472 -0.2751221 0.1366955
Moved 571.1284 266.7437 461.8078 -0.215871 0.1898348
Moved 571.1592 289.264 479.9029 -0.1637407 0.2363756
Moved 571.1899 313.4028 496.2518 -0.1078638 0.2784252
Moved 571.2206 328.5208 506.1125 -0.07286856 0.3037871
Moved 571.2514 344.9275 516.9517 -0.03488997 0.3316658
Moved 571.2821 357.7377 524.0427 -0.005236716 0.3499039
Moved 571.3129 372.8758 528.2189 0.029805 0.3606453
Moved 571.3436 389.8467 532.5215 0.06908963 0.3717115
Moved 571.3743 419.3129 534 0.1372984 0.3755144
Moved 571.405 458.0966 529.9517 0.2270755 0.365102
Moved 571.4358 498.8407 515.1382 0.3213905 0.3270014
Moved 571.4666 525.1021 502.449 0.3821807 0.2943645
Moved 571.4973 545.4997 490.7502 0.4293974 0.2642751
Moved 571.528 559.4479 481.7761 0.4616849 0.2411934
Moved 571.5587 566.2433 479 0.4774151 0.2340534
Moved 571.5894 573.0596 474.9702 0.4931934 0.2236887
Moved 571.6201 578.8085 475 0.5065012 0.2237653
Moved 571.6509 583.7758 475 0.5179995 0.2237653
Moved 571.6816 587.2924 475 0.5261397 0.2237653
Moved 571.7123 590.1628 475 0.5327842 0.2237653
Moved 571.7431 592.0453 475 0.537142 0.2237653
Ended 571.7738 592 475 0.5370371 0.2237653
Candidates 571.866 13 sharp sheep email keep cheap paul detail karl do video so step retail
Began 572.7573 254 300 -0.2453704 -0.2263375
Stationary 572.788 254 300 -0.2453704 -0.2263375
Moved 572.8188 271.6158 315.2671 -0.2045929 -0.1870702
Moved 572.8495 298.094 341.8613 -0.1433009 -0.1186694
Moved 572.8802 315.5295 356.5295 -0.1029409 -0.08094261
Moved 572.9109 331.1341 370.7609 -0.06681915 -0.04433926
