exercise is good for the mind
exercise is good for the mind
FixStart
Radial

0.6 0.6
432 388.8
Began 338.7148 335 328 -0.05787035 -0.1543211
Stationary 338.7455 335 328 -0.05787035 -0.1543211
Moved 338.7762 312.5434 348.9326 -0.1098533 -0.1004821
Moved 338.807 272.2757 389.9904 -0.2030655 0.005119151
Moved 338.8377 240.8404 425.1595 -0.2758323 0.09557484
Moved 338.8684 220.2059 445.3284 -0.3235974 0.1474494
Moved 338.8991 212.561 448.2195 -0.3412939 0.1548854
Moved 338.9298 203.1113 440.2226 -0.3631683 0.1343173
Moved 338.9606 188.458 358.5803 -0.3970879 -0.07566797
Moved 338.9913 204.8294 255.162 -0.3591913 -0.3416616
Moved 339.0221 215.7905 197.6759 -0.3338183 -0.4895167
Moved 339.0528 223 161.5 -0.3171296 -0.5825617
Moved 339.0835 225 148.7318 -0.3125 -0.6154018
Moved 339.1143 225 146 -0.3125 -0.6224281
Moved 339.145 200.5477 206.8763 -0.3691026 -0.4658531
Moved 339.1757 184.9937 295.0553 -0.4051072 -0.2390553
Moved 339.2065 182 365.3633 -0.412037 -0.05822193
Moved 339.2372 182 396.5466 -0.412037 0.02198203
Moved 339.2679 193.4324 418.1621 -0.3855732 0.0775774
Moved 339.2986 211.1737 443.9004 -0.3445053 0.1437766
Moved 339.3294 244.7312 472.2888 -0.2668259 0.2167919
Moved 339.3601 262.7416 473 -0.2251351 0.2186213
Moved 339.3907 285.0149 442.9702 -0.1735766 0.1413842
Moved 339.4216 292 353.1417 -0.1574074 -0.08965613
Moved 339.4523 278.1235 262.2669 -0.1895289 -0.3233876
Moved 339.483 267.2024 221.7422 -0.2148092 -0.4276179
Moved 339.5137 258.5 199 -0.2349537 -0.4861111
Moved 339.5445 253.8103 188.7153 -0.2458096 -0.5125635
Moved 339.5752 253 186 -0.2476852 -0.5195474
Moved 339.606 261.9416 217.9026 -0.2269872 -0.4374933
Moved 339.6367 292.3927 296.1068 -0.1564983 -0.2363508
Moved 339.6674 333.5466 385.8887 -0.06123473 -0.005430213
Moved 339.6982 358.5683 433.3524 -0.003314217 0.1166472
Moved 339.7289 381.5925 464.5647 0.04998267 0.1969256
Moved 339.7596 389.468 474.202 0.06821294 0.2217128
Moved 339.7903 391.1128 477.2256 0.07202039 0.2294895
Moved 339.821 391 478 0.07175922 0.2314814
Moved 339.8513 327.2129 419.2129 -0.07589609 0.08027998
Moved 339.8825 243.0137 337.0137 -0.2708015 -0.1311375
Moved 339.9132 216.3157 314.8069 -0.3326026 -0.1882538
Moved 339.944 191.0511 294.0383 -0.3910854 -0.241671
Moved 339.9747 171.5 280 -0.4363426 -0.2777778
Moved 340.0054 160.3297 274.6649 -0.4621996 -0.2915
