this is a very good idea
Moved 353.6022 245.7298 357.2125 -0.2645144 -0.07918613
Moved 353.6329 282.555 428.1735 -0.1792708 0.1033269
Moved 353.6636 305.4468 467.915 -0.1262805 0.2055425
Moved 353.6944 319.1617 489.2695 -0.09453317 0.2604667
Moved 353.7251 321 492.7773 -0.09027779 0.2694888
Stationary 353.7559 321 493 -0.09027779 0.2700616
Moved 353.7865 291.7313 468.4016 -0.1580293 0.2067941
Moved 353.8173 240.2077 427.4234 -0.277297 0.1013976
Moved 353.848 183.3781 386.9187 -0.4088471 -0.002781118
Moved 353.8788 144.2203 357.3936 -0.49949 -0.07872028
Moved 353.9095 122.6476 343.582 -0.5494269 -0.114244
Moved 353.9402 111.2007 334.4005 -0.5759244 -0.1378588
Moved 353.9709 110 333 -0.5787036 -0.141461
Ended 354.0016 110 333 -0.5787036 -0.141461
Candidates 354.0938 13 is usa us guys gus hits toys yours guess fits irs hours its
Began 354.4011 175 386 -0.4282407 -0.005144111
Stationary 354.4318 175 386 -0.4282407 -0.005144111
Moved 354.4626 215.6712 386 -0.3340943 -0.005144111
Moved 354.4933 263.9739 386 -0.2222826 -0.005144111
Moved 354.524 310.7267 386 -0.1140586 -0.005144111
Ended 354.5547 342.3926 374.0955 -0.04075775 -0.03576279
Accept 354.6161 0 is
Began 354.7391 359 399 -0.002314796 0.02829214
Moved 354.7698 329.5328 399 -0.07052585 0.02829214
Moved 354.8005 286.2323 392 -0.1707586 0.01028803
Moved 354.8312 256.3091 392 -0.2400253 0.01028803
Moved 354.862 228.7811 392 -0.3037474 0.01028803
Moved 354.8927 210.142 392 -0.3468936 0.01028803
Moved 354.9234 195.8844 391 -0.3798972 0.007715971
Moved 354.9541 187.8096 390 -0.3985889 0.005143954
Moved 354.9849 183.7504 390 -0.4079853 0.005143954
Moved 355.0156 181.1514 390 -0.4140013 0.005143954
Moved 355.0463 179.7132 390 -0.4173304 0.005143954
Moved 355.077 179 390 -0.4189815 0.005143954
Ended 355.1078 179 390 -0.4189815 0.005143954
Candidates 355.1692 13 a as sa ga aaa da faa aa sd fda ss fas gas
Began 355.5072 196 403 -0.3796296 0.03858017
Moved 355.538 214.4931 403 -0.3368216 0.03858017
Moved 355.5687 264.0739 403 -0.2220511 0.03858017
Moved 355.5994 323.6597 403 -0.08412108 0.03858017
Moved 355.6301 359.5809 403 -0.0009702146 0.03858017
Ended 355.6608 385 403 0.05787035 0.03858017
Accept 355.7223 0 a
Began 355.7837 318 431 -0.09722222 0.1105966
Stationary 355.8145 318 431 -0.09722222 0.1105966
Moved 355.8452 318 417.3359 -0.09722222 0.07545243
Moved 355.8759 300.2102 373.2623 -0.1384023 -0.03790577
Moved 355.9066 290.7858 341.3574 -0.1602181 -0.1199657
Moved 355.9374 284.4062 315.6248 -0.1749856 -0.1861502
Moved 355.9681 280.5 302.5 -0.1840278 -0.2199075
Moved 355.9988 275.7583 298.7583 -0.195004 -0.2295311
Moved 356.0295 265.5297 310.6465 -0.2186812 -0.1989543
Moved 356.0603 243.3923 370.5682 -0.2699252 -0.04483501
Moved 356.091 229.5499 427.7104 -0.3019679 0.1021359
Moved 356.1217 220.5697 477.9617 -0.3227554 0.2313828
Moved 356.1524 215.6369 514.2675 -0.3341737 0.3247619
Moved 356.1832 212.1 544.0004 -0.3423612 0.4012354
Moved 356.2139 211 562.1041 -0.3449074 0.4477984
Moved 356.2446 211 571.0167 -0.3449074 0.4707218
Moved 356.2754 211 575.498 -0.3449074 0.4822479
Moved 356.3061 224.2081 580.9351 -0.3143332 0.4962323
Moved 356.3368 253.3177 586.3863 -0.2469496 0.5102527
Moved 356.3676 276.1476 587 -0.1941027 0.5118312
Moved 356.3983 300.5638 587 -0.1375837 0.5118312
Moved 356.429 317.0171 587 -0.09949747 0.5118312
Moved 356.4597 326.166 587 -0.07831936 0.5118312
Ended 356.4904 332.3559 587 -0.063991 0.5118312
Candidates 356.5519 13 very vary cry better career carey betty vast car bet battery set cat
Began 356.982 206 413 -0.3564815 0.06430033
Moved 357.0128 230.0308 413 -0.3008547 0.06430033
Moved 357.0435 280.4803 413 -0.1840733 0.06430033
Moved 357.0742 326.7565 413 -0.07695248 0.06430033
Moved 357.1049 359.1227 413 -0.00203078 0.06430033
Ended 357.1357 387.9025 413 0.06458908 0.06430033
Accept 357.1971 0 very
Began 357.3507 300 418 -0.1388889 0.07716041
Stationary 357.3815 300 418 -0.1388889 0.07716041
Stationary 357.4122 300 418 -0.1388889 0.07716041
Stationary 357.4429 300 418 -0.1388889 0.07716041
Stationary 357.4737 300 418 -0.1388889 0.07716041
Stationary 357.5044 300 418 -0.1388889 0.07716041
Moved 357.5351 342.2561 455.2241 -0.04107386 0.1729015
Moved 357.5658 379.9066 488.5795 0.04608015 0.2586921
Moved 357.5966 403.9541 510.9541 0.1017457 0.3162398
Moved 357.6273 417.4804 520.6103 0.1330566 0.3410757
Moved 357.658 424.7745 527.183 0.149941 0.357981
Moved 357.6888 428.976 530.976 0.1596666 0.3677366
Moved 357.7195 431.6969 533 0.1659652 0.3729423
Moved 357.7502 433.2081 534.2081 0.1694632 0.3760497
Stationary 357.7809 433 534 0.1689814 0.3755144
Moved 357.8116 413.0925 520.8761 0.1228993 0.3417594
Moved 357.8423 359.1568 484.1046 -0.001951804 0.2471824
Moved 357.8731 302.9851 446.9898 -0.1319789 0.1517227
Moved 357.9039 250 417.5 -0.2546296 0.0758744
Moved 357.9346 200.3068 381.8278 -0.3696601 -0.01587503
Moved 357.9653 180.7221 365.5777 -0.4149951 -0.0576706
Moved 357.996 171.8443 358.4221 -0.4355456 -0.07607487
Moved 358.0268 169.032 357 -0.4420556 -0.07973259
Ended 358.0575 169 357 -0.4421296 -0.07973259
Candidates 358.1497 13 good is goods odd his odds if gods id god oz us pass
Began 358.5491 209 391 -0.349537 0.007715971
Moved 358.5799 226.8459 391 -0.3082271 0.007715971
Moved 358.6105 266.0848 382.5277 -0.2173963 -0.01407498
Moved 358.6413 317.5876 383 -0.09817675 -0.01286016
Moved 358.672 368.491 376.1856 0.01965513 -0.03038689
Moved 358.7027 405.8699 370.355 0.1061803 -0.0453832
Ended 358.7335 417 368 0.1319444 -0.05144041
Accept 358.7949 0 good
Began 358.9178 258 347 -0.2361111 -0.1054527
Stationary 358.9485 258 347 -0.2361111 -0.1054527
Moved 358.9792 275.1145 381.697 -0.1964943 -0.01621152
Moved 359.0099 320.5975 455.9294 -0.09120946 0.1747156
Moved 359.0407 347.2444 492.9421 -0.0295268 0.2699128
Moved 359.0714 355.286 501.286 -0.01091202 0.2913734
Moved 359.1021 356 503 -0.009259283 0.2957818
Stationary 359.1329 356 503 -0.009259283 0.2957818
Moved 359.1636 314.6921 452.6579 -0.1048793 0.1663011
Moved 359.1943 265.3673 401.3673 -0.2190571 0.03438086
Moved 359.225 227.9356 363.9356 -0.3057046 -0.06189409
Moved 359.2558 200.7813 339.6836 -0.3685619 -0.1242706
Moved 359.2865 183.0092 324.6074 -0.4097009 -0.163047
Moved 359.3172 174.0325 318.6775 -0.4304803 -0.1782987
Moved 359.348 169.9612 318 -0.4399047 -0.1800412
Moved 359.3787 162.756 331.11 -0.4565834 -0.146322
Moved 359.4094 159 387.5242 -0.4652778 -0.001223882
Moved 359.4402 159 430.9625 -0.4652778 0.1105
Moved 359.4709 167.5754 455.0278 -0.4454273 0.1723964
Moved 359.5016 169.9925 467.9623 -0.4398322 0.2056644
Moved 359.5323 170 470.7054 -0.4398148 0.2127197
Moved 359.5631 170 472.2123 -0.4398148 0.2165954
Stationary 359.5938 170 472 -0.4398148 0.2160493
Moved 359.6245 140.0205 419.2451 -0.5092117 0.08036287
Moved 359.6552 125.1461 389.2923 -0.5436432 0.003323731
Moved 359.686 112.0972 356.2137 -0.5738492 -0.08175477
Moved 359.7167 102 334.5 -0.5972223 -0.1376029
Moved 359.7474 94.57408 321.2902 -0.6144118 -0.1715789
Moved 359.7781 91.13203 313.3961 -0.6223795 -0.1918825
Ended 359.8089 91 311.7856 -0.6226851 -0.1960247
Candidates 359.901 13 idea ideas guides users uses guided offers used offered houses orders posted updates
Began 360.1776 147 396 -0.4930556 0.02057605
Stationary 360.2084 147 396 -0.4930556 0.02057605
Moved 360.2391 158.041 396 -0.4674977 0.02057605
Moved 360.2697 199.4697 396 -0.3715981 0.02057605
Moved 360.3005 264.3372 405.9539 -0.2214418 0.04617761
Moved 360.3312 321.4687 416.2448 -0.08919284 0.07264584
Ended 360.3616 339 419 -0.04861111 0.07973251
Accept 360.4541 0 idea
Began 360.5156 163 392 -0.4560185 0.01028803
Stationary 360.5463 163 392 -0.4560185 0.01028803
Moved 360.577 196.8494 392 -0.3776635 0.01028803
Moved 360.6078 252.8796 414.2932 -0.2479638 0.06762649
Moved 360.6385 300.0381 426.0095 -0.1388006 0.09776106
Moved 360.6692 350.8749 437.9766 -0.02112299 0.1285405
Moved 360.6999 405.7859 448.1526 0.1059859 0.1547136
Moved 360.7307 456.5897 455.8786 0.2235872 0.1745848
Moved 360.7614 477.9565 455 0.2730474 0.172325
Moved 360.7922 491.2979 456 0.3039303 0.174897
Ended 360.8229 497 456 0.3171296 0.174897
PhraseEnd 360.915
