is there any indication of this
is there any indication of this
FixStart
List

0.6 0.6
432 388.8
Began 1981.161 363 423 0.006944438 0.09002049
Moved 1981.192 377.3341 445.1396 0.04012525 0.1469639
Moved 1981.222 403.7285 483.9935 0.1012235 0.2468967
Moved 1981.253 434.1409 520.2503 0.1716223 0.3401499
Moved 1981.284 460.7825 552.739 0.2332928 0.4237114
Moved 1981.315 476.6977 571.0372 0.2701335 0.4707746
Moved 1981.345 486.6255 582.6254 0.2931145 0.5005797
Moved 1981.376 488.7116 586.7116 0.2979436 0.5110894
Moved 1981.407 490.5796 589.5796 0.3022675 0.5184659
Moved 1981.438 491 591 0.3032407 0.5221192
Moved 1981.468 491 592 0.3032407 0.5246913
Moved 1981.499 475.9981 592 0.2685141 0.5246913
Moved 1981.53 451.9082 576.5863 0.2127504 0.485047
Moved 1981.56 414.5526 554.5695 0.1262791 0.4284194
Moved 1981.591 382.795 535.2585 0.0527663 0.3787512
Moved 1981.622 349.0194 513.0117 -0.02541795 0.321532
Moved 1981.653 323.9292 497.5309 -0.08349731 0.2817153
Moved 1981.683 299.3648 484.051 -0.1403591 0.2470447
Moved 1981.714 281.8268 473.7582 -0.1809565 0.2205713
Moved 1981.745 263.0926 463.4556 -0.2243226 0.1940729
Moved 1981.776 247.7515 454.9006 -0.2598344 0.1720694
Moved 1981.806 232.5354 446.9213 -0.2950568 0.1515464
Moved 1981.837 216.2202 438.6101 -0.3328236 0.13017
Moved 1981.868 205.6739 433.337 -0.3572362 0.1166074
Moved 1981.898 198.6017 429.8008 -0.3736072 0.1075124
Moved 1981.929 195.2862 429 -0.381282 0.1054526
Ended 1981.96 194.5 429 -0.3831018 0.1054526
Candidates 1982.083 13 is its us usa his hits if id ita toys gotta hours guys
Began 1982.636 374 424 0.03240744 0.09259254
Moved 1982.667 374 429.2634 0.03240744 0.10613
Moved 1982.697 361.3995 458.8015 0.003239612 0.1821025
Moved 1982.728 353.2194 495.1225 -0.01569594 0.2755207
Moved 1982.759 348.381 523.9047 -0.0268959 0.3495489
Moved 1982.79 343.3188 545.0871 -0.03861383 0.4040305
Moved 1982.82 340.4509 556.0982 -0.04525254 0.4323513
Moved 1982.851 339 562.8428 -0.04861111 0.4496986
Moved 1982.882 337.0657 565.9343 -0.05308872 0.4576499
Moved 1982.912 337 567.3723 -0.05324075 0.4613485
Stationary 1982.943 337 567 -0.05324075 0.4603909
Moved 1982.974 361.9297 529.9126 0.004466772 0.3650014
Moved 1983.005 386.9344 486.1312 0.06234815 0.252395
Moved 1983.035 400.0294 455.9266 0.09266058 0.1747082
Moved 1983.066 404.8785 442.3643 0.1038855 0.1398258
Moved 1983.097 406 437.5798 0.1064815 0.1275201
Moved 1983.128 406 437 0.1064815 0.1260288
Moved 1983.158 376.3369 456.512 0.03781677 0.1762138
Moved 1983.189 347.3007 484.955 -0.02939662 0.2493697
Moved 1983.22 322.3672 508.6329 -0.08711308 0.3102697
Moved 1983.25 303.6831 526.317 -0.1303633 0.3557534
Moved 1983.281 279.8588 547.1412 -0.1855121 0.4093138
Moved 1983.312 261.7621 564.4337 -0.2274025 0.4537902
Moved 1983.343 244.3072 581.366 -0.2678074 0.4973405
Moved 1983.373 238.4571 587.5429 -0.2813493 0.5132275
Moved 1983.404 237 591.3988 -0.2847222 0.523145
Moved 1983.435 237 595.8458 -0.2847222 0.5345826
Moved 1983.466 237 601.5831 -0.2847222 0.5493392
Moved 1983.496 255.7227 607.6747 -0.2413826 0.5650068
Moved 1983.527 271.1514 608 -0.205668 0.5658435
Moved 1983.558 288.6577 608 -0.1651443 0.5658435
Moved 1983.589 296.9406 608 -0.1459709 0.5658435
Moved 1983.619 301 608 -0.1365741 0.5658435
Moved 1983.65 302 599.6147 -0.1342593 0.5442764
Moved 1983.681 302 596.743 -0.1342593 0.5368903
Moved 1983.711 289.3954 586.5164 -0.1634365 0.5105872
Moved 1983.742 272.8939 575.3528 -0.2016346 0.4818743
Moved 1983.773 254.5036 566.0021 -0.2442046 0.4578242
Moved 1983.804 237.7683 559.2561 -0.2829438 0.4404734
Moved 1983.834 227.2728 554.7576 -0.3072388 0.4289032
Moved 1983.865 219.4232 551.2115 -0.3254094 0.4197827
Ended 1983.896 215.3341 548.5561 -0.3348747 0.4129528
Accept 1984.019 0 is
Candidates 1984.019 13 there the here threw these grew free re tree theatre her he theater
Began 1984.756 348 431 -0.0277778 0.1105966
Moved 1984.787 333.3694 431 -0.06164481 0.1105966
Moved 1984.818 279.6323 445.8419 -0.1860364 0.1487702
Moved 1984.848 246.7722 450.7047 -0.2621014 0.1612773
Moved 1984.879 213.0545 455.6621 -0.3401516 0.174028
Moved 1984.91 189.2829 458.531 -0.3951786 0.1814068
Moved 1984.94 177.391 460.4023 -0.4227061 0.1862198
Moved 1984.971 174.0539 461 -0.4304307 0.1877571
Moved 1985.002 174 462 -0.4305556 0.1903292
Moved 1985.033 297.8554 419.7479 -0.1438532 0.0816561
Moved 1985.063 366.9445 384.6839 0.01607518 -0.008529066
Moved 1985.094 417.6259 357.0619 0.1333932 -0.07957341
Moved 1985.125 431.0028 348.9984 0.1643583 -0.1003128
Moved 1985.156 447.4734 341.1317 0.2024847 -0.1205462
Moved 1985.186 453.8012 338.733 0.2171324 -0.1267156
Moved 1985.217 456 339 0.2222222 -0.1260288
Moved 1985.248 457 339 0.2245371 -0.1260288
Moved 1985.278 446.5 366 0.2002315 -0.05658444
Moved 1985.309 412.8697 412.6433 0.1223835 0.06338296
Moved 1985.34 389.6862 441.0851 0.06871799 0.1365357
Moved 1985.371 369.1778 466.3428 0.02124489 0.201499
Moved 1985.401 357.8401 485.6559 -0.004999886 0.2511725
Moved 1985.432 350.3601 504.1993 -0.02231449 0.2988664
Moved 1985.463 345.4917 521.5579 -0.03358394 0.3435129
Moved 1985.494 344 547.6355 -0.03703703 0.410585
Ended 1985.524 344 565.5 -0.03703703 0.4565328
Accept 1985.616 0 there
Candidates 1985.616 13 any same game sent amy sale army danny admit able deny salt sky
Began 1986.415 272 451 -0.2037037 0.162037
Stationary 1986.446 272 451 -0.2037037 0.162037
Moved 1986.477 302.4108 484.9519 -0.1333083 0.2493618
Moved 1986.508 328.5852 511.6437 -0.07271951 0.3180135
Moved 1986.538 358.5608 540.5609 -0.003331453 0.3923889
