the facts get in the way
the facts get in the way
Basic
List

0.6 0.6
432 388.8
Began 769.5886 310 606 -0.1157407 0.5606995
Stationary 769.6202 310 606 -0.1157407 0.5606995
Stationary 769.6509 310 606 -0.1157407 0.5606995
Stationary 769.6817 310 606 -0.1157407 0.5606995
Stationary 769.7125 310 606 -0.1157407 0.5606995
Moved 769.7431 292.482 595.446 -0.1562917 0.5335544
Moved 769.7739 286.8992 586.7983 -0.1692149 0.5113125
Moved 769.8046 283.0845 575.338 -0.1780452 0.4818362
Moved 769.8353 283 562.8264 -0.1782407 0.4496563
Moved 769.866 283 547.1514 -0.1782407 0.4093399
Moved 769.8967 283 525.7695 -0.1782407 0.3543452
Moved 769.9274 293.614 509.158 -0.1536712 0.3116201
Moved 769.9582 300.8683 493.2635 -0.136879 0.2707393
Moved 769.9889 309.4772 477.538 -0.1169509 0.230293
Moved 770.0197 318.0721 463.5705 -0.09705529 0.1943684
Moved 770.0504 326.6892 454.3108 -0.07710839 0.1705524
Moved 770.0811 334.3024 445.6976 -0.05948523 0.1483992
Moved 770.1118 341.9016 437.0984 -0.04189437 0.1262818
Moved 770.1425 350.5 430 -0.02199074 0.1080246
Moved 770.1733 356.0339 423.9661 -0.009180704 0.09250523
Moved 770.204 362.7795 419.1102 0.006434123 0.08001594
Moved 770.2347 370.266 413.4893 0.02376398 0.06555887
Moved 770.2654 377.6859 408.5427 0.04093965 0.05283614
Moved 770.2961 385.3536 402.6464 0.05868902 0.03767065
Moved 770.3268 392.1074 398.9463 0.07432262 0.02815403
Moved 770.3576 398.8391 393.1609 0.08990537 0.01327389
Moved 770.3884 404.8648 389.1352 0.1038537 0.002919695
Moved 770.4191 410.5988 384.4012 0.117127 -0.009256331
Moved 770.4498 414.1795 380.8204 0.1254156 -0.01846604
Moved 770.4805 415.5 378 0.1284723 -0.02572024
Moved 770.5112 417 376.3777 0.1319444 -0.02989262
Moved 770.5419 417 375.5 0.1319444 -0.03215028
Moved 770.5727 417 376 0.1319444 -0.03086435
Moved 770.6034 393.7335 393.3713 0.07808685 0.01381497
Moved 770.6342 375.3971 410.6029 0.03564149 0.05813496
Moved 770.6649 357.5024 426.2126 -0.005781551 0.09828331
Moved 770.6956 337.5 443 -0.05208333 0.1414608
Moved 770.7263 322.8765 455.103 -0.0859341 0.1725899
Moved 770.757 311.4496 465.5504 -0.1123853 0.1994608
Moved 770.7878 295.4349 477.2825 -0.1494562 0.229636
Moved 770.8185 285.0578 485.7067 -0.1734774 0.2513031
Moved 770.8492 274.2557 492.5582 -0.1984822 0.2689253
Moved 770.8799 266.821 497.1193 -0.2156921 0.2806566
Moved 770.9106 261.1343 500.8657 -0.2288558 0.2902924
Moved 770.9414 256.0934 503.4533 -0.2405245 0.2969477
Moved 770.9721 252.6708 506.3292 -0.2484472 0.3043444
Moved 771.0028 249.7995 509.2005 -0.2550938 0.3117296
Moved 771.0336 248.1767 510 -0.2588502 0.3137859
Moved 771.0643 247 511 -0.2615741 0.3163579
