is there any indication of this
Moved 1148.641 219 529.6223 -0.3263889 0.3642547
Moved 1148.672 240.8252 535.85 -0.2758675 0.3802726
Moved 1148.702 264.0317 536 -0.2221489 0.3806583
Moved 1148.733 285.5824 536 -0.172263 0.3806583
Moved 1148.764 296.308 530.6148 -0.1474353 0.3668075
Moved 1148.794 302.6414 525.6793 -0.1327746 0.3541134
Moved 1148.825 303 523.9141 -0.1319445 0.3495731
Moved 1148.856 303 519.8207 -0.1319445 0.3390449
Moved 1148.887 292.4731 514.3683 -0.1563122 0.3250212
Moved 1148.917 279.1114 509.6445 -0.1872421 0.3128717
Moved 1148.948 267.8466 509 -0.213318 0.3112139
Moved 1148.979 258.0745 508 -0.2359387 0.3086419
Moved 1149.01 252 508 -0.25 0.3086419
Ended 1149.04 245 508 -0.2662037 0.3086419
Candidates 1149.102 13 there the that here threw he her these free theatre where sheet theater
Began 1149.501 372 416 0.02777775 0.07201634
Moved 1149.532 384.6942 416 0.05716245 0.07201634
Moved 1149.563 412.8084 416 0.1222418 0.07201634
Moved 1149.594 433.6394 406.3606 0.1704616 0.04722364
Ended 1149.624 438 408 0.1805556 0.05144025
Accept 1149.686 0 there
Began 1150.147 240 417 -0.2777777 0.0745884
Stationary 1150.178 240 417 -0.2777777 0.0745884
Stationary 1150.208 240 417 -0.2777777 0.0745884
Moved 1150.239 273.8542 386.5167 -0.1994116 -0.003815247
Moved 1150.27 343.423 337.3606 -0.03837262 -0.1302454
Moved 1150.301 368.8679 322.0792 0.02052764 -0.1695494
Moved 1150.331 429.7017 288.5521 0.1613466 -0.2557817
Moved 1150.362 456.077 274.2906 0.2224004 -0.2924626
Moved 1150.393 462.7202 271.4266 0.2377781 -0.2998287
Moved 1150.423 468.2484 269 0.250575 -0.30607
Moved 1150.454 470.5 267.5 0.2557871 -0.309928
Moved 1150.485 451.6078 294.9752 0.212055 -0.2392613
Moved 1150.516 409.1415 354.2473 0.1137536 -0.0868127
Moved 1150.546 387.8044 394.3913 0.06436189 0.01643844
Moved 1150.577 372.0381 427.7009 0.02786606 0.1021112
Moved 1150.608 359.5045 462.4865 -0.001147042 0.1915804
Moved 1150.639 351.9281 489.2877 -0.01868496 0.2605134
Moved 1150.669 349.0789 510.4478 -0.02528037 0.3149377
Ended 1150.7 347.8018 516.9908 -0.02823646 0.3317663
Candidates 1150.792 13 any same amy entry enter rent admit fdny angry game went anti able
Began 1151.192 389 411 0.06712963 0.05915629
Stationary 1151.223 389 411 0.06712963 0.05915629
Moved 1151.253 426.8065 411 0.1546447 0.05915629
Moved 1151.284 469.1447 411 0.2526499 0.05915629
Ended 1151.315 484.9743 411 0.2892923 0.05915629
Accept 1151.376 0 any
Began 1151.807 481 555 0.2800926 0.4295266
Stationary 1151.837 481 555 0.2800926 0.4295266
Stationary 1151.868 481 555 0.2800926 0.4295266
Stationary 1151.899 481 555 0.2800926 0.4295266
Stationary 1151.929 481 555 0.2800926 0.4295266
Moved 1151.96 455.5383 493.1107 0.2211535 0.2703464
Moved 1151.991 436.727 405.6351 0.1776088 0.04535785
Moved 1152.022 429.3992 355.3874 0.1606463 -0.08388025
Moved 1152.052 427.1337 317.0056 0.1554021 -0.1825987
Moved 1152.083 427 289.3402 0.1550926 -0.2537547
Moved 1152.114 427 279.2909 0.1550926 -0.2796017
Moved 1152.145 427 273.0307 0.1550926 -0.295703
Moved 1152.175 426 269.3863 0.1527777 -0.3050765
Moved 1152.206 426 267.6879 0.1527777 -0.3094448
Moved 1152.237 422.2621 266 0.1441252 -0.3137861
Moved 1152.267 400.7027 266 0.09421925 -0.3137861
Moved 1152.298 373.8745 297.3868 0.03211697 -0.2330588
Moved 1152.329 343.6243 321.9437 -0.03790671 -0.1698978
Moved 1152.36 323.5448 340.9642 -0.08438702 -0.120977
Moved 1152.391 296.9493 371.6608 -0.1459506 -0.04202485
Moved 1152.421 278.932 393.746 -0.1876574 0.01477862
Moved 1152.452 268.5756 407.7073 -0.2116306 0.05068751
Moved 1152.483 264.3083 416.7666 -0.2215084 0.07398805
Moved 1152.513 264 424.7876 -0.2222222 0.09461822
Moved 1152.544 264 432.5027 -0.2222222 0.1144615
Moved 1152.575 299.3266 456.7296 -0.1404477 0.1767737
Moved 1152.606 348.0094 478.9559 -0.02775609 0.23394
Moved 1152.636 398.4359 496.3307 0.08897205 0.2786284
Moved 1152.667 412.7671 500.362 0.122146 0.2889969
Moved 1152.698 428.6759 504.4788 0.158972 0.2995854
Moved 1152.729 437.6445 506.5482 0.1797327 0.3049077
Moved 1152.759 462.7341 514.2202 0.2378104 0.3246404
Moved 1152.79 471.5 516.5 0.2581018 0.3305041
Moved 1152.821 474.8964 516 0.2659638 0.329218
Moved 1152.851 476 516 0.2685185 0.329218
Moved 1152.882 477.5 516 0.2719907 0.329218
Moved 1152.913 477 494 0.2708333 0.2726337
Moved 1152.944 408.887 387.7966 0.1131644 -0.0005231472
Moved 1152.974 380.0751 331.7846 0.04647017 -0.1445871
Moved 1153.005 365.3168 299.792 0.01230737 -0.2268725
Moved 1153.036 355.5494 277.1317 -0.01030236 -0.2851553
Moved 1153.067 349.4584 263.146 -0.02440184 -0.3211267
Moved 1153.097 344.3661 255.0492 -0.03618956 -0.3419516
Moved 1153.128 340.2762 251.1382 -0.04565686 -0.3520108
Moved 1153.159 331.3261 251 -0.06637474 -0.3523664
Moved 1153.19 304.5898 263.7156 -0.1282644 -0.3196616
Moved 1153.22 265.875 290.0834 -0.217882 -0.2518432
Moved 1153.251 205.5356 331.3483 -0.3575565 -0.145709
Moved 1153.282 190.313 341.458 -0.3927939 -0.1197068
Moved 1153.313 174 356 -0.4305556 -0.0823046
Moved 1153.343 160.6837 370.3163 -0.4613804 -0.04548273
Moved 1153.374 151.7785 383.443 -0.4819942 -0.01172077
Moved 1153.404 147.8467 392.6131 -0.4910955 0.01186496
Moved 1153.435 147 399.2496 -0.4930556 0.02893424
Moved 1153.466 147 408.8754 -0.4930556 0.05369171
Moved 1153.497 160.7215 424.2532 -0.4612927 0.09324364
Moved 1153.528 182.759 443.6072 -0.4102802 0.1430225
Moved 1153.558 241.261 483.3869 -0.2748587 0.2453366
Moved 1153.589 279.7913 513.0599 -0.1856684 0.321656
Moved 1153.62 300.388 524.694 -0.1379908 0.3515792
Moved 1153.651 315.8915 531.9349 -0.102103 0.3702028
Moved 1153.681 330.8893 536.5398 -0.06738598 0.3820467
Moved 1153.712 352.5991 542.8249 -0.01713172 0.3982121
Moved 1153.743 372.6867 545 0.02936741 0.4038065
Moved 1153.774 415.2401 547 0.1278705 0.4089505
Moved 1153.804 433.9581 547 0.1711992 0.4089505
Moved 1153.835 452.5264 547 0.2141815 0.4089505
Moved 1153.866 461.9143 547 0.2359127 0.4089505
Moved 1153.896 470.3828 536.3087 0.2555157 0.3814523
Moved 1153.927 476.1599 530.7601 0.2688887 0.3671813
Moved 1153.958 482.2704 519.1888 0.2830332 0.3374197
Moved 1153.989 487.1889 506.2446 0.2944188 0.3041269
Moved 1154.019 492.4903 496.7646 0.3066905 0.2797442
Moved 1154.05 496.0175 488.9649 0.3148555 0.2596833
Moved 1154.081 501.1329 471.0349 0.3266964 0.2135671
Moved 1154.112 505.1248 455.376 0.335937 0.1732922
Moved 1154.142 506 439.6958 0.337963 0.1329624
Moved 1154.172 493.2999 400.1355 0.3085645 0.03121266
Moved 1154.204 469.7293 347.0569 0.254003 -0.1053064
Moved 1154.235 450.8787 313.7921 0.2103674 -0.1908639
Moved 1154.265 437.1051 288.7892 0.178484 -0.2551719
Moved 1154.296 429.441 274.8821 0.1607432 -0.2909412
Moved 1154.327 425.5872 267.1744 0.1518223 -0.3107653
Moved 1154.358 423.5 265.5 0.1469907 -0.3150721
Ended 1154.388 424 266 0.1481481 -0.3137861
Candidates 1154.48 13 indication information imagination medication incubation observation innovation induction instruction obstruction publication obligation inflation
Began 1155.126 357 399 -0.006944438 0.02829214
Moved 1155.157 374.949 399 0.03460417 0.02829214
Moved 1155.187 404.6311 399 0.1033126 0.02829214
Moved 1155.218 432.2162 399 0.167167 0.02829214
Moved 1155.249 446.0839 399 0.1992682 0.02829214
Ended 1155.28 446.0839 399 0.1992682 0.02829214
Accept 1155.402 0 indication
Began 1155.648 528 535 0.3888889 0.3780863
Stationary 1155.679 528 535 0.3888889 0.3780863
Moved 1155.71 514.8744 535 0.3585055 0.3780863
Moved 1155.741 496.879 520.9274 0.3168494 0.3418913
Moved 1155.771 439.2964 486.4353 0.1835566 0.2531772
Moved 1155.802 380.3781 444.9818 0.04717151 0.146558
Moved 1155.833 351.9971 421.3307 -0.01852532 0.08572719
Moved 1155.864 333.7179 406.4786 -0.06083811 0.04752732
Moved 1155.894 321.3196 395.433 -0.08953799 0.01911768
Moved 1155.925 313.5866 389.5866 -0.1074383 0.004080666
Ended 1155.956 311 387 -0.113426 -0.002572055
Candidates 1156.048 13 of if off odd id pd is pig ps odds pigs oops kids
Began 1156.417 392 411 0.07407407 0.05915629
Stationary 1156.448 392 411 0.07407407 0.05915629
Moved 1156.478 424.9621 411 0.1503753 0.05915629
Moved 1156.509 458.6846 411 0.2284365 0.05915629
Moved 1156.54 489.9289 411 0.3007613 0.05915629
Ended 1156.571 489.9289 411 0.3007613 0.05915629
Accept 1156.632 0 of
Began 1156.939 364 538 0.009259283 0.3858024
Stationary 1156.97 364 538 0.009259283 0.3858024
Stationary 1157.001 364 538 0.009259283 0.3858024
Stationary 1157.031 364 538 0.009259283 0.3858024
Moved 1157.062 364 510.0645 0.009259283 0.3139518
Moved 1157.093 389.8225 466.6292 0.0690335 0.2022355
Moved 1157.124 408.0641 430.8719 0.1112594 0.1102671
Moved 1157.155 418.3809 409.2382 0.1351409 0.05462493
Moved 1157.185 424.1783 396.5541 0.148561 0.0220013
Moved 1157.216 429.908 388.092 0.161824 0.0002366917
Moved 1157.247 432.417 385.583 0.1676319 -0.006216583
Moved 1157.277 434.7574 384.2426 0.1730497 -0.009664252
Moved 1157.308 436.8977 384 0.178004 -0.01028807
Moved 1157.339 464 422.5 0.2407408 0.08873452
Moved 1157.37 486.2974 481.1301 0.2923551 0.2395322
Moved 1157.4 493.2238 510.5071 0.3083884 0.3150902
Moved 1157.431 495.8765 528.8886 0.3145289 0.3623677
Moved 1157.462 496 536.8731 0.3148148 0.3829039
Moved 1157.493 496 540.9604 0.3148148 0.3934167
Moved 1157.523 481.5 541 0.28125 0.3935184
Moved 1157.554 403.6815 489.1354 0.1011147 0.2601217
Moved 1157.585 305.0983 403.4544 -0.1270872 0.03974891
Moved 1157.615 266.5197 365.4184 -0.2163896 -0.05808033
Moved 1157.646 247.4145 349.8454 -0.2606147 -0.09813434
Moved 1157.677 240.1198 345.28 -0.2775003 -0.1098767
Ended 1157.708 239 345 -0.2800926 -0.1105968
Candidates 1157.831 13 this god good his goods food rid third foods gods toss fluid whoa
Began 1158.2 350 411 -0.02314816 0.05915629
Moved 1158.23 362.9562 411 0.00684301 0.05915629
Moved 1158.261 414.1005 418.0306 0.1252325 0.0772391
Moved 1158.292 457 421.5 0.2245371 0.08616251
Ended 1158.322 469 421 0.2523148 0.08487643
Accept 1158.384 0 this
Began 1158.691 580 451 0.5092593 0.162037
Moved 1158.722 636.1027 456.2756 0.6391265 0.175606
Ended 1158.753 662.5641 458 0.7003798 0.180041
PhraseEnd 1158.814
