why do you ask silly questions
Moved 3175.697 257.3913 536.2065 -0.2375201 0.3811896
Moved 3175.727 245.89 542.555 -0.2641435 0.3975179
Moved 3175.758 237.5381 548.6413 -0.2834767 0.4131719
Moved 3175.789 227.2033 555.3984 -0.3073999 0.4305513
Moved 3175.819 218.2991 560.567 -0.3280113 0.4438449
Moved 3175.85 211.8077 564.1282 -0.3430377 0.4530046
Moved 3175.881 206.0859 566.957 -0.3562826 0.4602803
Moved 3175.912 202.1819 568.8181 -0.3653197 0.4650671
Moved 3175.942 200.5 570.5 -0.369213 0.4693929
Moved 3175.973 199.9224 571.0776 -0.37055 0.4708787
Moved 3176.004 200 573.1297 -0.3703704 0.4761565
Moved 3176.034 200 576.9943 -0.3703704 0.4860962
Moved 3176.065 241.8108 590.2808 -0.2735862 0.5202694
Moved 3176.096 297.4146 601.2358 -0.1448736 0.5484458
Moved 3176.127 331.7241 603 -0.0654534 0.5529835
Moved 3176.157 375.2802 603 0.03537069 0.5529835
Moved 3176.188 405.958 603 0.1063843 0.5529835
Moved 3176.219 430.7525 603 0.1637789 0.5529835
Moved 3176.25 450.8344 593.1656 0.2102648 0.5276892
Moved 3176.28 465.3902 593.722 0.2439588 0.5291203
Moved 3176.311 474.5051 593 0.2650582 0.5272633
Moved 3176.342 484.1096 592 0.2872907 0.5246913
Moved 3176.372 491.7157 592 0.3048975 0.5246913
Moved 3176.403 497.1331 591 0.3174377 0.5221192
Moved 3176.434 500.9602 591 0.3262967 0.5221192
Moved 3176.465 503.8249 590.1751 0.3329281 0.5199976
Moved 3176.495 505.693 590 0.3372524 0.5195472
Moved 3176.526 506.5 590 0.3391203 0.5195472
Moved 3176.557 506 590 0.337963 0.5195472
Moved 3176.587 496.07 585.014 0.3149768 0.506723
Moved 3176.618 476.1889 579.7086 0.2689558 0.4930776
Moved 3176.649 443.2993 575.5928 0.1928225 0.4824918
Moved 3176.679 402.0884 574 0.09742697 0.478395
Moved 3176.71 369.2784 574 0.02147784 0.478395
Moved 3176.741 346.069 581.659 -0.03224775 0.4980941
Moved 3176.772 325.8416 583 -0.07907047 0.5015431
Moved 3176.802 302.0437 583 -0.1341581 0.5015431
Moved 3176.833 286.6408 583 -0.169813 0.5015431
Moved 3176.864 277.3918 583 -0.1912226 0.5015431
Moved 3176.895 270.6432 583 -0.2068444 0.5015431
Moved 3176.925 266.4544 584 -0.2165406 0.5041152
Moved 3176.956 263.957 584 -0.2223219 0.5041152
Moved 3176.987 262.5 584 -0.2256944 0.5041152
Moved 3177.017 263 584 -0.2245371 0.5041152
Stationary 3177.048 263 584 -0.2245371 0.5041152
Moved 3177.079 263 563.0302 -0.2245371 0.4501805
Moved 3177.11 270.8148 536.7195 -0.2064472 0.382509
Moved 3177.14 273.0013 513.9906 -0.2013858 0.3240498
Moved 3177.171 274 497.4726 -0.199074 0.2815653
Moved 3177.202 275 474.4128 -0.1967592 0.2222552
Moved 3177.232 275 460.1643 -0.1967592 0.1856077
Moved 3177.263 275 451.6981 -0.1967592 0.1638325
Moved 3177.294 275 445.6855 -0.1967592 0.1483681
Moved 3177.325 275 442.4742 -0.1967592 0.1401086
Moved 3177.355 275 442 -0.1967592 0.1388888
Moved 3177.386 277.2586 441 -0.1915311 0.1363167
Moved 3177.417 289.048 455.8577 -0.1642406 0.1745309
Moved 3177.448 316.3828 484.7285 -0.1009657 0.2487873
Moved 3177.478 339.2878 510.8358 -0.04794493 0.3159355
Moved 3177.509 351.1771 526.2214 -0.02042348 0.3555076
Moved 3177.54 364.588 542.5193 0.01062036 0.3974262
Moved 3177.57 379.0647 559.8776 0.04413118 0.4420718
Moved 3177.601 390.0197 571.6929 0.06948998 0.472461
Moved 3177.632 398.9736 582.217 0.09021669 0.4995292
Moved 3177.662 408.3193 592.4258 0.1118503 0.5257863
Moved 3177.693 416.9517 601.9517 0.1318327 0.5502871
Moved 3177.724 424.2801 608.92 0.1487964 0.5682099
Moved 3177.755 428.3963 613.3964 0.1583249 0.5797231
Moved 3177.785 432.2608 617.2609 0.1672704 0.5896626
Moved 3177.816 434.1348 619 0.1716084 0.5941358
Moved 3177.847 435 620.6362 0.1736111 0.5983441
Moved 3177.877 437.0187 621 0.1782839 0.5992797
Moved 3177.908 448.284 621 0.2043612 0.5992797
Moved 3177.939 474.4915 621 0.2650267 0.5992797
Moved 3177.97 495.5594 615.4407 0.3137948 0.584981
Moved 3178 511.9987 612 0.351849 0.5761316
Moved 3178.031 523.6127 611 0.3787332 0.5735595
Moved 3178.062 533.9851 611 0.4027433 0.5735595
Moved 3178.093 535.8497 611 0.4070596 0.5735595
Moved 3178.123 538.7939 611 0.4138747 0.5735595
Moved 3178.154 542.6716 610 0.4228508 0.5709876
Moved 3178.185 545.2393 610 0.4287947 0.5709876
Moved 3178.215 549.1097 610 0.4377539 0.5709876
Moved 3178.246 551.9857 609 0.4444112 0.5684156
Moved 3178.277 554.6447 609 0.4505663 0.5684156
Moved 3178.307 557.3942 606.6058 0.4569309 0.5622577
Moved 3178.338 560.2727 604.7273 0.4635942 0.5574261
Moved 3178.369 561 597.244 0.4652777 0.538179
Moved 3178.4 519.2438 549.319 0.3686199 0.4149151
Moved 3178.43 482.8628 507.3114 0.2844046 0.3068708
Moved 3178.461 460.9105 470.5934 0.2335892 0.2124316
Moved 3178.492 452.299 449.1307 0.2136551 0.157229
Moved 3178.522 443.613 420.8391 0.1935486 0.08446249
Moved 3178.553 437.033 392.7877 0.1783171 0.01231398
Moved 3178.584 432.9288 362.1797 0.1688167 -0.06641035
Moved 3178.615 430.962 344.7343 0.1642639 -0.1112801
Moved 3178.645 430 329.4164 0.162037 -0.150678
Moved 3178.676 430 317.8564 0.162037 -0.1804104
Moved 3178.707 430 306.9953 0.162037 -0.2083454
Moved 3178.738 430 300.5282 0.162037 -0.224979
Moved 3178.768 430 294.7863 0.162037 -0.2397473
Moved 3178.799 430 290.0228 0.162037 -0.2519991
Moved 3178.83 430 287.3653 0.162037 -0.2588342
Moved 3178.86 430 284.6143 0.162037 -0.2659098
Moved 3178.891 430 283.6266 0.162037 -0.2684502
Moved 3178.922 430 281.9371 0.162037 -0.2727954
Stationary 3178.952 430 281.9371 0.162037 -0.2727954
Moved 3178.983 430 281 0.162037 -0.2752058
Moved 3179.014 412.1078 318.0614 0.1206198 -0.1798833
Moved 3179.045 392.5849 349.1226 0.07542809 -0.09999333
Moved 3179.075 377.3485 368.202 0.04015863 -0.05092095
Moved 3179.106 351.4854 396.2117 -0.01970962 0.02112047
Moved 3179.137 329.8793 415.6006 -0.06972382 0.07098908
Moved 3179.167 317.8946 425.079 -0.0974662 0.09536782
Moved 3179.198 307.37 431.7225 -0.1218287 0.1124549
Moved 3179.229 294.1104 438.3337 -0.1525222 0.1294591
Moved 3179.26 282.0466 444.6511 -0.1804477 0.1457075
Moved 3179.29 273.331 449.446 -0.2006227 0.15804
Moved 3179.321 264.7216 452.0928 -0.2205518 0.1648476
Moved 3179.352 258.068 454 -0.2359536 0.169753
Moved 3179.383 251.7523 456.2477 -0.2505733 0.1755341
Moved 3179.413 246.2777 458.3611 -0.2632461 0.1809699
Moved 3179.444 239.5054 459 -0.2789227 0.1826131
Moved 3179.475 232.6479 461.1174 -0.2947965 0.188059
Moved 3179.505 227.7581 462 -0.3061156 0.1903292
Moved 3179.536 222.0334 463 -0.3193671 0.1929011
Moved 3179.567 219 463 -0.3263889 0.1929011
Moved 3179.598 216.8846 463 -0.3312857 0.1929011
Moved 3179.628 215.7542 463 -0.3339023 0.1929011
Moved 3179.659 215 464 -0.3356481 0.1954732
Ended 3179.69 215 464 -0.3356481 0.1954732
Candidates 3179.813 13 questions quotations equations questioned directions situations suggestions details writings stations operations persons friends
Began 3180.273 232 475 -0.2962963 0.2237653
Stationary 3180.304 232 475 -0.2962963 0.2237653
Moved 3180.335 269.1747 487.3615 -0.2102437 0.2555592
Moved 3180.365 321.416 505.8175 -0.08931494 0.3030284
Moved 3180.396 349.9595 512.7199 -0.02324184 0.3207816
Moved 3180.427 375.8591 517.3574 0.0367109 0.3327092
Moved 3180.458 397.5602 522.2229 0.0869448 0.3452234
Ended 3180.488 414 523 0.125 0.3472221
Accept 3180.55 0 questions
Began 3180.888 272 537 -0.2037037 0.3832304
Moved 3180.918 283.7775 537 -0.176441 0.3832304
Moved 3180.949 331.0654 542.4299 -0.06697824 0.3971962
Moved 3180.98 417.8573 547.6503 0.133929 0.410623
Moved 3181.01 483.3062 551.1378 0.2854309 0.4195929
Moved 3181.041 548.7574 551 0.4369384 0.4192385
Moved 3181.072 580.3647 551 0.5101035 0.4192385
Moved 3181.103 609.235 551 0.5769328 0.4192385
Moved 3181.134 628.1741 551 0.6207734 0.4192385
Moved 3181.164 643.718 541.8564 0.6567546 0.3957211
Moved 3181.195 661.0486 540.9903 0.6968717 0.3934934
Moved 3181.226 670.0132 540.3289 0.7176231 0.3917924
Moved 3181.256 678.3063 538.5646 0.7368202 0.3872545
Moved 3181.287 682.6166 538 0.7467976 0.3858024
Moved 3181.318 685.1776 535.8224 0.752726 0.3802015
Ended 3181.348 689.1407 535 0.7618998 0.3780863
PhraseEnd 3181.41
