experience is hard to come by
experience is hard to come by
Basic
List

0.6 0.6
432 388.8
Began 3398.91 240 396 -0.2777777 0.02057605
Stationary 3398.94 240 396 -0.2777777 0.02057605
Stationary 3398.971 240 396 -0.2777777 0.02057605
Stationary 3399.002 240 396 -0.2777777 0.02057605
Stationary 3399.033 240 396 -0.2777777 0.02057605
Stationary 3399.063 240 396 -0.2777777 0.02057605
Stationary 3399.094 240 396 -0.2777777 0.02057605
Stationary 3399.125 240 396 -0.2777777 0.02057605
Stationary 3399.156 240 396 -0.2777777 0.02057605
Stationary 3399.187 240 396 -0.2777777 0.02057605
Stationary 3399.217 240 396 -0.2777777 0.02057605
Stationary 3399.248 240 396 -0.2777777 0.02057605
Moved 3399.279 240 405.5903 -0.2777777 0.04524258
Moved 3399.309 240 413.3881 -0.2777777 0.06529843
Moved 3399.34 248.7342 425.8228 -0.2575597 0.09728086
Moved 3399.371 255.6514 441.3029 -0.2415476 0.1370958
Moved 3399.402 261.3928 453.0891 -0.2282575 0.1674102
Moved 3399.432 266.142 462.713 -0.2172639 0.1921631
Moved 3399.463 269.1185 470.3557 -0.2103737 0.21182
Moved 3399.494 270 477.9433 -0.2083333 0.2313356
Moved 3399.525 270 484.5687 -0.2083333 0.2483762
Moved 3399.555 270 491 -0.2083333 0.2649176
Moved 3399.586 270 496.7312 -0.2083333 0.2796583
Moved 3399.617 270 500.1143 -0.2083333 0.2883598
Moved 3399.648 270 502.9846 -0.2083333 0.2957421
Moved 3399.678 270 506.5521 -0.2083333 0.3049177
Moved 3399.709 270 509.4178 -0.2083333 0.3122885
Moved 3399.74 270 512.2881 -0.2083333 0.319671
Moved 3399.771 270 514.0792 -0.2083333 0.3242777
Moved 3399.801 270 515 -0.2083333 0.326646
Moved 3399.832 266.0478 516 -0.217482 0.329218
Moved 3399.863 261.5667 517 -0.227855 0.33179
Moved 3399.894 262 518.5 -0.2268519 0.335648
Moved 3399.924 259.6271 519 -0.2323447 0.3369341
Moved 3399.955 258.5 520 -0.2349537 0.3395061
Moved 3399.986 257.4518 520.5482 -0.23738 0.340916
Moved 3400.017 255.5 521 -0.2418981 0.3420781
Moved 3400.047 253.0312 521 -0.247613 0.3420781
Moved 3400.078 249.1684 514.3472 -0.2565546 0.3249671
Moved 3400.109 244 501.5 -0.2685185 0.2919238
Moved 3400.14 245 482.4507 -0.2662037 0.2429286
Moved 3400.17 264.4984 453.2026 -0.2210685 0.1677021
Moved 3400.201 273.9232 426.3842 -0.199252 0.09872472
Moved 3400.232 278.0708 403.1816 -0.189651 0.03904719
Moved 3400.262 283.8165 374.9176 -0.1763508 -0.03364822
Moved 3400.293 287.2849 352.0057 -0.168322 -0.09257799
Moved 3400.324 292.303 328.6365 -0.1567061 -0.1526838
Moved 3400.355 296.6896 309.8624 -0.1465518 -0.2009711
Moved 3400.385 300.5627 294.7495 -0.1375864 -0.239842
Moved 3400.416 303.4343 283.2629 -0.1309392 -0.2693855
Moved 3400.447 305.9492 275.1523 -0.1251175 -0.2902462
Moved 3400.478 307.804 269.196 -0.1208241 -0.3055657
