I can still feel your presence
Moved 2169.494 421.9445 389.5278 0.14339 0.003929452
Moved 2169.524 450.4526 372.3285 0.209381 -0.04030745
Moved 2169.555 466.7024 358.248 0.2469963 -0.07652275
Moved 2169.586 476.4879 349.3414 0.2696478 -0.09943055
Moved 2169.617 482.3933 342.6067 0.2833179 -0.1167524
Moved 2169.647 486.5 338.5 0.2928241 -0.127315
Moved 2169.678 491.2007 335.8997 0.3037053 -0.134003
Ended 2169.709 497 336 0.3171296 -0.1337449
Accept 2169.77 0 I
Candidates 2169.77 13 can am van cam san ban fan csn dan ann an adam scan
Began 2170.661 394 349 0.07870366 -0.1003086
Stationary 2170.692 394 349 0.07870366 -0.1003086
Moved 2170.723 364.6795 349 0.01083215 -0.1003086
Moved 2170.753 328.9473 349 -0.07188116 -0.1003086
Moved 2170.784 287.9014 349 -0.1668948 -0.1003086
Moved 2170.815 259.7659 349 -0.2320233 -0.1003086
Moved 2170.846 244.6654 349 -0.2669781 -0.1003086
Moved 2170.876 241.7912 349 -0.2736314 -0.1003086
Moved 2170.907 249.0397 372.1684 -0.2568526 -0.04071922
Moved 2170.938 306.2093 431.048 -0.1245156 0.1107202
Moved 2170.969 344.3295 461.4971 -0.0362744 0.1890357
Moved 2170.999 368.3889 478.9259 0.0194187 0.2338628
Moved 2171.03 374.6309 483.7047 0.03386775 0.246154
Moved 2171.061 384.3864 488.7955 0.05645007 0.2592475
Moved 2171.092 393.6823 491.6706 0.07796824 0.2666424
Moved 2171.122 414.0688 493 0.1251593 0.2700616
Moved 2171.153 454.7865 493 0.2194131 0.2700616
Moved 2171.184 510.4254 493 0.3482069 0.2700616
Moved 2171.215 537.5 486 0.4108796 0.2520575
Moved 2171.245 550.3724 485 0.4406768 0.2494856
Moved 2171.276 556.4288 485 0.4546962 0.2494856
Moved 2171.307 559.0856 484 0.4608462 0.2469135
Moved 2171.337 562.194 481.209 0.4680416 0.2397351
Moved 2171.368 567.945 465.7474 0.4813542 0.1999676
Moved 2171.399 572.3385 432.938 0.4915243 0.1155813
Moved 2171.43 578.447 401.7653 0.5056642 0.03540439
Moved 2171.46 587.9457 370.7411 0.5276522 -0.04439005
Moved 2171.491 598.9337 352.0663 0.5530873 -0.09242218
Ended 2171.522 600 351 0.5555555 -0.09516476
Accept 2171.614 0 can
Candidates 2171.614 13 still stroll stop fail aol drop deep soil sell silk wool roll soul
Began 2172.382 432 384 0.1666667 -0.01028807
Moved 2172.413 422.0237 384 0.1435735 -0.01028807
Moved 2172.444 396.265 384 0.08394678 -0.01028807
Moved 2172.474 369.5 384 0.02199074 -0.01028807
Moved 2172.505 338.5568 375.7285 -0.04963696 -0.03156246
Moved 2172.536 321.8396 373 -0.08833419 -0.03858032
Moved 2172.567 317.5471 373 -0.09827062 -0.03858032
Stationary 2172.597 317.5471 373 -0.09827062 -0.03858032
Moved 2172.628 316.6849 373 -0.1002664 -0.03858032
Moved 2172.659 317 384.2897 -0.09953702 -0.0095431
Moved 2172.689 334.5054 396.6318 -0.05901525 0.02220099
Moved 2172.72 343.0063 408.3439 -0.03933723 0.05232477
Moved 2172.751 354.1768 425.8093 -0.01347974 0.09724613
Moved 2172.782 363.2178 447.6535 0.007448693 0.1534297
Moved 2172.813 366.9477 469.6337 0.01608253 0.209963
Moved 2172.843 367 498.1219 0.01620372 0.2832352
Moved 2172.874 355.9995 516.334 -0.009260328 0.3300772
Moved 2172.905 344.3146 529.1483 -0.03630877 0.3630357
Moved 2172.935 330.3585 539.4277 -0.06861468 0.3894744
Moved 2172.966 317.1429 543.9714 -0.09920622 0.4011611
Moved 2172.997 303.6381 547.8405 -0.1304674 0.4111122
Moved 2173.028 294.5 548 -0.1516204 0.4115225
Moved 2173.058 288.5041 548 -0.1654997 0.4115225
Moved 2173.089 283.8851 548 -0.1761918 0.4115225
Moved 2173.12 280.0147 549.9853 -0.1851511 0.4166287
Moved 2173.15 279.5 550.5 -0.1863426 0.4179526
Moved 2173.181 303.0196 537.7112 -0.1318991 0.3850597
Moved 2173.212 351.7992 506.8805 -0.01898328 0.3057625
Moved 2173.243 412.1756 475.8549 0.1207769 0.2259642
Moved 2173.273 465.0487 447.645 0.2431684 0.1534079
Moved 2173.304 503.8654 430.8671 0.3330218 0.1102549
Moved 2173.335 533.0251 420.7925 0.400521 0.08434268
Moved 2173.365 550.5919 416.0583 0.4411848 0.07216626
Moved 2173.396 568.5991 413.2001 0.4828684 0.06481516
Moved 2173.427 582.9899 413 0.5161804 0.06430033
Moved 2173.458 593.0869 413 0.5395529 0.06430033
Moved 2173.489 599.2172 413 0.5537435 0.06430033
Moved 2173.519 604.9439 413 0.5669998 0.06430033
Moved 2173.55 610.6925 413 0.5803068 0.06430033
Ended 2173.581 616.1172 413 0.5928638 0.06430033
Accept 2173.704 0 still
Candidates 2173.704 13 feel steel sell well week del seek fell el step tell hell dark
Began 2174.533 285 380 -0.1736111 -0.02057613
Stationary 2174.564 285 380 -0.1736111 -0.02057613
Stationary 2174.595 285 380 -0.1736111 -0.02057613
Moved 2174.625 285 414.4874 -0.1736111 0.06812602
Moved 2174.656 293.7056 432.7056 -0.1534592 0.1149835
Moved 2174.687 301.6166 450.0276 -0.1351468 0.159536
Moved 2174.718 314.4412 463.3677 -0.1054602 0.1938469
Moved 2174.748 334.5715 473.7858 -0.05886232 0.2206424
Moved 2174.779 362.9684 480.9948 0.006871422 0.239184
Moved 2174.81 398.4846 489.1212 0.0890847 0.2600852
Moved 2174.841 430.4637 490.2464 0.1631105 0.2629793
Moved 2174.871 456.049 490.8226 0.2223357 0.2644615
Moved 2174.902 484.4672 491 0.2881186 0.2649176
Moved 2174.933 506.5 492.5 0.3391203 0.2687756
Moved 2174.963 519.5484 492 0.369325 0.2674896
Moved 2174.994 525.9059 492 0.3840415 0.2674896
Moved 2175.025 529.8276 492 0.3931194 0.2674896
Moved 2175.056 531.2708 492 0.3964602 0.2674896
Moved 2175.086 532 492 0.3981481 0.2674896
Stationary 2175.117 532 492 0.3981481 0.2674896
Moved 2175.148 492.6267 484 0.3070064 0.2469135
Moved 2175.178 447.3766 483 0.2022606 0.2443414
Moved 2175.209 410.0862 483 0.1159403 0.2443414
Moved 2175.24 368.8654 491.4628 0.02052188 0.2661079
Moved 2175.271 343.4185 493.0831 -0.0383831 0.2702753
Moved 2175.301 322.3063 494.949 -0.08725394 0.2750744
Moved 2175.332 301.5 496 -0.1354167 0.2777777
Moved 2175.363 285.3826 497.3739 -0.1727255 0.2813113
Moved 2175.394 273.022 498 -0.201338 0.2829217
Moved 2175.424 260.096 499.8173 -0.2312592 0.2875959
Moved 2175.455 245.8967 501.6207 -0.264128 0.2922341
Moved 2175.486 234.0551 503 -0.291539 0.2957818
Moved 2175.517 227.293 503 -0.3071922 0.2957818
Moved 2175.547 222.0745 504 -0.3192719 0.2983539
Ended 2175.578 221 504 -0.3217593 0.2983539
Accept 2175.67 0 feel
Candidates 2175.67 13 your put for poor type our or hope port pity pre upper guilty
Began 2176.377 280 404 -0.1851852 0.04115226
Stationary 2176.408 280 404 -0.1851852 0.04115226
Stationary 2176.438 280 404 -0.1851852 0.04115226
Moved 2176.469 296.7174 428.6468 -0.1464874 0.1045441
Moved 2176.5 338.3257 463.3589 -0.05017211 0.1938242
Moved 2176.531 397.4023 496.7491 0.08657952 0.2797045
Moved 2176.561 438.4794 515.9918 0.1816653 0.3291968
Moved 2176.592 455.9159 521.8193 0.2220276 0.3441854
Moved 2176.623 467.2346 525 0.2482281 0.3523662
Moved 2176.653 471.485 526 0.2580673 0.3549381
Moved 2176.684 472 527 0.2592593 0.3575102
Moved 2176.715 463.9073 528.8992 0.2405263 0.3623948
Moved 2176.746 432.7374 533.7719 0.1683736 0.3749276
Moved 2176.776 393.2439 538.2927 0.07695358 0.3865551
Moved 2176.807 348.5 540 -0.02662038 0.3909464
Moved 2176.838 303.3895 542.0339 -0.1310429 0.3961777
Moved 2176.869 264.1711 542 -0.221826 0.3960905
Moved 2176.899 233.0247 542 -0.2939242 0.3960905
Moved 2176.93 210.6322 542 -0.3457589 0.3960905
Moved 2176.961 184.2574 529.5643 -0.4068116 0.3641057
Moved 2176.991 164.3753 525.9108 -0.4528351 0.3547087
Moved 2177.022 152.1688 524 -0.4810908 0.3497942
Moved 2177.053 145.0047 524 -0.4976742 0.3497942
Moved 2177.084 138.2678 524 -0.5132691 0.3497942
Moved 2177.115 133.7661 524 -0.5236896 0.3497942
Moved 2177.145 132.1926 524 -0.5273319 0.3497942
Moved 2177.176 130.8271 524 -0.5304929 0.3497942
Moved 2177.207 129.6266 524 -0.5332718 0.3497942
Moved 2177.237 129 524 -0.5347222 0.3497942
Moved 2177.268 127.6266 524 -0.5379014 0.3497942
Moved 2177.299 127.2336 524 -0.5388112 0.3497942
Stationary 2177.33 127 524 -0.5393518 0.3497942
Stationary 2177.36 127 524 -0.5393518 0.3497942
Stationary 2177.391 127 524 -0.5393518 0.3497942
Stationary 2177.422 127 524 -0.5393518 0.3497942
Stationary 2177.452 127 524 -0.5393518 0.3497942
Stationary 2177.483 127 524 -0.5393518 0.3497942
Stationary 2177.514 127 524 -0.5393518 0.3497942
Moved 2177.545 127 517.8183 -0.5393518 0.3338947
Moved 2177.575 142.7177 484.9175 -0.5029683 0.2492733
Moved 2177.606 167.5979 407.6082 -0.4453751 0.05043261
Moved 2177.637 173.3777 384.4891 -0.431996 -0.009030236
Moved 2177.668 181.6267 359.5377 -0.4129011 -0.07320569
Moved 2177.698 183.7908 349.4185 -0.4078918 -0.0992322
Moved 2177.729 186 343.4128 -0.4027778 -0.1146789
Moved 2177.76 187 339.5432 -0.4004629 -0.1246319
Moved 2177.791 188.5 338.5 -0.3969907 -0.127315
Moved 2177.821 188 337.751 -0.3981482 -0.1292412
Moved 2177.852 190.7478 360.2255 -0.3917876 -0.07143648
Moved 2177.883 194.8499 404.5657 -0.382292 0.04260707
Moved 2177.913 201.9638 454.2282 -0.3658246 0.17034
Moved 2177.944 209.001 485.0037 -0.3495347 0.2494951
Moved 2177.975 214.8705 503.4821 -0.3359479 0.2970219
Moved 2178.006 221.2281 513.2281 -0.3212312 0.3220886
Moved 2178.036 235.9276 520.7228 -0.2872045 0.3413653
Moved 2178.067 306.084 496.4579 -0.1248055 0.2789555
Moved 2178.098 374.2937 426.2535 0.03308723 0.09838849
Moved 2178.129 409.4471 342.7278 0.1144609 -0.1164407
Moved 2178.159 421.3225 285.8518 0.1419503 -0.2627269
Moved 2178.19 421 263.5195 0.1412037 -0.3201659
Moved 2178.221 421 251.1075 0.1412037 -0.3520897
Moved 2178.251 406.2293 246 0.1070124 -0.3652264
Moved 2178.282 349.3444 278.8745 -0.02466574 -0.2806728
Moved 2178.313 303.8264 317.7626 -0.1300316 -0.1806516
Moved 2178.344 279.6747 336.6609 -0.1859382 -0.1320449
Moved 2178.374 262.9802 347.3874 -0.2245829 -0.1044563
Moved 2178.405 244.5229 355.4924 -0.2673082 -0.08361023
Moved 2178.436 229.5106 362.2447 -0.3020588 -0.06624316
Moved 2178.467 219.0254 365.4937 -0.32633 -0.05788669
Moved 2178.497 209.9641 369.012 -0.3473053 -0.04883762
Moved 2178.528 204.2308 371.8846 -0.3605767 -0.0414492
Moved 2178.559 197.6247 377.3753 -0.3758687 -0.02732697
Moved 2178.59 196.7522 379.4955 -0.3778884 -0.02187368
Moved 2178.62 193.8066 392.9671 -0.384707 0.01277547
Moved 2178.651 194 414.4656 -0.3842593 0.06806978
Moved 2178.682 194 439.3966 -0.3842593 0.1321928
Moved 2178.712 204.334 457.8103 -0.3603378 0.1795531
Moved 2178.743 205.354 473.7699 -0.3579769 0.2206016
Moved 2178.774 208.2197 487.0987 -0.3513432 0.2548834
Moved 2178.805 209.7918 496.1671 -0.3477042 0.2782075
Moved 2178.835 211.5897 504.7692 -0.3435423 0.3003322
Ended 2178.866 215.0639 511.1065 -0.3355002 0.3166318
Accept 2179.02 0 your
Candidates 2179.02 13 persons ourselves prescribed partner presence preferences items presumed present practice percent operations prevent
Began 2180.203 346 372 -0.03240739 -0.04115226
Stationary 2180.233 346 372 -0.03240739 -0.04115226
Moved 2180.264 346 399.6002 -0.03240739 0.02983592
Moved 2180.295 346 431.2869 -0.03240739 0.1113346
Moved 2180.326 356.095 452.5867 -0.009039342 0.1661179
Moved 2180.356 370.4803 473.6003 0.02425989 0.2201654
Moved 2180.387 408.9683 508.2263 0.1133526 0.3092238
Moved 2180.418 415.8127 512.8751 0.129196 0.3211808
Moved 2180.448 435.9678 521.6559 0.1758515 0.3437653
Moved 2180.479 451.5108 525.7021 0.2118305 0.3541721
Moved 2180.51 461.2857 526 0.2344576 0.3549381
Moved 2180.541 468.4183 526 0.2509683 0.3549381
Moved 2180.572 474.0106 526 0.2639134 0.3549381
Moved 2180.602 479.7586 526 0.2772189 0.3549381
Moved 2180.633 487.541 526.847 0.2952339 0.3571168
Moved 2180.664 495.8451 531.4225 0.3144561 0.368885
Moved 2180.694 507.3228 544.4842 0.341025 0.4024798
Moved 2180.725 513.0739 555.1478 0.3543378 0.4299069
Moved 2180.756 516.5109 567.5542 0.3622937 0.4618163
Moved 2180.787 519 581.6175 0.3680556 0.4979873
Moved 2180.817 519 584.4978 0.3680556 0.5053955
Moved 2180.848 519 591.2319 0.3680556 0.5227157
Moved 2180.879 519 594.6652 0.3680556 0.5315461
Moved 2180.909 519 596.0956 0.3680556 0.5352252
Moved 2180.94 508.5 598.5 0.34375 0.5414093
Moved 2180.971 509.0569 599 0.3450392 0.5426954
Moved 2181.002 507.6425 599 0.341765 0.5426954
Moved 2181.032 504.3336 599 0.3341056 0.5426954
Moved 2181.063 502.4617 599 0.3297724 0.5426954
Moved 2181.094 500.9531 599 0.3262804 0.5426954
Stationary 2181.125 500.9531 599 0.3262804 0.5426954
Moved 2181.155 500 599 0.324074 0.5426954
Moved 2181.186 498.6373 599 0.3209198 0.5426954
Stationary 2181.217 499 599 0.3217593 0.5426954
Expand 2181.217
Stationary 2181.248 499 599 0.3217593 0.5426954
Stationary 2181.278 499 599 0.3217593 0.5426954
Stationary 2181.309 499 599 0.3217593 0.5426954
Stationary 2181.34 499 599 0.3217593 0.5426954
Stationary 2181.37 499 599 0.3217593 0.5426954
Stationary 2181.401 499 599 0.3217593 0.5426954
Stationary 2181.432 499 599 0.3217593 0.5426954
Stationary 2181.463 499 599 0.3217593 0.5426954
Stationary 2181.493 499 599 0.3217593 0.5426954
Moved 2181.524 511.8611 592 0.3515303 0.5246913
Moved 2181.555 521.4156 591 0.3736472 0.5221192
Moved 2181.585 529.3535 591 0.392022 0.5221192
Moved 2181.616 536.1063 591 0.4076535 0.5221192
Moved 2181.647 541.2435 591 0.4195451 0.5221192
Moved 2181.678 544.9919 591 0.4282221 0.5221192
Moved 2181.708 547.8593 591 0.4348595 0.5221192
Moved 2181.739 550.5 591 0.4409722 0.5221192
Moved 2181.77 552.1284 591 0.4447417 0.5221192
Moved 2181.801 553.5 591 0.4479167 0.5221192
Moved 2181.831 554.1883 591 0.4495099 0.5221192
Moved 2181.862 555.3734 591 0.4522532 0.5221192
Moved 2181.893 557.1833 591 0.456443 0.5221192
Moved 2181.924 558.2367 591 0.4588813 0.5221192
Stationary 2181.954 558.2367 591 0.4588813 0.5221192
Moved 2181.985 559.0482 591 0.4607596 0.5221192
Stationary 2182.016 559.0482 591 0.4607596 0.5221192
Moved 2182.047 560 591 0.462963 0.5221192
Stationary 2182.077 560 591 0.462963 0.5221192
Moved 2182.108 560.7692 591 0.4647436 0.5221192
Moved 2182.139 561 591 0.4652777 0.5221192
Stationary 2182.169 561 591 0.4652777 0.5221192
Ended 2182.2 562.0765 591 0.4677696 0.5221192
Accept 2182.292 4 presence
Began 2182.723 242 428 -0.2731481 0.1028806
Moved 2182.753 254.0967 428 -0.2451466 0.1028806
Moved 2182.784 319.9742 428 -0.09265219 0.1028806
Moved 2182.815 419.5035 428 0.1377396 0.1028806
Moved 2182.845 496.8729 428 0.3168354 0.1028806
Ended 2182.876 552 428 0.4444444 0.1028806
PhraseEnd 2182.938
