please provide your date of birth
please provide your date of birth
Basic
List

0.6 0.6
432 388.8
Began 718.3748 484 474 0.287037 0.2211934
Stationary 718.4055 484 474 0.287037 0.2211934
Stationary 718.4362 484 474 0.287037 0.2211934
Stationary 718.4669 484 474 0.287037 0.2211934
Stationary 718.4976 484 474 0.287037 0.2211934
Moved 718.5283 484 483.8559 0.287037 0.2465428
Moved 718.5591 484 486.7299 0.287037 0.2539349
Moved 718.5898 484 488 0.287037 0.2572016
Moved 718.6204 484 490.5 0.287037 0.2636316
Moved 718.6512 484 492.0091 0.287037 0.267513
Moved 718.6819 484 493.8936 0.287037 0.27236
Moved 718.7126 484 496.3976 0.287037 0.2788004
Moved 718.7433 484 498.2747 0.287037 0.2836283
Moved 718.774 484 500.5 0.287037 0.2893518
Moved 718.8047 484 502.7721 0.287037 0.2951957
Moved 718.8354 484 508.1598 0.287037 0.3090529
Moved 718.8662 484 512.4541 0.287037 0.320098
Moved 718.8969 494.9983 518.6655 0.3124959 0.3360738
Moved 718.9276 501.3819 522.691 0.327273 0.3464273
Moved 718.9583 508.1458 525.7153 0.3429299 0.3542058
Moved 718.9891 513.5845 528.5845 0.3555197 0.3615856
Moved 719.0198 520.3527 530.4509 0.3711867 0.3663859
Moved 719.0505 529.0608 532.0203 0.3913445 0.3704224
Moved 719.0812 537.7928 533.8964 0.4115573 0.3752477
Moved 719.1119 544.5352 534 0.4271649 0.3755144
Moved 719.1426 549.4543 534 0.4385516 0.3755144
Moved 719.1733 555.3478 534 0.4521941 0.3755144
Moved 719.204 558.0427 534 0.4584321 0.3755144
Moved 719.2347 560.9128 534 0.4650761 0.3755144
Moved 719.2654 563.4063 534 0.4708478 0.3755144
Moved 719.2962 565.2769 534 0.4751779 0.3755144
Moved 719.3269 566 534 0.4768519 0.3755144
Moved 719.3576 567.5 534 0.4803241 0.3755144
Moved 719.3883 568.1298 534 0.4817819 0.3755144
Stationary 719.4191 568 534 0.4814814 0.3755144
Moved 719.4498 569 534 0.4837963 0.3755144
Stationary 719.4805 569 534 0.4837963 0.3755144
Stationary 719.5112 569 534 0.4837963 0.3755144
Moved 719.5419 569 526.431 0.4837963 0.3560466
Moved 719.5726 558.9151 520.6779 0.4604516 0.3412497
Moved 719.6033 553.9636 512.9636 0.4489899 0.3214085
Moved 719.634 545.2928 505.2928 0.4289185 0.3016789
Moved 719.6648 536.9052 495.9052 0.4095028 0.2775339
Moved 719.6955 529.3376 489.3376 0.3919851 0.2606418
Moved 719.7262 520.2872 479.2872 0.3710352 0.2347922
Moved 719.7569 511.8712 467.7853 0.3515537 0.2052091
Moved 719.7877 504.1296 456.2592 0.3336333 0.1755638
Moved 719.8184 499.1198 448.2397 0.3220367 0.1549374
Moved 719.8491 492.3917 438.7834 0.3064623 0.1306158
Moved 719.8798 485.6435 428.287 0.2908414 0.1036189
Moved 719.9105 480.4131 418.6197 0.2787341 0.07875431
Moved 719.9412 476.7981 410.1971 0.270366 0.05709138
Moved 719.9719 475 404.5121 0.2662037 0.04246943
Moved 720.0026 473 398.292 0.2615741 0.02647113
Moved 720.0333 472 395.1279 0.2592593 0.01833315
Moved 720.0641 472 392.2565 0.2592593 0.01094767
Moved 720.0947 472 389.3895 0.2592593 0.003573649
Moved 720.1255 472 386.5127 0.2592593 -0.00382545
Moved 720.1563 472 384.5 0.2592593 -0.009002057
Moved 720.1869 472 383 0.2592593 -0.01286016
Moved 720.2177 472 381.6417 0.2592593 -0.01635383
Moved 720.2484 480.015 379.855 0.2778125 -0.0209492
Moved 720.2791 482.2122 379 0.2828987 -0.02314815
Moved 720.3095 484.0804 378 0.2872232 -0.02572024
Moved 720.3405 486.5 376.5 0.2928241 -0.02957819
Moved 720.3712 487 375.5422 0.2939814 -0.03204173
Moved 720.4019 488.5 376 0.2974537 -0.03086435
Moved 720.4327 489 374.5 0.2986111 -0.03472222
Moved 720.4634 490.3201 375 0.3016668 -0.03343629
Moved 720.494 490.622 374 0.3023658 -0.03600823
Moved 720.5248 491.5 374 0.3043981 -0.03600823
Moved 720.5555 491 374 0.3032407 -0.03600823
Stationary 720.5862 491 374 0.3032407 -0.03600823
Moved 720.6169 476.682 394.318 0.2700973 0.01624998
Moved 720.6476 466.4356 407.2055 0.2463787 0.04939684
Moved 720.6783 457.5 417.5 0.2256945 0.0758744
Moved 720.709 446.6991 428.301 0.2006923 0.1036547
Moved 720.7398 433.2372 439.8102 0.1695306 0.1332566
Moved 720.7705 420.6559 450.5081 0.1404072 0.1607716
Moved 720.8012 409.6031 457.8381 0.1148219 0.1796247
Moved 720.8319 395.7617 466.743 0.08278161 0.2025281
Moved 720.8626 386.6263 472.2491 0.06163498 0.2166901
Moved 720.8934 377.0335 475.9916 0.03942947 0.2263158
Moved 720.9241 365.5075 480.997 0.01274894 0.2391897
Moved 720.9548 354.5053 487.7473 -0.01271913 0.2565517
Moved 720.9855 343.985 493.5075 -0.0370718 0.271367
Moved 721.0162 336.4574 498.6951 -0.05449682 0.2847095
Moved 721.0469 328.0094 503.3271 -0.07405231 0.2966231
Moved 721.0776 319.3867 507.5378 -0.09401236 0.307453
Moved 721.1083 312.1765 511.4117 -0.1107025 0.3174169
Moved 721.139 305.1848 513.9384 -0.1268872 0.3239156
Moved 721.1697 297.3828 516 -0.1449473 0.329218
Moved 721.2004 290.6488 518.6756 -0.1605352 0.3360997
Moved 721.2312 286 519 -0.1712963 0.3369341
Moved 721.2619 280.7553 521.1223 -0.1834367 0.3423927
Moved 721.2926 276.01 522.995 -0.1944213 0.3472093
Moved 721.3233 270.2646 524 -0.2077208 0.3497942
Moved 721.3541 265.3826 525 -0.2190217 0.3523662
Moved 721.3848 259.4281 527.2859 -0.2328053 0.3582457
Moved 721.4155 253.6884 528.1558 -0.2460917 0.360483
Moved 721.4462 248.9374 528 -0.2570893 0.3600822
Moved 721.4769 244.4617 529 -0.2674497 0.3626543
