just in time for the party
just in time for the party
Basic
Radial

0.6 0.6
432 388.8
Began 1988.375 420 386 0.1388889 -0.005144111
Stationary 1988.406 420 386 0.1388889 -0.005144111
Stationary 1988.437 420 386 0.1388889 -0.005144111
Stationary 1988.468 420 386 0.1388889 -0.005144111
Stationary 1988.498 420 386 0.1388889 -0.005144111
Stationary 1988.529 420 386 0.1388889 -0.005144111
Moved 1988.56 408.4585 409.3538 0.1121725 0.05492214
Moved 1988.59 404.195 432.4396 0.1023033 0.1142993
Moved 1988.621 399.6584 455.3665 0.09180178 0.1732675
Moved 1988.652 396.9184 480.4079 0.08545935 0.2376745
Moved 1988.683 394.9643 500.2498 0.08093595 0.2887081
Moved 1988.713 391.0862 522.2244 0.0719588 0.3452272
Moved 1988.744 388.2058 544.5591 0.06529132 0.4026726
Moved 1988.775 387 559.011 0.06250004 0.4398431
Moved 1988.806 386 565.2201 0.06018519 0.455813
Moved 1988.836 385 570.0804 0.05787035 0.4683138
Moved 1988.867 384 572.9554 0.0555556 0.4757083
Moved 1988.898 382.6266 574.3734 0.05237629 0.4793553
Moved 1988.928 383 575.3159 0.05324075 0.4817794
Moved 1988.959 381.626 576.374 0.05006025 0.4845009
Moved 1988.99 379.922 576 0.04611582 0.483539
Moved 1989.021 371.4803 562.5432 0.02657463 0.4489279
Moved 1989.051 342.8073 515.6918 -0.03979782 0.3284252
Moved 1989.082 309.8629 463.0967 -0.1160582 0.19315
Moved 1989.113 287.8423 427.4938 -0.1670316 0.1015786
Moved 1989.143 273.9724 402.7502 -0.1991381 0.03793779
Moved 1989.174 261.9822 381.9644 -0.2268931 -0.01552385
Moved 1989.205 254.9155 370.3732 -0.2432512 -0.04533634
Moved 1989.236 249.9334 361.9001 -0.2547837 -0.06712933
Moved 1989.266 246.0768 356.1537 -0.2637111 -0.08190932
Moved 1989.297 244.2042 353 -0.2680459 -0.09002065
Moved 1989.328 243 350.3321 -0.2708333 -0.09688248
Moved 1989.359 242 348.7868 -0.2731481 -0.100857
Moved 1989.389 239.9587 346.9587 -0.2778734 -0.105559
Stationary 1989.42 239.9587 346.9587 -0.2778734 -0.105559
Moved 1989.451 239 345 -0.2800926 -0.1105968
Moved 1989.481 237.8216 345 -0.2828204 -0.1105968
Stationary 1989.512 238 345 -0.2824074 -0.1105968
Moved 1989.543 236.9055 345 -0.2849409 -0.1105968
Stationary 1989.574 237 345 -0.2847222 -0.1105968
Moved 1989.604 246.6347 369.7963 -0.2624198 -0.04682038
Moved 1989.635 260.9933 397.588 -0.2291821 0.02466037
Moved 1989.666 280.9209 430.293 -0.1830534 0.1087784
Moved 1989.696 298.6743 461.7274 -0.1419576 0.1896279
Moved 1989.727 316.7116 490.7453 -0.1002046 0.2642626
Moved 1989.758 326.6744 510.3488 -0.07714267 0.3146829
Moved 1989.789 335.1554 524.1943 -0.05751059 0.3502938
Moved 1989.819 345.7115 541.6394 -0.03307526 0.395163
Moved 1989.85 353.391 555.188 -0.01529858 0.4300101
Moved 1989.881 360.3385 566.0077 0.0007835031 0.4578386
Moved 1989.911 366.4338 573.6507 0.01489312 0.4774965
Moved 1989.942 371.178 580.267 0.02587497 0.4945138
Moved 1989.973 373.9585 584.9169 0.03231128 0.5064734
Moved 1990.004 376.5 586.5 0.03819446 0.5105452
Moved 1990.034 377 589.348 0.03935188 0.5178702
Moved 1990.065 378.374 590.374 0.04253228 0.5205091
Moved 1990.096 378 591 0.04166663 0.5221192
Ended 1990.127 379 591 0.04398147 0.5221192
Candidates 1990.219 13 just guest thursday first tuesday order user list judy post trust friday today
Began 1991.018 426 446 0.1527777 0.1491768
Stationary 1991.048 426 446 0.1527777 0.1491768
Moved 1991.079 462.9642 446 0.2383431 0.1491768
Moved 1991.11 502.5 446 0.3298611 0.1491768
Moved 1991.14 551.0585 437.106 0.442265 0.1263014
Moved 1991.171 582.4714 437 0.5149801 0.1260288
Moved 1991.202 614.295 436 0.5886459 0.1234567
Ended 1991.233 637 434 0.6412038 0.1183127
Accept 1991.294 0 just
Began 1991.878 492 523 0.3055556 0.3472221
Stationary 1991.908 492 523 0.3055556 0.3472221
Moved 1991.939 492 511.2978 0.3055556 0.3171239
Moved 1991.97 492 477.4374 0.3055556 0.2300345
Moved 1992.001 482.8245 430.8323 0.2843158 0.1101654
