is there any indication of this
is there any indication of this
Basic
List

0.6 0.6
432 388.8
Moved 1513.131 305.2527 384.3132 -0.1267298 -0.009482701
Moved 1513.162 296.3295 381.4432 -0.1473854 -0.01686434
Moved 1513.193 288.7187 379.5729 -0.165003 -0.02167478
Moved 1513.224 284.1023 378.0511 -0.1756892 -0.02558869
Moved 1513.254 278.3555 376.1777 -0.188992 -0.03040714
Moved 1513.285 272.6118 374.3059 -0.2022875 -0.03522143
Moved 1513.316 269.5 374 -0.2094908 -0.03600823
Moved 1513.347 267.5 373 -0.2141203 -0.03858032
Moved 1513.377 265.5 372 -0.21875 -0.04115226
Moved 1513.408 264.7788 372 -0.2204195 -0.04115226
Moved 1513.439 264 371 -0.2222222 -0.04372435
Ended 1513.469 264 371 -0.2222222 -0.04372435
Candidates 1513.562 13 of off pigs if pd ps odd odds oops pa loss is los
Began 1514.146 430 469 0.162037 0.2083333
Stationary 1514.176 430 469 0.162037 0.2083333
Stationary 1514.207 430 469 0.162037 0.2083333
Stationary 1514.238 430 469 0.162037 0.2083333
Moved 1514.269 417.5062 491.9754 0.1331162 0.2674264
Moved 1514.299 410.1892 507.4324 0.1161787 0.3071821
Moved 1514.33 407.5052 510.4948 0.1099659 0.3150585
Moved 1514.361 403.3395 518.4907 0.100323 0.3356242
Moved 1514.391 399.6996 526.3004 0.09189735 0.3557107
Moved 1514.422 396.481 532.557 0.08444677 0.3718029
Moved 1514.453 393.6073 538.7853 0.07779478 0.3878222
Moved 1514.484 389.1775 543.8225 0.06754051 0.4007779
Moved 1514.514 387.2173 546.7827 0.0630031 0.4083915
Moved 1514.545 384.3486 549.6514 0.05636255 0.4157699
Moved 1514.576 382.9145 551.0855 0.05304277 0.4194585
Moved 1514.607 379.9083 552 0.04608393 0.4218106
Moved 1514.637 378.5 552 0.04282405 0.4218106
Moved 1514.668 374.1697 553 0.03280034 0.4243826
Moved 1514.699 371.7223 553 0.02713482 0.4243826
Moved 1514.73 368.7674 553 0.02029489 0.4243826
Moved 1514.76 362.9202 548.6807 0.006759664 0.4132732
Moved 1514.791 358.927 540.927 -0.002483775 0.3933307
Moved 1514.822 356.0257 536.5386 -0.009199729 0.3820436
Moved 1514.853 351.2766 525.5531 -0.02019316 0.3537887
Moved 1514.883 348.7702 515.0807 -0.02599488 0.3268537
Moved 1514.914 347.1623 506.4868 -0.02971699 0.3047498
Moved 1514.945 347 497.7048 -0.0300926 0.2821624
Moved 1514.975 347 487.9295 -0.0300926 0.2570202
Moved 1515.006 347 475.4365 -0.0300926 0.224888
Moved 1515.037 355.283 460.478 -0.01091907 0.1864146
Moved 1515.068 364.3492 438.5184 0.01006772 0.1299342
Moved 1515.098 374.9818 412.7152 0.03468007 0.06356788
Moved 1515.129 386 387 0.06018519 -0.002572055
Moved 1515.16 396.487 363.0259 0.08446068 -0.06423377
Moved 1515.191 403.9023 341.2279 0.1016257 -0.1202986
Moved 1515.221 408.8358 327.6569 0.1130458 -0.1552034
Moved 1515.252 413.8015 314.5953 0.1245406 -0.1887981
Moved 1515.283 415.2389 311.5222 0.1278679 -0.1967023
Moved 1515.313 416 309.8881 0.1296297 -0.2009051
Moved 1515.344 421.9751 310 0.1434608 -0.2006174
Moved 1515.375 431.962 337.9049 0.1665787 -0.1288456
Moved 1515.406 442.4137 364.5342 0.1907724 -0.06035439
Moved 1515.436 452.9632 395.1671 0.2151925 0.01843386
Moved 1515.467 462.3193 422.9579 0.2368503 0.08991237
Moved 1515.498 472.9315 450.5069 0.2614155 0.1607687
Moved 1515.529 483.5343 471.0685 0.2859589 0.2136536
Moved 1515.559 492.1577 488.3153 0.3059205 0.2580126
Moved 1515.59 498.8222 501.6444 0.3213477 0.2922952
Moved 1515.621 504.5526 512.1051 0.3346124 0.3192003
Moved 1515.651 510.3016 520.9524 0.3479204 0.3419557
Moved 1515.682 512 528 0.3518519 0.3600822
Moved 1515.713 512 535.1843 0.3518519 0.3785604
Moved 1515.744 512 542.8571 0.3518519 0.3982948
Moved 1515.774 499.6433 549.6783 0.3232483 0.4158393
Moved 1515.805 489.8662 555.5669 0.3006161 0.4309847
Moved 1515.836 471.2553 557 0.2575355 0.4346707
Moved 1515.867 452.2757 557 0.2136012 0.4346707
Moved 1515.897 431.0945 547.0405 0.1645706 0.4090548
Moved 1515.928 406.0078 535.0047 0.1064996 0.3780984
Moved 1515.959 382.3753 517.7502 0.05179465 0.3337197
Moved 1515.99 363.5705 502.8088 0.008265079 0.2952899
Moved 1516.02 348.7952 491.7952 -0.02593711 0.2669628
Moved 1516.051 334.6509 479.3207 -0.05867839 0.2348784
Moved 1516.082 321.8468 465.8468 -0.08831748 0.2002232
Moved 1516.113 311.3436 452.9295 -0.1126305 0.1669996
Moved 1516.143 301.3723 444.2978 -0.1357124 0.1447988
Moved 1516.174 287.9991 432.7993 -0.1666686 0.1152245
Moved 1516.205 272.6414 418.6414 -0.2022191 0.07881
Moved 1516.235 259 405 -0.2337963 0.04372424
Moved 1516.266 243.3477 392.4564 -0.2700284 0.01146199
Moved 1516.297 233.0256 383.0192 -0.2939222 -0.01281071
Moved 1516.328 225.4336 375.4336 -0.3114963 -0.03232108
Moved 1516.358 220.4075 371.7037 -0.3231308 -0.04191434
Moved 1516.389 215.4663 366.4663 -0.3345687 -0.05538516
Moved 1516.42 211.8619 362.7238 -0.3429122 -0.06501084
Moved 1516.451 207.9885 358.9885 -0.3518784 -0.07461807
Moved 1516.481 205.5 356.5 -0.3576389 -0.0810186
Moved 1516.512 205 354.6107 -0.3587963 -0.08587793
Ended 1516.543 205 354.6107 -0.3587963 -0.08587793
Accept 1516.635 0 of
Candidates 1516.635 13 this ignored units enjoys enjoyed united third opportunities jumped helped tempted tumors unless
Began 1517.219 643 477 0.6550926 0.2289094
Stationary 1517.25 643 477 0.6550926 0.2289094
Stationary 1517.28 643 477 0.6550926 0.2289094
Ended 1517.311 643 477 0.6550926 0.2289094
Accept 1517.403 0 this
PhraseEnd 1517.403
