exercise is good for the mind
exercise is good for the mind
FixStart
List

0.6 0.6
432 388.8
Began 367.0827 324 365 -0.08333336 -0.05915646
Stationary 367.1134 324 365 -0.08333336 -0.05915646
Moved 367.1441 312.2327 374.957 -0.1105725 -0.03354689
Moved 367.1749 285.105 404.1486 -0.1733679 0.04153432
Moved 367.2056 262.9045 439.179 -0.224758 0.1316332
Moved 367.2364 251.5201 464.4396 -0.2511109 0.1966039
Moved 367.2671 247.5364 474.3907 -0.2603324 0.2221984
Moved 367.2979 244.8324 477.1677 -0.2665918 0.2293406
Moved 367.3286 242.1964 472.5891 -0.2726936 0.2175645
Moved 367.3593 225.0556 401.602 -0.3123713 0.03498446
Moved 367.3901 214.8484 300.332 -0.3359992 -0.2254837
Moved 367.4208 215 257 -0.3356481 -0.3369342
Moved 367.4516 215 239.0834 -0.3356481 -0.3830161
Moved 367.4823 213.0931 229.1862 -0.3400623 -0.4084718
Moved 367.513 201.3769 237.3718 -0.367183 -0.3874182
Moved 367.5438 175.9883 299.0423 -0.4259529 -0.2288008
Moved 367.5745 180.5562 395.1257 -0.415379 0.01832727
Moved 367.6052 195.1848 443.5543 -0.3815168 0.1428864
Moved 367.636 210.84 470.176 -0.3452778 0.2113579
Moved 367.6668 224.4711 483.8926 -0.3137242 0.2466373
Moved 367.6975 245.1258 493.9111 -0.2659124 0.2724049
Moved 367.7282 259.0722 496 -0.2336291 0.2777777
Moved 367.7589 265.4908 496 -0.2187714 0.2777777
Moved 367.7897 268.1175 496 -0.212691 0.2777777
Stationary 367.8205 268.1175 496 -0.212691 0.2777777
Stationary 367.8512 268 496 -0.212963 0.2777777
Moved 367.8819 253.8787 482.1591 -0.2456511 0.2421785
Moved 367.9127 241.7309 463.0386 -0.2737712 0.1930005
Moved 367.9435 233.1202 417.082 -0.2937032 0.07479934
Moved 367.9742 234 349.4414 -0.2916667 -0.09917334
Moved 368.0049 234 295.2751 -0.2916667 -0.2384899
Moved 368.0357 234 262.382 -0.2916667 -0.3230916
Moved 368.0664 234 251.9742 -0.2916667 -0.3498605
Stationary 368.0971 234 252 -0.2916667 -0.3497943
Moved 368.1279 267.4969 316.6195 -0.2141276 -0.1835919
Moved 368.1586 350.0764 427.711 -0.02297128 0.1021373
Moved 368.1894 390.3715 469.3715 0.07030437 0.2092886
Moved 368.2201 417.2279 495.2279 0.132472 0.2757918
Moved 368.2508 425.6571 504.3143 0.1519841 0.2991621
Moved 368.2816 427.0157 506.0157 0.1551289 0.3035382
Moved 368.3123 412.6897 506 0.121967 0.3034978
Moved 368.343 332.7701 459.3368 -0.06303221 0.1834793
Moved 368.3738 228.4828 389.9163 -0.3044379 0.00492873
