I can play much better now
Moved 1630.125 508.7637 413.8184 0.3443604 0.06640517
Moved 1630.156 505.895 400.475 0.3377199 0.03208576
Moved 1630.187 499.0927 383.2471 0.3219738 -0.01222461
Moved 1630.218 487.9046 362.1584 0.2960755 -0.06646505
Moved 1630.248 457.929 326.5877 0.2266874 -0.1579535
Moved 1630.279 425.4545 304.7272 0.151515 -0.2141789
Moved 1630.31 392.0612 293.8435 0.07421573 -0.2421721
Moved 1630.341 356.6359 294 -0.007787347 -0.2417696
Moved 1630.371 319.6414 305.4673 -0.09342273 -0.2122754
Moved 1630.402 291.4213 310.7158 -0.1587471 -0.1987764
Moved 1630.433 267.8297 316.8156 -0.2133573 -0.1830875
Moved 1630.464 237.3048 319.7439 -0.2840166 -0.175556
Moved 1630.494 216.3412 321 -0.3325435 -0.1723252
Moved 1630.525 201.5653 321 -0.366747 -0.1723252
Moved 1630.556 191.8591 321 -0.3892151 -0.1723252
Moved 1630.586 182.2385 322 -0.4114849 -0.1697531
Moved 1630.617 175.6243 323 -0.4267957 -0.1671811
Moved 1630.648 171 324 -0.4375 -0.164609
Moved 1630.679 166.8049 329.3901 -0.4472108 -0.1507455
Moved 1630.709 162.9347 335.1306 -0.4561696 -0.135981
Moved 1630.74 162 343.7607 -0.4583334 -0.1137843
Moved 1630.771 162 352.2366 -0.4583334 -0.0919842
Moved 1630.802 171.5892 364.1785 -0.436136 -0.06126945
Moved 1630.832 183.8429 378.0115 -0.407771 -0.02569049
Moved 1630.863 204.2561 398.2562 -0.3605182 0.02637891
Moved 1630.894 223.611 413.4583 -0.3157153 0.06547896
Moved 1630.925 249.0347 430.6898 -0.2568641 0.1097988
Moved 1630.955 273.1698 448.8598 -0.2009959 0.1565323
Moved 1630.986 294.0953 464.3538 -0.1525572 0.196383
Moved 1631.017 316.6017 479.5011 -0.1004589 0.2353423
Moved 1631.047 334.4321 494.2881 -0.05918488 0.2733746
Moved 1631.078 346.7701 504.3276 -0.03062482 0.2991964
Moved 1631.109 357.011 513.0083 -0.006918857 0.3215233
Moved 1631.14 364.623 518.7487 0.01070132 0.3362876
Moved 1631.17 371.4861 523.4861 0.02658834 0.3484725
Moved 1631.201 378.5 528 0.04282405 0.3600822
Moved 1631.232 381.1491 530.1492 0.04895637 0.3656099
Moved 1631.263 385.012 533.012 0.05789817 0.3729732
Moved 1631.293 389.7893 534 0.06895671 0.3755144
Ended 1631.324 392.6879 535.3439 0.07566641 0.3789709
Accept 1631.416 0 can
Candidates 1631.416 13 play okay insert onset omar tomato pay polar poverty imagery invest post player
Began 1632.277 481 297 0.2800926 -0.2340535
Stationary 1632.307 481 297 0.2800926 -0.2340535
Stationary 1632.338 481 297 0.2800926 -0.2340535
Stationary 1632.369 481 297 0.2800926 -0.2340535
Stationary 1632.4 481 297 0.2800926 -0.2340535
Stationary 1632.43 481 297 0.2800926 -0.2340535
Stationary 1632.461 481 297 0.2800926 -0.2340535
Stationary 1632.492 481 297 0.2800926 -0.2340535
Moved 1632.523 475.8317 297 0.268129 -0.2340535
Moved 1632.553 460.5672 307.4328 0.2327944 -0.2072202
Moved 1632.584 455.0146 311.7391 0.2199411 -0.1961443
Moved 1632.615 444.7119 322.288 0.1960924 -0.1690124
Moved 1632.646 428.4986 337.5014 0.1585615 -0.1298832
Moved 1632.676 424.3151 342.2466 0.1488775 -0.1176786
Moved 1632.707 414.3009 356.1238 0.1256966 -0.081986
Moved 1632.738 405.1507 371.7363 0.1045154 -0.04183043
Moved 1632.769 393.664 391.004 0.07792591 0.007726135
Moved 1632.799 381.1832 416.0419 0.04903525 0.07212427
Moved 1632.83 373.5359 437.083 0.03133297 0.1262423
Moved 1632.861 366.8509 460.4474 0.01585851 0.1863358
Moved 1632.891 364.0522 475.7911 0.009380182 0.2258
Moved 1632.922 363 485.4541 0.006944438 0.2506535
Moved 1632.953 363 490.7281 0.006944438 0.2642182
Moved 1632.984 363 493 0.006944438 0.2700616
Moved 1633.014 363 494.5 0.006944438 0.2739197
Stationary 1633.045 363 494.5 0.006944438 0.2739197
Stationary 1633.076 363 494.5 0.006944438 0.2739197
Stationary 1633.107 363 494.5 0.006944438 0.2739197
Moved 1633.137 363 494 0.006944438 0.2726337
Stationary 1633.168 363 494 0.006944438 0.2726337
Moved 1633.199 363 453.33 0.006944438 0.1680297
Moved 1633.229 359.9101 405.2808 -0.0002081196 0.04444652
Moved 1633.26 354.1806 369.3126 -0.0134709 -0.04806448
Moved 1633.291 349.0942 349.2825 -0.02524495 -0.09958196
Moved 1633.322 345.1789 335.7157 -0.03430803 -0.1344761
Moved 1633.352 340.6139 326.9208 -0.04487534 -0.1570968
Moved 1633.383 336.711 320.711 -0.05390967 -0.1730685
Moved 1633.414 333.9308 315.9308 -0.06034528 -0.185363
Moved 1633.445 331.0769 312.0769 -0.06695162 -0.1952755
Moved 1633.475 329 309.187 -0.07175927 -0.2027083
Moved 1633.506 326.6359 306.6359 -0.07723173 -0.20927
Moved 1633.537 324.7648 306 -0.08156295 -0.2109054
Moved 1633.568 322.9508 305 -0.08576194 -0.2134774
Moved 1633.598 321.5 303.5 -0.08912037 -0.2173355
Moved 1633.629 319.5047 303 -0.09373918 -0.2186215
Moved 1633.66 318.6271 303 -0.09577061 -0.2186215
Moved 1633.691 318 303 -0.09722222 -0.2186215
Moved 1633.721 316.5 303 -0.1006944 -0.2186215
Moved 1633.752 317 311.9738 -0.09953702 -0.1955407
Moved 1633.783 317 320.6097 -0.09953702 -0.1733291
Moved 1633.814 329.229 329.229 -0.07122909 -0.15116
Moved 1633.844 336.8089 340.6815 -0.05368312 -0.1217039
Moved 1633.875 345.413 350.413 -0.03376628 -0.09667447
Moved 1633.906 354.6789 359.0092 -0.01231745 -0.07456493
Moved 1633.936 362.3891 365.2594 0.005530219 -0.05848927
Moved 1633.967 372.1386 373.0462 0.02809872 -0.03846149
Moved 1633.998 378.7513 377.9171 0.04340589 -0.02593343
Moved 1634.029 384.57 382.785 0.05687505 -0.01341306
Moved 1634.059 388.6592 386.3296 0.06634086 -0.004296401
Moved 1634.09 392.1934 389.1934 0.07452171 0.003069458
Moved 1634.121 394 392.0688 0.07870366 0.01046495
Moved 1634.152 395.4977 393.4977 0.08217047 0.01414009
Moved 1634.182 397.4512 394 0.08669268 0.01543206
Moved 1634.213 398.1643 395 0.08834331 0.01800408
Moved 1634.244 399.0639 395 0.0904257 0.01800408
Stationary 1634.275 399 395 0.09027779 0.01800408
Ended 1634.305 399 395 0.09027779 0.01800408
Accept 1634.428 0 play
Candidates 1634.428 13 much bush church bitch g nick chuck menu such bunch h click check
Began 1635.504 377 263 0.03935188 -0.3215021
Stationary 1635.535 377 263 0.03935188 -0.3215021
Stationary 1635.565 377 263 0.03935188 -0.3215021
Stationary 1635.596 377 263 0.03935188 -0.3215021
Stationary 1635.627 377 263 0.03935188 -0.3215021
Stationary 1635.658 377 263 0.03935188 -0.3215021
Stationary 1635.688 377 263 0.03935188 -0.3215021
Stationary 1635.719 377 263 0.03935188 -0.3215021
Stationary 1635.75 377 263 0.03935188 -0.3215021
Stationary 1635.78 377 263 0.03935188 -0.3215021
Moved 1635.811 364.6372 263 0.0107343 -0.3215021
Moved 1635.842 361.1936 263 0.002762973 -0.3215021
Moved 1635.873 355.4463 263 -0.01054093 -0.3215021
Moved 1635.903 347.0545 263 -0.02996634 -0.3215021
Moved 1635.934 336 278 -0.05555556 -0.2829219
Moved 1635.965 321.8065 295.258 -0.08841082 -0.238534
Moved 1635.996 303.5394 320.101 -0.1306958 -0.1746374
Moved 1636.026 290.6854 346.1723 -0.1604505 -0.1075816
Moved 1636.057 280.6857 371.1544 -0.183598 -0.04332719
Moved 1636.088 272.3667 393.4778 -0.2028549 0.01408887
Moved 1636.119 264.8278 420.6888 -0.220306 0.08407605
Moved 1636.149 259.0783 441.7652 -0.2336151 0.1382849
Moved 1636.18 254.0318 462.3568 -0.2452967 0.1912467
Moved 1636.211 253 476.8002 -0.2476852 0.2283954
Moved 1636.241 253 490.1099 -0.2476852 0.2626284
Moved 1636.272 252.1973 497.6053 -0.2495432 0.2819067
Moved 1636.303 252 504.1909 -0.25 0.2988448
Moved 1636.334 252 508.4603 -0.25 0.3098257
Moved 1636.365 252 513.3355 -0.25 0.3223649
Moved 1636.395 252 515.8776 -0.25 0.3289032
Moved 1636.426 252 518.7463 -0.25 0.3362816
Moved 1636.457 252 520.1768 -0.25 0.3399608
Moved 1636.487 252 522.0494 -0.25 0.3447773
Moved 1636.518 263.0003 523 -0.2245363 0.3472221
Moved 1636.549 273.3742 524 -0.2005227 0.3497942
Moved 1636.58 295.706 524 -0.1488286 0.3497942
Moved 1636.61 316.1308 524 -0.1015491 0.3497942
Moved 1636.641 334.8717 524 -0.05816742 0.3497942
Moved 1636.672 348.1336 524 -0.02746845 0.3497942
Moved 1636.703 356.8237 524 -0.007352631 0.3497942
Moved 1636.733 360.4496 524 0.001040796 0.3497942
Moved 1636.764 362.5 524 0.005787015 0.3497942
Moved 1636.795 362 524 0.004629592 0.3497942
Moved 1636.825 355.8014 524 -0.009719084 0.3497942
Moved 1636.856 340.0458 524 -0.04619027 0.3497942
Moved 1636.887 318.5269 524 -0.09600258 0.3497942
Moved 1636.918 296.8554 524 -0.146168 0.3497942
Moved 1636.948 282.7625 524 -0.1787904 0.3497942
Moved 1636.979 272.5592 524 -0.2024092 0.3497942
Moved 1637.01 266.4109 524 -0.2166415 0.3497942
Moved 1637.041 261.0784 524 -0.2289851 0.3497942
Moved 1637.071 260 524 -0.2314815 0.3497942
Moved 1637.102 258.5899 524 -0.2347456 0.3497942
Stationary 1637.133 259 524 -0.2337963 0.3497942
Stationary 1637.164 259 524 -0.2337963 0.3497942
Moved 1637.194 269.2863 525.1432 -0.2099853 0.3527345
Moved 1637.225 275.037 528.0185 -0.1966736 0.3601298
Moved 1637.256 281.6627 529.8876 -0.1813364 0.3649371
Moved 1637.286 288.2625 531 -0.1660591 0.3677982
Moved 1637.317 303.1597 534 -0.1315748 0.3755144
Moved 1637.348 307.4652 535.155 -0.1216084 0.3784851
Moved 1637.379 316.2498 535.7499 -0.1012737 0.3800152
Moved 1637.409 324.0601 536 -0.08319418 0.3806583
Moved 1637.44 329.7985 536 -0.06991098 0.3806583
Moved 1637.471 332.2693 536 -0.06419147 0.3806583
Moved 1637.502 334.5 536 -0.05902777 0.3806583
Ended 1637.532 334.5 536 -0.05902777 0.3806583
Accept 1637.625 0 much
Candidates 1637.625 13 better very battery nature faster variety barrier mature crew cry carter best bet
Began 1638.547 399 364 0.09027779 -0.06172839
Stationary 1638.577 399 364 0.09027779 -0.06172839
Moved 1638.608 399 352.0712 0.09027779 -0.0924097
Moved 1638.639 399 344.4745 0.09027779 -0.1119483
Moved 1638.669 399 339.2843 0.09027779 -0.1252977
Moved 1638.7 399 335.7698 0.09027779 -0.1343371
Moved 1638.731 399 333.8981 0.09027779 -0.139151
Stationary 1638.762 399 333.8981 0.09027779 -0.139151
Moved 1638.792 399 332.978 0.09027779 -0.1415176
Stationary 1638.823 399 332.978 0.09027779 -0.1415176
Stationary 1638.854 399 332.978 0.09027779 -0.1415176
Stationary 1638.885 399 332.978 0.09027779 -0.1415176
Stationary 1638.915 399 332.978 0.09027779 -0.1415176
Stationary 1638.946 399 332.978 0.09027779 -0.1415176
Stationary 1638.977 399 333 0.09027779 -0.141461
Moved 1639.008 399 339.2427 0.09027779 -0.1254047
Moved 1639.038 411.2916 348.0555 0.1187307 -0.102738
Moved 1639.069 420.9037 360.1728 0.1409808 -0.07157212
Moved 1639.1 433.6934 375.8321 0.1705865 -0.03129606
Moved 1639.13 452.2503 403.4005 0.2135425 0.03961029
Moved 1639.161 464.6978 425.3957 0.2423562 0.09618229
Moved 1639.192 472.5747 441.7242 0.2605897 0.1381796
Moved 1639.223 479.9115 455.5191 0.2775729 0.1736602
Moved 1639.253 485.347 467.6939 0.290155 0.2049739
Moved 1639.284 491.1574 476.1575 0.3036052 0.2267423
Moved 1639.315 495.4117 483.4117 0.3134531 0.2454005
Moved 1639.346 499.4756 490.9512 0.3228602 0.264792
Moved 1639.376 504.3448 497.6895 0.3341314 0.2821231
Moved 1639.407 508.2257 502.2257 0.343115 0.2937903
Moved 1639.438 510.7518 507.5035 0.3489625 0.307365
Moved 1639.469 513.6296 511.2593 0.3556241 0.3170248
Moved 1639.499 516.4899 514.9799 0.3622452 0.3265944
Moved 1639.53 516 516.3631 0.3611111 0.3301519
Moved 1639.561 516 517.3154 0.3611111 0.3326014
Moved 1639.592 516 518 0.3611111 0.3343621
Moved 1639.622 516 519.1617 0.3611111 0.3373499
Moved 1639.653 505.6495 520 0.3371517 0.3395061
Moved 1639.684 494.899 520 0.3122662 0.3395061
Moved 1639.714 482.439 508.3292 0.2834235 0.3094887
Moved 1639.745 462.6407 494.1719 0.2375942 0.2730759
Moved 1639.776 443.6524 478.9458 0.1936398 0.233914
Moved 1639.807 426.0952 464.246 0.1529983 0.196106
Moved 1639.837 411.9162 449.8952 0.1201763 0.1591954
Moved 1639.868 400.2741 438.2741 0.09322703 0.1293058
Moved 1639.899 389.1638 428.6229 0.06750882 0.1044826
Moved 1639.93 380.9789 421.3193 0.04856219 0.08569764
Moved 1639.96 373.5829 415.5829 0.03144205 0.07094375
Moved 1639.991 365.0482 410.5241 0.01168579 0.05793229
Moved 1640.022 352.5648 405.3912 -0.01721119 0.04473027
Moved 1640.052 342.0531 401.5133 -0.04154369 0.03475637
Moved 1640.083 331.5932 402 -0.06575648 0.03600815
Moved 1640.114 320.5713 411.5715 -0.09127016 0.06062633
Moved 1640.145 308.0959 421.1781 -0.1201484 0.08533454
Moved 1640.175 298.1949 433.0085 -0.1430674 0.1157626
Moved 1640.206 290.6804 445.5327 -0.1604621 0.147975
Moved 1640.237 281.9535 459.062 -0.1806632 0.1827725
Moved 1640.268 274.3546 473.4089 -0.1982531 0.219673
Moved 1640.298 268.4822 483.2767 -0.2118467 0.2450531
Moved 1640.329 264.7179 490.5641 -0.2205603 0.2637966
Moved 1640.36 260.8526 495.1473 -0.2295078 0.2755846
Moved 1640.391 257.9822 498.0178 -0.2361524 0.2829675
Moved 1640.421 255.3199 500 -0.242315 0.2880658
Moved 1640.452 252.5417 501 -0.248746 0.2906378
Moved 1640.483 244.9966 502 -0.2662117 0.2932098
Moved 1640.514 238.4342 502 -0.2814023 0.2932098
Moved 1640.544 232.5523 502 -0.2950177 0.2932098
Moved 1640.575 225.1978 503 -0.3120422 0.2957818
Moved 1640.606 219.0905 503 -0.3261795 0.2957818
Moved 1640.636 213.3478 503 -0.3394727 0.2957818
Moved 1640.667 210.1579 504 -0.3468568 0.2983539
Moved 1640.698 207.2947 505 -0.3534845 0.3009258
Moved 1640.729 205.4257 507.5743 -0.357811 0.3075471
Ended 1640.759 205 508 -0.3587963 0.3086419
Accept 1640.882 0 better
Candidates 1640.882 13 life node bigger mode coffee code house now those huge nodes hide noise
Began 1642.204 348 385 -0.0277778 -0.007716127
Moved 1642.235 348 410.5174 -0.0277778 0.05791507
Moved 1642.265 351.9229 431.8021 -0.01869688 0.1126598
Moved 1642.296 357.0573 446.2863 -0.006811917 0.1499131
Moved 1642.327 359.9439 459.7197 -0.0001297891 0.1844643
Moved 1642.358 362.8215 471.4645 0.006531278 0.2146721
Moved 1642.388 364 480.3817 0.009259283 0.2376071
Moved 1642.419 365 486.7788 0.01157403 0.2540606
Moved 1642.45 367.1301 493.3903 0.01650483 0.2710654
Moved 1642.481 368.9992 498.9984 0.02083152 0.2854897
Moved 1642.511 371.6479 503.2958 0.02696276 0.2965427
Moved 1642.542 374.3997 508.3997 0.03333251 0.3096698
Moved 1642.573 376.2713 512.2713 0.03766507 0.3196278
Moved 1642.604 378.1396 516.1396 0.04198988 0.3295772
Moved 1642.634 381.0743 520.0743 0.04878322 0.3396973
Moved 1642.665 382.5093 521.5093 0.05210489 0.343388
Moved 1642.696 384.3779 524.3779 0.0564303 0.3507662
Moved 1642.726 385 529.5221 0.05787035 0.3639971
Moved 1642.757 386 540.0279 0.06018519 0.3910181
Moved 1642.788 386 557.6783 0.06018519 0.4364154
Moved 1642.819 386 574.7238 0.06018519 0.4802564
Moved 1642.849 386 587.2702 0.06018519 0.5125262
Moved 1642.88 386 598.7903 0.06018519 0.5421562
Moved 1642.911 386 606.6034 0.06018519 0.5622514
Moved 1642.942 386 611.6757 0.06018519 0.5752973
Moved 1642.972 386 615.2323 0.06018519 0.5844451
Moved 1643.003 386 618.1017 0.06018519 0.5918252
Moved 1643.034 386 620.9745 0.06018519 0.5992141
Moved 1643.064 387 623.6315 0.06250004 0.6060479
Moved 1643.095 389.3769 626.377 0.06800214 0.6131094
Moved 1643.126 390.242 628.2421 0.07000466 0.6179065
Moved 1643.157 391 631.2778 0.07175922 0.6257143
Moved 1643.187 392.4536 632.4536 0.075124 0.6287384
Moved 1643.218 392 633.0232 0.07407407 0.6302035
Moved 1643.249 393 634.3587 0.07638891 0.6336386
Stationary 1643.28 393 634.3587 0.07638891 0.6336386
Stationary 1643.31 393 634.3587 0.07638891 0.6336386
Expand 1643.31
Moved 1643.341 394.118 634 0.07897685 0.632716
Moved 1643.372 394 635.249 0.07870366 0.6359283
Stationary 1643.403 394 635 0.07870366 0.6352879
Stationary 1643.433 394 635 0.07870366 0.6352879
Stationary 1643.464 394 635 0.07870366 0.6352879
Stationary 1643.495 394 635 0.07870366 0.6352879
Stationary 1643.526 394 635 0.07870366 0.6352879
Stationary 1643.556 394 635 0.07870366 0.6352879
Stationary 1643.587 394 635 0.07870366 0.6352879
Stationary 1643.618 394 635 0.07870366 0.6352879
Moved 1643.648 394 626.8046 0.07870366 0.6142092
Stationary 1643.679 394 626.8046 0.07870366 0.6142092
Moved 1643.71 385.9337 622.8675 0.06003181 0.6040829
Moved 1643.741 382.4294 618.4293 0.05191982 0.5926679
Moved 1643.771 380.5546 614.5546 0.0475801 0.5827021
Moved 1643.802 379 611.6857 0.04398147 0.5753231
Moved 1643.833 376.8144 608.8144 0.03892213 0.5679381
Moved 1643.864 376 607.272 0.03703703 0.563971
Moved 1643.894 374.5 606 0.03356477 0.5606995
Moved 1643.925 373.5271 605 0.0313127 0.5581275
Moved 1643.956 374 603.5 0.03240744 0.5542694
Moved 1643.986 372.1424 602.1424 0.02810737 0.5507777
Moved 1644.017 369.265 598.265 0.02144675 0.5408049
Moved 1644.048 363.8009 593.8009 0.00879844 0.5293232
Moved 1644.079 355.3148 589.6574 -0.01084531 0.5186661
Moved 1644.109 340.7244 583.9081 -0.04461954 0.5038789
Moved 1644.14 316.7882 580.0876 -0.1000272 0.4940523
Moved 1644.171 298.5 576 -0.1423611 0.483539
Moved 1644.202 279.3846 573.6769 -0.1866096 0.477564
Moved 1644.232 266.2047 573 -0.2171188 0.4758229
Moved 1644.263 256.6992 573 -0.2391221 0.4758229
Moved 1644.294 250.8662 571.4331 -0.2526245 0.4717928
Moved 1644.325 245.1297 571 -0.2659034 0.4706789
Moved 1644.355 239.389 567.6945 -0.2791921 0.4621771
Moved 1644.386 233.65 564.825 -0.2924768 0.4547967
Moved 1644.417 229.5533 561.5533 -0.3019599 0.4463817
Moved 1644.448 225.4048 558.4048 -0.3115629 0.438284
Moved 1644.478 221.0602 554.0602 -0.3216199 0.4271094
Moved 1644.509 218.0187 552.0093 -0.3286605 0.4218346
Moved 1644.54 215.1423 548.1423 -0.3353187 0.4118886
Moved 1644.571 212.2708 546.2708 -0.3419658 0.4070749
Moved 1644.601 210 544.4009 -0.3472222 0.4022655
Moved 1644.632 207.8289 542.8289 -0.3522479 0.3982224
Moved 1644.663 207 542 -0.3541667 0.3960905
Moved 1644.693 205.0855 541.0855 -0.3585983 0.3937384
Moved 1644.724 203.6266 541 -0.3619755 0.3935184
Moved 1644.755 202.6799 539.6799 -0.3641669 0.3901232
Moved 1644.786 201.7506 540 -0.3663181 0.3909464
Moved 1644.816 199.9671 540 -0.3704466 0.3909464
Moved 1644.847 198.761 540 -0.3732385 0.3909464
Moved 1644.878 197.9984 538.9984 -0.3750038 0.3883701
Moved 1644.909 194.6841 539 -0.3826758 0.3883744
Moved 1644.939 191.8182 538 -0.3893098 0.3858024
Moved 1644.97 189.2676 537.2676 -0.395214 0.3839186
Moved 1645.001 186.3971 536.3972 -0.4018584 0.3816799
Moved 1645.031 183.5255 536 -0.4085058 0.3806583
Moved 1645.062 182 535.0059 -0.412037 0.3781014
Moved 1645.093 178.852 535 -0.419324 0.3780863
Stationary 1645.124 178.852 535 -0.419324 0.3780863
Ended 1645.154 178 535 -0.4212963 0.3780863
Accept 1645.216 7 now
Began 1645.615 146 522 -0.4953704 0.3446501
Stationary 1645.646 146 522 -0.4953704 0.3446501
Moved 1645.677 164.35 522 -0.4528935 0.3446501
Moved 1645.708 208.7268 522 -0.3501694 0.3446501
Moved 1645.738 290.8917 507.7773 -0.1599728 0.3080691
Moved 1645.769 344.6314 510 -0.03557543 0.3137859
Moved 1645.8 390.6938 510 0.07105052 0.3137859
Moved 1645.831 425.184 514.7525 0.1508888 0.3260094
Moved 1645.861 463.6476 520.108 0.2399251 0.3397838
Moved 1645.892 497.0263 522 0.3171906 0.3446501
Moved 1645.923 528.98 522 0.3911574 0.3446501
Moved 1645.953 557.0267 522 0.4560802 0.3446501
Moved 1645.984 586.4026 522 0.5240802 0.3446501
Moved 1646.015 610.0759 522 0.5788793 0.3446501
Moved 1646.046 626.4531 522 0.6167897 0.3446501
Moved 1646.076 644.5065 515 0.6585799 0.326646
Moved 1646.107 670.245 513.195 0.7181597 0.3220035
Moved 1646.138 685.7393 510.6303 0.7540262 0.3154071
Moved 1646.169 692.5129 509 0.7697059 0.3112139
Ended 1646.199 693 508 0.7708333 0.3086419
PhraseEnd 1646.261
