if you were not so stupid
Basic
0.6 0.6
432 388.8
Began 1067.733 537 650 0.4097222 0.6738682
Stationary 1067.763 537 650 0.4097222 0.6738682
Stationary 1067.794 537 650 0.4097222 0.6738682
Stationary 1067.825 537 650 0.4097222 0.6738682
Stationary 1067.855 537 650 0.4097222 0.6738682
Stationary 1067.886 537 650 0.4097222 0.6738682
Stationary 1067.917 537 650 0.4097222 0.6738682
Moved 1067.948 524.0286 637.0286 0.3796959 0.6405056
Moved 1067.978 512.0199 628.0133 0.3518979 0.6173181
Moved 1068.009 494.3872 615.1337 0.3110815 0.5841916
Moved 1068.04 468.6152 596.3307 0.2514241 0.5358298
Moved 1068.07 438.9857 575.3747 0.1828371 0.4819307
Moved 1068.101 399.2518 544.9435 0.09086062 0.4036613
Moved 1068.132 370.1028 520.1911 0.02338618 0.3399977
Moved 1068.163 345.5958 499.8724 -0.03334309 0.2877375
Moved 1068.193 326.3963 483.3467 -0.0777864 0.2452333
Moved 1068.224 308.0594 466.0594 -0.1202328 0.2007701
Moved 1068.255 294.8114 453.5095 -0.1508995 0.1684915
Moved 1068.286 284 444.5 -0.1759259 0.1453189
Moved 1068.316 276.5569 436.5569 -0.1931552 0.1248891
Moved 1068.347 267.9346 428.9346 -0.2131143 0.1052845
Moved 1068.378 261.2962 422.2961 -0.2284811 0.08821017
Moved 1068.409 257.3229 417.3229 -0.2376784 0.07541887
Moved 1068.439 253.6798 413.6798 -0.2461115 0.06604881
Moved 1068.47 252 413 -0.25 0.06430033
Moved 1068.501 251 412 -0.2523148 0.06172835
Ended 1068.531 251 412 -0.2523148 0.06172835
Began 1069.054 315 529 -0.1041667 0.3626543
Stationary 1069.085 315 529 -0.1041667 0.3626543
Moved 1069.115 365.0365 544.2592 0.01165857 0.401901
Moved 1069.146 427.6931 552.6326 0.1566971 0.4234376
Moved 1069.177 466.3874 552 0.246267 0.4218106
Moved 1069.207 504.9785 541.5036 0.3355985 0.3948137
Moved 1069.238 528.3737 536.3752 0.3897539 0.3816234
Moved 1069.269 542 533.5 0.4212962 0.3742283
Moved 1069.3 544.0148 533 0.4259601 0.3729423
Moved 1069.33 546.5 532 0.4317129 0.3703703
Moved 1069.361 546 531 0.4305556 0.3677982
Moved 1069.392 528.2117 531 0.389379 0.3677982
Moved 1069.423 490.3864 540.6084 0.3018203 0.3925112
Moved 1069.453 454.0428 543.1595 0.2176917 0.3990729
Moved 1069.484 411.6595 543 0.1195821 0.3986624
Moved 1069.515 402.518 543 0.09842137 0.3986624
Moved 1069.546 393.8611 543 0.0783821 0.3986624
Ended 1069.576 391 543 0.07175922 0.3986624
Began 1070.375 190 502 -0.3935185 0.2932098
Stationary 1070.406 190 502 -0.3935185 0.2932098
Stationary 1070.437 190 502 -0.3935185 0.2932098
Moved 1070.467 247 515.4737 -0.261574 0.3278644
Moved 1070.498 297.9441 519.662 -0.1436479 0.3386367
Moved 1070.529 318.6028 520 -0.09582683 0.3395061
Moved 1070.56 325.4068 520 -0.0800769 0.3395061
Moved 1070.59 327 520 -0.07638887 0.3395061
Stationary 1070.621 327 520 -0.07638887 0.3395061
Moved 1070.652 314.7436 520 -0.1047603 0.3395061
Moved 1070.682 293.9364 520 -0.1529249 0.3395061
Moved 1070.713 275.2929 520 -0.1960813 0.3395061
Moved 1070.744 259.1026 520 -0.2335588 0.3395061
Moved 1070.775 249.6181 520 -0.2555136 0.3395061
Moved 1070.805 242.5 520 -0.2719907 0.3395061
Moved 1070.836 238.4182 520 -0.2814394 0.3395061
Moved 1070.867 234.8337 520 -0.2897369 0.3395061
Moved 1070.898 231.9623 520 -0.2963835 0.3395061
Moved 1070.928 229.4143 520 -0.3022816 0.3395061
Moved 1070.959 227.9845 520 -0.3055914 0.3395061
Moved 1070.99 224.6753 520 -0.3132515 0.3395061
Moved 1071.021 224 520 -0.3148148 0.3395061
Moved 1071.051 223 520 -0.3171296 0.3395061
Stationary 1071.082 223 520 -0.3171296 0.3395061
Ended 1071.113 223 520 -0.3171296 0.3395061
Began 1071.973 348 264 -0.0277778 -0.31893
Stationary 1072.004 348 264 -0.0277778 -0.31893
Stationary 1072.034 348 264 -0.0277778 -0.31893
Moved 1072.065 374.5409 313.2348 0.03365944 -0.1922974
Moved 1072.096 428.0462 405.0723 0.1575144 0.04391003
Moved 1072.127 457.9026 450.5369 0.2266265 0.1608458
Moved 1072.157 481.292 483.804 0.2807686 0.2464094
Moved 1072.188 493.7918 503.3857 0.3097034 0.2967739
Moved 1072.219 500.5 515.5 0.3252315 0.327932
Moved 1072.25 501 526.0458 0.3263889 0.3550559
Moved 1072.28 501 531.8996 0.3263889 0.370112
Moved 1072.311 486.2313 535.9422 0.292202 0.3805097
Moved 1072.342 457.8996 540.3445 0.2266193 0.3918324
Moved 1072.373 419.9552 540 0.1387852 0.3909464
Moved 1072.403 385.7086 540 0.05951057 0.3909464
Moved 1072.434 344.6195 530 -0.03560295 0.3652262
Moved 1072.465 316.3724 527.4858 -0.1009899 0.3587598
Moved 1072.495 295.2647 527 -0.1498503 0.3575102
Moved 1072.526 280.6162 525.1027 -0.1837588 0.3526304
Moved 1072.557 266.9185 524.2296 -0.2154665 0.3503847
Moved 1072.588 258.7117 523 -0.2344637 0.3472221
Moved 1072.618 253 523 -0.2476852 0.3472221
Moved 1072.649 249.9307 523 -0.25479 0.3472221
Stationary 1072.68 250 523 -0.2546296 0.3472221
Ended 1072.711 250 523 -0.2546296 0.3472221
Began 1073.264 237 376 -0.2847222 -0.03086435
Stationary 1073.294 237 376 -0.2847222 -0.03086435
Stationary 1073.325 237 376 -0.2847222 -0.03086435
Stationary 1073.356 237 376 -0.2847222 -0.03086435
Stationary 1073.387 237 376 -0.2847222 -0.03086435
Moved 1073.417 268.9899 396.7086 -0.2106715 0.02239855
Moved 1073.448 346.2874 440.2254 -0.03174216 0.1343245
Moved 1073.479 404.0108 468.8549 0.1018769 0.20796
Moved 1073.51 437.1946 483.0973 0.1786911 0.2445917
Moved 1073.54 456.3813 491.1906 0.2231047 0.2654079
Moved 1073.571 471.3941 496.8365 0.2578568 0.2799291
