this is a very good idea
Basic
0.6 0.6
432 388.8
Began 111.6167 363 496 0.006944438 0.2777777
Stationary 111.6475 363 496 0.006944438 0.2777777
Stationary 111.6782 363 496 0.006944438 0.2777777
Moved 111.709 368.5186 476.4848 0.0197189 0.2275843
Moved 111.7397 386.8492 454.1938 0.06215106 0.1702516
Moved 111.7705 413.6948 407.7261 0.1242936 0.05073586
Moved 111.8012 420.7449 393.5103 0.1406131 0.01417238
Moved 111.832 427.6685 378.3262 0.1566399 -0.02488132
Moved 111.8627 429 373.164 0.1597223 -0.03815851
Moved 111.8935 430.5 371 0.1631944 -0.04372435
Moved 111.9242 430 370.9154 0.162037 -0.04394186
Stationary 111.955 430 371 0.162037 -0.04372435
Moved 111.9857 430 399.7167 0.162037 0.03013544
Moved 112.0164 430 432.3868 0.162037 0.1141634
Moved 112.0472 434.5829 456.6096 0.1726454 0.1764649
Moved 112.078 438.5 474 0.181713 0.2211934
Moved 112.1087 438 483.2332 0.1805556 0.2449411
Moved 112.1395 427.6377 489.6812 0.1565687 0.2615255
Moved 112.1702 397.5708 491 0.08696933 0.2649176
Moved 112.201 333.3521 462.688 -0.06168485 0.1920988
Moved 112.2318 283.0309 435.2185 -0.1781693 0.1214467
Moved 112.2625 261.2925 419.834 -0.2284895 0.08187765
Moved 112.2933 249.8486 409.8486 -0.2549802 0.05619476
Moved 112.3241 241.7535 405.5023 -0.2737188 0.04501621
Moved 112.3548 234.9992 400.9992 -0.2893538 0.03343413
Moved 112.3856 231.7466 399 -0.2968829 0.02829214
Ended 112.4163 232 398 -0.2962963 0.02572008
Began 112.7239 436 505 0.1759259 0.3009258
Moved 112.7546 423.6488 505 0.1473351 0.3009258
Moved 112.7853 374.222 474.1202 0.03292124 0.2215026
Moved 112.8161 314.1723 438.4543 -0.1060827 0.1297692
Moved 112.8469 281.7578 418.5586 -0.1811162 0.07859708
Moved 112.8776 256.8612 402.5741 -0.2387473 0.03748474
Moved 112.9084 236.4232 389.7308 -0.2860575 0.004451696
Moved 112.9391 220.9069 381.1628 -0.3219748 -0.01758552
Moved 112.9699 212.4006 376.267 -0.3416654 -0.03017755
Moved 113.0007 208.3794 374.3794 -0.3509736 -0.0350325
Moved 113.0314 207 374 -0.3541667 -0.03600823
Ended 113.0622 207 374 -0.3541667 -0.03600823
Began 113.3081 189 390 -0.3958333 0.005143954
Ended 113.3389 189 390 -0.3958333 0.005143954
Began 113.9233 311 268 -0.113426 -0.308642
Stationary 113.954 311 268 -0.113426 -0.308642
Stationary 113.9848 311 268 -0.113426 -0.308642
Stationary 114.0155 311 268 -0.113426 -0.308642
Moved 114.0462 284.0337 309.9326 -0.175848 -0.2007906
Moved 114.077 268.1598 355.9742 -0.212593 -0.08237093
Moved 114.1078 258.4913 403.789 -0.2349738 0.04060945
Moved 114.1385 256.8762 417.2382 -0.2387125 0.07520114
Moved 114.1693 255 442.7305 -0.2430556 0.1407677
Moved 114.2 254 465.2968 -0.2453704 0.1988086
Moved 114.2308 254 482.3655 -0.2453704 0.2427096
Moved 114.2615 253 495.2978 -0.2476852 0.2759716
Moved 114.2923 253 502.4316 -0.2476852 0.2943198
Moved 114.3231 253 508.9672 -0.2476852 0.3111295
Moved 114.3538 273.2404 516.4973 -0.2008324 0.330497
Moved 114.3845 295.5 519.5 -0.1493056 0.3382201
Moved 114.4153 321.7691 519 -0.08849736 0.3369341
Moved 114.446 346.0342 519 -0.03232827 0.3369341
Moved 114.4768 363.865 519 0.008946756 0.3369341
Moved 114.5076 370.7732 511.0756 0.02493799 0.3165523
Moved 114.5383 374.6591 510 0.03393312 0.3137859
Ended 114.5691 377.0773 508.9614 0.03953069 0.3111146
Began 114.8151 307 358 -0.1226852 -0.07716057
Stationary 114.8459 307 358 -0.1226852 -0.07716057
Moved 114.8766 317.9152 368.9152 -0.09741852 -0.04908644
Moved 114.9074 357.0235 406.687 -0.006890098 0.04806322
Moved 114.9381 391.334 436.1117 0.0725325 0.123744
Moved 114.9689 431.0469 467.2375 0.1644605 0.2038002
Moved 114.9996 464.9267 493.6178 0.2428858 0.2716506
Moved 115.0304 495.2918 515.0043 0.3131755 0.326657
Moved 115.0612 510.3049 525.5829 0.347928 0.3538656
Moved 115.0919 520.8876 532.2584 0.3724249 0.3710348
Moved 115.1227 526.7961 535.3981 0.3861022 0.3791102
Moved 115.1534 528.1569 537 0.389252 0.3832304
Moved 115.1842 528 538.1392 0.3888889 0.3861603
Moved 115.2149 514.7126 539 0.3581311 0.3883744
Moved 115.2457 464.4568 515.6306 0.2417981 0.3282678
Moved 115.2764 391.3049 475.8699 0.07246514 0.2260028
Moved 115.3072 340.674 439.91 -0.04473621 0.1335132
Moved 115.3379 309.3421 412.4079 -0.1172636 0.06277747
Moved 115.3687 281.8063 386.6257 -0.1810039 -0.003534835
Moved 115.3994 264.7937 369.966 -0.2203849 -0.04638373
Moved 115.4302 254.0801 357.0801 -0.245185 -0.07952663
Moved 115.4609 251 353.2863 -0.2523148 -0.08928424
Moved 115.4917 251 352.5 -0.2523148 -0.09130666
Ended 115.5225 251 353 -0.2523148 -0.09002065
Began 115.7992 452 493 0.2129629 0.2700616
Moved 115.8299 434.3997 483.0999 0.1722216 0.2445983
Moved 115.8608 395.9698 456.407 0.08326332 0.1759438
Moved 115.8915 347.0385 422.5289 -0.03000349 0.08880877
Moved 115.9223 319.5269 401.6216 -0.09368763 0.03503485
Moved 115.953 293.5852 383.233 -0.1537379 -0.01226095
Moved 115.9838 278.7396 373.3047 -0.1881028 -0.03779666
Moved 116.0145 270.0512 367.6837 -0.2082148 -0.05225389
Moved 116.0453 264.5877 366 -0.2208617 -0.05658444
Moved 116.076 260.5476 366 -0.230214 -0.05658444
Moved 116.1068 253.5748 381.488 -0.2463546 -0.01674895
Moved 116.1375 251.2628 411.3214 -0.2517066 0.05998281
Moved 116.1682 249.6048 439.5572 -0.2555445 0.1326059
Moved 116.199 250 457.981 -0.2546296 0.1799923
Moved 116.2298 250 479.2791 -0.2546296 0.2347713
Moved 116.2605 259.9536 495.7094 -0.2315889 0.2770303
