are you sure you want this
Basic
0.6 0.6
432 388.8
Began 306.8451 201 415 -0.3680556 0.06944436
Stationary 306.8759 201 415 -0.3680556 0.06944436
Stationary 306.9066 201 415 -0.3680556 0.06944436
Stationary 306.9373 201 415 -0.3680556 0.06944436
Moved 306.968 218.4865 415 -0.3275775 0.06944436
Moved 306.9987 241.8442 428.0533 -0.2735087 0.1030176
Moved 307.0294 262.7705 436.6623 -0.2250683 0.1251601
Moved 307.0602 280.7072 445.3929 -0.1835481 0.1476154
Moved 307.0909 293.744 451.8976 -0.1533704 0.1643456
Moved 307.1216 302.4724 456.6483 -0.1331656 0.1765646
Moved 307.1524 310.5 460.5 -0.1145833 0.1864711
Moved 307.1831 320.0992 465.5496 -0.09236286 0.1994589
Moved 307.2138 330.4362 470.1454 -0.06843463 0.2112794
Moved 307.2445 338.0354 473.0177 -0.05084405 0.2186668
Moved 307.2752 344.6884 475.5628 -0.03544341 0.225213
Moved 307.306 353.3019 478.434 -0.01550476 0.2325975
Moved 307.3367 361.9069 482.3023 0.004414121 0.242547
Moved 307.3675 366.1751 485 0.01429429 0.2494856
Moved 307.3982 371.3626 488.6813 0.02630234 0.258954
Moved 307.4289 376.9732 492.9866 0.03928979 0.2700271
Moved 307.4597 378 494.4271 0.04166663 0.2737321
Moved 307.4904 379.9745 495.9745 0.04623741 0.2777122
Moved 307.5211 381.8465 498 0.05057067 0.2829217
Moved 307.5518 383.2853 499.2853 0.05390108 0.2862275
Moved 307.5826 384.6002 501 0.05694489 0.2906378
Moved 307.6133 385.5 501 0.05902777 0.2906378
Moved 307.644 386.166 502.166 0.06056935 0.2936366
Moved 307.6747 386.8823 503 0.06222765 0.2957818
Moved 307.7054 387 504.3647 0.06250004 0.299292
Stationary 307.7362 387 504.3647 0.06250004 0.299292
Moved 307.7669 387 505.174 0.06250004 0.3013735
Stationary 307.7977 387 505.174 0.06250004 0.3013735
Moved 307.8284 387 506.082 0.06250004 0.3037089
Stationary 307.8591 387 506.082 0.06250004 0.3037089
Stationary 307.8899 387 506.082 0.06250004 0.3037089
Moved 307.9206 387 507.0936 0.06250004 0.3063107
Ended 307.9513 387 507.0936 0.06250004 0.3063107
Backspace 309.3954
Began 310.5324 117 318 -0.5625001 -0.1800412
Stationary 310.5631 117 318 -0.5625001 -0.1800412
Stationary 310.5938 117 318 -0.5625001 -0.1800412
Stationary 310.6245 117 318 -0.5625001 -0.1800412
Moved 310.6553 130.2917 334.3647 -0.531732 -0.1379509
Moved 310.686 143.7193 346.7755 -0.5006496 -0.1060303
Moved 310.7167 158.8789 362.0657 -0.465558 -0.06670343
Moved 310.7474 173.5 375.5 -0.4317129 -0.03215028
Moved 310.7782 181.6086 382.6085 -0.4129432 -0.01386697
Moved 310.8089 188.1477 389.1478 -0.3978062 0.002951995
Moved 310.8396 194.8438 396.8438 -0.3823059 0.02274635
Moved 310.8704 202.5654 404.0436 -0.364432 0.04126431
Moved 310.9011 211.1875 410.7917 -0.3444732 0.05862059
Moved 310.9318 216.5308 416.5308 -0.3321047 0.07338171
Moved 310.9625 223.4314 422.4314 -0.3161311 0.08855808
Moved 310.9933 232.6994 429.6995 -0.2946772 0.1072517
Moved 311.024 242.6327 439.6327 -0.2716836 0.1328
Moved 311.0547 249.8474 445.8475 -0.2549828 0.1487846
Moved 311.0854 254.8973 451.8973 -0.2432934 0.1643448
Moved 311.1161 260.6046 458.407 -0.2300818 0.1810879
Moved 311.1469 268.3525 465.3525 -0.212147 0.1989518
Moved 311.1776 275.106 471.553 -0.196514 0.2148995
Moved 311.2084 281.3036 477.2024 -0.1821677 0.2294299
Moved 311.2391 286.9086 482.9391 -0.169193 0.2441847
Moved 311.2698 294.5145 492.3527 -0.1515867 0.2683967
Moved 311.3006 301 500.5 -0.1365741 0.2893518
Moved 311.3313 307.4739 508.7109 -0.1215881 0.3104702
Moved 311.362 313.1963 514.1963 -0.1083419 0.3245788
Moved 311.3927 317.9733 520.9466 -0.09728401 0.3419407
Moved 311.4235 322.5515 526.1029 -0.08668645 0.3552029
Moved 311.4542 325.4301 529.4301 -0.0800228 0.3637605
Moved 311.4849 326.5 531.5 -0.07754628 0.3690843
Moved 311.5157 326 533.0857 -0.07870371 0.3731627
Moved 311.5464 326 534.7084 -0.07870371 0.3773363
Moved 311.5771 316.6772 536 -0.1002842 0.3806583
Moved 311.6078 306.1828 536 -0.1245768 0.3806583
Moved 311.6385 298.1139 536 -0.1432548 0.3806583
Moved 311.6693 290.3301 536 -0.1612729 0.3806583
Moved 311.7 282.9007 536 -0.1784706 0.3806583
Moved 311.7307 277.4303 528.4303 -0.1911335 0.3611889
Moved 311.7614 272.7748 527 -0.2019101 0.3575102
Moved 311.7922 268.0253 524.0253 -0.2129045 0.3498591
Moved 311.8229 262.2996 522.1498 -0.2261583 0.3450353
Moved 311.8535 258.5 520.5 -0.2349537 0.3407921
Moved 311.8843 253.7659 518.7659 -0.2459124 0.3363319
Moved 311.9151 249.8973 516.8973 -0.2548674 0.3315258
Moved 311.9458 245.057 515.0285 -0.2660717 0.3267193
Moved 311.9765 242.4651 514 -0.2720716 0.324074
Moved 312.0072 239.5913 513 -0.2787238 0.321502
Moved 312.038 237.7239 510.7239 -0.2830465 0.3156479
Moved 312.0688 236.5 511 -0.2858796 0.3163579
Ended 312.0994 237 511 -0.2847222 0.3163579
Began 312.7446 376 472 0.03703703 0.2160493
Stationary 312.7755 376 472 0.03703703 0.2160493
Stationary 312.8062 376 472 0.03703703 0.2160493
Stationary 312.8369 376 472 0.03703703 0.2160493
Moved 312.8676 386.2338 472 0.06072641 0.2160493
Moved 312.8983 394.8619 472 0.08069892 0.2160493
Moved 312.9291 407.0868 472 0.1089972 0.2160493
Moved 312.9598 420.5 472 0.1400463 0.2160493
Moved 312.9905 435.238 472 0.1741621 0.2160493
Moved 313.0212 445.5055 479 0.1979293 0.2340534
Moved 313.052 453.0099 481.0033 0.2153006 0.239206
Moved 313.0827 458.5598 482.52 0.2281478 0.2431068
Moved 313.1134 467.5814 485.3953 0.249031 0.2505023
