the facts get in the way
Basic
0.6 0.6
432 388.8
Began 1357.017 392 477 0.07407407 0.2289094
Stationary 1357.048 392 477 0.07407407 0.2289094
Stationary 1357.079 392 477 0.07407407 0.2289094
Stationary 1357.11 392 477 0.07407407 0.2289094
Stationary 1357.14 392 477 0.07407407 0.2289094
Stationary 1357.171 392 477 0.07407407 0.2289094
Moved 1357.202 398.733 466.0763 0.08965969 0.2008134
Moved 1357.233 401.6831 462.317 0.0964886 0.1911444
Moved 1357.263 405.251 459.8745 0.1047477 0.1848623
Moved 1357.294 406.4894 458.5106 0.1076144 0.1813544
Moved 1357.325 409 455.4221 0.113426 0.1734105
Moved 1357.355 410 453.6921 0.1157407 0.1689611
Moved 1357.386 411.2628 452.7372 0.1186638 0.1665051
Moved 1357.417 411 451.6448 0.1180555 0.1636954
Moved 1357.448 411 450.7632 0.1180555 0.1614278
Stationary 1357.478 411 451 0.1180555 0.162037
Moved 1357.509 400.9395 451 0.09476752 0.162037
Moved 1357.54 395.065 458.8268 0.0811689 0.1821676
Moved 1357.571 387.8866 465.1134 0.06455223 0.1983369
Moved 1357.601 381.7121 470.1919 0.05025953 0.2113988
Moved 1357.632 373.4467 478.5532 0.03112674 0.2329043
Moved 1357.663 366.2786 485.7214 0.0145337 0.251341
Moved 1357.693 359.1016 493.8984 -0.002079556 0.2723723
Moved 1357.724 352.6187 501.3813 -0.01708647 0.2916186
Moved 1357.755 343.7614 508.8257 -0.03758937 0.3107657
Moved 1357.786 338.7164 514.2836 -0.04926766 0.3248035
Moved 1357.816 334.2606 517.8697 -0.05958204 0.3340269
Moved 1357.847 331.6932 520.3068 -0.06552508 0.3402953
Moved 1357.878 330 524.0437 -0.06944443 0.3499065
Moved 1357.908 327.2494 526.7505 -0.07581155 0.3568687
Moved 1357.939 325.5247 529.4753 -0.07980391 0.3638767
Moved 1357.97 326 530.3879 -0.07870371 0.3662239
Moved 1358.001 326 532.5 -0.07870371 0.3716563
Stationary 1358.031 326 532.5 -0.07870371 0.3716563
Stationary 1358.062 326 532.5 -0.07870371 0.3716563
Moved 1358.093 339.2997 517.8338 -0.04791731 0.3339346
Moved 1358.124 348.6183 502.0725 -0.02634649 0.2933963
Moved 1358.154 356.5323 484.9354 -0.008027107 0.2493194
Moved 1358.185 362.4755 468.5734 0.005730391 0.2072361
Moved 1358.216 368.0325 453.8701 0.01859367 0.1694188
Moved 1358.246 373.5161 440.9678 0.03128727 0.1362339
Moved 1358.277 377.9722 428.5696 0.04160226 0.1043455
Moved 1358.308 380.874 417.6302 0.0483194 0.07620937
Moved 1358.338 383.6009 407.5965 0.05463173 0.05040251
Moved 1358.369 385 399.0076 0.05787035 0.02831157
Moved 1358.4 388.052 392.8961 0.06493509 0.01259262
Moved 1358.431 388 388.0306 0.06481478 7.872719E-05
Moved 1358.461 388 382.5789 0.06481478 -0.01394335
Moved 1358.492 388 378.152 0.06481478 -0.02532935
Moved 1358.523 388 375.5 0.06481478 -0.03215028
Moved 1358.554 380.5331 372.9333 0.04753044 -0.03875191
Moved 1358.584 374.6138 372 0.03382822 -0.04115226
Moved 1358.615 366.4637 372 0.01496216 -0.04115226
Moved 1358.646 358.3315 372 -0.003862332 -0.04115226
Moved 1358.677 344.9166 388.4667 -0.03491521 0.001200256
Moved 1358.707 333.625 400.3749 -0.06105319 0.03182847
Moved 1358.738 323.7911 413.3482 -0.08381695 0.06519588
Moved 1358.769 315.8831 424.8615 -0.1021224 0.09480818
Moved 1358.799 305.3619 442.2762 -0.1264771 0.1395993
Moved 1358.83 298.1161 456.7098 -0.1432499 0.1767228
Moved 1358.861 290.0013 471.9975 -0.1620341 0.2160429
Moved 1358.891 282.8423 489.4204 -0.1786057 0.2608548
Moved 1358.922 279.1102 498.0763 -0.187245 0.2831179
Moved 1358.953 273.0569 513.3577 -0.2012571 0.3224219
Moved 1358.984 269.7647 528.8236 -0.2088781 0.3622006
Moved 1359.014 268.4434 537.2265 -0.2119366 0.3838129
Moved 1359.045 268 543.5784 -0.212963 0.4001502
Moved 1359.076 268 549.0316 -0.212963 0.4141758
Moved 1359.107 268 554 -0.212963 0.4269547
Moved 1359.137 268 557.3126 -0.212963 0.4354747
Ended 1359.168 268 560 -0.212963 0.4423867
Began 1360.243 361 372 0.002314846 -0.04115226
Stationary 1360.274 361 372 0.002314846 -0.04115226
Stationary 1360.305 361 372 0.002314846 -0.04115226
Stationary 1360.335 361 372 0.002314846 -0.04115226
Stationary 1360.366 361 372 0.002314846 -0.04115226
Moved 1360.397 353.1877 382.116 -0.0157693 -0.01513375
Moved 1360.428 351.1542 385.8458 -0.02047628 -0.005540808
Moved 1360.458 348.4297 389.1406 -0.02678315 0.002933667
Moved 1360.489 346.0152 391.9848 -0.03237228 0.01024886
Moved 1360.52 343.2791 395.7208 -0.03870567 0.01985801
Moved 1360.55 340.5564 398.4436 -0.04500826 0.02686108
Moved 1360.581 338.8249 402.3502 -0.04901638 0.0369088
Moved 1360.612 336.4342 404 -0.05455037 0.04115226
Moved 1360.643 333.7103 406.2897 -0.06085574 0.0470413
Moved 1360.673 330.9836 408.0164 -0.06716748 0.05148232
Moved 1360.704 328.5 409 -0.07291664 0.05401234
Moved 1360.735 324.8133 411.1867 -0.08145064 0.05963654
Moved 1360.766 321.0906 412 -0.09006802 0.06172835
Moved 1360.796 316.7249 413 -0.1001738 0.06430033
Moved 1360.827 313.9651 413 -0.1065622 0.06430033
Moved 1360.858 310.2287 413 -0.1152114 0.06430033
Moved 1360.888 306.5045 413 -0.1238321 0.06430033
Moved 1360.919 301.5477 413 -0.1353063 0.06430033
Moved 1360.95 297.8034 408.8119 -0.1439737 0.05352844
Moved 1360.981 292.3514 403.6757 -0.156594 0.04031797
Moved 1361.011 286.9024 399.9512 -0.1692074 0.03073857
Moved 1361.042 280.6914 396.4609 -0.1835848 0.02176163
Moved 1361.073 276.6172 395 -0.1930157 0.01800408
Moved 1361.104 270.273 392.091 -0.2077014 0.01052205
Moved 1361.134 264.7199 390.3599 -0.2205558 0.006069685
Moved 1361.165 260.6392 390 -0.2300019 0.005143954
