the price of gas is high
Basic
0.6 0.6
432 388.8
Began 1016.457 361 453 0.002314846 0.167181
Stationary 1016.488 361 453 0.002314846 0.167181
Stationary 1016.518 361 453 0.002314846 0.167181
Moved 1016.549 348.8828 463.1172 -0.02573431 0.1932027
Moved 1016.58 344.0554 468.8892 -0.03690883 0.2080484
Moved 1016.61 338.3685 477.4473 -0.05007297 0.2300598
Moved 1016.641 335.3104 485.0689 -0.05715191 0.2496627
Moved 1016.672 335 492.7176 -0.05787035 0.2693353
Moved 1016.703 335 501.3524 -0.05787035 0.2915442
Moved 1016.733 335 509.9968 -0.05787035 0.3137778
Moved 1016.764 343.2758 518.5516 -0.03871337 0.3357809
Moved 1016.795 347.7514 528.1271 -0.02835323 0.360409
Moved 1016.825 351.2526 536.7577 -0.02024869 0.3826071
Moved 1016.856 354.1282 542.2565 -0.01359204 0.3967501
Moved 1016.887 355 543.6953 -0.01157408 0.4004508
Moved 1016.918 356 544 -0.009259283 0.4012345
Stationary 1016.948 356 544 -0.009259283 0.4012345
Moved 1016.979 362.9808 525.4231 0.006899933 0.3534544
Moved 1017.01 372.581 495.8157 0.02912263 0.2773035
Moved 1017.04 378 460.3745 0.04166663 0.1861482
Moved 1017.071 379 423.241 0.04398147 0.09064046
Moved 1017.102 379 403.3702 0.04398147 0.03953231
Moved 1017.133 379 383.0693 0.04398147 -0.01268198
Moved 1017.163 371.1375 366.6874 0.02578119 -0.05481641
Moved 1017.194 370 358.5256 0.02314816 -0.0758087
Moved 1017.225 369 353.4201 0.02083332 -0.08894014
Moved 1017.255 368 350.8397 0.01851857 -0.09557685
Moved 1017.286 364.9345 350 0.01142244 -0.09773669
Moved 1017.317 350.9485 358.0687 -0.02095267 -0.07698373
Moved 1017.347 327.9591 380.041 -0.07416879 -0.0204708
Moved 1017.378 304.1059 401.8941 -0.1293845 0.03573582
Moved 1017.409 282.7776 421.397 -0.1787555 0.08589759
Moved 1017.44 269.9857 437.275 -0.2083664 0.126736
Moved 1017.47 257.1269 455.7462 -0.2381321 0.1742441
Moved 1017.501 246.0139 474.4756 -0.2638567 0.2224167
Moved 1017.532 239.2603 489.8491 -0.2794899 0.2619576
Moved 1017.563 235.0862 503.655 -0.2891522 0.2974665
Moved 1017.593 233.221 512.337 -0.2934699 0.3197968
Moved 1017.624 232 518.3056 -0.2962963 0.335148
Moved 1017.655 232 522.2351 -0.2962963 0.3452548
Moved 1017.685 230.5 523.5 -0.2997685 0.3485081
Ended 1017.716 230.5 523.5 -0.2997685 0.3485081
Began 1018.238 634 474 0.6342593 0.2211934
Stationary 1018.269 634 474 0.6342593 0.2211934
Moved 1018.3 616.2655 474 0.5932071 0.2211934
Moved 1018.33 601.5441 483.0383 0.5591298 0.24444
Moved 1018.361 588.8189 485.6724 0.5296734 0.251215
Moved 1018.392 574.1437 492.4282 0.4957031 0.2685909
Moved 1018.422 562.6517 498.7612 0.4691013 0.2848795
Moved 1018.453 554.7639 503.1574 0.4508424 0.2961867
Moved 1018.484 547.0506 507.9662 0.4329875 0.308555
Moved 1018.515 536.5892 514.5581 0.4087713 0.3255095
Moved 1018.545 515.9069 524.1828 0.3608955 0.3502644
Moved 1018.576 484.6203 531.8759 0.288473 0.3700511
Moved 1018.607 442.6615 538.3341 0.191346 0.3866617
Moved 1018.637 395.3587 543.0427 0.0818489 0.3987724
Moved 1018.668 357.8283 546 -0.005027006 0.4063785
Moved 1018.699 329.9041 546 -0.06966645 0.4063785
Moved 1018.73 308.0967 546 -0.1201465 0.4063785
Moved 1018.76 288.6671 546 -0.1651223 0.4063785
Moved 1018.791 278.1941 546 -0.1893655 0.4063785
Moved 1018.822 270.2735 546 -0.2077002 0.4063785
Moved 1018.852 264.104 546 -0.2219816 0.4063785
Moved 1018.883 261.5 539 -0.2280093 0.3883744
Moved 1018.914 260 538.1385 -0.2314815 0.3861586
Moved 1018.945 260 538 -0.2314815 0.3858024
Moved 1018.975 266.2055 537.3795 -0.217117 0.3842063
Moved 1019.006 297.3065 530.6267 -0.1451239 0.3668381
Moved 1019.037 339.9679 519.0085 -0.04637053 0.3369561
Moved 1019.067 375.4326 513.1306 0.03572355 0.3218379
Moved 1019.098 407.6216 509.2599 0.1102352 0.3118823
Moved 1019.129 435.492 509 0.1747499 0.3112139
Moved 1019.16 457.267 509 0.2251551 0.3112139
Moved 1019.19 483.5798 518.058 0.2860643 0.3345112
Moved 1019.221 500.4623 523.3849 0.3251441 0.3482121
Moved 1019.252 513.8082 526.452 0.3560374 0.3561008
Moved 1019.282 520.6599 528 0.3718978 0.3600822
Moved 1019.313 523.209 528 0.3777986 0.3600822
Stationary 1019.344 523 528 0.3773148 0.3600822
Stationary 1019.375 523 528 0.3773148 0.3600822
Moved 1019.405 483.959 480.0295 0.286942 0.2367014
Moved 1019.436 432.9348 423.9239 0.1688306 0.09239671
Moved 1019.467 398.1378 386.2515 0.08828183 -0.004497143
Moved 1019.497 374.6146 355.0759 0.03383011 -0.08468133
Moved 1019.528 361.4801 331.3302 0.003426075 -0.1457557
Moved 1019.559 350.5571 311.1143 -0.02185851 -0.1977515
Moved 1019.59 339.9324 287.8647 -0.04645283 -0.2575495
Moved 1019.62 333.2146 272.5365 -0.06200323 -0.2969741
Moved 1019.651 326.6752 256.1253 -0.07714083 -0.3391839
Moved 1019.682 322.3134 246.9701 -0.08723746 -0.3627312
Moved 1019.712 318.3468 237.6936 -0.09641951 -0.3865906
Moved 1019.743 315.823 234.823 -0.1022615 -0.3939738
Moved 1019.774 314.2852 231.2853 -0.1058212 -0.4030728
Moved 1019.805 311.5066 228.5066 -0.1122533 -0.4102197
Moved 1019.835 307.6339 224.6339 -0.1212177 -0.4201804
Moved 1019.866 304.7577 225 -0.1278757 -0.4192387
Moved 1019.897 301.2474 259.3101 -0.1360015 -0.3309926
Moved 1019.927 301 313.3488 -0.1365741 -0.1920042
Moved 1019.958 311.5036 367.5544 -0.1122601 -0.05258638
Moved 1019.989 312 406.1241 -0.1111111 0.04661532
Moved 1020.02 312 436.3148 -0.1111111 0.1242663
