I will meet you at noon
Basic
0.6 0.6
432 388.8
Began 999.4419 489 546 0.2986111 0.4063785
Stationary 999.4727 489 546 0.2986111 0.4063785
Stationary 999.5034 489 546 0.2986111 0.4063785
Stationary 999.5341 489 546 0.2986111 0.4063785
Stationary 999.5648 489 546 0.2986111 0.4063785
Stationary 999.5956 489 546 0.2986111 0.4063785
Stationary 999.6263 489 546 0.2986111 0.4063785
Stationary 999.657 489 546 0.2986111 0.4063785
Ended 999.6878 489 546 0.2986111 0.4063785
Began 1000.395 214 497 -0.3379629 0.2803498
Stationary 1000.425 214 497 -0.3379629 0.2803498
Stationary 1000.456 214 497 -0.3379629 0.2803498
Stationary 1000.487 214 497 -0.3379629 0.2803498
Stationary 1000.518 214 497 -0.3379629 0.2803498
Moved 1000.548 225.1847 497 -0.3120724 0.2803498
Moved 1000.579 230.6979 497 -0.2993104 0.2803498
Moved 1000.61 235.2221 497 -0.2888378 0.2803498
Moved 1000.641 239.0304 505.0152 -0.2800222 0.3009649
Moved 1000.671 243.5556 506.7778 -0.2695473 0.3054983
Moved 1000.702 248.0783 509.5392 -0.2590779 0.3126007
Moved 1000.733 252.3074 513.6148 -0.2492884 0.3230833
Moved 1000.763 256.5154 515.7577 -0.2395477 0.3285948
Moved 1000.794 262 521 -0.2268519 0.3420781
Moved 1000.825 273.1339 526.567 -0.201079 0.3563964
Moved 1000.856 283.1214 531.7803 -0.1779597 0.3698052
Moved 1000.886 301.3299 536.9514 -0.1358105 0.3831054
Moved 1000.917 324.0896 539.2322 -0.08312587 0.3889715
Moved 1000.948 342.986 539 -0.03938422 0.3883744
Moved 1000.979 358.1894 539 -0.004191299 0.3883744
Moved 1001.009 376.1644 539 0.03741761 0.3883744
Moved 1001.04 390.9878 531.0024 0.07173111 0.3678045
Moved 1001.071 404.5614 528.2397 0.1031514 0.3606988
Moved 1001.102 419.4575 524.5836 0.137633 0.3512951
Moved 1001.132 433.856 524 0.1709629 0.3497942
Moved 1001.163 444.1973 523 0.194901 0.3472221
Moved 1001.194 450.9984 521.5008 0.2106443 0.3433661
Moved 1001.225 455.9016 522 0.2219945 0.3446501
Moved 1001.255 459.662 521 0.2306992 0.3420781
Moved 1001.286 461 519.5811 0.2337964 0.3384286
Moved 1001.317 463 518.0906 0.2384259 0.3345952
Moved 1001.347 464 513.7061 0.2407408 0.3233179
Moved 1001.378 465 508.1723 0.2430555 0.309085
Moved 1001.409 466 501.6453 0.2453704 0.2922974
Moved 1001.44 467.5987 493.6053 0.249071 0.2716186
Moved 1001.47 470.3722 480.1389 0.2554912 0.2369828
Moved 1001.501 473.1237 466.3812 0.2618605 0.2015978
Moved 1001.532 474.8911 455.4357 0.2659516 0.1734457
Moved 1001.563 478.725 443.8251 0.2748263 0.1435829
Moved 1001.593 483.1281 433.6157 0.2850187 0.1173243
Moved 1001.624 487.7939 425.3092 0.2958192 0.09595984
Moved 1001.655 492 417.5 0.3055556 0.0758744
Moved 1001.685 497.2035 411.6948 0.3176005 0.06094324
Moved 1001.716 501.7275 406.2725 0.3280729 0.04699714
Moved 1001.747 506.6329 402.3671 0.3394281 0.03695225
Moved 1001.778 510.0294 398.9411 0.3472904 0.02814069
Moved 1001.808 514.7969 396.2031 0.3583262 0.02109838
Moved 1001.839 518.5594 394.4406 0.3670357 0.01656528
Moved 1001.87 523.6512 392.6744 0.3788223 0.0120225
Moved 1001.901 537.5 393 0.4108796 0.01285996
Ended 1001.931 537.5 393 0.4108796 0.01285996
Began 1002.423 439 270 0.1828703 -0.303498
Stationary 1002.454 439 270 0.1828703 -0.303498
Stationary 1002.485 439 270 0.1828703 -0.303498
Stationary 1002.515 439 270 0.1828703 -0.303498
Stationary 1002.546 439 270 0.1828703 -0.303498
Moved 1002.577 439 276.0162 0.1828703 -0.2880243
Moved 1002.608 439 285.6249 0.1828703 -0.2633105
Moved 1002.638 439 290.5731 0.1828703 -0.2505838
Moved 1002.669 442.8745 295.5535 0.191839 -0.237774
Moved 1002.7 447 300.5782 0.2013889 -0.2248503
Moved 1002.731 449.0622 305.1244 0.2061625 -0.2131574
Moved 1002.761 450 309.9927 0.2083333 -0.200636
Moved 1002.792 452.2575 313.2575 0.2135591 -0.1922389
Moved 1002.823 455.0254 318.0254 0.2199662 -0.1799758
Moved 1002.853 456.5 323 0.2233796 -0.1671811
Moved 1002.884 458.2008 327.4016 0.2273166 -0.1558603
Moved 1002.915 458 335.8466 0.2268519 -0.1341394
Moved 1002.946 450.7282 352.2718 0.2100191 -0.09189362
Moved 1002.976 430.8114 378.7169 0.1639152 -0.02387624
Moved 1003.007 397.6801 411.3879 0.08722246 0.06015389
Moved 1003.038 376.157 431.843 0.03740042 0.1127649
Moved 1003.069 355.8897 450.2216 -0.009514541 0.160035
Moved 1003.099 337.7758 467.3535 -0.05144482 0.2040983
Moved 1003.13 322.801 480.199 -0.08610874 0.2371372
Moved 1003.161 310.4362 491.9548 -0.1147311 0.2673733
Moved 1003.191 298.3857 500.4608 -0.1426258 0.2892508
Moved 1003.222 289.5495 508.4506 -0.1630799 0.3098007
Moved 1003.253 282.2541 516.1188 -0.1799673 0.3295237
Moved 1003.284 275.7247 522.2753 -0.1950816 0.3453581
Moved 1003.314 272.0427 526.9573 -0.2036049 0.3574004
Moved 1003.345 270.6617 529.6766 -0.2068016 0.3643944
Moved 1003.376 267.9024 532.0976 -0.2131889 0.3706213
Moved 1003.407 265.1368 534.8632 -0.2195907 0.3777345
Moved 1003.437 262.7968 536.2031 -0.2250073 0.3811808
Moved 1003.468 259.9639 537 -0.2315651 0.3832304
Moved 1003.499 258.5818 537 -0.2347643 0.3832304
Moved 1003.53 255.5 537 -0.2418981 0.3832304
Moved 1003.56 255 537 -0.2430556 0.3832304
Stationary 1003.591 255 537 -0.2430556 0.3832304
Stationary 1003.622 255 537 -0.2430556 0.3832304
Stationary 1003.653 255 537 -0.2430556 0.3832304
Moved 1003.683 270.3123 531.969 -0.2076104 0.3702905
Moved 1003.714 284.3914 527.5217 -0.1750199 0.3588521
Moved 1003.745 302.6949 521.5157 -0.1326506 0.3434046
