I listen to the tape everyday
Basic
0.6 0.6
432 388.8
Began 54.6159 507 452 0.3402778 0.164609
Stationary 54.64662 507 452 0.3402778 0.164609
Stationary 54.67737 507 452 0.3402778 0.164609
Stationary 54.70804 507 452 0.3402778 0.164609
Stationary 54.73879 507 452 0.3402778 0.164609
Stationary 54.7695 507 452 0.3402778 0.164609
Stationary 54.8002 507 452 0.3402778 0.164609
Moved 54.83091 498 462.225 0.3194444 0.1909079
Stationary 54.86168 498 462.225 0.3194444 0.1909079
Moved 54.89234 497 460 0.3171296 0.1851851
Ended 54.92305 497 460 0.3171296 0.1851851
Began 55.84467 599 263 0.5532407 -0.3215021
Stationary 55.8754 599 263 0.5532407 -0.3215021
Stationary 55.90607 599 263 0.5532407 -0.3215021
Stationary 55.93681 599 263 0.5532407 -0.3215021
Moved 55.96753 579.0168 277.1164 0.5069834 -0.2851945
Moved 55.99821 557.671 295.329 0.4575719 -0.2383514
Moved 56.02895 534.0403 320.5887 0.402871 -0.1733828
Moved 56.05965 516 346.5 0.3611111 -0.1067387
Moved 56.09041 498.9943 375.0114 0.3217461 -0.03340701
Moved 56.12109 487.7045 397.3561 0.2956123 0.02406391
Moved 56.15177 479.9366 413.6586 0.2776309 0.06599418
Moved 56.18242 475.9966 424.0137 0.2685106 0.09262771
Moved 56.21324 472.2324 433.303 0.2597972 0.11652
Moved 56.24397 468.472 441.0561 0.2510925 0.1364611
Moved 56.2747 465.7068 446.5864 0.2446917 0.1506851
Moved 56.30542 463.2679 448.7321 0.239046 0.1562039
Moved 56.33615 458 450 0.2268519 0.1594649
Moved 56.36681 451.1961 450 0.2111021 0.1594649
Moved 56.39759 435.8053 440.7496 0.1754752 0.1356728
Moved 56.42829 384.9015 396.2458 0.05764236 0.02120826
Moved 56.45904 346.9715 363.1735 -0.03015851 -0.06385442
Moved 56.48975 322.3371 339.337 -0.08718272 -0.1251619
Moved 56.52044 306 324 -0.125 -0.164609
Moved 56.55119 291.3468 309.3468 -0.1589195 -0.2022974
Moved 56.5819 283.1792 301.0896 -0.1778258 -0.223535
Moved 56.61262 280.3497 298.3497 -0.1843756 -0.230582
Moved 56.6433 278.9438 298 -0.1876301 -0.2314816
Stationary 56.67406 279 298 -0.1875 -0.2314816
Moved 56.70467 292.585 325.5725 -0.1560532 -0.1605646
Moved 56.73547 313.3385 358.4514 -0.1080127 -0.07599968
Moved 56.76623 338.1963 394.5403 -0.05047162 0.01682179
Moved 56.79692 358.5748 422.7664 -0.003299167 0.08941952
Moved 56.82753 373.765 443.1179 0.03186335 0.1417641
Moved 56.85836 384.5077 457.6346 0.05673071 0.1791012
Moved 56.88909 388.5692 465.1383 0.06613234 0.1984009
Moved 56.91983 390 469.3313 0.06944448 0.2091853
Moved 56.95052 390 471.0501 0.06944448 0.2136062
Moved 56.98125 390 472.3606 0.06944448 0.2169768
Moved 57.01197 373.5775 472 0.03142933 0.2160493
Moved 57.04267 353.6707 472 -0.01465112 0.2160493
Moved 57.07338 330.3645 472 -0.06860068 0.2160493
Moved 57.10402 311.6563 472 -0.1119066 0.2160493
Moved 57.13481 289.9905 472 -0.1620591 0.2160493
Moved 57.16555 271.4091 472 -0.2050715 0.2160493
Moved 57.19628 259.3994 472 -0.2328718 0.2160493
Moved 57.227 254.0526 472 -0.2452487 0.2160493
Moved 57.25772 250.5 472 -0.2534722 0.2160493
Moved 57.28844 251 472 -0.2523148 0.2160493
Moved 57.31914 251 461.4323 -0.2523148 0.188869
Moved 57.34987 281.8161 446.092 -0.1809812 0.1494135
Moved 57.38061 318.3191 428.545 -0.09648353 0.1042824
Moved 57.4113 355.3813 409.73 -0.01069148 0.05588983
Moved 57.44203 393.5102 387.6938 0.07756998 -0.0007874288
Moved 57.47275 430.5825 358.134 0.1633855 -0.07681599
Moved 57.50347 452.6992 338.3008 0.2145814 -0.1278271
Moved 57.53416 469.1621 319.0772 0.2526901 -0.1772705
Moved 57.5649 477.8451 305.7324 0.2727896 -0.2115938
Moved 57.59562 482.0499 294.8503 0.2825229 -0.2395827
Moved 57.62633 484.8029 288.3942 0.2888955 -0.2561877
Moved 57.65706 486.5501 285.4499 0.29294 -0.2637606
Moved 57.68775 487 283.0068 0.2939814 -0.2700443
Moved 57.7185 489.5 283 0.2997685 -0.2700618
Ended 57.74919 489.5 283 0.2997685 -0.2700618
Began 58.42509 306 510 -0.125 0.3137859
Stationary 58.45577 306 510 -0.125 0.3137859
Stationary 58.48647 306 510 -0.125 0.3137859
Stationary 58.51724 306 510 -0.125 0.3137859
Stationary 58.5479 306 510 -0.125 0.3137859
Moved 58.57863 326.719 510 -0.07703935 0.3137859
Moved 58.60932 346.4115 505.0133 -0.03145491 0.3009601
Moved 58.6401 372.3796 498.8621 0.02865653 0.285139
Moved 58.67082 413.2256 495.0596 0.1232075 0.2753589
Moved 58.70149 442.0461 491.2954 0.1899215 0.2656774
Moved 58.73221 468.2747 490 0.2506358 0.2623456
Moved 58.76292 486.4291 488 0.2926599 0.2572016
Moved 58.7936 499.7698 488 0.3235412 0.2572016
Moved 58.82441 510.8249 488 0.3491316 0.2572016
Moved 58.8551 516.4354 488 0.3621191 0.2572016
Moved 58.88582 529 488 0.3912036 0.2572016
Ended 58.91652 529 488 0.3912036 0.2572016
Began 59.56163 298 464 -0.1435185 0.1954732
Stationary 59.59238 298 464 -0.1435185 0.1954732
Stationary 59.62312 298 464 -0.1435185 0.1954732
Stationary 59.65381 298 464 -0.1435185 0.1954732
Moved 59.68452 314.1197 447.8803 -0.1062044 0.1540131
Moved 59.71524 338.7201 419.7359 -0.04925912 0.08162518
Moved 59.74598 362.8264 389.6374 0.006542504 0.004211316
Moved 59.77668 379.7411 366.3452 0.045697 -0.05569654
Moved 59.80741 392.1072 348.488 0.07432212 -0.1016254
Moved 59.83813 397.4612 339.6163 0.08671582 -0.1244437
Moved 59.86883 399 336.7847 0.09027779 -0.1317267
Moved 59.89951 400 334.5 0.09259263 -0.1376029
Moved 59.93026 400 333.8521 0.09259263 -0.1392692
Stationary 59.96099 400 334 0.09259263 -0.1388889
