please provide your date of birth
Basic
0.6 0.6
432 388.8
Began 1441.595 651 564 0.673611 0.4526748
Stationary 1441.625 651 564 0.673611 0.4526748
Stationary 1441.656 651 564 0.673611 0.4526748
Stationary 1441.687 651 564 0.673611 0.4526748
Moved 1441.717 651 574.1223 0.673611 0.4787096
Moved 1441.748 651 575.4808 0.673611 0.4822037
Moved 1441.779 642.8787 577.1213 0.6548119 0.4864229
Moved 1441.81 642 578.9708 0.6527777 0.4911799
Moved 1441.84 640.3092 580.6908 0.6488639 0.4956038
Moved 1441.871 638.9704 582.0296 0.6457648 0.4990473
Moved 1441.902 638 583.791 0.6435185 0.5035775
Moved 1441.932 636.485 584.515 0.6400115 0.5054397
Moved 1441.963 633.7524 585 0.6336862 0.5066872
Moved 1441.994 629.0153 585 0.6227205 0.5066872
Moved 1442.025 620.4827 585 0.6029692 0.5066872
Moved 1442.055 613.7527 585 0.5873905 0.5066872
Moved 1442.086 606.5157 576.3438 0.5706382 0.4844233
Moved 1442.117 600.5746 571.5746 0.5568856 0.4721568
Moved 1442.148 593.1843 563.2457 0.5397786 0.4507348
Moved 1442.178 586.6658 556.6658 0.5246894 0.4338112
Moved 1442.209 579.8122 551.2081 0.5088245 0.4197739
Moved 1442.24 576.1794 546.1794 0.5004154 0.40684
Moved 1442.271 572.5 542.5 0.4918982 0.3973764
Moved 1442.301 567.5092 537.7546 0.4803454 0.3851713
Moved 1442.332 564.2661 533.2661 0.4728381 0.3736266
Moved 1442.363 561.612 529.2239 0.4666944 0.3632302
Moved 1442.393 557.9155 525.9155 0.4581378 0.3547209
Moved 1442.424 556 522.1985 0.4537037 0.3451606
Moved 1442.455 553.8752 518.8752 0.4487852 0.3366131
Moved 1442.486 552 515.1202 0.4444444 0.3269553
Moved 1442.516 549.3976 512.3976 0.4384204 0.3199527
Moved 1442.547 548 509.6788 0.4351853 0.3129599
Moved 1442.578 546.5 508.5 0.4317129 0.3099279
Moved 1442.609 543.5409 505.5409 0.4248632 0.302317
Moved 1442.639 540.818 503.818 0.4185602 0.2978857
Moved 1442.67 539.5 502.5 0.4155093 0.2944958
Moved 1442.701 536.6986 502 0.4090246 0.2932098
Moved 1442.731 534.9888 501 0.4050666 0.2906378
Moved 1442.762 532.5 500 0.3993056 0.2880658
Moved 1442.793 530.5413 499 0.3947714 0.2854938
Moved 1442.823 529.0885 497.0885 0.3914086 0.2805774
Moved 1442.854 527.3577 494.7154 0.387402 0.2744737
Moved 1442.885 526 490.2775 0.3842592 0.2630593
Moved 1442.916 523.1749 482.5247 0.3777197 0.243119
Moved 1442.946 521.5049 468.0292 0.373854 0.2058365
Moved 1442.977 519.7707 454.8535 0.3698395 0.1719481
Moved 1443.008 520 441.3229 0.3703704 0.1371474
Moved 1443.039 519 428.5619 0.3680556 0.1043258
Moved 1443.069 518 412.7255 0.3657407 0.06359418
Moved 1443.1 517 400.8987 0.3634259 0.03317554
Moved 1443.131 517 393.5 0.3634259 0.01414597
Moved 1443.161 515.0882 386.2646 0.3590005 -0.004463431
Moved 1443.192 514 379.0945 0.3564815 -0.02290529
Moved 1443.223 513 371.9213 0.3541666 -0.04135477
Moved 1443.254 510.9153 366.8306 0.3493409 -0.05444821
Moved 1443.284 510 362.0506 0.3472221 -0.06674237
Moved 1443.315 504.6024 357.6024 0.3347276 -0.07818332
Moved 1443.346 496.3019 355.0755 0.3155137 -0.08468243
Moved 1443.376 483.5 354 0.2858797 -0.08744855
Moved 1443.407 462.3524 354 0.2369268 -0.08744855
Moved 1443.438 440.504 366.436 0.1863518 -0.05546295
Moved 1443.469 420.6971 375.6893 0.1405025 -0.03166332
Moved 1443.499 403.2995 386.7861 0.1002304 -0.003122282
Moved 1443.53 387.9724 397.6851 0.06475081 0.02491029
Moved 1443.561 372.6252 408.979 0.02922505 0.05395822
Moved 1443.592 360.4034 416.358 0.0009338061 0.07293709
Moved 1443.622 350.5149 423.1138 -0.02195631 0.09031323
Moved 1443.653 334.8727 432.6764 -0.05816505 0.1149083
Moved 1443.684 322.1801 442.8649 -0.08754595 0.1411133
Moved 1443.714 311.2703 451.7297 -0.1128003 0.1639139
Moved 1443.745 301.6111 459.2917 -0.1351596 0.1833633
Moved 1443.776 291.7418 466.4437 -0.1580051 0.2017584
Moved 1443.807 286.4911 470.3817 -0.1701594 0.2118869
Moved 1443.837 275.3583 479.4813 -0.1959299 0.2352913
Moved 1443.868 268.5 487 -0.2118056 0.2546296
Moved 1443.899 261.2525 495.7475 -0.2285821 0.2771282
Moved 1443.93 259 501 -0.2337963 0.2906378
Moved 1443.96 254.5 510 -0.244213 0.3137859
Moved 1443.991 251.8452 516.3095 -0.2503583 0.3300141
Moved 1444.022 251 522.7783 -0.2523148 0.346652
Moved 1444.052 249.3895 527.2211 -0.2560429 0.358079
Moved 1444.083 249 531.0198 -0.2569445 0.3678491
Moved 1444.114 248.2534 534 -0.2586727 0.3755144
Moved 1444.145 248 536.4749 -0.2592593 0.3818798
Moved 1444.175 248 539.2005 -0.2592593 0.3888901
Moved 1444.206 248 541 -0.2592593 0.3935184
Moved 1444.237 246.6873 542 -0.262298 0.3960905
Moved 1444.267 247 544.5 -0.2615741 0.4025204
Moved 1444.298 247 545.2029 -0.2615741 0.4043283
Stationary 1444.329 247 545 -0.2615741 0.4038065
Stationary 1444.36 247 545 -0.2615741 0.4038065
Stationary 1444.39 247 545 -0.2615741 0.4038065
Moved 1444.421 247 537.4521 -0.2615741 0.3843933
Moved 1444.452 247 525.7012 -0.2615741 0.3541696
Moved 1444.483 247 511.0632 -0.2615741 0.3165204
Moved 1444.513 245.6792 496.0751 -0.2646315 0.2779708
Moved 1444.544 245 483.7636 -0.2662037 0.2463055
Moved 1444.575 242.5163 472.0651 -0.2719531 0.2162166
Moved 1444.605 242 460.3784 -0.2731481 0.1861582
Moved 1444.636 239.0719 450.2875 -0.2799262 0.1602043
Moved 1444.667 236.7346 442.2038 -0.2853366 0.139413
Moved 1444.698 235 431.7839 -0.2893518 0.1126127
Moved 1444.728 232.2028 422.6084 -0.2958269 0.08901332
