this is a non profit organization
Moved 523.9612 491.7841 489.0454 0.3050556 0.2598904
Moved 523.9917 496.1268 498.3805 0.3151084 0.2839004
Moved 524.0226 500.4009 505.4009 0.325002 0.301957
Moved 524.0533 503 509.5695 0.3310186 0.3126786
Moved 524.084 504 512.4432 0.3333333 0.3200698
Moved 524.1148 506.1543 514.1543 0.3383202 0.3244708
Moved 524.1455 506 514.8458 0.337963 0.3262493
Moved 524.1763 507 515 0.3402778 0.326646
Moved 524.207 494.7448 477.7378 0.3119091 0.230807
Moved 524.2377 464.3901 405.5972 0.2416437 0.04526009
Moved 524.2684 449.1462 365.5362 0.206357 -0.05777727
Moved 524.2991 443.3456 340.2098 0.1929297 -0.1229173
Moved 524.3298 437.5977 317.793 0.1796242 -0.1805736
Moved 524.3606 434.7511 304.7555 0.173035 -0.2141063
Moved 524.3913 433 294.6354 0.1689814 -0.2401353
Moved 524.422 432 289.0049 0.1666667 -0.254617
Moved 524.4528 431 283.7128 0.1643519 -0.2682286
Moved 524.4835 429.6125 280.6125 0.16114 -0.2762025
Moved 524.5142 430 276.7393 0.162037 -0.2861645
Moved 524.5449 428.866 273.866 0.159412 -0.2935546
Moved 524.5756 429 272.5 0.1597223 -0.297068
Ended 524.6063 429 272 0.1597223 -0.2983539
Began 525.0672 566 501 0.4768519 0.2906378
Stationary 525.098 566 501 0.4768519 0.2906378
Stationary 525.1286 566 501 0.4768519 0.2906378
Moved 525.1593 552.9421 501 0.4466254 0.2906378
Moved 525.1901 543.163 501 0.4239883 0.2906378
Moved 525.2208 529.3328 501 0.3919739 0.2906378
Moved 525.2515 517.176 510.206 0.3638334 0.3143158
Moved 525.2822 508.1508 511.7123 0.3429416 0.3181899
Moved 525.313 496.6754 514 0.3163782 0.324074
Moved 525.3437 486.6404 515 0.2931491 0.326646
Moved 525.3744 480.3468 516 0.2785806 0.329218
Moved 525.4052 476.2488 516 0.2690945 0.329218
Moved 525.4359 473.2498 517 0.2621523 0.33179
Moved 525.4666 471.8112 517 0.2588223 0.33179
Moved 525.4973 469.9383 517 0.2544869 0.33179
Moved 525.528 465.9564 517 0.2452694 0.33179
Moved 525.5587 455.7136 518.8981 0.2215592 0.336672
Moved 525.5895 421.7648 521.9235 0.1429741 0.3444534
Moved 525.6202 406.2371 522 0.1070304 0.3446501
Moved 525.6509 381.1141 523 0.04887531 0.3472221
Moved 525.6816 359.333 523 -0.001543959 0.3472221
Moved 525.7123 339.2657 523 -0.04799604 0.3472221
Moved 525.743 319.5271 523 -0.09368733 0.3472221
Moved 525.7738 305.549 513.4608 -0.126044 0.3226871
Moved 525.8045 293.0587 513.7646 -0.1549568 0.3234687
Moved 525.8352 287.5226 513.2614 -0.1677717 0.3221741
Moved 525.866 282.3922 513 -0.1796478 0.321502
Moved 525.8967 281 513 -0.1828704 0.321502
Moved 525.9274 280 513 -0.1851852 0.321502
Stationary 525.9581 280 513 -0.1851852 0.321502
Moved 525.9889 302.5367 509.4927 -0.1330169 0.3124811
Moved 526.0195 329.6435 505.3729 -0.07026961 0.301885
Moved 526.0503 349.7544 502.8922 -0.02371659 0.2955046
Moved 526.081 371.1802 501 0.02588004 0.2906378
Moved 526.1117 398.0446 499 0.08806626 0.2854938
Moved 526.1425 420.3841 497 0.139778 0.2803498
Moved 526.1732 435.7423 494.6516 0.1753293 0.2743095
Moved 526.2039 452.1168 494 0.2132333 0.2726337
Moved 526.2346 462.262 494 0.2367175 0.2726337
Moved 526.2654 470.1608 494 0.2550018 0.2726337
Moved 526.2961 477 494 0.2708333 0.2726337
Moved 526.3268 480.3749 494 0.2786455 0.2726337
Moved 526.3575 483.2497 494 0.2853003 0.2726337
Moved 526.3882 485.5 494 0.2905093 0.2726337
Moved 526.4189 486.0931 494 0.2918822 0.2726337
Moved 526.4496 487.374 494 0.2948471 0.2726337
Moved 526.4804 488 494 0.2962963 0.2726337
Stationary 526.5111 488 494 0.2962963 0.2726337
Moved 526.5418 477.7166 491.6269 0.2724922 0.26653
Moved 526.5726 440.7234 475.0364 0.1868597 0.223859
Moved 526.6033 404.2703 453.991 0.1024776 0.1697299
Moved 526.634 352.0631 416.5473 -0.01837244 0.07342409
Moved 526.6647 342.4709 408.4036 -0.04057666 0.05247838
Moved 526.6954 323.9132 392.7306 -0.08353417 0.01216716
Moved 526.7262 311.4774 382.858 -0.1123209 -0.0132253
Moved 526.7569 302.2291 374.4861 -0.1337289 -0.03475809
Moved 526.7876 296.8711 368.7422 -0.1461316 -0.04953125
Moved 526.8183 290.4985 363.4985 -0.160883 -0.06301825
Moved 526.8491 285.4615 359.4615 -0.1725428 -0.0734016
Moved 526.8798 282.5877 358 -0.179195 -0.07716057
Moved 526.9105 280.7107 356 -0.1835401 -0.0823046
Stationary 526.9412 281 356 -0.1828704 -0.0823046
Stationary 526.9719 281 356 -0.1828704 -0.0823046
Stationary 527.0027 281 356 -0.1828704 -0.0823046
Moved 527.0334 300.5013 383.7519 -0.1377286 -0.0109262
Moved 527.0641 317.7614 406.6932 -0.09777466 0.04807916
Moved 527.0948 338.826 432.6583 -0.04901379 0.1148618
Moved 527.1255 358.2777 451.5648 -0.003986806 0.1634895
Moved 527.1563 376.3793 467.2069 0.03791511 0.2037214
Moved 527.187 397.6917 483.5929 0.08724938 0.2458664
Moved 527.2177 415.8665 497.8888 0.1293207 0.2826357
Moved 527.2484 428.3974 507.548 0.1583274 0.3074794
Moved 527.2792 436.2732 512.8488 0.1765583 0.3211129
Moved 527.3099 442.5979 517.299 0.1911988 0.332559
Moved 527.3406 446.1668 520 0.1994601 0.3395061
Moved 527.3713 448.7804 521.7805 0.2055102 0.3440855
Moved 527.4021 449.5797 523 0.2073604 0.3472221
Moved 527.4328 450.5 523 0.2094908 0.3472221
Moved 527.4635 450 524.2495 0.2083333 0.3504357
Moved 527.4942 440.9508 524 0.1873861 0.3497942
Moved 527.5249 419.1272 524 0.1368686 0.3497942
Moved 527.5556 384.9577 512.9879 0.0577724 0.3214709
Moved 527.5864 374.8521 511.5503 0.03437976 0.3177733
Moved 527.6171 358.0672 508.0112 -0.004474024 0.3086708
Moved 527.6478 347.2568 506 -0.02949804 0.3034978
Moved 527.6786 338.78 505 -0.04912029 0.3009258
Moved 527.7093 333.6152 505 -0.06107584 0.3009258
Moved 527.74 327.7357 504 -0.07468575 0.2983539
Moved 527.7708 324.9941 503 -0.08103207 0.2957818
Moved 527.8015 322.5 503 -0.08680557 0.2957818
Moved 527.8322 322 503 -0.08796295 0.2957818
Ended 527.8629 321 503 -0.09027779 0.2957818
Began 528.2315 512 512 0.3518519 0.31893
Stationary 528.2622 512 512 0.3518519 0.31893
Stationary 528.293 512 512 0.3518519 0.31893
Stationary 528.3237 512 512 0.3518519 0.31893
Moved 528.3544 488.0972 512 0.2965214 0.31893
Moved 528.3852 468.976 512 0.2522593 0.31893
Moved 528.4159 449.4909 512 0.2071548 0.31893
Moved 528.4466 429.8502 512 0.1616903 0.31893
Moved 528.4773 411.5987 512 0.1194415 0.31893
Moved 528.5081 395.2238 512 0.08153646 0.31893
Moved 528.5388 379.8706 512 0.0459968 0.31893
Moved 528.5695 367.1187 512 0.0164784 0.31893
Moved 528.6002 358.4554 512 -0.003575385 0.31893
Moved 528.6309 352.5459 512 -0.01725495 0.31893
Moved 528.6616 346.5 512 -0.03125002 0.31893
Moved 528.6924 336.5732 512 -0.0542288 0.31893
Moved 528.7231 328.0536 512 -0.07394994 0.31893
Moved 528.7538 319.453 512 -0.09385884 0.31893
Moved 528.7845 314.354 512 -0.1056621 0.31893
Moved 528.8152 310.7043 512 -0.1141104 0.31893
Moved 528.846 307.8394 512 -0.1207422 0.31893
Moved 528.8767 305.9813 512 -0.1250434 0.31893
Moved 528.9075 302.8497 512 -0.1322924 0.31893
Moved 528.9382 296.1023 497.5115 -0.1479114 0.2816654
Moved 528.9689 279.4155 475.1479 -0.1865382 0.2241458
Moved 528.9996 269.5612 458.8419 -0.2093489 0.1822064
Moved 529.0303 260.6347 442.5867 -0.2300122 0.1403979
Moved 529.061 255.4493 431.8986 -0.2420155 0.1129078
Moved 529.0917 252.588 427.176 -0.2486389 0.1007612
Moved 529.1225 252 423.0923 -0.25 0.09025801
Moved 529.1532 251 420.1708 -0.2523148 0.08274368
Moved 529.1839 251 417.2949 -0.2523148 0.07534694
Moved 529.2147 250 415.5 -0.2546296 0.07073037
Moved 529.2453 250 413.9048 -0.2546296 0.06662761
Moved 529.2761 250 412.6255 -0.2546296 0.06333712
Moved 529.3068 250 411.7508 -0.2546296 0.06108735
Moved 529.3375 250 410.8756 -0.2546296 0.05883644
Moved 529.3683 250 410 -0.2546296 0.05658428
Moved 529.3989 250 408.9489 -0.2546296 0.05388087
Moved 529.4297 248.991 407.991 -0.2569652 0.05141721
Stationary 529.4604 248.991 407.991 -0.2569652 0.05141721
Ended 529.4911 249 408 -0.2569445 0.05144025
Backspace 530.3206
Began 530.9043 325 595 -0.08101851 0.5324073
Stationary 530.9351 325 595 -0.08101851 0.5324073
Stationary 530.9658 325 595 -0.08101851 0.5324073
Moved 530.9965 344.1583 554.6834 -0.03667062 0.4287124
Moved 531.0272 356.1615 531.6769 -0.008885364 0.3695394
Moved 531.0579 366.3786 511.4321 0.01476526 0.3174692
Moved 531.0886 374.9095 494.181 0.03451278 0.2730992
Moved 531.1194 381.2636 479.8409 0.04922131 0.2362163
Moved 531.1501 388.1938 465.6124 0.06526351 0.1996202
Moved 531.1808 393.5368 451.6581 0.07763137 0.1637296
Moved 531.2115 399.2864 441.5704 0.0909408 0.1377838
Moved 531.2422 405.3227 427.032 0.1049136 0.1003908
Moved 531.2729 411.0685 412.863 0.1182141 0.0639481
Moved 531.3037 414.4092 404.7725 0.1259472 0.043139
Moved 531.3344 417.266 400.468 0.1325601 0.03206787
Moved 531.3652 420.6844 400 0.1404731 0.03086416
Moved 531.3958 438.0701 436.1403 0.1807179 0.1238174
Moved 531.4266 459.1688 494.3713 0.2295574 0.2735887
Moved 531.4573 471.8474 520.1254 0.2589061 0.3398285
Moved 531.488 476.9902 531.974 0.2708107 0.3703034
Moved 531.5187 485.7517 549.3792 0.2910918 0.4150699
Moved 531.5494 489.7463 558.4927 0.3003388 0.4385099
Moved 531.5802 491 564.5051 0.3032407 0.4539739
Moved 531.6109 492 568.257 0.3055556 0.4636238
Moved 531.6416 492 569 0.3055556 0.4655349
Moved 531.6724 492 570 0.3055556 0.4681069
Moved 531.7031 467.7118 558.7118 0.2493328 0.4390734
Moved 531.7338 432.6283 539.7522 0.1681211 0.390309
Moved 531.7645 390.0414 509.3678 0.06954014 0.3121599
Moved 531.7952 359.4624 485.8249 -0.001244446 0.2516071
Moved 531.826 327.4422 458.4422 -0.0753652 0.1811784
Moved 531.8567 306.4529 441.3019 -0.1239515 0.1370934
Moved 531.8875 286.1617 423.4681 -0.1709221 0.09122444
Moved 531.9182 274.6664 413.6664 -0.1975314 0.06601447
Moved 531.9489 263.766 404.5107 -0.2227639 0.0424657
Moved 531.9796 254.5603 396.1702 -0.2440733 0.02101392
Moved 532.0103 247.6714 389.7809 -0.26002 0.00458058
Moved 532.041 241.9858 384.9929 -0.273181 -0.007734338
Moved 532.0718 235.6856 378.6855 -0.2877649 -0.02395708
Moved 532.1024 232.1329 376.1329 -0.2959886 -0.03052244
Ended 532.1332 231 374 -0.2986111 -0.03600823
Began 532.5941 502 575 0.3287037 0.480967
Stationary 532.6247 502 575 0.3287037 0.480967
Moved 532.6555 490.9333 575 0.3030864 0.480967
Moved 532.6862 475.482 560.2892 0.2673195 0.4431306
Moved 532.7169 461.2317 552.1545 0.2343326 0.4222079
Moved 532.7477 442.6538 540.3242 0.1913282 0.3917802
Moved 532.7784 427.2316 530.4237 0.1556287 0.366316
Moved 532.8091 411.5993 519.7329 0.1194429 0.3388191
Moved 532.8398 399.6372 510.6372 0.0917529 0.3154248
Moved 532.8705 385.6306 500.1045 0.05933017 0.2883345
Moved 532.9012 371.313 489.6505 0.0261876 0.2614466
Moved 532.9319 358.3694 480.2956 -0.003774415 0.2373857
Moved 532.9626 341.303 467.0859 -0.04328002 0.2034101
Moved 532.9934 324.0536 452.7113 -0.08320928 0.1664384
Moved 533.0241 307.8401 439.3668 -0.1207405 0.1321161
Moved 533.0549 292.5126 425.5823 -0.1562207 0.09666219
Moved 533.0856 278.2595 414.1946 -0.1892142 0.06737277
Moved 533.1163 263.2841 400.2842 -0.2238793 0.03159511
Moved 533.147 257.523 394.5231 -0.2372152 0.01677741
Moved 533.1777 254.6581 392.829 -0.243847 0.01242037
Moved 533.2084 248.9079 386.908 -0.2571576 -0.002808786
Moved 533.2392 245.0877 383.0877 -0.2660007 -0.01263465
Moved 533.2699 241.5467 380.5467 -0.2741975 -0.01917011
Moved 533.3006 238.6763 377.6763 -0.2808419 -0.02655273
Moved 533.3314 235.8016 376 -0.2874963 -0.03086435
Moved 533.3621 235 375 -0.2893518 -0.03343629
Ended 533.3928 235 375 -0.2893518 -0.03343629
Began 533.7922 155 411 -0.474537 0.05915629
Stationary 533.8229 155 411 -0.474537 0.05915629
Stationary 533.8536 155 411 -0.474537 0.05915629
Ended 533.8843 155 411 -0.474537 0.05915629
Began 534.3759 371 271 0.025463 -0.300926
Stationary 534.4067 371 271 0.025463 -0.300926
Moved 534.4373 371 278.3415 0.025463 -0.2820435
Moved 534.4681 390.5 311 0.0706019 -0.1980453
Moved 534.4988 409.6338 350.8007 0.1148929 -0.09567723
Moved 534.5295 428.5943 377.8914 0.1587831 -0.02599944
Moved 534.5602 442.878 397.8536 0.1918472 0.02534352
Moved 534.5909 455.8668 418.2557 0.2219139 0.07781818
Moved 534.6216 470.7222 441.4111 0.2563015 0.1373742
Moved 534.6524 482.1169 464.2338 0.282678 0.1960744
Moved 534.6831 490.1892 481.5675 0.3013639 0.2406571
Moved 534.7139 498.9323 497.8645 0.3216024 0.2825732
Moved 534.7446 506.0335 509.5502 0.3380405 0.3126292
Moved 534.7753 511.7697 518.7697 0.3513186 0.3363416
Moved 534.806 514 523.9269 0.3564815 0.3496062
Moved 534.8367 516.5 527.5 0.3622685 0.3587962
Moved 534.8675 516 528.1018 0.3611111 0.3603441
Stationary 534.8982 516 528 0.3611111 0.3600822
Moved 534.9289 472.7637 442.5961 0.2610271 0.1404221
Moved 534.9596 449.3827 389.8929 0.2069044 0.004868684
Moved 534.9904 438.3612 358.6255 0.1813916 -0.07555173
Moved 535.0211 434.5 334.5 0.1724537 -0.1376029
Moved 535.0518 429.5498 308.4244 0.160995 -0.2046697
Moved 535.0826 426.8919 291.2434 0.1548423 -0.2488596
Moved 535.1133 423.0295 277.1475 0.1459015 -0.2851147
Moved 535.144 420.6507 266.2533 0.1403951 -0.3131346
Moved 535.1747 419 252.5635 0.1365741 -0.348345
Moved 535.2054 416.7656 245.2969 0.1314018 -0.3670349
Moved 535.2361 417 240.8882 0.1319444 -0.3783741
Ended 535.2668 415.8372 241 0.1292527 -0.3780865
Began 535.6355 552 525 0.4444444 0.3523662
Stationary 535.6663 552 525 0.4444444 0.3523662
Stationary 535.697 552 525 0.4444444 0.3523662
Moved 535.7277 537.0388 525 0.409812 0.3523662
Moved 535.7584 526.5502 525 0.385533 0.3523662
Moved 535.7892 505.3926 525 0.3365571 0.3523662
Moved 535.8198 483.2868 525 0.2853861 0.3523662
Moved 535.8506 455.8628 525 0.2219047 0.3523662
Moved 535.8813 429.8865 517.3207 0.1617744 0.332615
Moved 535.912 401.9581 513.4398 0.09712526 0.3226332
Moved 535.9427 378.986 508.5695 0.04394909 0.3101065
Moved 535.9734 361.1801 506.0257 0.002731582 0.303564
Moved 536.0042 344.7956 503.1591 -0.03519545 0.2961911
Moved 536.0349 332.8604 501 -0.06282305 0.2906378
Moved 536.0657 321.2507 498.4169 -0.08969739 0.2839941
Moved 536.0964 309.5378 497 -0.1168105 0.2803498
Moved 536.1271 296.2121 494.0424 -0.1476572 0.2727428
Moved 536.1578 281.8599 492.172 -0.1808799 0.2679321
Moved 536.1885 272.5 489.5 -0.2025463 0.2610596
Moved 536.2193 267.755 489 -0.2135301 0.2597736
Moved 536.25 264.8946 489 -0.2201515 0.2597736
Stationary 536.2807 265 489 -0.2199074 0.2597736
Moved 536.3115 272.775 489 -0.2019096 0.2597736
Moved 536.3422 341.5331 502.5554 -0.04274756 0.2946384
Moved 536.3729 393.3383 507.2225 0.07717192 0.3066422
Moved 536.4036 423.2335 507 0.1463737 0.3060699
Moved 536.4343 436.7247 507 0.1776034 0.3060699
Moved 536.465 456.7191 507 0.2238868 0.3060699
Moved 536.4957 473.0515 509.4103 0.2616934 0.3122692
Moved 536.5265 484.8415 511.9683 0.288985 0.3188484
Moved 536.5572 493.4901 514 0.3090048 0.324074
Moved 536.588 499.7017 516 0.3233836 0.329218
Moved 536.6187 503.5 517 0.3321759 0.33179
Moved 536.6494 505.0803 517 0.335834 0.33179
Moved 536.6801 506.5 518.5 0.3391203 0.335648
Moved 536.7108 508.3745 518 0.3434595 0.3343621
Stationary 536.7415 508.3745 518 0.3434595 0.3343621
Stationary 536.7723 508.3745 518 0.3434595 0.3343621
Moved 536.8029 484.9698 498.1987 0.2892819 0.2834329
Moved 536.8337 451.322 475.223 0.2113935 0.2243388
Moved 536.8644 417.4766 449.9875 0.1330477 0.1594328
Moved 536.8951 380.5335 427.3945 0.04753123 0.1013233
Moved 536.9259 357.8282 411.7934 -0.005027404 0.06119696
Moved 536.9566 338.4111 399.5289 -0.04997423 0.02965252
Moved 536.9873 324.2444 391.9333 -0.08276756 0.0101164
Moved 537.0181 313.2979 385.8652 -0.1081068 -0.005490691
Moved 537.0488 304.6934 381.5645 -0.1280246 -0.01655241
Moved 537.0795 298.0829 378.0276 -0.1433267 -0.02564913
Moved 537.1102 293.329 375.1645 -0.1543311 -0.03301314
Moved 537.1409 288.291 372 -0.1659931 -0.04115226
Moved 537.1717 286 371 -0.1712963 -0.04372435
Moved 537.2024 285 370 -0.1736111 -0.04629637
Stationary 537.2331 285 370 -0.1736111 -0.04629637
Moved 537.2639 320.9046 410.0765 -0.09049867 0.05678114
Moved 537.2946 357.5 446.5 -0.005787015 0.1504629
Moved 537.3253 384.2426 467.7442 0.05611698 0.2051034
Moved 537.356 407.083 485.8423 0.1089885 0.2516521
Moved 537.3867 429.9626 500.9786 0.1619504 0.2905828
Moved 537.4174 441.5481 508.0192 0.1887687 0.3086913
Moved 537.4481 451.1523 513.7682 0.2110005 0.3234778
Moved 537.4789 456.255 516 0.2228125 0.329218
Moved 537.5096 460.1287 518 0.2317793 0.3343621
Moved 537.5403 460.6959 519 0.2330924 0.3369341
Moved 537.571 461 520.2845 0.2337964 0.3402378
Stationary 537.6018 461 520.2845 0.2337964 0.3402378
Moved 537.6325 448.1733 520 0.204105 0.3395061
Moved 537.6632 419.7269 520 0.1382567 0.3395061
Moved 537.694 390.4143 520 0.07040352 0.3395061
Moved 537.7247 364.5144 520 0.01045009 0.3395061
Moved 537.7554 338.9249 520 -0.04878496 0.3395061
Moved 537.7861 315.2688 520 -0.1035444 0.3395061
Moved 537.8168 297.8218 520 -0.1439309 0.3395061
Moved 537.8475 287 520 -0.1689815 0.3395061
Moved 537.8783 282.5203 520 -0.1793512 0.3395061
Moved 537.909 279.8936 520 -0.1854314 0.3395061
Ended 537.9398 279 520 -0.1875 0.3395061
Began 538.3699 525 521 0.3819444 0.3420781
Stationary 538.4006 525 521 0.3819444 0.3420781
Stationary 538.4313 525 521 0.3819444 0.3420781
Moved 538.462 514.8082 521 0.3583524 0.3420781
Moved 538.4927 503.0193 521 0.3310632 0.3420781
Moved 538.5234 488.7208 521 0.2979649 0.3420781
Moved 538.5541 470.334 521 0.2554028 0.3420781
Moved 538.5849 449.2183 521 0.2065237 0.3420781
Moved 538.6156 427.7171 521 0.1567525 0.3420781
Moved 538.6464 408.899 521 0.1131922 0.3420781
Moved 538.677 390.4734 521 0.07054041 0.3420781
Moved 538.7078 369.6697 521 0.02238363 0.3420781
Moved 538.7385 353.6435 521 -0.01471405 0.3420781
Moved 538.7692 337.3307 521 -0.05247518 0.3420781
Moved 538.8 324.6069 516.2496 -0.08192847 0.3298601
Moved 538.8306 313.8905 513 -0.1067349 0.321502
Moved 538.8614 306.149 512 -0.1246552 0.31893
Moved 538.892 298.1516 510.7172 -0.1431676 0.3156306
Moved 538.9229 292.3804 511 -0.1565269 0.3163579
Moved 538.9536 287.6452 510 -0.1674879 0.3137859
Moved 538.9843 284.4489 509 -0.1748868 0.3112139
Moved 539.015 281.9119 509 -0.1807594 0.3112139
Moved 539.0457 281.0244 507.0245 -0.1828138 0.3061328
Moved 539.0765 281 498.5726 -0.1828704 0.2843945
Moved 539.1072 294.8924 471.4921 -0.150712 0.2147429
Moved 539.1379 308.2437 440.5175 -0.1198061 0.1350758
Moved 539.1686 320.6205 409.7591 -0.09115636 0.05596466
Moved 539.1993 329.0027 390.9932 -0.07175297 0.007698584
Moved 539.23 335.8957 378.4724 -0.0557971 -0.02450519
Moved 539.2608 345.1114 363.1476 -0.0344643 -0.06392067
Moved 539.2915 350.487 356.513 -0.02202089 -0.08098523
Moved 539.3223 353.1184 352.8816 -0.01592959 -0.0903252
Moved 539.353 355 351 -0.01157408 -0.09516476
Moved 539.3837 357.5 348.5 -0.005787015 -0.1015947
Moved 539.4144 358.1357 347.8643 -0.004315475 -0.1032298
Stationary 539.4451 358 348 -0.004629641 -0.1028807
Moved 539.4759 348.587 348 -0.02641891 -0.1028807
Moved 539.5066 327.3664 348 -0.07554074 -0.1028807
Moved 539.5373 277.3268 360.9456 -0.1913731 -0.06958455
Moved 539.5681 264.0499 362.0792 -0.2221068 -0.0666689
Moved 539.5988 230.2528 366 -0.3003407 -0.05658444
