just in time for the party
just in time for the party
Basic
0.6 0.6
432 388.8
Began 1364.924 466 415 0.2453704 0.06944436
Stationary 1364.946 466 415 0.2453704 0.06944436
Stationary 1364.961 466 415 0.2453704 0.06944436
Stationary 1364.974 466 415 0.2453704 0.06944436
Moved 1364.99 445.6045 439.4327 0.1981586 0.1322858
Moved 1365.006 424.867 482.8171 0.1501551 0.243871
Moved 1365.021 406.8545 531.4365 0.1084595 0.3689208
Moved 1365.037 398.0936 557.7191 0.08817971 0.4365201
Moved 1365.052 385.9618 591.6618 0.06009668 0.5238214
Moved 1365.067 382.678 601.627 0.0524954 0.549452
Moved 1365.083 379.7978 608.4045 0.04582813 0.5668838
Moved 1365.099 378.5 612.5 0.04282405 0.5774176
Moved 1365.114 377.0554 613.9446 0.03948003 0.5811332
Moved 1365.128 375.6154 615.3846 0.03614674 0.5848369
Moved 1365.144 374.5 615 0.03356477 0.5838476
Moved 1365.161 359.8742 600.9366 -0.0002912681 0.5476765
Moved 1365.175 341.0924 582.0923 -0.04376764 0.4992087
Moved 1365.192 313.3113 541.7055 -0.1080757 0.3953331
Moved 1365.206 289.8531 508.0388 -0.1623771 0.3087418
Moved 1365.222 272.1476 481.9251 -0.203362 0.2415769
Moved 1365.236 258.8752 463.4534 -0.2340852 0.1940674
Moved 1365.253 246.5 448.5 -0.2627315 0.1556069
Moved 1365.268 235.9783 438.3092 -0.2870873 0.1293961
Moved 1365.284 227.4126 429.4126 -0.3069153 0.1065139
Moved 1365.301 221.3383 423.8922 -0.320976 0.09231528
Moved 1365.314 217.0339 421.0226 -0.3309401 0.08493455
Moved 1365.329 215.5712 418.1424 -0.3343259 0.07752666
Moved 1365.345 214.1306 418.1306 -0.3376606 0.07749636
Moved 1365.361 213.5 417.5 -0.3391204 0.0758744
Moved 1365.375 212.8087 416.8087 -0.3407207 0.07409629
Stationary 1365.39 212.8087 416.8087 -0.3407207 0.07409629
Moved 1365.406 211.625 415.6249 -0.3434607 0.07105168
Stationary 1365.422 211.625 415.6249 -0.3434607 0.07105168
Moved 1365.436 212 415 -0.3425926 0.06944436
Stationary 1365.454 212 415 -0.3425926 0.06944436
Stationary 1365.469 212 415 -0.3425926 0.06944436
Moved 1365.483 222.7867 415 -0.3176234 0.06944436
Moved 1365.499 258.5931 452.9635 -0.2347381 0.1670871
Moved 1365.514 298.0049 489.8712 -0.1435072 0.2620144
Moved 1365.53 348.2033 541.1921 -0.02730707 0.3940125
Ended 1365.546 366 558 0.01388888 0.4372427
Candidates 1365.666 12 literary just guest first pray order operate guitar lowest least jersey dietary
Began 1366.376 354 476 -0.01388888 0.2263374
Stationary 1366.394 354 476 -0.01388888 0.2263374
Moved 1366.409 332.9187 476 -0.06268825 0.2263374
Moved 1366.423 311.4645 482.7678 -0.1123507 0.2437441
Moved 1366.439 284.3636 489.7656 -0.1750844 0.2617426
Moved 1366.455 261.0271 491 -0.2291039 0.2649176
Moved 1366.47 229.2049 491 -0.3027664 0.2649176
Ended 1366.486 229.2049 491 -0.3027664 0.2649176
Accept 1366.549 1 just
Began 1366.96 477 569 0.2708333 0.4655349
Stationary 1366.979 477 569 0.2708333 0.4655349
Stationary 1366.994 477 569 0.2708333 0.4655349
Moved 1367.01 467.2791 569 0.2483313 0.4655349
Moved 1367.026 457.181 556.3755 0.224956 0.4330645
Moved 1367.041 442.6112 545.3182 0.1912296 0.404625
Moved 1367.056 428.1342 529.8477 0.1577182 0.3648344
Moved 1367.071 410 509 0.1157407 0.3112139
Moved 1367.087 395.4528 487.2599 0.08206666 0.255298
Moved 1367.102 381.3393 464.7428 0.04939646 0.1973837
Moved 1367.118 371.6942 444.2355 0.02706985 0.1446384
Moved 1367.132 364.2466 421.5891 0.009830098 0.0863917
Moved 1367.148 360.214 404.8559 0.0004953146 0.04335352
Moved 1367.163 356.9308 389.6538 -0.007104725 0.004253583
Moved 1367.179 354 367.5 -0.01388888 -0.05272634
Moved 1367.194 353.3879 360.6553 -0.01530568 -0.07033101
Moved 1367.21 351.9523 348.6658 -0.01862898 -0.1011681
Moved 1367.226 351 336.5032 -0.02083332 -0.1324508
Moved 1367.241 350.0601 327.3608 -0.02300898 -0.1559651
Moved 1367.258 350 317.3304 -0.02314816 -0.1817634
Moved 1367.273 350 309.8996 -0.02314816 -0.2008755
