want to join us for lunch
Basic
0.6 0.6
432 388.8
Began 826.4055 323 519 -0.08564815 0.3369341
Stationary 826.4362 323 519 -0.08564815 0.3369341
Stationary 826.4669 323 519 -0.08564815 0.3369341
Stationary 826.4977 323 519 -0.08564815 0.3369341
Stationary 826.5283 323 519 -0.08564815 0.3369341
Stationary 826.5591 323 519 -0.08564815 0.3369341
Moved 826.5899 306.0268 519 -0.124938 0.3369341
Moved 826.6206 291.2043 519 -0.1592494 0.3369341
Moved 826.6514 275.7859 519 -0.1949401 0.3369341
Moved 826.6821 256.1267 504.1815 -0.2404474 0.2988207
Moved 826.7128 237.5529 491.8235 -0.2834424 0.2670357
Moved 826.7436 223.3769 479.3769 -0.3162572 0.2350228
Moved 826.7743 204.9357 460.9249 -0.3589452 0.187564
Moved 826.805 189.8586 440.2266 -0.3938458 0.1343277
Moved 826.8358 175.254 417.7556 -0.4276528 0.07653169
Moved 826.8665 164.8451 397.4015 -0.4517474 0.02418078
Moved 826.8973 155.4743 376.7733 -0.4734392 -0.02887537
Moved 826.928 150.9688 360.844 -0.4838685 -0.06984577
Moved 826.9587 147.3338 346.6693 -0.4922827 -0.1063034
Moved 826.9895 147 332.8719 -0.4930556 -0.1417903
Moved 827.0203 165.3094 317.2679 -0.4506727 -0.1819241
Moved 827.051 205.5577 304.5204 -0.3575054 -0.2147108
Moved 827.0817 262.1218 294.8254 -0.2265699 -0.2396467
Moved 827.1124 318.9336 286.2133 -0.09506111 -0.2617972
Moved 827.1432 355.7105 276.5724 -0.009929439 -0.2865937
Moved 827.174 379.697 266.9886 0.04559497 -0.3112433
Moved 827.2047 394.4313 254.5686 0.07970213 -0.3431878
Moved 827.2354 406.0077 241.2405 0.1064992 -0.377468
Moved 827.2662 415.8241 227.9598 0.1292225 -0.411626
Moved 827.2969 424.253 218.7469 0.1487339 -0.4353217
Moved 827.3276 434.9899 212.004 0.1735877 -0.4526646
Moved 827.3584 443.6076 210 0.1935361 -0.457819
Moved 827.3891 450.4781 210 0.20944 -0.457819
Moved 827.4199 458.0666 220.1333 0.2270061 -0.431756
Moved 827.4506 462.1493 234.8958 0.2364567 -0.3937867
Moved 827.4813 463 257.0935 0.2384259 -0.3366936
Moved 827.512 448.4433 289.1135 0.2047298 -0.2543379
Moved 827.5428 420.0505 334.3192 0.1390058 -0.1380679
Moved 827.5735 394.9465 365.8236 0.08089463 -0.05703812
Moved 827.6043 370.0139 403.7258 0.02318025 0.04044686
Moved 827.635 348.7444 443.816 -0.02605453 0.1435597
Moved 827.6658 331.7342 480.6644 -0.06543006 0.2383344
Moved 827.6965 324.1269 505.6194 -0.08303965 0.3025189
Moved 827.7272 321.6918 523.849 -0.0886763 0.3494058
Moved 827.758 322 534.3651 -0.08796295 0.3764534
Moved 827.7888 322 542.4337 -0.08796295 0.3972058
Moved 827.8195 322 547.5897 -0.08796295 0.4104673
Moved 827.8502 322 551.0737 -0.08796295 0.4194282
Ended 827.8809 322 551.0737 -0.08796295 0.4194282
Began 828.6495 304 422 -0.1296296 0.08744851
Stationary 828.6802 304 422 -0.1296296 0.08744851
Stationary 828.711 304 422 -0.1296296 0.08744851
Stationary 828.7416 304 422 -0.1296296 0.08744851
Moved 828.7724 326.6294 422 -0.07724673 0.08744851
Moved 828.8032 338.9656 422 -0.04869078 0.08744851
Moved 828.8339 350.449 430.8622 -0.0221087 0.1102423
Moved 828.8647 361.3903 432.2781 0.003218154 0.1138838
Moved 828.8954 372.7257 435.2419 0.02945761 0.1215068
Moved 828.9261 385.4694 436 0.05895684 0.1234567
Moved 828.9569 398.9298 438.986 0.09011537 0.1311367
Moved 828.9876 418.4526 444.1132 0.1353069 0.1443239
Moved 829.0184 447.7042 453.7106 0.2030191 0.1690087
Moved 829.0491 475.7487 461.9163 0.2679369 0.1901138
Moved 829.0798 496.0941 467.7412 0.3150327 0.2050956
Moved 829.1105 516.8886 473.3967 0.3631681 0.2196417
Moved 829.1413 532.3016 476.5754 0.3988464 0.2278173
Moved 829.172 541.303 479.4343 0.4196828 0.2351705
Moved 829.2028 546.9092 480.9547 0.4326603 0.2390808
Moved 829.2335 550.8243 482 0.441723 0.2417695
Moved 829.2643 553 483.6962 0.4467593 0.246132
Moved 829.295 554 484 0.4490741 0.2469135
Moved 829.3257 554 485.5 0.4490741 0.2507715
Moved 829.3565 554 486.9865 0.4490741 0.2545949
Moved 829.3872 546.3184 489.8535 0.4312924 0.2619688
Moved 829.418 539.1877 492.2708 0.4147864 0.2681859
Moved 829.4487 528.0303 495.2424 0.388959 0.2758292
Moved 829.4794 521.7748 498.1126 0.3744788 0.2832114
Moved 829.5101 518.0137 499.9863 0.3657723 0.2880306
Moved 829.5409 516.4429 501 0.3621365 0.2906378
Moved 829.5717 516 502.4282 0.3611111 0.2943111
Ended 829.6024 516 505.3226 0.3611111 0.3017555
Began 830.2172 338 285 -0.05092591 -0.2649178
Stationary 830.2479 338 285 -0.05092591 -0.2649178
Stationary 830.2787 338 285 -0.05092591 -0.2649178
Stationary 830.3095 338 285 -0.05092591 -0.2649178
Stationary 830.3402 338 285 -0.05092591 -0.2649178
Stationary 830.371 338 285 -0.05092591 -0.2649178
Stationary 830.4017 338 285 -0.05092591 -0.2649178
Moved 830.4324 347.0764 297.0764 -0.02991577 -0.2338572
Moved 830.4632 351.7886 302.7886 -0.01900787 -0.2191651
Moved 830.494 356.5442 308.5441 -0.007999639 -0.2043619
Moved 830.5247 366.453 318.1624 0.01493742 -0.1796236
Moved 830.5554 379.6595 330.6595 0.04550795 -0.1474808
Moved 830.5861 398.1316 347.1097 0.08826752 -0.1051706
Moved 830.6169 417.5174 363.8278 0.1331422 -0.06217148
Moved 830.6476 436.8199 380.35 0.1778239 -0.01967607
Moved 830.6783 455.0856 399.4332 0.2201056 0.02940637
Moved 830.7091 467.8408 412.8408 0.2496315 0.06389092
Moved 830.7399 481.4523 424.7103 0.2811396 0.09441932
Moved 830.7706 496.4568 438.4568 0.3158723 0.1297758
Moved 830.8013 507.9325 449.4493 0.3424363 0.1580486
