this is a non profit organization
Basic
0.6 0.6
432 388.8
Began 1287.628 353 512 -0.01620372 0.31893
Stationary 1287.658 353 512 -0.01620372 0.31893
Moved 1287.689 331.0734 518.9144 -0.06695981 0.3367139
Moved 1287.72 318.5742 524.8564 -0.09589309 0.351997
Moved 1287.751 312.2139 528.3931 -0.110616 0.3610932
Moved 1287.781 308.7338 532.5325 -0.1186718 0.3717398
Moved 1287.812 305.853 534.147 -0.1253404 0.3758925
Moved 1287.843 305 535.7427 -0.1273148 0.3799966
Moved 1287.873 305 537.5233 -0.1273148 0.3845764
Stationary 1287.904 305 538 -0.1273148 0.3858024
Moved 1287.935 305 539 -0.1273148 0.3883744
Moved 1287.966 329.0655 533.2311 -0.07160767 0.3735366
Moved 1287.996 364.0115 509.0919 0.009286006 0.3114503
Moved 1288.027 389.9754 478.1851 0.06938746 0.2319574
Moved 1288.058 408.614 440.465 0.1125325 0.1349407
Moved 1288.088 420.8374 392.6504 0.1408273 0.01196076
Moved 1288.119 427.8445 359.0881 0.1570475 -0.07436187
Moved 1288.15 432.711 344.867 0.1683125 -0.1109388
Moved 1288.181 434 340.7845 0.1712963 -0.121439
Moved 1288.211 435 376.8334 0.1736111 -0.02872082
Moved 1288.242 439.0653 443.6204 0.1830215 0.1430566
Moved 1288.273 446.8063 484.8379 0.2009405 0.2490686
Moved 1288.303 457.1571 519.9027 0.2249008 0.3392559
Moved 1288.334 464.6494 547.2727 0.2422439 0.409652
Moved 1288.365 468.1805 566.0833 0.2504179 0.4580331
Moved 1288.396 470 575.0983 0.2546296 0.4812199
Moved 1288.426 471 580.1255 0.2569444 0.4941499
Moved 1288.457 471 583.4409 0.2569444 0.5026772
Moved 1288.488 471 584.3205 0.2569444 0.5049395
Moved 1288.518 415.4579 560.6841 0.1283749 0.4441462
Moved 1288.549 337.6721 511.8039 -0.05168507 0.3184256
Moved 1288.58 285.3757 470.6077 -0.1727415 0.2124684
Moved 1288.611 251.072 441.06 -0.2521482 0.1364711
Moved 1288.641 232.9533 425.9666 -0.2940896 0.09765067
Moved 1288.672 222.2379 416.2379 -0.3188937 0.0726283
Moved 1288.703 217.2438 411.2438 -0.3304542 0.05978329
Moved 1288.733 214.746 408.746 -0.336236 0.0533591
Ended 1288.764 214 408 -0.3379629 0.05144025
Began 1288.979 547 548 0.4328704 0.4115225
Stationary 1289.01 547 548 0.4328704 0.4115225
Stationary 1289.041 547 548 0.4328704 0.4115225
Stationary 1289.071 547 548 0.4328704 0.4115225
Moved 1289.102 528.0323 548 0.3889636 0.4115225
Moved 1289.133 515.9572 548 0.361012 0.4115225
Moved 1289.163 505.4552 548 0.3367019 0.4115225
Moved 1289.194 496 548 0.3148148 0.4115225
Moved 1289.225 484.8939 548 0.2891062 0.4115225
Moved 1289.256 467.0378 534.5876 0.2477725 0.3770256
Moved 1289.286 431.8107 512.8738 0.1662285 0.3211775
Moved 1289.317 384.2917 484.2368 0.05623072 0.2475226
Moved 1289.348 335.2873 451.0773 -0.05720536 0.1622359
Moved 1289.378 305.1421 429.7772 -0.1269858 0.1074516
Moved 1289.409 278.2627 411.8418 -0.1892067 0.06132145
Moved 1289.44 258.7394 396.7394 -0.2343994 0.02247787
Moved 1289.471 246.2385 387.2385 -0.2633368 -0.001958564
Moved 1289.501 238.0743 381.0743 -0.2822354 -0.01781314
Moved 1289.532 230.9454 374.9454 -0.2987374 -0.03357656
Moved 1289.563 227.0878 372.0878 -0.3076671 -0.04092652
Ended 1289.593 227 372 -0.3078704 -0.04115226
Began 1289.839 234 432 -0.2916667 0.1131687
Stationary 1289.87 234 432 -0.2916667 0.1131687
Moved 1289.901 203.5407 432 -0.3621742 0.1131687
Moved 1289.931 177.6742 422.9638 -0.4220505 0.08992737
Moved 1289.962 169.0713 421.5119 -0.4419645 0.08619311
Moved 1289.993 153.6576 421 -0.4776445 0.08487643
Moved 1290.023 147.5737 421 -0.4917276 0.08487643
Moved 1290.054 142.9129 421 -0.5025164 0.08487643
Moved 1290.085 141.8909 421 -0.5048823 0.08487643
Moved 1290.116 140 421 -0.5092592 0.08487643
Moved 1290.146 139 421 -0.511574 0.08487643
Moved 1290.177 138 421 -0.513889 0.08487643
Moved 1290.208 136.5 421 -0.5173611 0.08487643
Moved 1290.238 137 421 -0.5162037 0.08487643
Ended 1290.269 137 421 -0.5162037 0.08487643
Began 1290.638 484 243 0.287037 -0.3729424
Stationary 1290.668 484 243 0.287037 -0.3729424
Stationary 1290.699 484 243 0.287037 -0.3729424
Stationary 1290.73 484 243 0.287037 -0.3729424
Moved 1290.761 475.5902 230.986 0.2675698 -0.4038427
Moved 1290.791 476 225.8865 0.2685185 -0.4169587
Moved 1290.822 476 221.0709 0.2685185 -0.4293443
Moved 1290.853 476 219 0.2685185 -0.4346708
Stationary 1290.883 476 219 0.2685185 -0.4346708
Moved 1290.914 476 234.2937 0.2685185 -0.3953352
Moved 1290.945 485.8398 245.1987 0.2912957 -0.3672872
Moved 1290.975 487 297.4929 0.2939814 -0.2327859
Moved 1291.006 478.4637 384.5515 0.2742216 -0.00886976
Moved 1291.037 478 451.2659 0.2731481 0.1627208
Moved 1291.068 488.6601 490.7254 0.2978244 0.2642114
Moved 1291.098 495.5468 512.6403 0.3137656 0.3205768
Moved 1291.129 503.2955 533.5343 0.3317025 0.3743166
Moved 1291.16 507.5 548.5 0.3414352 0.4128085
Moved 1291.191 509.0694 553.1387 0.345068 0.4247394
Moved 1291.221 509 555.9466 0.3449074 0.4319613
Stationary 1291.252 509 556 0.3449074 0.4320986
Moved 1291.283 500.9828 539.9656 0.326349 0.3908579
Moved 1291.313 451.668 409.6703 0.2121943 0.0557363
Moved 1291.344 434.8087 346.8525 0.1731684 -0.105832
Moved 1291.375 433 314.2274 0.1689814 -0.1897444
Moved 1291.406 433 293.1279 0.1689814 -0.2440127
Moved 1291.436 433 264.8859 0.1689814 -0.3166514
Moved 1291.467 433 246.5182 0.1689814 -0.3638936
Moved 1291.498 441.7408 234.5183 0.1892148 -0.3947574
Moved 1291.528 444 222.8894 0.1944444 -0.4246671
