the collapse of the Roman empire
Moved 501.9856 200.3232 360.4848 -0.3696223 -0.07076954
Moved 502.0163 197 355.2903 -0.3773148 -0.08412985
Moved 502.0471 197 355 -0.3773148 -0.08487654
Moved 502.0778 212.8609 373.3292 -0.3405998 -0.03773348
Moved 502.1085 248.0516 419.0674 -0.2591398 0.07990593
Moved 502.1392 276.0216 452.777 -0.1943944 0.1666075
Moved 502.1699 285.8313 466.3855 -0.1716868 0.2016087
Moved 502.2007 294.5102 476.5102 -0.1515969 0.2276496
Ended 502.2314 298 480 -0.1435185 0.2366254
Began 502.6616 546 473 0.4305556 0.2186213
Stationary 502.6923 546 473 0.4305556 0.2186213
Moved 502.723 522.9528 473 0.3772056 0.2186213
Moved 502.7537 498.5 462.5 0.3206019 0.1916151
Moved 502.7845 471.6768 460.853 0.258511 0.187379
Moved 502.8152 443.7338 455.9468 0.1938282 0.1747601
Moved 502.8459 417.9778 450.2173 0.1342078 0.1600238
Moved 502.8766 394.8778 443.0634 0.08073558 0.1416238
Moved 502.9074 372.657 435.1214 0.02929866 0.1211969
Moved 502.9381 354.9553 426.4777 -0.01167764 0.09896509
Moved 502.9688 341.7676 419.8838 -0.04220466 0.08200559
Moved 502.9995 328.4832 411.1124 -0.07295553 0.0594455
Moved 503.0303 316 402.5 -0.1018519 0.03729416
Moved 503.0609 307.8711 395.8711 -0.1206687 0.0202445
Moved 503.0917 300.1805 391.1204 -0.138471 0.008025581
Moved 503.1224 290.6018 384.4012 -0.160644 -0.009256331
Moved 503.1532 284.3252 380.3252 -0.1751731 -0.01973972
Moved 503.1839 282 378.4422 -0.1805555 -0.0245829
Ended 503.2146 282 378 -0.1805555 -0.02572024
Began 503.4911 324 531 -0.08333336 0.3677982
Stationary 503.5219 324 531 -0.08333336 0.3677982
Stationary 503.5526 324 531 -0.08333336 0.3677982
Stationary 503.5833 324 531 -0.08333336 0.3677982
Stationary 503.614 324 531 -0.08333336 0.3677982
Moved 503.6448 324 521.4124 -0.08333336 0.3431389
Moved 503.6755 349.2497 475.0232 -0.02488489 0.223825
Moved 503.7062 381.7253 424.4122 0.05028992 0.09365258
Moved 503.7369 412.6031 389.1678 0.1217665 0.003003721
Moved 503.7677 425.2101 374.6849 0.1509492 -0.03424664
Moved 503.7984 429 369.0175 0.1597223 -0.04882349
Moved 503.8291 430 368 0.162037 -0.05144041
Moved 503.8598 396.0964 368 0.08355637 -0.05144041
Moved 503.8904 352.3982 399.4543 -0.01759668 0.02946049
Moved 503.9213 323.2898 417.1792 -0.08497725 0.07504926
Moved 503.952 293.4533 435.3644 -0.1540433 0.1218221
Moved 503.9828 268.817 449.9879 -0.2110718 0.1594337
Moved 504.0135 251.6434 462.4139 -0.2508254 0.1913938
Moved 504.0442 240.1027 469.9589 -0.27754 0.2107996
Moved 504.0749 234.1441 474.8559 -0.2913331 0.2233947
Ended 504.1056 232 477 -0.2962963 0.2289094
Began 504.9352 281 482 -0.1828704 0.2417695
Stationary 504.9659 281 482 -0.1828704 0.2417695
Stationary 504.9967 281 482 -0.1828704 0.2417695
Stationary 505.0274 281 482 -0.1828704 0.2417695
Stationary 505.0581 281 482 -0.1828704 0.2417695
Stationary 505.0888 281 482 -0.1828704 0.2417695
Stationary 505.1196 281 482 -0.1828704 0.2417695
Stationary 505.1503 281 482 -0.1828704 0.2417695
Stationary 505.181 281 482 -0.1828704 0.2417695
Moved 505.2118 299.9609 482 -0.1389794 0.2417695
Moved 505.2425 342.3633 497.3397 -0.04082566 0.2812234
Moved 505.2732 401.5464 504.8546 0.09617209 0.300552
Moved 505.3039 430.2776 506 0.1626797 0.3034978
Moved 505.3346 446.6632 506 0.2006094 0.3034978
Moved 505.3654 455.6172 506 0.2213362 0.3034978
Moved 505.3961 461.1605 496.8395 0.2341678 0.279937
Moved 505.4268 463.956 489.2199 0.240639 0.2603391
Moved 505.4576 464 459.9329 0.2407408 0.1850126
Moved 505.4883 445.5 417 0.1979166 0.0745884
Moved 505.519 432.0974 367.6152 0.1668921 -0.05243018
Moved 505.5497 426.9032 345.4191 0.1548685 -0.1095189
Moved 505.5804 424.0383 329.1914 0.1482368 -0.1512567
Moved 505.6112 420.4845 314.4227 0.1400105 -0.1892421
Moved 505.6419 417.5985 301.3942 0.1333299 -0.2227517
Moved 505.6726 414.7222 292.4445 0.1266718 -0.2457705
Moved 505.7033 412.8509 284.7018 0.12234 -0.2656848
Moved 505.7341 412 278.3273 0.1203704 -0.2820801
Moved 505.7648 411 273.9013 0.1180555 -0.2934638
Moved 505.7955 410 270.5781 0.1157407 -0.3020111
Moved 505.8262 409.0002 270 0.1134264 -0.303498
Moved 505.857 402.4056 270 0.0981611 -0.303498
Moved 505.8877 385.3102 277.4331 0.05858838 -0.2843799
Moved 505.9184 350.2706 295.7411 -0.02252172 -0.2372913
Moved 505.9491 310.3413 310.9384 -0.1149507 -0.1982039
Moved 505.9799 264.362 326.1993 -0.2213843 -0.1589524
Moved 506.0106 220.1922 340.6594 -0.3236291 -0.121761
Moved 506.0413 186.5 352.5 -0.4016204 -0.09130666
Moved 506.0721 162.231 361.5897 -0.4577985 -0.0679279
Moved 506.1028 151.4717 366.1761 -0.4827044 -0.05613154
Moved 506.1335 147.9521 368.0479 -0.4908516 -0.05131717
Moved 506.1642 147 371.2022 -0.4930556 -0.04320427
Moved 506.1949 172.2736 386.4068 -0.4345519 -0.004097817
Moved 506.2256 233.5412 392 -0.2927286 0.01028803
Moved 506.2564 303.6107 351.1848 -0.1305309 -0.09468941
Moved 506.2871 340.0458 318.4466 -0.04619032 -0.1788926
Moved 506.3178 379.5728 276.3636 0.04530727 -0.2871307
Moved 506.3486 387.5199 266.9761 0.06370346 -0.3112754
Moved 506.3793 398.2698 254.6627 0.0885876 -0.3429458
Moved 506.41 403.926 246.074 0.1016805 -0.365036
Moved 506.4407 407.8395 240.3209 0.1107397 -0.3798331
Ended 506.4714 410.5098 238.7451 0.1169209 -0.3838861
Began 506.9631 263 410 -0.2245371 0.05658428
Moved 506.9938 263 415.7874 -0.2245371 0.07146945
Moved 507.0245 263 423.4564 -0.2245371 0.09119441
Moved 507.0552 255.0312 427.9376 -0.2429833 0.1027201
Moved 507.086 251.1567 436.5298 -0.251952 0.1248195
Moved 507.1167 246.5785 444.843 -0.2625498 0.1462011
Moved 507.1474 242.4088 450.5912 -0.2722018 0.1609855
Moved 507.1781 239.8577 454.1423 -0.2781072 0.1701189
Moved 507.2089 235.9833 461.0502 -0.2870758 0.1878863
Moved 507.2396 232.1041 465.8959 -0.2960554 0.2003495
Moved 507.2703 229.5 471 -0.3020833 0.2134772
Moved 507.301 228 474.2946 -0.3055556 0.2219511
Moved 507.3318 226 480.3386 -0.3101852 0.2374962
Moved 507.3625 225 486.0859 -0.3125 0.2522785
Moved 507.3932 225 491.8616 -0.3125 0.2671336
Moved 507.424 225 499.4968 -0.3125 0.2867716
Moved 507.4546 225 510.4968 -0.3125 0.3150636
Moved 507.4854 225 515.5015 -0.3125 0.3279359
Moved 507.5161 225 518.7895 -0.3125 0.3363926
Moved 507.5468 225 521.5 -0.3125 0.3433641
Moved 507.5776 232 521 -0.2962963 0.3420781
Moved 507.6083 239.1497 509.5883 -0.279746 0.3127269
Moved 507.639 273.3331 447.4672 -0.2006179 0.1529506
Moved 507.6697 298.5149 384.8984 -0.1423267 -0.00797727
Moved 507.7005 317.4485 339.4133 -0.09849881 -0.124966
Moved 507.7312 331.4691 312.0619 -0.06604383 -0.1953141
Moved 507.7619 341.4804 298.3995 -0.0428695 -0.2304538
Moved 507.7927 353.044 286.967 -0.01610185 -0.2598587
Moved 507.8234 360.9596 280.6936 0.002221366 -0.2759939
Moved 507.8541 367.7932 276.6034 0.01803974 -0.2865139
Moved 507.8848 375.5458 272.7271 0.0359857 -0.296484
Moved 507.9156 382.486 272 0.05205085 -0.2983539
Moved 507.9463 394.0669 272 0.07885864 -0.2983539
Moved 507.977 411.7907 291.1919 0.119886 -0.2489921
Moved 508.0077 433.825 315.7813 0.1708912 -0.1857479
Moved 508.0385 450.7743 343.5485 0.2101257 -0.11433
Moved 508.0692 467.2402 368.5889 0.2482412 -0.04992559
Moved 508.0999 487.3661 399.4325 0.294829 0.02940448
Moved 508.1306 506.234 434.468 0.3385046 0.1195164
Moved 508.1613 523.3452 468.1041 0.3781138 0.2060289
Moved 508.192 529.1041 478.1821 0.3914446 0.2319497
Moved 508.2227 541.6094 493.5118 0.4203921 0.2713779
Moved 508.2535 550.5491 506.3236 0.4410858 0.3043302
Moved 508.2842 555.6495 513.9742 0.4528923 0.3240076
Moved 508.3149 561.4032 519.4032 0.4662111 0.3379711
Moved 508.3456 566.1769 526.1769 0.4772614 0.3553931
Moved 508.3764 570.709 533.1272 0.4877524 0.3732695
Moved 508.4071 574.4815 539.4815 0.4964849 0.3896128
Moved 508.4378 577.3609 544.3609 0.5031502 0.4021627
Moved 508.4686 579.2383 549.4766 0.507496 0.4153202
Moved 508.4993 580 551.8165 0.5092593 0.4213387
Moved 508.5301 580.6908 554.6908 0.5108583 0.4287313
Moved 508.5607 581 556 0.511574 0.4320986
Moved 508.5915 581 557.5 0.511574 0.4359567
Stationary 508.6222 581 557.5 0.511574 0.4359567
Moved 508.6529 581 558.0784 0.511574 0.4374444
Moved 508.6836 570.5217 558 0.4873186 0.4372427
Moved 508.7144 564.6386 558 0.4737005 0.4372427
Moved 508.7451 553.5017 558 0.4479207 0.4372427
Moved 508.7758 539.0312 550.0052 0.4144241 0.4166799
Moved 508.8066 520.0059 549 0.370384 0.4140946
Moved 508.8373 497.7467 547.5746 0.318858 0.4104285
Moved 508.868 466.3823 548 0.2462553 0.4115225
Moved 508.8987 436.3716 548 0.1767862 0.4115225
Moved 508.9294 407.3786 548 0.1096727 0.4115225
Moved 508.9602 377.0214 548 0.03940145 0.4115225
Moved 508.9909 346.5177 558.8965 -0.03120894 0.4395485
Moved 509.0216 323.6501 562.3357 -0.08414324 0.4483942
Moved 509.0523 303.6337 564.9095 -0.1304775 0.455014
Moved 509.083 289.8354 566 -0.1624181 0.4578188
Moved 509.1138 278.3516 567 -0.189001 0.4603909
Moved 509.1444 268.5 567 -0.2118056 0.4603909
Moved 509.1753 252.5795 567 -0.2486584 0.4603909
Moved 509.206 239.1952 567 -0.2796407 0.4603909
Moved 509.2367 232.2992 567 -0.2956038 0.4603909
Moved 509.2674 228.4754 567 -0.3044551 0.4603909
Ended 509.2982 228.4754 567 -0.3044551 0.4603909
PhraseEnd 510.4964
