that is a very nasty cut
Moved 819.9579 282.5 465 -0.1793981 0.1980452
Moved 819.9887 276.9591 477.1022 -0.1922242 0.2291722
Moved 820.0194 270.1938 490.6124 -0.2078847 0.2639207
Moved 820.0502 264.4742 503.0515 -0.2211244 0.2959144
Moved 820.0809 261.7458 513.0167 -0.2274402 0.321545
Moved 820.1116 258.7893 522.8427 -0.234284 0.3468174
Moved 820.1423 256.9275 531.2175 -0.2385937 0.3683576
Moved 820.1731 256 536.897 -0.2407407 0.3829656
Moved 820.2038 255 539.4877 -0.2430556 0.3896287
Moved 820.2346 255 542.3611 -0.2430556 0.3970193
Moved 820.2653 254 544.2288 -0.2453704 0.401823
Moved 820.296 253 546 -0.2476852 0.4063785
Moved 820.3268 253 548.5 -0.2476852 0.4128085
Moved 820.3575 253 549.4782 -0.2476852 0.4153246
Moved 820.3882 253 551.177 -0.2476852 0.4196938
Moved 820.4189 263.7169 551 -0.2228776 0.4192385
Moved 820.4497 273.1222 551 -0.2011061 0.4192385
Moved 820.4804 283.6091 551 -0.1768308 0.4192385
Moved 820.5112 296 542.5 -0.1481481 0.3973764
Moved 820.5419 306.2181 539.9455 -0.124495 0.3908062
Moved 820.5726 315.7805 537.0732 -0.10236 0.3834186
Moved 820.6034 323.3677 534.2108 -0.08479699 0.3760563
Moved 820.6341 332.5967 530.2017 -0.06343354 0.3657449
Moved 820.6649 336.6696 528.3304 -0.05400558 0.3609322
Moved 820.6956 338.1089 528 -0.05067388 0.3600822
Moved 820.7263 340 526.0211 -0.04629632 0.3549923
Moved 820.7571 341.0602 526 -0.04384219 0.3549381
Moved 820.7878 343.196 525 -0.03889809 0.3523662
Moved 820.8185 344.5 524 -0.03587961 0.3497942
Moved 820.8492 344 522.6496 -0.03703703 0.3463209
Moved 820.88 346.3222 521.6778 -0.03166154 0.3438214
Moved 820.9107 347.5184 521 -0.0288926 0.3420781
Moved 820.9415 350.3928 519.6072 -0.02223899 0.3384959
Moved 820.9722 352.8813 519 -0.01647835 0.3369341
Moved 821.0029 355.813 517.187 -0.009692063 0.3322709
Moved 821.0337 359.6813 514.3187 -0.0007376571 0.3248936
Moved 821.0644 365 512.5 0.01157403 0.3202159
Moved 821.0952 370.2096 508.8602 0.02363344 0.3108544
Moved 821.1259 375.8963 506.0518 0.03679702 0.3036311
Moved 821.1566 379.8201 504.1799 0.04587978 0.2988166
Moved 821.1873 383.3913 502 0.05414645 0.2932098
Moved 821.2181 386.2747 501 0.06082107 0.2906378
Moved 821.2488 388.1455 500 0.06515156 0.2880658
Ended 821.2795 389 499 0.06712963 0.2854938
Began 822.3553 426 233 0.1527777 -0.3986626
Stationary 822.386 426 233 0.1527777 -0.3986626
Stationary 822.4167 426 233 0.1527777 -0.3986626
Stationary 822.4474 426 233 0.1527777 -0.3986626
Stationary 822.4782 426 233 0.1527777 -0.3986626
Stationary 822.509 426 233 0.1527777 -0.3986626
Stationary 822.5397 426 233 0.1527777 -0.3986626
Moved 822.5704 402.9157 258.0843 0.09934197 -0.3341453
Moved 822.6012 382 281 0.05092591 -0.2752058
Moved 822.6319 359.7582 303.9927 -0.0005596379 -0.2160682
Moved 822.6627 342.4162 321.7006 -0.04070317 -0.1705233
Moved 822.6934 325.0707 334.9434 -0.0808549 -0.1364625
Moved 822.7241 304.5134 349.8041 -0.1284413 -0.09824038
Moved 822.7548 280.5615 366.5789 -0.1838854 -0.05509553
Moved 822.7856 244.5517 386.2241 -0.2672414 -0.004567629
Moved 822.8163 234.7685 391.7037 -0.2898877 0.009525911
Moved 822.847 216.708 401.4307 -0.3316943 0.03454381
Moved 822.8777 200.1094 410.7344 -0.3701172 0.05847311
Moved 822.9085 185.75 417.35 -0.4033564 0.07548854
Moved 822.9393 175.1319 421.934 -0.4279354 0.08727878
Moved 822.97 163.5073 426.8309 -0.4548441 0.09987352
Moved 823.0007 153.5874 429.7063 -0.4778068 0.1072692
Moved 823.0314 145.8348 431.5826 -0.4957528 0.112095
Moved 823.0622 139.7198 433.1401 -0.5099078 0.1161009
Moved 823.093 135.0045 434 -0.5208229 0.1183127
Moved 823.1237 131.1237 435 -0.5298062 0.1208847
Moved 823.1544 129.6272 435 -0.5332702 0.1208847
Moved 823.1852 126.7371 436 -0.5399604 0.1234567
Moved 823.2159 124.8642 437 -0.5442958 0.1260288
Moved 823.2466 124 439.0118 -0.5462962 0.1312032
Moved 823.2773 123 439 -0.548611 0.1311728
Moved 823.308 123 440.014 -0.548611 0.1337807
Stationary 823.3388 123 440 -0.548611 0.1337448
Stationary 823.3696 123 440 -0.548611 0.1337448
Moved 823.4003 134.1943 440 -0.5226984 0.1337448
Moved 823.4311 141.8267 440 -0.5050308 0.1337448
Moved 823.4618 153.3623 440 -0.4783279 0.1337448
Moved 823.4925 165.9108 431.0178 -0.4492805 0.1106425
Moved 823.5233 182.2075 427.317 -0.4115567 0.1011239
Moved 823.554 195.5955 422.5618 -0.3805659 0.08889335
Moved 823.5847 209.9252 417.415 -0.3473952 0.07565572
Moved 823.6154 221.538 412.731 -0.3205139 0.0636085
Moved 823.6462 233.0026 405.9982 -0.2939754 0.0462917
Moved 823.6769 241.6097 401.2602 -0.2740516 0.03410535
Moved 823.7076 249.8181 397.1819 -0.2550506 0.02361592
Moved 823.7384 255.6845 394.3155 -0.241471 0.01624347
Moved 823.7691 258.2383 392.8809 -0.2355596 0.01255357
Moved 823.7999 263.9881 390.006 -0.2222498 0.005159378
Moved 823.8306 270.9914 386.0043 -0.2060385 -0.005132926
Moved 823.8613 272.4359 385.5641 -0.2026946 -0.006265286
Moved 823.8921 276.6216 383.6892 -0.1930057 -0.0110875
Moved 823.9228 278.1823 383 -0.1893929 -0.01286016
Moved 823.9535 279.2115 381.7885 -0.1870103 -0.01597628
Moved 823.9843 280.5914 381 -0.1838162 -0.01800419
Stationary 824.015 281.4652 381 -0.1817935 -0.01800419
Moved 824.0458 282 379.5 -0.1805555 -0.02186214
Moved 824.0765 283.1689 380 -0.1778497 -0.02057613
Stationary 824.1072 283.1689 380 -0.1778497 -0.02057613
Moved 824.1379 284.1494 380 -0.17558 -0.02057613
Moved 824.1687 285.054 380 -0.1734861 -0.02057613
Stationary 824.1994 285 380 -0.1736111 -0.02057613
Moved 824.2302 286.8669 386.0683 -0.1692896 -0.004968447
Moved 824.2609 288.5 390.5 -0.1655093 0.006429962
Moved 824.2916 290.2682 397.5364 -0.1614162 0.02452772
Moved 824.3223 292.1407 406.5627 -0.1570817 0.0477436
Moved 824.3531 296.007 416.0212 -0.1481318 0.07207089
Moved 824.3839 299.1586 426.8964 -0.1408366 0.1000422
Moved 824.4146 302.4495 438.7982 -0.1332187 0.1306536
Moved 824.4453 305.3176 448.9528 -0.1265797 0.1567714
Moved 824.4761 309.4035 458.6053 -0.1171215 0.1815978
Moved 824.5068 312.4576 467.9152 -0.1100518 0.2055432
Moved 824.5375 317.7985 481.5969 -0.09768873 0.2407327
Moved 824.5682 325.423 496.3717 -0.08003925 0.2787337
Moved 824.599 331.9756 505.9756 -0.06487127 0.3034352
Moved 824.6297 340.5836 516.4448 -0.04494548 0.330362
Moved 824.6605 349.172 525.172 -0.02506485 0.3528086
Moved 824.6912 355.1881 531.5941 -0.01113857 0.3693262
Moved 824.7219 359.2837 535.1418 -0.001658102 0.3784511
Moved 824.7527 361.0164 538.0164 0.002352894 0.3858446
Moved 824.7834 362.8821 539.8821 0.006671548 0.3906431
Moved 824.8141 364.5 541.5 0.01041671 0.3948044
Moved 824.8448 365.2776 542 0.01221667 0.3960905
Moved 824.8755 365 543.3734 0.01157403 0.3996229
Stationary 824.9063 365 543.3734 0.01157403 0.3996229
Moved 824.9371 366 544.4517 0.01388888 0.4023963
Stationary 824.9678 366 544.4517 0.01388888 0.4023963
Stationary 824.9985 366 544.4517 0.01388888 0.4023963
Moved 825.0293 367.2122 544 0.01669486 0.4012345
Stationary 825.0601 367 544 0.01620372 0.4012345
Moved 825.0908 370.6281 544 0.02460202 0.4012345
Moved 825.1215 375 544 0.03472219 0.4012345
Moved 825.1522 380.9958 534.0028 0.04860133 0.3755215
Moved 825.1829 387.7484 528.2515 0.06423254 0.3607291
Moved 825.2137 392.744 523.512 0.07579625 0.3485391
Moved 825.2444 396.6153 519.3848 0.0847576 0.3379237
Moved 825.2751 399.1614 516.8386 0.09065141 0.331375
Ended 825.3058 401 516 0.09490739 0.329218
Began 826.2587 261 270 -0.2291666 -0.303498
Stationary 826.2894 261 270 -0.2291666 -0.303498
Stationary 826.3202 261 270 -0.2291666 -0.303498
Stationary 826.3509 261 270 -0.2291666 -0.303498
Stationary 826.3817 261 270 -0.2291666 -0.303498
Stationary 826.4124 261 270 -0.2291666 -0.303498
Moved 826.4431 261 282.1708 -0.2291666 -0.2721944
Moved 826.4738 261 290.9862 -0.2291666 -0.2495211
Moved 826.5046 261 300.8759 -0.2291666 -0.2240846
Moved 826.5353 261 308.9828 -0.2291666 -0.2032336
Moved 826.566 261 323.8058 -0.2291666 -0.1651087
Moved 826.5967 261 336.4895 -0.2291666 -0.1324859
Moved 826.6276 261 350.0753 -0.2291666 -0.09754306
Moved 826.6583 261 363.1913 -0.2291666 -0.06380843
Moved 826.689 261 375.5057 -0.2291666 -0.03213568
Moved 826.7197 261 393.0637 -0.2291666 0.01302378
Moved 826.7504 261 406.4771 -0.2291666 0.04752324
Moved 826.7812 269.5236 420.8091 -0.2094361 0.08438545
Moved 826.812 280.499 440.3984 -0.18403 0.1347696
Moved 826.8427 294.0233 460.1939 -0.1527237 0.1856838
Moved 826.8735 313.33 479.2888 -0.1080324 0.2347961
Moved 826.9041 336.4252 501.0688 -0.05457138 0.2908148
Moved 826.9349 360.6241 516.2651 0.001444618 0.3298998
Moved 826.9656 377.9441 523.648 0.04153728 0.3488888
Moved 826.9963 392.9558 529.1912 0.07628649 0.3631459
Moved 827.0271 404.025 532.7563 0.1019097 0.3723154
Moved 827.0578 414.8799 535 0.1270369 0.3780863
Moved 827.0886 422.4868 536 0.1446454 0.3806583
Moved 827.1193 425.3742 537 0.1513292 0.3832304
Moved 827.15 427.9123 538 0.1572043 0.3858024
Moved 827.1808 429 538 0.1597223 0.3858024
Moved 827.2115 430.2174 538 0.1625402 0.3858024
Stationary 827.2422 430 538 0.162037 0.3858024
Moved 827.2729 420.5812 538 0.1402343 0.3858024
Moved 827.3037 393.1349 528.873 0.07670125 0.3623278
Moved 827.3345 351.4039 516.0637 -0.01989832 0.3293819
Moved 827.3652 317.6067 503.3102 -0.09813274 0.2965797
Moved 827.3959 293.5797 497.5942 -0.1537508 0.281878
Moved 827.4266 279.7026 494.9257 -0.1858736 0.2750145
Moved 827.4573 273.5894 495 -0.2000245 0.2752057
Moved 827.4882 273 495 -0.2013889 0.2752057
Ended 827.5189 273 495 -0.2013889 0.2752057
PhraseEnd 828.7175
