if you were not so stupid
if you were not so stupid
FixStart
0.6 0.6
432 388.8
Began 1880.088 310 373 -0.1157407 -0.03858032
Stationary 1880.108 310 373 -0.1157407 -0.03858032
Stationary 1880.122 310 373 -0.1157407 -0.03858032
Stationary 1880.136 310 373 -0.1157407 -0.03858032
Stationary 1880.154 310 373 -0.1157407 -0.03858032
Stationary 1880.169 310 373 -0.1157407 -0.03858032
Stationary 1880.184 310 373 -0.1157407 -0.03858032
Stationary 1880.199 310 373 -0.1157407 -0.03858032
Stationary 1880.213 310 373 -0.1157407 -0.03858032
Moved 1880.229 310 394.6334 -0.1157407 0.01706119
Moved 1880.256 337 436 -0.05324075 0.1234567
Moved 1880.268 350.4855 454.6675 -0.02202431 0.17147
Stationary 1880.278 350.4855 454.6675 -0.02202431 0.17147
Moved 1880.291 359.9483 467.2645 -0.0001196067 0.2038695
Moved 1880.307 375.2504 486.4172 0.03530194 0.2531305
Moved 1880.322 387.1627 501.2034 0.06287664 0.2911609
Moved 1880.338 398.7066 515.6333 0.0895987 0.3282749
Moved 1880.355 410.2085 525.3074 0.1162234 0.3531569
Moved 1880.369 419.0145 535.3502 0.1366076 0.3789871
Moved 1880.383 429.4747 545.4747 0.1608212 0.4050275
Moved 1880.398 434.7563 551.6954 0.173047 0.4210271
Moved 1880.415 440.438 557.438 0.1861991 0.4357973
Moved 1880.43 443.601 560.601 0.1935208 0.4439325
Moved 1880.446 446.4796 563.4796 0.2001842 0.4513361
Moved 1880.462 448.6756 565.3513 0.2052677 0.4561502
Moved 1880.476 450.1085 567.1085 0.2085844 0.4606698
Moved 1880.492 451 568 0.2106482 0.4629629
Moved 1880.508 451.7382 568 0.212357 0.4629629
Moved 1880.523 452 569.0984 0.2129629 0.4657881
Stationary 1880.538 452 569 0.2129629 0.4655349
Stationary 1880.553 452 569 0.2129629 0.4655349
Moved 1880.569 442.0564 569 0.1899454 0.4655349
Moved 1880.585 424.9146 550.62 0.1502652 0.4182612
Moved 1880.601 406.022 535.94 0.1065324 0.380504
Moved 1880.615 384.5 519.5 0.05671293 0.3382201
Moved 1880.631 364.3857 502.0095 0.01015206 0.2932343
Moved 1880.648 344.735 485.2373 -0.03533562 0.2500959
Moved 1880.661 329.0829 470.0829 -0.07156724 0.2111186
Moved 1880.676 316.9446 457.9446 -0.09966532 0.1798985
Moved 1880.693 304.5953 446.5953 -0.1282515 0.1507081
Moved 1880.709 294.957 437.9631 -0.1505626 0.128506
Moved 1880.724 287.7548 430.7548 -0.1672343 0.1099659
Moved 1880.738 283.7337 426.7337 -0.1765424 0.09962364
Moved 1880.754 277.9407 420.9407 -0.1899521 0.08472387
Moved 1880.77 272.2352 416.6764 -0.2031593 0.07375611
Moved 1880.785 270.234 414.234 -0.2077916 0.06747422
Moved 1880.8 267.3476 412.6738 -0.2144732 0.06346145
Moved 1880.816 266.2345 411.2345 -0.2170498 0.05975946
Ended 1880.832 264.7943 411 -0.2203835 0.05915629
Candidates 1881.043 12 your it if or of youth out our for got good id
Began 1881.943 381 421 0.04861106 0.08487643
Stationary 1881.956 381 421 0.04861106 0.08487643
Stationary 1881.971 381 421 0.04861106 0.08487643
Stationary 1881.986 381 421 0.04861106 0.08487643
Moved 1882.004 387.7482 421 0.06423195 0.08487643
Moved 1882.018 423.1851 421 0.1462619 0.08487643
Moved 1882.035 488.7009 421 0.2979187 0.08487643
Moved 1882.051 558.631 421 0.4597939 0.08487643
Moved 1882.063 612.204 438.2053 0.5838056 0.1291289
Ended 1882.079 612.204 438.2053 0.5838056 0.1291289
Accept 1882.106 2 if
Began 1882.538 398 392 0.08796295 0.01028803
Stationary 1882.565 398 392 0.08796295 0.01028803
Stationary 1882.574 398 392 0.08796295 0.01028803
Stationary 1882.587 398 392 0.08796295 0.01028803
Moved 1882.603 398 409.0064 0.08796295 0.05402882
Moved 1882.623 398 424.3058 0.08796295 0.09337904
Moved 1882.634 398 444.1188 0.08796295 0.1443383
Moved 1882.65 398 464.7787 0.08796295 0.197476
Moved 1882.665 398 491.438 0.08796295 0.2660443
Moved 1882.681 403.7542 505.1927 0.1012828 0.3014214
Moved 1882.698 408.3344 517.3377 0.1118852 0.3326587
Moved 1882.713 409.601 524.6063 0.1148172 0.3513536
Moved 1882.727 411.0314 529.0629 0.1181284 0.362816
Moved 1882.742 412.4748 533.4243 0.1214694 0.3740335
Moved 1882.757 412.6698 534.6698 0.1219209 0.3772371
Moved 1882.774 414.9782 536.9782 0.1272644 0.3831743
Moved 1882.788 417.8557 538.4279 0.1339252 0.3869028
Moved 1882.804 427.1011 541.7432 0.1553266 0.3954298
Moved 1882.82 439.7993 543.311 0.1847206 0.3994624
Moved 1882.834 460.4316 543 0.2324806 0.3986624
Moved 1882.851 492.2697 543 0.3061797 0.3986624
Moved 1882.866 531.5 543 0.3969907 0.3986624
Moved 1882.881 562.0795 537.8019 0.4677765 0.3852928
Moved 1882.896 582.2757 533.6207 0.514527 0.3745388
Moved 1882.912 599.4422 531.3798 0.5542644 0.3687752
Moved 1882.928 613.6013 531 0.58704 0.3677982
Moved 1882.943 625 531 0.613426 0.3677982
Moved 1882.958 632.5063 531 0.6308016 0.3677982
Moved 1882.973 638.5036 531 0.6446842 0.3677982
Moved 1882.989 639.6772 541.7089 0.647401 0.3953418
Moved 1883.005 640 542.7908 0.6481482 0.3981243
Moved 1883.02 640 548.3352 0.6481482 0.4123847
Moved 1883.035 605.363 555.0815 0.56797 0.4297362
Moved 1883.051 571.8295 558.4309 0.4903459 0.438351
Moved 1883.066 537.4221 559 0.4106994 0.4398148
Moved 1883.081 504.977 561.1839 0.3355948 0.4454317
Moved 1883.097 489.4066 562.1729 0.2995523 0.4479755
Moved 1883.112 464.6335 563 0.2422073 0.4501028
Moved 1883.128 450.0208 563 0.2083816 0.4501028
Ended 1883.145 435 563 0.1736111 0.4501028
Candidates 1883.217 12 you your toy tour report put pi pot pitt pt pit root
Began 1883.714 355 406 -0.01157408 0.04629618
Stationary 1883.729 355 406 -0.01157408 0.04629618
Moved 1883.743 355 415.7134 -0.01157408 0.0712793
Moved 1883.758 355 447.2433 -0.01157408 0.1523748
