I can still feel your presence
Moved 914.1472 264 373.8058 -0.2222222 -0.0365079
Moved 914.1779 264 390.097 -0.2222222 0.005393597
Moved 914.2087 273.4958 410.2089 -0.2002411 0.05712167
Moved 914.2394 274.227 432.5887 -0.1985487 0.1146829
Moved 914.2701 277.1784 450.6245 -0.1917166 0.1610712
Moved 914.3008 282.4054 464.2161 -0.1796172 0.196029
Moved 914.3315 288.9461 481.8383 -0.1644766 0.2413536
Moved 914.3622 293 492.5 -0.1550926 0.2687756
Moved 914.393 298.1546 503.2319 -0.1431606 0.2963783
Moved 914.4238 302.2463 510.8694 -0.1336891 0.3160221
Moved 914.4545 308.9881 519.4821 -0.1180832 0.3381741
Moved 914.4852 319.4353 529.4353 -0.09389977 0.3637738
Moved 914.5159 329.7032 536.4688 -0.07013157 0.3818639
Moved 914.5466 337.5064 542.7532 -0.05206843 0.3980278
Moved 914.5773 344.2544 547.6272 -0.03644809 0.4105636
Moved 914.6081 349.9707 552.9706 -0.02321606 0.4243071
Moved 914.6388 352.0443 554 -0.0184161 0.4269547
Moved 914.6695 354 556 -0.01388888 0.4320986
Moved 914.7003 355.3663 557.3663 -0.0107261 0.4356129
Moved 914.731 357 558 -0.006944438 0.4372427
Moved 914.7617 358.0908 558 -0.004419386 0.4372427
Moved 914.7924 359.5 559 -0.001157423 0.4398148
Moved 914.8232 363.1364 559 0.007260144 0.4398148
Moved 914.8539 370.0743 554.1599 0.02332022 0.4273658
Moved 914.8846 380.7858 548.1071 0.04811535 0.4117979
Moved 914.9153 394.5745 542.3702 0.08003355 0.3970425
Moved 914.9461 413.1165 535.6278 0.1229549 0.3797011
Moved 914.9769 428.6805 530.2639 0.1589828 0.365905
Moved 915.0075 441.0462 525.3907 0.187607 0.3533712
Moved 915.0383 452.8932 518.5801 0.2150305 0.3358542
Moved 915.069 465.0453 513.6516 0.2431605 0.3231778
Moved 915.0997 470.7312 510.1344 0.2563221 0.3141316
Moved 915.1304 475.4811 508.2594 0.2673175 0.309309
Moved 915.1612 478.609 507 0.2745579 0.3060699
Moved 915.192 480.1358 506 0.2780922 0.3034978
Moved 915.2227 482 503.9503 0.2824074 0.298226
Moved 915.2534 484.921 502.079 0.2891688 0.2934131
Moved 915.2841 488.5921 494.6118 0.297667 0.2742073
Moved 915.3148 497.3267 475.6832 0.317886 0.2255225
Moved 915.3456 504.6306 453.3184 0.3347931 0.1679998
Moved 915.3763 512.1663 425.2518 0.3522367 0.09581208
Moved 915.407 520.0891 401.0366 0.3705765 0.03353021
Moved 915.4377 525.8841 382.7897 0.383991 -0.01340105
Moved 915.4684 531.3206 363.3969 0.3965755 -0.06327955
Moved 915.4992 536.1807 351.277 0.4078257 -0.09445205
Moved 915.53 540.4548 342.0903 0.4177195 -0.1180806
Moved 915.5607 543.5989 333.2034 0.4249974 -0.1409379
Moved 915.5914 545 328.0566 0.4282407 -0.1541754
Moved 915.6221 547.3427 324.6573 0.4336635 -0.1629183
Moved 915.6528 547 323.1376 0.4328704 -0.1668271
Moved 915.6836 548.2957 321.7043 0.4358697 -0.1705137
Moved 915.7143 548 319.8247 0.4351853 -0.175348
Moved 915.745 549 319 0.4375 -0.1774692
Ended 915.7758 549 319 0.4375 -0.1774692
Began 917.0356 380 314 0.04629632 -0.1903292
Stationary 917.0663 380 314 0.04629632 -0.1903292
Stationary 917.097 380 314 0.04629632 -0.1903292
Stationary 917.1277 380 314 0.04629632 -0.1903292
Stationary 917.1585 380 314 0.04629632 -0.1903292
Stationary 917.1892 380 314 0.04629632 -0.1903292
Moved 917.2199 369.1671 314 0.02122015 -0.1903292
Moved 917.2507 360.496 314 0.001148184 -0.1903292
Moved 917.2814 356.3726 314 -0.008396854 -0.1903292
Moved 917.3121 348.8852 314 -0.02572874 -0.1903292
Moved 917.3428 343.0718 320.4975 -0.03918568 -0.1736175
Moved 917.3735 338.5134 321.4866 -0.04973744 -0.1710736
Moved 917.4043 335.6421 322 -0.05638406 -0.1697531
Moved 917.4351 332.7732 324.2268 -0.06302501 -0.1640258
Moved 917.4658 329.9015 328.0985 -0.06967247 -0.1540676
Moved 917.4965 327.3835 332.8495 -0.0755011 -0.141848
Moved 917.5272 323.5091 341.9635 -0.08446962 -0.1184067
Moved 917.5579 316.9015 358.5632 -0.09976517 -0.07571193
Moved 917.5887 311.092 378.5861 -0.113213 -0.02421273
Moved 917.6194 306.1971 398.6203 -0.1245437 0.02731555
Moved 917.6501 301.6522 413.6957 -0.1350644 0.06608967
Moved 917.6809 298.4522 427.1912 -0.1424717 0.1008004
Moved 917.7116 295.9122 439.3511 -0.1483513 0.1320757
Moved 917.7422 293.0426 447.9147 -0.1549939 0.1541016
Moved 917.7731 291.1753 455.6495 -0.1593165 0.1739955
Moved 917.8038 290 462 -0.162037 0.1903292
Moved 917.8345 287.8002 468.3995 -0.1671291 0.2067889
Moved 917.8652 286 474.1448 -0.1712963 0.2215658
Moved 917.8959 284.5 475.5 -0.1747685 0.2250513
Moved 917.9267 280.7237 482.5526 -0.18351 0.2431908
Moved 917.9575 274.5138 490.4861 -0.1978847 0.263596
Moved 917.9882 269.8295 496.1705 -0.208728 0.2782164
Moved 918.0189 266.0472 500.9056 -0.2174834 0.2903951
Moved 918.0496 263.5191 504.4809 -0.2233354 0.2995907
Moved 918.0803 261.6541 507.3459 -0.2276526 0.3069597
Moved 918.1111 259.891 508 -0.2317338 0.3086419
Moved 918.1418 259 509.8321 -0.2337963 0.313354
Moved 918.1725 257.6749 511.3251 -0.2368636 0.317194
Moved 918.2032 257 512.5 -0.2384259 0.3202159
Moved 918.2339 256 513.5 -0.2407407 0.3227879
Moved 918.2646 256 514 -0.2407407 0.324074
Moved 918.2955 255 514 -0.2430556 0.324074
Moved 918.3262 255 515 -0.2430556 0.326646
Moved 918.3567 255 516 -0.2430556 0.329218
Moved 918.3876 254 517 -0.2453704 0.33179
Moved 918.4183 254 518.9362 -0.2453704 0.3367698
Moved 918.449 254 520 -0.2453704 0.3395061
Moved 918.4798 266.0991 522.2748 -0.2173633 0.3453569
Moved 918.5106 274.489 522 -0.1979422 0.3446501
Moved 918.5413 285.9462 522 -0.1714208 0.3446501
Moved 918.572 301.6288 522 -0.1351185 0.3446501
Moved 918.6027 316.7482 509.1259 -0.1001199 0.3115377
Moved 918.6335 330.4923 502.5046 -0.06830488 0.2945078
Moved 918.6642 347.5903 492.5198 -0.02872606 0.2688267
Moved 918.6949 368.5902 480.2277 0.01988471 0.237211
Moved 918.7256 391.7244 463.9111 0.07343619 0.1952446
Moved 918.7563 408.4498 450.2402 0.1121523 0.1600827
Moved 918.7871 424.9068 437.7675 0.1502473 0.1280028
Moved 918.8178 442.6909 425.6052 0.1914141 0.09672121
Moved 918.8486 458.8297 412.1703 0.2287725 0.06216634
Moved 918.8793 474.2196 399.6243 0.2643971 0.02989792
Moved 918.91 487.5 389 0.2951388 0.002572016
Moved 918.9407 501.166 379.0672 0.3267732 -0.02297539
Moved 918.9714 520.108 364.892 0.3706205 -0.05943431
Moved 919.0022 530.5652 355.8261 0.3948269 -0.08275185
Moved 919.0329 533.5281 352.9813 0.4016855 -0.09006876
Moved 919.0637 542.1815 347.2123 0.4217165 -0.1049066
Moved 919.0944 546.2562 345 0.4311487 -0.1105968
Moved 919.1251 550.1205 341.8795 0.4400939 -0.1186228
Moved 919.1558 552.6327 341 0.445909 -0.1208849
Moved 919.1865 554 340 0.4490741 -0.1234569
Moved 919.2172 555.5 338.5 0.4525463 -0.127315
Moved 919.248 556 339 0.4537037 -0.1260288
Ended 919.2787 557 339 0.4560185 -0.1260288
Began 920.6923 421 527 0.1412037 0.3575102
Stationary 920.723 421 527 0.1412037 0.3575102
Stationary 920.7537 421 527 0.1412037 0.3575102
Stationary 920.7844 421 527 0.1412037 0.3575102
Stationary 920.8151 421 527 0.1412037 0.3575102
Stationary 920.8459 421 527 0.1412037 0.3575102
Moved 920.8766 434.2249 527 0.171817 0.3575102
Moved 920.9073 449.9267 527 0.2081637 0.3575102
Moved 920.938 459.7609 527 0.2309281 0.3575102
Moved 920.9688 470.4921 527 0.2557687 0.3575102
Moved 920.9995 477.0067 527 0.2708488 0.3575102
Moved 921.0303 485.6205 527 0.2907881 0.3575102
Moved 921.061 493.2428 527 0.3084324 0.3575102
Moved 921.0917 501.5374 527 0.3276329 0.3575102
Moved 921.1224 508.4747 527 0.3436915 0.3575102
Moved 921.1532 510.3518 527 0.3480366 0.3575102
Moved 921.1839 515.0948 527 0.3590156 0.3575102
Moved 921.2147 520.1716 527 0.3707675 0.3575102
Moved 921.2454 524.9813 527 0.3819012 0.3575102
Moved 921.2761 529.8552 527 0.3931834 0.3575102
Moved 921.3068 532.7277 527 0.3998325 0.3575102
Moved 921.3375 535.2662 527 0.4057087 0.3575102
Moved 921.3682 538.1373 527 0.412355 0.3575102
Moved 921.399 539.0043 527 0.4143619 0.3575102
Stationary 921.4297 539 527 0.4143518 0.3575102
Stationary 921.4604 539 527 0.4143518 0.3575102
Stationary 921.4912 539 527 0.4143518 0.3575102
Moved 921.5219 517.0935 527 0.3636424 0.3575102
Moved 921.5527 499.6113 527 0.3231744 0.3575102
Moved 921.5834 477.1278 527 0.2711292 0.3575102
Moved 921.6141 456.929 527 0.2243726 0.3575102
Moved 921.6448 442.5479 527 0.1910831 0.3575102
Moved 921.6755 432.5802 527 0.1680098 0.3575102
Moved 921.7063 422.9651 527 0.1457525 0.3575102
Moved 921.737 414.357 527 0.1258264 0.3575102
Moved 921.7677 405.6483 527 0.1056674 0.3575102
Moved 921.7985 396.0422 527 0.08343101 0.3575102
Moved 921.8292 387.4323 527 0.0635006 0.3575102
Moved 921.8599 378.8156 527 0.0435545 0.3575102
Moved 921.8907 372.2014 527 0.02824406 0.3575102
Moved 921.9213 365.7348 519.0718 0.01327505 0.3371189
Moved 921.9521 358.9921 518.996 -0.002333174 0.3369239
Moved 921.9828 352.5 519 -0.0173611 0.3369341
Moved 922.0135 346.2365 518 -0.03185992 0.3343621
Moved 922.0443 337.2635 517 -0.05263075 0.33179
Moved 922.075 330.5 516 -0.06828706 0.329218
Moved 922.1058 322.6721 516 -0.08640721 0.329218
Moved 922.1365 317.3258 516 -0.09878277 0.329218
Moved 922.1672 308.9382 515 -0.1181986 0.326646
Moved 922.1979 299.3899 514 -0.1403012 0.324074
Moved 922.2286 292.6476 513 -0.1559085 0.321502
Moved 922.2593 285.9232 512 -0.171474 0.31893
Moved 922.2901 278.7795 512 -0.1880105 0.31893
Moved 922.3208 275.0344 512 -0.1966796 0.31893
Moved 922.3516 271.3621 512 -0.2051804 0.31893
Moved 922.3823 268.3103 512 -0.2122447 0.31893
Moved 922.413 266.4448 512 -0.216563 0.31893
Moved 922.4437 265 512 -0.2199074 0.31893
Moved 922.4744 263.0425 512 -0.2244387 0.31893
Stationary 922.5052 263 512 -0.2245371 0.31893
Moved 922.5359 262 512 -0.2268519 0.31893
Moved 922.5667 261 512 -0.2291666 0.31893
Moved 922.5974 260 512 -0.2314815 0.31893
Stationary 922.6281 260 512 -0.2314815 0.31893
Ended 922.6589 259 512 -0.2337963 0.31893
Began 924.1338 648 516 0.6666666 0.329218
Stationary 924.1645 648 516 0.6666666 0.329218
Stationary 924.1953 648 516 0.6666666 0.329218
Moved 924.226 631.3352 516 0.6280908 0.329218
Moved 924.2567 619.3652 516 0.6003824 0.329218
Moved 924.2874 600.4404 516 0.5565749 0.329218
Moved 924.3181 584.6628 523 0.5200527 0.3472221
Moved 924.3489 566.811 525 0.4787291 0.3523662
Moved 924.3795 549.5255 526 0.4387163 0.3549381
Moved 924.4103 535.0963 526 0.4053154 0.3549381
Moved 924.441 517.4365 526.6519 0.3644364 0.3566149
Moved 924.4718 500.6546 527 0.3255894 0.3575102
Moved 924.5025 486.6944 527 0.293274 0.3575102
Moved 924.5332 463.6785 527 0.2399966 0.3575102
Moved 924.564 440.5 527 0.1863426 0.3575102
Moved 924.5947 413.2597 527 0.1232862 0.3575102
Moved 924.6254 391.7093 527 0.07340114 0.3575102
Moved 924.6561 372.6366 527 0.02925128 0.3575102
Moved 924.6869 357.4247 527 -0.005961359 0.3575102
Moved 924.7176 342.6369 520 -0.04019235 0.3395061
Moved 924.7484 331.9802 520 -0.06486073 0.3395061
Moved 924.7791 322.3505 520 -0.08715172 0.3395061
Moved 924.8098 320.5765 520 -0.09125798 0.3395061
Moved 924.8405 313.5 520 -0.1076389 0.3395061
Moved 924.8713 307.296 520 -0.1219999 0.3395061
Moved 924.902 300.1262 520 -0.1385968 0.3395061
Moved 924.9327 292.6336 520 -0.1559408 0.3395061
Moved 924.9634 285.6848 520 -0.1720259 0.3395061
Moved 924.9941 280.48 520 -0.184074 0.3395061
Moved 925.0248 275.8745 520 -0.194735 0.3395061
Moved 925.0556 270.6603 520 -0.2068048 0.3395061
Moved 925.0863 267.7975 520 -0.2134317 0.3395061
Moved 925.1171 266.5 520 -0.2164352 0.3395061
Moved 925.1478 264.9243 520 -0.2200826 0.3395061
Moved 925.1785 262.9903 520 -0.2245596 0.3395061
Moved 925.2092 262 520 -0.2268519 0.3395061
Moved 925.24 259.6643 520 -0.2322585 0.3395061
Moved 925.2708 258 520 -0.2361111 0.3395061
Moved 925.3015 255.9103 520 -0.2409483 0.3395061
Moved 925.3322 253.9754 527.1724 -0.2454274 0.3579537
Moved 925.3629 251.5 527 -0.2511574 0.3575102
Moved 925.3936 249.5663 527 -0.2556335 0.3575102
Moved 925.4243 248.6282 527 -0.2578051 0.3575102
Moved 925.4551 247.1031 527 -0.2613355 0.3575102
Moved 925.4858 246.5 527 -0.2627315 0.3575102
Moved 925.5165 245.4363 528 -0.2651938 0.3600822
Stationary 925.5472 245 528 -0.2662037 0.3600822
Moved 925.5779 243.5 528 -0.2696759 0.3600822
Moved 925.6087 242.5 528 -0.2719907 0.3600822
Moved 925.6395 242 528 -0.2731481 0.3600822
Moved 925.6702 240.5 528 -0.2766204 0.3600822
Moved 925.7009 241 528 -0.275463 0.3600822
Moved 925.7316 240 528 -0.2777777 0.3600822
Moved 925.7624 238.5 528 -0.28125 0.3600822
Stationary 925.7931 238.5 528 -0.28125 0.3600822
Moved 925.8238 238 529 -0.2824074 0.3626543
Moved 925.8546 236.8939 529 -0.2849677 0.3626543
Moved 925.8853 236.019 529 -0.2869931 0.3626543
Moved 925.916 234.9507 529 -0.2894659 0.3626543
Moved 925.9467 229.0194 514.0388 -0.3031958 0.3241738
Moved 925.9774 222.2765 502.553 -0.3188044 0.2946322
Moved 926.0082 216.1427 489.2853 -0.3330031 0.2605075
Moved 926.0389 210.3914 473.1743 -0.3463161 0.2190697
Moved 926.0696 205.6446 455.9339 -0.357304 0.1747271
Moved 926.1004 201.4468 441.2342 -0.3670212 0.1369192
Moved 926.131 198.9131 425.5655 -0.3728864 0.09661902
Moved 926.1619 196.0475 408.2853 -0.3795196 0.05217403
Moved 926.1925 196 394.681 -0.3796296 0.01718352
Moved 926.2233 196 383 -0.3796296 -0.01286016
Moved 926.254 196 374.4087 -0.3796296 -0.03495715
Moved 926.2847 196 367.8619 -0.3796296 -0.05179566
Moved 926.3155 196 362.1236 -0.3796296 -0.06655453
Moved 926.3462 205.4665 359.6476 -0.3577163 -0.0729228
Moved 926.377 205.3517 358 -0.3579821 -0.07716057
Moved 926.4077 208.2234 357 -0.3513348 -0.07973259
Moved 926.4384 215.2687 364.627 -0.3350262 -0.06011586
Moved 926.4691 227.4352 382.2616 -0.306863 -0.01475934
Moved 926.4998 237.429 403.3344 -0.2837291 0.03944036
Moved 926.5306 246.0431 427.4338 -0.2637892 0.1014244
Moved 926.5613 251.7923 446.5154 -0.2504808 0.1505025
Moved 926.592 257.3771 460.4426 -0.2375531 0.1863235
Moved 926.6227 266.5 484.5 -0.2164352 0.2481995
Moved 926.6534 273 503 -0.2013889 0.2957818
Moved 926.6842 278.9056 517.7169 -0.1877184 0.333634
Moved 926.715 281.7617 528.2851 -0.1811072 0.3608155
Moved 926.7457 283.5967 535.1934 -0.1768594 0.3785838
Moved 926.7764 285 541 -0.1736111 0.3935184
Moved 926.8071 285.9381 544.8763 -0.1714395 0.4034883
Moved 926.8378 286 549.5937 -0.1712963 0.4156215
Moved 926.8686 287 552.6199 -0.1689815 0.4234049
Moved 926.8993 287 555 -0.1689815 0.4295266
Moved 926.93 287 558.0038 -0.1689815 0.4372524
Moved 926.9608 287 559.8528 -0.1689815 0.4420082
Moved 926.9915 287 561.6936 -0.1689815 0.4467427
Stationary 927.0222 287 562 -0.1689815 0.4475308
Moved 927.053 287 563 -0.1689815 0.4501028
Moved 927.0837 287 564.1536 -0.1689815 0.4530699
Moved 927.1144 287 565.377 -0.1689815 0.4562165
Stationary 927.1451 287 565 -0.1689815 0.4552468
Stationary 927.1758 287 565 -0.1689815 0.4552468
Stationary 927.2066 287 565 -0.1689815 0.4552468
Stationary 927.2373 287 565 -0.1689815 0.4552468
Stationary 927.2681 287 565 -0.1689815 0.4552468
Moved 927.2988 287 553.4896 -0.1689815 0.4256418
Moved 927.3295 287 542.9699 -0.1689815 0.3985851
Moved 927.3602 292.6978 528.7556 -0.1557922 0.3620256
Moved 927.391 299.1213 510.0502 -0.1409228 0.3139152
Moved 927.4217 306.7474 491.3401 -0.1232698 0.2657925
Moved 927.4524 317.464 467.9792 -0.09846301 0.2057078
Moved 927.4832 330.0173 440.9654 -0.06940439 0.1362278
Moved 927.5139 339.7642 413.8254 -0.04684215 0.06642326
Moved 927.5446 350.2262 392.5476 -0.02262453 0.01169648
Moved 927.5753 363.5405 370.6892 0.008195639 -0.04452372
Moved 927.606 377.6902 350.1718 0.04094959 -0.09729495
Moved 927.6368 388.9752 334.0298 0.06707221 -0.1388124
Moved 927.6675 397.9945 321.3406 0.08795033 -0.171449
Moved 927.6982 405.8474 307.8814 0.1061283 -0.2060664
Moved 927.7289 412.6254 299.062 0.121818 -0.2287501
Moved 927.7597 416.1825 291.6351 0.130052 -0.2478523
Moved 927.7904 418.7114 286.5771 0.135906 -0.2608613
Moved 927.8211 421.583 281.834 0.1425532 -0.2730606
Moved 927.8519 423.4429 276.1143 0.1468585 -0.2877719
Moved 927.8826 427.3115 268.0654 0.1558137 -0.3084739
Moved 927.9133 429.8156 261.5532 0.1616101 -0.3252233
Moved 927.944 431 256.317 0.1643519 -0.338691
Moved 927.9748 432 252.4457 0.1666667 -0.3486479
Moved 928.0055 433.0761 248.9238 0.1691578 -0.3577063
Moved 928.0362 433 247.0308 0.1689814 -0.3625753
Moved 928.067 433 245.1598 0.1689814 -0.3673874
Moved 928.0977 422.1856 241.2964 0.1439481 -0.3773242
Moved 928.1284 405.3984 237.7712 0.1050889 -0.3863909
Moved 928.1591 373.7062 238 0.03172725 -0.3858025
Moved 928.1899 351.2257 249.9436 -0.02031093 -0.3550833
Moved 928.2205 333.4892 254.2888 -0.0613676 -0.3439074
Moved 928.2513 312.1497 259.8144 -0.1107647 -0.3296956
Moved 928.2821 297.3635 262.2728 -0.1449919 -0.3233726
Moved 928.3128 284.4268 265.1433 -0.1749381 -0.3159894
Moved 928.3435 271.597 267.6806 -0.2046367 -0.3094635
Moved 928.3743 261.3368 270 -0.228387 -0.303498
Moved 928.405 255.1575 271 -0.2426909 -0.300926
Moved 928.4357 251.6976 272 -0.2507 -0.2983539
Moved 928.4664 249.2029 273 -0.2564747 -0.295782
Moved 928.4972 247.7703 273 -0.2597909 -0.295782
Moved 928.5279 245.9017 274.0983 -0.2641165 -0.292957
Moved 928.5587 245 275.0609 -0.2662037 -0.2904812
Moved 928.5894 244 276.952 -0.2685185 -0.2856174
Moved 928.6201 243 287.0803 -0.2708333 -0.2595671
Moved 928.6508 242 309.9073 -0.2731481 -0.2008557
Moved 928.6815 240.7967 343.2524 -0.2759335 -0.1150915
Moved 928.7123 241 374.794 -0.275463 -0.03396611
Moved 928.743 241 400.4927 -0.275463 0.03213129
Moved 928.7737 241 426 -0.275463 0.09773654
Moved 928.8044 249.0314 445.5021 -0.2568718 0.1478962
Moved 928.8352 251.1216 469.851 -0.2520334 0.210522
Moved 928.8658 252.9561 484.8243 -0.2477869 0.2490336
Moved 928.8966 253 498 -0.2476852 0.2829217
Moved 928.9274 253 513 -0.2476852 0.321502
Moved 928.9581 253 528.0964 -0.2476852 0.3603303
Moved 928.9888 253 540 -0.2476852 0.3909464
Moved 929.0195 253 547 -0.2476852 0.4089505
Moved 929.0502 253 556 -0.2476852 0.4320986
Moved 929.081 253 563 -0.2476852 0.4501028
Moved 929.1117 253 568.559 -0.2476852 0.4644007
Moved 929.1425 253 572.537 -0.2476852 0.4746321
Moved 929.1732 253 575 -0.2476852 0.480967
Moved 929.2039 253 582 -0.2476852 0.4989711
Ended 929.2346 253 582 -0.2476852 0.4989711
PhraseEnd 930.4944
