did you have a good time
Basic
0.6 0.6
432 388.8
Began 1207.775 257 337 -0.2384259 -0.1311728
Stationary 1207.806 257 337 -0.2384259 -0.1311728
Stationary 1207.836 257 337 -0.2384259 -0.1311728
Stationary 1207.867 257 337 -0.2384259 -0.1311728
Moved 1207.898 270.2727 348.2728 -0.207702 -0.1021791
Moved 1207.929 278.0243 356.0244 -0.1897585 -0.08224189
Moved 1207.959 288.5374 363.6531 -0.1654226 -0.06262077
Moved 1207.99 300.0835 373.0835 -0.1386955 -0.03836557
Moved 1208.021 314.4508 384.1606 -0.1054379 -0.009874924
Moved 1208.052 327.6526 394.4894 -0.07487833 0.01669087
Moved 1208.082 338.7916 403.275 -0.04909351 0.03928738
Moved 1208.113 353.7495 413.1425 -0.01446888 0.06466689
Moved 1208.144 372.9033 424.6591 0.02986878 0.09428757
Moved 1208.174 386.3927 433.8356 0.06109426 0.11789
Moved 1208.205 401.7867 446.1334 0.0967286 0.14952
Moved 1208.236 423.9147 461.8084 0.1479507 0.1898363
Moved 1208.267 441.4476 473.873 0.1885362 0.2208666
Moved 1208.297 454.7829 483.3372 0.2194049 0.2452087
Moved 1208.328 466.832 495.832 0.2472963 0.2773456
Moved 1208.359 477.5088 505.5089 0.2720112 0.3022346
Moved 1208.39 487.1265 514.4177 0.2942743 0.3251482
Moved 1208.42 492.4416 519.2208 0.3065778 0.337502
Moved 1208.451 498.3001 525.3001 0.320139 0.3531381
Moved 1208.482 502.0237 530.0237 0.3287585 0.3652872
Moved 1208.512 504.8921 534.8921 0.3353983 0.3778088
Moved 1208.543 506.4317 537.4317 0.3389622 0.3843408
Moved 1208.574 506 540.303 0.337963 0.3917258
Moved 1208.605 506 542.1742 0.337963 0.3965384
Moved 1208.635 494.6893 542 0.3117809 0.3960905
Moved 1208.666 479.7203 542 0.2771303 0.3960905
Moved 1208.697 459.0478 530.626 0.2292773 0.3668364
Moved 1208.728 441.2126 526.4042 0.1879921 0.3559778
Moved 1208.758 422.2373 514.928 0.1440678 0.3264608
Moved 1208.789 402.0303 503.1602 0.09729247 0.2961939
Moved 1208.82 383.4582 491.0485 0.05430131 0.2650424
Moved 1208.85 368.6862 479.1489 0.02010683 0.2344365
Moved 1208.881 351.0803 467.0535 -0.02064755 0.2033269
Moved 1208.912 335.8845 454.7371 -0.05582288 0.1716489
Moved 1208.943 321.1114 442.1114 -0.09002 0.1391753
Moved 1208.973 311.3083 433.3083 -0.1127122 0.1165337
Moved 1209.004 295.1585 418.1586 -0.150096 0.07756826
Moved 1209.035 284.8675 407.8675 -0.1739179 0.05109951
Moved 1209.066 276.2654 398.2654 -0.1938301 0.02640269
Moved 1209.096 268.6522 388.2029 -0.2114532 0.0005217736
Moved 1209.127 263.3461 381.3461 -0.2237359 -0.0171141
Moved 1209.158 258.801 375.6021 -0.2342569 -0.03188781
Moved 1209.188 255.2175 371.2175 -0.2425521 -0.04316502
Moved 1209.219 251.4273 365.8546 -0.2513256 -0.05695837
Moved 1209.25 248.109 361.1089 -0.259007 -0.06916438
Moved 1209.281 246.679 358.679 -0.262317 -0.07541413
Moved 1209.311 245.5 356.5 -0.2650463 -0.0810186
Ended 1209.342 245 355 -0.2662037 -0.08487654
Began 1210.387 407 590 0.1087963 0.5195472
Stationary 1210.418 407 590 0.1087963 0.5195472
Stationary 1210.448 407 590 0.1087963 0.5195472
Stationary 1210.479 407 590 0.1087963 0.5195472
Stationary 1210.51 407 590 0.1087963 0.5195472
Stationary 1210.541 407 590 0.1087963 0.5195472
Stationary 1210.571 407 590 0.1087963 0.5195472
Stationary 1210.602 407 590 0.1087963 0.5195472
Stationary 1210.633 407 590 0.1087963 0.5195472
Stationary 1210.663 407 590 0.1087963 0.5195472
Moved 1210.694 418.6422 590 0.1357459 0.5195472
Moved 1210.725 421.8621 590 0.1431992 0.5195472
Moved 1210.756 425.7249 590 0.152141 0.5195472
Moved 1210.786 430.202 590 0.1625047 0.5195472
Moved 1210.817 434.1566 590 0.1716587 0.5195472
Moved 1210.848 438.9508 590 0.1827566 0.5195472
Moved 1210.879 446.5536 582.1488 0.2003556 0.4993539
Moved 1210.909 455.1522 579.2826 0.2202597 0.4919819
Moved 1210.94 462.7897 576.7368 0.2379391 0.4854339
Moved 1210.971 477.6727 572.8655 0.2723905 0.475477
Moved 1211.001 489.0292 567.9854 0.2986787 0.4629253
Moved 1211.032 496.9553 564.3483 0.3170261 0.4535705
Moved 1211.063 505.2115 559.1924 0.3361376 0.4403095
Moved 1211.094 512.8624 554.425 0.3538482 0.4280478
Moved 1211.124 520.4518 549.6988 0.3714162 0.4158919
Moved 1211.155 524.4284 545.5716 0.3806213 0.4052767
Moved 1211.186 529.1621 541.4189 0.391579 0.394596
Moved 1211.217 532.4557 537.5443 0.399203 0.3846304
Moved 1211.247 536.3252 533.6748 0.4081602 0.3746779
Moved 1211.278 540.8634 529.2731 0.4186653 0.3633568
Moved 1211.309 546.1692 524.8308 0.4309472 0.351931
Moved 1211.339 548.0412 521.9588 0.4352806 0.3445442
Moved 1211.37 549 521 0.4375 0.3420781
Moved 1211.401 549 520.0178 0.4375 0.3395518
Moved 1211.432 549 519.145 0.4375 0.3373071
Moved 1211.462 549 517.7117 0.4375 0.3336205
Moved 1211.493 536.9055 516 0.4095035 0.329218
Moved 1211.524 524.286 512.8572 0.3802918 0.3211346
Moved 1211.555 509.915 513 0.3470256 0.321502
Moved 1211.585 493.0613 512 0.3080124 0.31893
Moved 1211.616 476.1563 511 0.2688803 0.3163579
Moved 1211.647 458.5992 511 0.2282388 0.3163579
Moved 1211.677 440.9317 511 0.187342 0.3163579
Moved 1211.708 426.954 511 0.1549862 0.3163579
Moved 1211.739 410.0388 511 0.1158305 0.3163579
Moved 1211.77 399.1516 511 0.09062876 0.3163579
Moved 1211.8 392.3305 511 0.07483919 0.3163579
Moved 1211.831 388.1279 511 0.06511092 0.3163579
Moved 1211.862 385.2563 511 0.05846351 0.3163579
Moved 1211.893 382.3846 511 0.0518161 0.3163579
Moved 1211.923 380.9507 511 0.04849692 0.3163579
