this is a very good idea
Basic
0.6 0.6
432 388.8
Began 891.1663 352 497 -0.01851852 0.2803498
Stationary 891.197 352 497 -0.01851852 0.2803498
Stationary 891.2277 352 497 -0.01851852 0.2803498
Stationary 891.2585 352 497 -0.01851852 0.2803498
Stationary 891.2892 352 497 -0.01851852 0.2803498
Moved 891.3199 352 476.718 -0.01851852 0.2281839
Moved 891.3506 362.5574 464.7213 0.005920033 0.1973283
Moved 891.3813 364.5264 456.7104 0.0104778 0.1767242
Moved 891.4121 369 448.5 0.02083332 0.1556069
Moved 891.4428 373.5991 440.1014 0.0314794 0.1340056
Moved 891.4736 378.129 432.8065 0.04196525 0.115243
Moved 891.5043 382.935 423.13 0.05309026 0.09035487
Moved 891.535 391.6653 406.8912 0.0732993 0.04858837
Moved 891.5658 397.9693 395.0613 0.08789201 0.0181618
Moved 891.5965 404.5 382.5 0.1030092 -0.01414617
Moved 891.6273 410.4157 373.3765 0.116703 -0.03761205
Moved 891.658 417.9439 364.0562 0.1341293 -0.06158404
Moved 891.6888 424.4762 357.5238 0.1492505 -0.07838528
Moved 891.7195 428.2336 353.8832 0.157948 -0.08774887
Moved 891.7502 429.5 352.5 0.1608796 -0.09130666
Moved 891.7809 431.6802 352 0.1659264 -0.09259266
Moved 891.8117 432 365.4913 0.1666667 -0.05789297
Moved 891.8425 432 394.0825 0.1666667 0.01564411
Moved 891.8732 437.3693 423.1619 0.1790957 0.09043697
Moved 891.9039 444.3413 451.024 0.1952346 0.1620986
Moved 891.9346 450.6259 471.6692 0.2097823 0.2151984
Moved 891.9654 456.3079 484.2698 0.222935 0.2476075
Moved 891.9961 461.8053 495.6107 0.2356605 0.2767763
Moved 892.0268 464 500.1725 0.2407408 0.2885095
Moved 892.0576 465 501.5 0.2430555 0.2919238
Moved 892.0883 465 501 0.2430555 0.2906378
Stationary 892.119 465 501 0.2430555 0.2906378
Moved 892.1497 449.5409 486.4327 0.2072706 0.2531705
Moved 892.1805 431.6559 469.6559 0.1658703 0.2100204
Moved 892.2112 398.6153 442.9615 0.0893873 0.1413618
Moved 892.2419 367.1989 416.9591 0.01666417 0.07448326
Moved 892.2727 338.572 394.5004 -0.04960179 0.01671917
Moved 892.3034 316.2524 378.4767 -0.1012675 -0.0244942
Moved 892.3342 291.5 363 -0.1585647 -0.06430049
Moved 892.3649 269.7798 352.1913 -0.2088431 -0.09210045
Moved 892.3956 251.3905 346.2545 -0.2514108 -0.1073702
Moved 892.4263 233.1547 345 -0.2936234 -0.1105968
Moved 892.4571 214.0852 345 -0.3377657 -0.1105968
Moved 892.4879 211.2808 345 -0.3442574 -0.1105968
Moved 892.5186 205.2952 345 -0.3581129 -0.1105968
Moved 892.5493 201.4276 345 -0.3670656 -0.1105968
Moved 892.58 198.661 355.7123 -0.37347 -0.08304462
Moved 892.6107 197.5 354.5 -0.3761574 -0.08616254
Moved 892.6414 196.7572 355.2428 -0.3778769 -0.08425206
Moved 892.6722 196 356 -0.3796296 -0.0823046
Moved 892.7029 196 357.3601 -0.3796296 -0.07880638
Stationary 892.7337 196 357.3601 -0.3796296 -0.07880638
Moved 892.7644 196 359.1165 -0.3796296 -0.07428887
Moved 892.7952 196 371 -0.3796296 -0.04372435
Ended 892.8259 196 371 -0.3796296 -0.04372435
Began 893.2869 472 525 0.2592593 0.3523662
Stationary 893.3176 472 525 0.2592593 0.3523662
Stationary 893.3484 472 525 0.2592593 0.3523662
Moved 893.3792 460.8762 525 0.2335096 0.3523662
Moved 893.4099 461.3305 525 0.2345614 0.3523662
Moved 893.4406 457.5603 525 0.225834 0.3523662
Moved 893.4713 451.417 515.6113 0.2116135 0.3282184
Moved 893.5021 443.7629 512.2543 0.1938956 0.3195839
Moved 893.5328 433.2726 505.7044 0.1696124 0.3027376
Moved 893.5635 423.3988 500.5992 0.1467566 0.289607
Moved 893.5942 411.161 493.0966 0.1184283 0.2703102
Moved 893.6251 393.8074 484.7471 0.07825792 0.2488351
Moved 893.6557 372.4227 470.9485 0.02875636 0.2133448
Moved 893.6865 348.6239 457.3403 -0.02633363 0.1783443
Moved 893.7172 322.2968 442.4355 -0.0872758 0.140009
Moved 893.7479 292.6372 427.3186 -0.1559324 0.101128
Moved 893.7786 268.9846 412.6564 -0.2106837 0.06341671
Moved 893.8094 250.4377 399.7412 -0.2536163 0.03019851
Moved 893.8401 232.5049 389.7524 -0.2951276 0.00450719
Moved 893.8707 224.3918 385.2612 -0.313908 -0.007044395
Moved 893.9016 217.7242 382.3621 -0.329342 -0.01450079
Moved 893.9323 212.2006 381 -0.3421282 -0.01800419
Moved 893.9631 209.128 380 -0.3492407 -0.02057613
Moved 893.9938 206.4058 380 -0.3555421 -0.02057613
Moved 894.0245 203.6396 380 -0.3619454 -0.02057613
Moved 894.0552 199.7539 380 -0.37094 -0.02057613
Moved 894.086 193.6112 378.8056 -0.3851594 -0.02364814
Moved 894.1167 183.9041 374.2694 -0.4076294 -0.03531538
Moved 894.1475 179.7384 372.8692 -0.4172722 -0.03891674
Moved 894.1782 178.1011 372 -0.4210623 -0.04115226
Stationary 894.2089 178 372 -0.4212963 -0.04115226
Stationary 894.2397 178 372 -0.4212963 -0.04115226
Ended 894.2704 178 383.9129 -0.4212963 -0.01051216
Began 894.7928 202 432 -0.3657407 0.1131687
Stationary 894.8236 202 432 -0.3657407 0.1131687
Stationary 894.8544 202 432 -0.3657407 0.1131687
Stationary 894.8851 202 432 -0.3657407 0.1131687
Stationary 894.9158 202 432 -0.3657407 0.1131687
Stationary 894.9465 202 432 -0.3657407 0.1131687
Stationary 894.9773 202 432 -0.3657407 0.1131687
Stationary 895.008 202 432 -0.3657407 0.1131687
Stationary 895.0388 202 432 -0.3657407 0.1131687
Moved 895.0695 209.1503 432 -0.3491891 0.1131687
Ended 895.1002 215.5 432 -0.3344907 0.1131687
Began 896.0222 369 220 0.02083332 -0.4320988
Stationary 896.053 369 220 0.02083332 -0.4320988
Stationary 896.0837 369 220 0.02083332 -0.4320988
Stationary 896.1144 369 220 0.02083332 -0.4320988
Stationary 896.1452 369 220 0.02083332 -0.4320988
