I just cannot figure this out
Basic
0.6 0.6
432 388.8
Began 415.2556 547 406 0.4328704 0.04629618
Stationary 415.2863 547 406 0.4328704 0.04629618
Stationary 415.3171 547 406 0.4328704 0.04629618
Stationary 415.3478 547 406 0.4328704 0.04629618
Stationary 415.3786 547 406 0.4328704 0.04629618
Moved 415.4093 535.8826 406 0.4071357 0.04629618
Moved 415.44 533.0107 396.0215 0.4004878 0.02063151
Moved 415.4708 531.468 390.9359 0.3969165 0.007551138
Moved 415.5015 529.5977 384.1953 0.3925872 -0.009785718
Moved 415.5322 530 378.725 0.3935185 -0.02385559
Moved 415.5629 530 374.8539 0.3935185 -0.03381195
Moved 415.5937 530 372.3345 0.3935185 -0.04029199
Moved 415.6244 529 371.462 0.3912036 -0.04253607
Stationary 415.6551 529 371 0.3912036 -0.04372435
Moved 415.6859 527.5 371 0.3877315 -0.04372435
Moved 415.7166 525.1535 371 0.3822998 -0.04372435
Moved 415.7473 523.2836 371 0.3779712 -0.04372435
Moved 415.778 521.7134 371 0.3743367 -0.04372435
Moved 415.8088 520.6787 371 0.3719414 -0.04372435
Moved 415.8395 518.6255 371 0.3671886 -0.04372435
Stationary 415.8703 518.6255 371 0.3671886 -0.04372435
Moved 415.901 518 380.5577 0.3657407 -0.01914185
Moved 415.9317 516.6841 378 0.3626948 -0.02572024
Moved 415.9625 515.5 379 0.3599537 -0.02314815
Moved 415.9931 515 379.9775 0.3587963 -0.02063398
Moved 416.0239 515 380.5 0.3587963 -0.0192902
Stationary 416.0547 515 380.5 0.3587963 -0.0192902
Moved 416.0854 513.8821 381.1179 0.3562087 -0.01770106
Moved 416.1161 512.8782 382 0.3538848 -0.01543218
Stationary 416.1468 512.8782 382 0.3538848 -0.01543218
Moved 416.1776 513 383 0.3541666 -0.01286016
Moved 416.2083 512 385.201 0.3518519 -0.007199142
Moved 416.239 512 386 0.3518519 -0.005144111
Moved 416.2698 511 389.6672 0.349537 0.004287924
Moved 416.3005 509.2978 393.7022 0.3455967 0.01466614
Moved 416.3312 507.4226 398.7322 0.341256 0.02760338
Moved 416.362 504.8842 407.4631 0.3353803 0.0500593
Moved 416.3927 500.5803 419.8395 0.3254173 0.08189157
Moved 416.4234 499.2686 425.4629 0.3223809 0.09635509
Moved 416.4542 496 433.5 0.3148148 0.1170266
Moved 416.4849 496 440.7606 0.3148148 0.1357011
Moved 416.5156 493.8781 447.3656 0.3099031 0.1526893
Moved 416.5464 492.0052 451.9948 0.3055677 0.1645955
Moved 416.5771 491 454.5435 0.3032407 0.171151
Moved 416.6078 489.5849 457.415 0.2999651 0.1785366
Moved 416.6385 490 460.2857 0.300926 0.18592
Moved 416.6693 489 463.1575 0.2986111 0.1933061
Moved 416.7 488 464.675 0.2962963 0.1972092
Moved 416.7307 488 466.1108 0.2962963 0.2009023
Moved 416.7614 488 467 0.2962963 0.2031892
Moved 416.7922 488 468 0.2962963 0.2057612
Moved 416.8229 487.1336 469 0.2942908 0.2083333
Moved 416.8536 486.5 469 0.2928241 0.2083333
Moved 416.8844 487 470.2492 0.2939814 0.2115463
Moved 416.9151 487 471.028 0.2939814 0.2135491
Stationary 416.9459 487 471 0.2939814 0.2134772
Stationary 416.9766 487 471 0.2939814 0.2134772
Moved 417.0073 487 472.2492 0.2939814 0.2166903
Stationary 417.0381 487 472.2492 0.2939814 0.2166903
Moved 417.0688 487 473.0693 0.2939814 0.2187997
Stationary 417.0995 487 473.0693 0.2939814 0.2187997
Stationary 417.1302 487 473.0693 0.2939814 0.2187997
Moved 417.1609 487 474.1021 0.2939814 0.2214559
Stationary 417.1917 487 474 0.2939814 0.2211934
Stationary 417.2224 487 474 0.2939814 0.2211934
Stationary 417.2532 487 474 0.2939814 0.2211934
Moved 417.2839 487 475.0691 0.2939814 0.2239431
Stationary 417.3146 487 475.0691 0.2939814 0.2239431
Stationary 417.3454 487 475.0691 0.2939814 0.2239431
Stationary 417.3761 487 475.0691 0.2939814 0.2239431
Moved 417.4069 487 476.0661 0.2939814 0.2265074
Stationary 417.4376 487 476 0.2939814 0.2263374
Stationary 417.4683 487 476 0.2939814 0.2263374
Stationary 417.499 487 476 0.2939814 0.2263374
Stationary 417.5297 487 476 0.2939814 0.2263374
Stationary 417.5604 487 476 0.2939814 0.2263374
Stationary 417.5912 487 476 0.2939814 0.2263374
Stationary 417.6219 487 476 0.2939814 0.2263374
Stationary 417.6526 487 476 0.2939814 0.2263374
Moved 417.6833 487 477.4686 0.2939814 0.2301148
Stationary 417.7137 487 477.4686 0.2939814 0.2301148
Stationary 417.7448 487 477 0.2939814 0.2289094
Stationary 417.8063 487 477 0.2939814 0.2289094
Stationary 417.837 487 477 0.2939814 0.2289094
Stationary 417.8678 487 477 0.2939814 0.2289094
Stationary 417.8985 487 477 0.2939814 0.2289094
Stationary 417.9292 487 477 0.2939814 0.2289094
Stationary 417.9599 487 477 0.2939814 0.2289094
Stationary 417.9907 487 477 0.2939814 0.2289094
Stationary 418.0214 487 477 0.2939814 0.2289094
Stationary 418.0521 487 477 0.2939814 0.2289094
Stationary 418.0828 487 477 0.2939814 0.2289094
Stationary 418.1136 487 477 0.2939814 0.2289094
Stationary 418.1443 487 477 0.2939814 0.2289094
Stationary 418.175 487 477 0.2939814 0.2289094
Stationary 418.2057 487 477 0.2939814 0.2289094
Stationary 418.2365 487 477 0.2939814 0.2289094
Stationary 418.2672 487 477 0.2939814 0.2289094
Stationary 418.2979 487 477 0.2939814 0.2289094
Ended 418.3286 487 477 0.2939814 0.2289094
Began 418.7282 557 427 0.4560185 0.1003086
Stationary 418.7589 557 427 0.4560185 0.1003086
Stationary 418.7897 557 427 0.4560185 0.1003086
Stationary 418.8204 557 427 0.4560185 0.1003086
Stationary 418.8511 557 427 0.4560185 0.1003086
Stationary 418.8818 557 427 0.4560185 0.1003086
Stationary 418.9126 557 427 0.4560185 0.1003086
Stationary 418.9433 557 427 0.4560185 0.1003086
Stationary 418.974 557 427 0.4560185 0.1003086
Stationary 419.0047 557 427 0.4560185 0.1003086
Stationary 419.0355 557 427 0.4560185 0.1003086
