I want to hold your hand
Basic
0.6 0.6
432 388.8
Began 1189.796 441 539 0.1875 0.3883744
Stationary 1189.827 441 539 0.1875 0.3883744
Stationary 1189.858 441 539 0.1875 0.3883744
Stationary 1189.889 441 539 0.1875 0.3883744
Moved 1189.919 441 525.4696 0.1875 0.3535739
Moved 1189.95 441 514.1575 0.1875 0.324479
Moved 1189.981 441 504 0.1875 0.2983539
Moved 1190.012 441 495.7117 0.1875 0.2770362
Moved 1190.042 441 490.0584 0.1875 0.2624958
Moved 1190.073 441 485.7183 0.1875 0.2513331
Ended 1190.104 441 485 0.1875 0.2494856
Began 1190.903 312 520 -0.1111111 0.3395061
Stationary 1190.934 312 520 -0.1111111 0.3395061
Stationary 1190.965 312 520 -0.1111111 0.3395061
Stationary 1190.995 312 520 -0.1111111 0.3395061
Stationary 1191.026 312 520 -0.1111111 0.3395061
Moved 1191.057 298.2335 506.2335 -0.1429781 0.3040983
Moved 1191.088 279.2611 492.5074 -0.1868956 0.2687947
Moved 1191.118 260.2435 477.963 -0.2309179 0.2313863
Moved 1191.149 237.0477 457.0477 -0.2846119 0.1775916
Moved 1191.18 222.1571 442.1572 -0.3190807 0.139293
Moved 1191.21 208.8073 427.5688 -0.349983 0.1017715
Moved 1191.241 199.6595 416.0991 -0.3711586 0.07227135
Moved 1191.272 191.6964 404.3928 -0.3895916 0.04216253
Moved 1191.303 185.9741 396.4611 -0.4028378 0.02176206
Moved 1191.333 182.6116 389.2232 -0.4106213 0.003146065
Moved 1191.364 180.0976 384.0975 -0.4164408 -0.01003732
Moved 1191.395 178.2231 378.4462 -0.4207799 -0.02457269
Moved 1191.426 178 373.0404 -0.4212963 -0.0384764
Moved 1191.456 178 368.6628 -0.4212963 -0.04973572
Moved 1191.487 186.7344 361.7246 -0.4010777 -0.06758081
Moved 1191.518 209.5497 353.1351 -0.3482646 -0.08967324
Moved 1191.549 246.3835 344.6977 -0.2630011 -0.1113743
Moved 1191.579 275.3444 339.2759 -0.1959621 -0.1253192
Moved 1191.61 299.646 331.5297 -0.1397084 -0.1452425
Moved 1191.641 319.7682 327.8903 -0.09312913 -0.1546033
Moved 1191.672 333.5695 322.5722 -0.06118174 -0.1682814
Moved 1191.702 345.8642 318.0679 -0.03272171 -0.1798667
Moved 1191.733 359.7139 309.9717 -0.0006623567 -0.2006901
Moved 1191.764 370.8388 299.1613 0.02508978 -0.2284947
Moved 1191.795 379.3005 289.6995 0.04467716 -0.2528306
Moved 1191.825 387.2525 279.7476 0.06308447 -0.2784272
Moved 1191.856 394.017 273.4915 0.0787431 -0.2945178
Moved 1191.887 399.7595 269.6202 0.09203593 -0.3044747
Moved 1191.917 406.6428 266.1191 0.1079696 -0.3134797
Moved 1191.948 414.2576 264.2475 0.1255963 -0.3182935
Moved 1191.979 420.2439 263.3781 0.1394535 -0.3205297
Moved 1192.01 424.1454 263 0.1484846 -0.3215021
Moved 1192.04 427.0603 263 0.1552322 -0.3215021
Moved 1192.071 430.9285 263 0.1641864 -0.3215021
Moved 1192.102 432 275.6639 0.1666667 -0.2889304
Moved 1192.133 432 301.9904 0.1666667 -0.2212183
Moved 1192.163 407.8349 343.5243 0.110729 -0.1143923
Moved 1192.194 388.5798 372.7003 0.06615698 -0.03935111
Moved 1192.225 373.5792 395.4733 0.0314333 0.01922144
Moved 1192.256 356.3475 418.0946 -0.00845492 0.07740374
Moved 1192.286 340.4403 437.1835 -0.04527698 0.1265008
Moved 1192.317 330.5004 449.4996 -0.06828621 0.158178
Moved 1192.348 323.5696 460.5759 -0.08432959 0.1866664
Moved 1192.379 319.4132 468.7604 -0.09395093 0.2077172
Moved 1192.409 316.5435 476.3694 -0.1005936 0.2272875
Moved 1192.44 316 480.6459 -0.1018519 0.2382866
Moved 1192.471 315 482.8524 -0.1041667 0.2439617
Ended 1192.502 315 484.2959 -0.1041667 0.2476745
Began 1192.809 247 472 -0.2615741 0.2160493
Stationary 1192.84 247 472 -0.2615741 0.2160493
Stationary 1192.87 247 472 -0.2615741 0.2160493
Stationary 1192.901 247 472 -0.2615741 0.2160493
Moved 1192.932 265.0102 472 -0.2198837 0.2160493
Moved 1192.963 288.9905 484.1793 -0.1643738 0.2473746
Moved 1192.993 316.4291 488.6032 -0.1008586 0.258753
Moved 1193.024 339.8831 493.1962 -0.04656687 0.2705663
Moved 1193.055 374.9348 497.9941 0.03457129 0.2829065
Moved 1193.086 401.8225 500.8691 0.09681125 0.2903012
Moved 1193.116 425.4161 502.736 0.1514262 0.2951029
Moved 1193.147 442.6627 504.2375 0.1913488 0.2989648
Moved 1193.178 459.7346 505 0.2308671 0.3009258
Moved 1193.208 472.8891 506 0.2613174 0.3034978
Moved 1193.239 482.5535 507 0.2836886 0.3060699
Moved 1193.27 492.1782 507 0.305968 0.3060699
Moved 1193.301 498.5196 507 0.3206472 0.3060699
Moved 1193.332 504.2918 507 0.3340087 0.3060699
Ended 1193.362 504.2918 507 0.3340087 0.3060699
Began 1193.946 276 341 -0.1944444 -0.1208849
Stationary 1193.977 276 341 -0.1944444 -0.1208849
Stationary 1194.008 276 341 -0.1944444 -0.1208849
Stationary 1194.039 276 341 -0.1944444 -0.1208849
Stationary 1194.069 276 341 -0.1944444 -0.1208849
Stationary 1194.1 276 341 -0.1944444 -0.1208849
Moved 1194.131 293.0708 341 -0.1549287 -0.1208849
Moved 1194.161 304.8594 354.2054 -0.1276403 -0.08692031
Moved 1194.192 323.5339 365.6893 -0.08441234 -0.05738356
Moved 1194.223 339.7452 375.1635 -0.04688611 -0.03301581
Moved 1194.254 355.9396 385.783 -0.009399006 -0.005702187
Moved 1194.284 373.6368 396.6497 0.03156672 0.02224702
Moved 1194.315 389.1445 406.6084 0.06746422 0.04786103
Moved 1194.346 403.9794 415.1876 0.1018041 0.06992693
Moved 1194.377 420.6562 424.8527 0.1404079 0.09478561
Moved 1194.407 439.0567 436.434 0.1830016 0.124573
Moved 1194.438 454.1029 446.7353 0.2178308 0.1510681
Moved 1194.469 468.7058 457.1647 0.2516339 0.1778926
Moved 1194.5 482.331 465.1986 0.2831736 0.198556
