please provide your date of birth
Basic
0.6 0.6
432 388.8
Began 334.312 545 505 0.4282407 0.3009258
Stationary 334.3428 545 505 0.4282407 0.3009258
Moved 334.3736 545 484.8931 0.4282407 0.2492106
Moved 334.4043 545 460.5613 0.4282407 0.1866289
Moved 334.435 545 446.4061 0.4282407 0.1502215
Moved 334.4658 545 432.8229 0.4282407 0.1152853
Moved 334.4966 545 417.5517 0.4282407 0.07600737
Moved 334.5273 538.4319 407.895 0.4130368 0.05117016
Moved 334.5581 530.5 399.5 0.3946759 0.02957815
Moved 334.5888 522.2269 393.4846 0.3755251 0.01410637
Moved 334.6196 501.8243 392 0.328297 0.01028803
Moved 334.6504 475.4924 392 0.2673434 0.01028803
Moved 334.6811 412.7579 417.4141 0.1221247 0.07565337
Moved 334.7119 371.4394 439.7656 0.02648016 0.1331419
Moved 334.7426 343.4598 459.3602 -0.03828754 0.1835395
Moved 334.7733 326.1798 471.5468 -0.07828747 0.2148837
Moved 334.8041 314.47 481.6475 -0.1053935 0.2408627
Moved 334.8349 307.7099 488.2901 -0.121042 0.2579477
Moved 334.8656 303.1798 492.4101 -0.1315282 0.2685443
Moved 334.8964 298.2845 495.7155 -0.1428599 0.2770458
Moved 334.9272 292.1299 497 -0.1571067 0.2803498
Moved 334.9579 280.061 497 -0.1850441 0.2803498
Moved 334.9887 254.8905 479.3088 -0.2433089 0.2348478
Moved 335.0194 232.5905 460.1588 -0.2949293 0.1855936
Moved 335.0501 218.3596 446.3596 -0.3278712 0.1501019
Moved 335.0809 211.7688 438.7688 -0.3431278 0.1305781
Moved 335.1117 206.928 430.856 -0.3543334 0.1102261
Moved 335.1425 200.4308 420.8616 -0.3693731 0.08452054
Moved 335.1732 196.9693 414.9387 -0.3773858 0.06928659
Moved 335.2039 197 409.4506 -0.3773148 0.05517127
Moved 335.2347 197 404.5847 -0.3773148 0.04265612
Moved 335.2654 212.8051 399.0974 -0.3407288 0.02854261
Moved 335.2962 221.0596 395.3135 -0.3216212 0.01881034
Moved 335.3269 226.8841 393.5579 -0.3081386 0.01429503
Moved 335.3577 228 393.1662 -0.3055556 0.01328747
Moved 335.3885 229 393 -0.3032407 0.01285996
Moved 335.4192 229 403.4033 -0.3032407 0.03961732
Moved 335.45 219.5451 430.1829 -0.325127 0.108495
Moved 335.4807 215.5 456.5 -0.3344907 0.1761831
Moved 335.5115 215 473.5652 -0.3356481 0.2200752
Moved 335.5423 215 483.055 -0.3356481 0.244483
Moved 335.573 215 491.2864 -0.3356481 0.2656542
Ended 335.6038 224 494 -0.3148148 0.2726337
Began 335.9113 537 476 0.4097222 0.2263374
Stationary 335.9421 537 476 0.4097222 0.2263374
Stationary 335.9728 537 476 0.4097222 0.2263374
Moved 336.0036 510.2098 476 0.3477079 0.2263374
Moved 336.0344 489.0999 484.09 0.2988423 0.2471451
Moved 336.0651 455.4338 485 0.2209117 0.2494856
Moved 336.0959 426.1256 485 0.1530685 0.2494856
Moved 336.1266 396.3359 485 0.08411089 0.2494856
Moved 336.1573 373.5727 485 0.0314183 0.2494856
Moved 336.1881 352.9867 485 -0.01623457 0.2494856
Moved 336.2188 341.9247 478 -0.04184087 0.2314814
Moved 336.2496 342 478 -0.04166668 0.2314814
Moved 336.2804 346.8296 478 -0.03048708 0.2314814
Moved 336.311 380.679 490.6132 0.04786819 0.2639227
Moved 336.3419 421.0587 495.0706 0.1413397 0.2753872
Moved 336.3726 454.5 495 0.21875 0.2752057
Moved 336.4034 475.6375 495 0.2676795 0.2752057
Moved 336.4341 482.0421 483.9158 0.2825049 0.2466969
Moved 336.4648 471.6893 448.8418 0.25854 0.156486
Moved 336.4956 410.7816 361.6942 0.1175499 -0.06765915
Moved 336.5263 360.9422 301.9265 0.002181133 -0.2213825
Moved 336.5572 332.5466 269.0621 -0.06354963 -0.3059104
Moved 336.588 321.5581 256.5582 -0.08898582 -0.3380706
Moved 336.6187 318.0434 253.0435 -0.09712175 -0.3471105
Moved 336.6494 316.6834 251.6835 -0.1002698 -0.3506084
Moved 336.6802 316 287.1356 -0.1018519 -0.2594251
Moved 336.711 333.0456 340.9734 -0.06239438 -0.1209532
Moved 336.7417 351.5078 387.0156 -0.01965786 -0.002531907
Moved 336.7725 376.6496 425.2717 0.03854076 0.0958633
Moved 336.8032 397.2714 451.5892 0.08627633 0.1635525
Moved 336.834 409.0465 467.4108 0.1135335 0.2042457
Moved 336.8647 413.3299 474.6597 0.1234488 0.2228902
Moved 336.8955 413 477 0.1226852 0.2289094
Moved 336.9262 402.7755 479 0.09901742 0.2340534
Moved 336.957 365.092 461.728 0.01178702 0.1896296
Moved 336.9877 303.0031 421.3354 -0.1319372 0.08573924
Moved 337.0185 275.9979 401.8315 -0.1944494 0.03557492
Moved 337.0493 261.2176 392.2176 -0.2286629 0.01084763
Moved 337.08 255.9833 388.9833 -0.2407794 0.002528924
Moved 337.1108 253.2285 389 -0.2471562 0.002572016
Moved 337.1415 251.1171 389 -0.2520438 0.002572016
Moved 337.1723 251 397.7286 -0.2523148 0.02502222
Moved 337.203 249 416.2707 -0.2569445 0.07271256
Moved 337.2338 247.5314 443.2174 -0.260344 0.14202
Moved 337.2645 248 463.5771 -0.2592593 0.1943854
Moved 337.2953 248 480.4558 -0.2592593 0.2377978
Moved 337.3261 248 500.8029 -0.2592593 0.2901309
Moved 337.3568 248 515.8313 -0.2592593 0.3287841
Ended 337.3876 258 523 -0.2361111 0.3472221
Began 337.7259 396 476 0.08333336 0.2263374
Stationary 337.7566 396 476 0.08333336 0.2263374
Moved 337.7874 406.0188 476 0.1065249 0.2263374
Moved 337.8181 444.4112 486.4522 0.1953963 0.2532207
Moved 337.8488 475.1528 495.6742 0.2665574 0.2769397
Moved 337.8796 500.8695 504.0869 0.3260869 0.2985774
Moved 337.9104 521.1725 510.3597 0.3730846 0.3147111
Moved 337.9411 535.102 514.2204 0.4053287 0.3246409
Moved 337.9719 541.285 515.6425 0.4196411 0.3282985
Moved 338.0027 545.4121 517.4121 0.4291947 0.33285
Moved 338.0334 547.179 517 0.4332847 0.33179
