the union will go on strike
Basic
0.6 0.6
432 388.8
Began 847.121 317 576 -0.09953702 0.483539
Moved 847.1518 317 566.6754 -0.09953702 0.459556
Moved 847.1825 329.1468 549.7064 -0.07141948 0.4159115
Moved 847.2133 341.3687 523.6704 -0.04312798 0.3489465
Moved 847.244 352.4875 503.1226 -0.01739015 0.2960972
Moved 847.2747 361.8838 484.2711 0.004360577 0.2476109
Moved 847.3054 368.6776 468.6447 0.02008716 0.2074194
Moved 847.3361 374 458 0.03240744 0.180041
Moved 847.3668 380.5226 445.9547 0.04750609 0.1490604
Moved 847.3975 385.2798 437.5804 0.05851796 0.1275215
Moved 847.4282 389.9994 426.0018 0.06944309 0.09774113
Moved 847.459 394.043 412.8712 0.0788032 0.06396898
Moved 847.4897 397.389 401.8329 0.08654863 0.03557856
Moved 847.5203 399.2837 395.4326 0.09093454 0.01911662
Moved 847.5511 399 391.8614 0.09027779 0.009931478
Moved 847.5818 393.208 390 0.07687032 0.005143954
Moved 847.6125 374.3058 390 0.03311535 0.005143954
Moved 847.6432 350.2562 401.3719 -0.02255519 0.03439263
Moved 847.674 325.9296 412.0211 -0.07886659 0.06178259
Moved 847.7047 297.1413 426.3659 -0.1455061 0.09867762
Moved 847.7355 280.6157 436.9229 -0.1837599 0.1258303
Moved 847.7662 267.5684 447.4316 -0.213962 0.1528589
Moved 847.7969 259.6639 457.4482 -0.2322595 0.1786218
Moved 847.8276 254.0518 466.9224 -0.2452505 0.2029896
Moved 847.8583 248.3243 480.0272 -0.2585086 0.2366953
Moved 847.8891 243 494.5 -0.2708333 0.2739197
Moved 847.9199 239.7391 505.0436 -0.2783817 0.3010379
Moved 847.9506 237.8761 511.2479 -0.2826943 0.3169954
Moved 847.9813 237 513.9956 -0.2847222 0.3240626
Moved 848.012 236.488 516.512 -0.2859074 0.330535
Ended 848.0427 236 518 -0.287037 0.3343621
Began 848.8108 399 549 0.09027779 0.4140946
Stationary 848.8415 399 549 0.09027779 0.4140946
Stationary 848.8722 399 549 0.09027779 0.4140946
Stationary 848.903 399 549 0.09027779 0.4140946
Moved 848.9337 399 531.7719 0.09027779 0.3697835
Moved 848.9644 391 513.5891 0.07175922 0.3230172
Moved 848.9951 390 497.2949 0.06944448 0.2811082
Moved 849.0259 390 486.3552 0.06944448 0.2529711
Moved 849.0566 390 480.4905 0.06944448 0.2378871
Moved 849.0873 390 476.3746 0.06944448 0.2273008
Moved 849.118 390 474 0.06944448 0.2211934
Moved 849.1487 390 473 0.06944448 0.2186213
Moved 849.1794 390 471.5543 0.06944448 0.2149028
Moved 849.2101 390 467.4992 0.06944448 0.2044732
Moved 849.2409 390 451.3589 0.06944448 0.16296
Moved 849.2716 390 390.5739 0.06944448 0.006619873
Moved 849.3024 400.4063 336.3499 0.0935332 -0.132845
Moved 849.3331 409.6726 302.8184 0.1149829 -0.2190885
Moved 849.3638 417.1632 281.5103 0.1323223 -0.2738934
Moved 849.3945 422.6016 264.496 0.1449111 -0.3176542
Moved 849.4253 427.3601 254.4598 0.1559261 -0.3434675
Moved 849.456 429.0541 248.9459 0.1598475 -0.3576494
Moved 849.4867 430 246.3788 0.162037 -0.3642521
Moved 849.5175 430 244.5088 0.162037 -0.3690618
Moved 849.5482 430 244 0.162037 -0.3703704
Moved 849.5789 419.9676 271.5568 0.1388137 -0.2994939
Moved 849.6096 414.2143 317.9285 0.1254961 -0.1802252
Moved 849.6403 414 387.2242 0.125 -0.001995416
Moved 849.6711 424.057 451.8705 0.1482801 0.1642759
Moved 849.7017 429.054 484.2968 0.1598471 0.2476769
Moved 849.7325 431.9095 507.3664 0.1664571 0.3070123
Moved 849.7632 432 520.3515 0.1666667 0.3404101
Moved 849.7939 433 527.303 0.1689814 0.3582896
Moved 849.8246 433 531.1907 0.1689814 0.3682887
Moved 849.8553 433 534.067 0.1689814 0.3756866
Moved 849.8861 434 536.9329 0.1712963 0.3830578
Moved 849.9167 436.2066 538 0.1764041 0.3858024
Moved 849.9476 447.6765 538 0.2029549 0.3858024
Moved 849.9783 459.7981 538 0.231014 0.3858024
Moved 850.009 469.2067 538 0.2527932 0.3858024
Moved 850.0397 475.2874 538 0.2668689 0.3858024
Moved 850.0704 480.5133 538 0.278966 0.3858024
Moved 850.1012 483.3896 538 0.2856242 0.3858024
Moved 850.1319 485.1316 538 0.2896564 0.3858024
Moved 850.1626 485 519.9608 0.2893518 0.3394051
Moved 850.1933 458.6777 461.0272 0.2284207 0.1878269
Moved 850.2241 436.7247 403.72 0.1776035 0.04043202
Moved 850.2548 424.8406 364.4021 0.1500939 -0.06069427
Moved 850.2855 420.081 332.7286 0.1390763 -0.1421591
Moved 850.3162 418 308.9911 0.1342593 -0.2032121
Moved 850.3469 418 293.3177 0.1342593 -0.2435244
Moved 850.3777 417 282.1326 0.1319444 -0.2722926
Moved 850.4084 417 273.7573 0.1319444 -0.2938343
Moved 850.4391 417 267.0885 0.1319444 -0.3109864
Moved 850.4698 417 262 0.1319444 -0.3240741
Moved 850.5005 417 258.6568 0.1319444 -0.3326728
Ended 850.5313 417 257.5 0.1319444 -0.3356482
Began 851.0228 171 543 -0.4375 0.3986624
Stationary 851.0535 171 543 -0.4375 0.3986624
Stationary 851.0843 171 543 -0.4375 0.3986624
Moved 851.115 201.3005 543 -0.3673601 0.3986624
Moved 851.1458 233.3417 543 -0.2931906 0.3986624
Moved 851.1764 265.1021 543 -0.2196711 0.3986624
Moved 851.2072 289.7578 543 -0.1625977 0.3986624
Moved 851.2379 307.128 551 -0.122389 0.4192385
Moved 851.2686 327.5875 554.3696 -0.07502889 0.4279054
Moved 851.2994 345.2256 554 -0.0342001 0.4269547
Moved 851.3301 355.3566 554 -0.0107487 0.4269547
Moved 851.3608 362.8525 554 0.006603102 0.4269547
Moved 851.3915 375.4663 554 0.03580173 0.4269547
Moved 851.4222 402.2746 556.3638 0.09785791 0.4330344
Moved 851.453 420.4157 556 0.1398511 0.4320986
Moved 851.4837 428.351 556 0.15822 0.4320986
Moved 851.5144 434.3197 556 0.1720364 0.4320986
Moved 851.5452 439.5282 548 0.184093 0.4115225
